build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
742935368,813f05c15e0f7f2082e74dc2895e4af06968cf8f,,3.103,failed,194,2020-11-11 14:39:47 UTC,742935369,742935370,742935371,742935372,742935373,push
742935362,813f05c15e0f7f2082e74dc2895e4af06968cf8f,,master,failed,178,2020-11-11 14:07:44 UTC,742935363,742935364,742935365,742935366,742935367,push
742934956,19e9731da8ee35c5704e4219ce7afeb1d10e094e,,master,canceled,0,,742934957,742934958,742934959,742934960,742934961,push
742933926,f50f0b87058e8cb0304f3a365d0bd5b3338422aa,34,master,errored,143,2020-11-11 13:37:08 UTC,742933927,742933928,742933929,742933930,742933931,pull_request
742933905,35158b5c3de2c30d55928c824aca0ded9d13a368,,roman/followup-fix,errored,172,2020-11-11 13:07:20 UTC,742933906,742933907,742933908,742933909,742933910,push
742908072,2bc25800416045267e9dacf5e1923aae7bb94ce0,34,master,failed,176,2020-11-11 10:36:26 UTC,742908073,742908074,742908075,742908076,742908077,pull_request
742908062,5877d4dea62fea4a995e23ffee6634e4658e5bdb,,roman/followup-fix,failed,178,2020-11-11 10:14:04 UTC,742908063,742908064,742908065,742908066,742908067,push
742715100,426f3b156c51fb6451403ab893d23703fa45b12f,34,master,failed,184,2020-11-10 16:17:23 UTC,742715101,742715102,742715103,742715104,742715105,pull_request
742715086,90f27d7d04411852a8448d19a7d063b7f3c5bcba,,roman/followup-fix,failed,185,2020-11-10 15:25:46 UTC,742715087,742715088,742715089,742715090,742715091,push
742506012,87699f89ec5abe8efb2bc1c0491ff03dcf18ba21,,3.102,failed,179,2020-11-09 19:31:36 UTC,742506013,742506014,742506015,742506016,742506017,push
742505956,87699f89ec5abe8efb2bc1c0491ff03dcf18ba21,,master,failed,176,2020-11-09 18:29:25 UTC,742505957,742505958,742505959,742505960,742505961,push
742472653,c577e303b720dc638a2fcdfccb775184e951e476,,master,failed,180,2020-11-09 16:21:09 UTC,742472654,742472655,742472656,742472657,742472658,push
741741990,1b4a030df7a390cf0d950ac9e25cf2493a7f6546,33,master,failed,181,2020-11-05 23:03:20 UTC,741741991,741741992,741741993,741741994,741741995,pull_request
741741928,dd2957449ee7704d8ab0ec3010c7c99d6e4eeed4,,amix/avg_row_should_count_zero,failed,186,2020-11-05 22:21:29 UTC,741741929,741741930,741741931,741741932,741741933,push
627150598,9c1c4b8e9c42d93dd1be595a71a89aa9276eefae,,master,failed,162,2019-12-19 10:17:21 UTC,627150599,627150600,627150601,627150602,627150603,push
497138407,8813475a8eaa79202aee9f345b30a8cc97ac8e8d,,master,failed,264,2019-02-22 17:03:28 UTC,497138408,497138409,497138410,497138411,497138412,push
462455598,b30fff195f6b50f5e754ecf4b98a3729dd9278a2,32,master,failed,266,2018-12-02 14:22:34 UTC,462455599,462455600,462455601,462455602,462455603,pull_request
370480976,bcf89e00ee647d414c0adde481700b91e5ee5308,,master,passed,287,2018-04-24 09:15:45 UTC,370480977,370480978,370480979,370480980,370480981,push
362282796,c7727ad241acacc3c1a9e0c2526679ace15d29a1,,3.101,passed,463,2018-04-04 18:44:02 UTC,362282797,362282798,362282799,362282800,362282801,push
362282741,c7727ad241acacc3c1a9e0c2526679ace15d29a1,,master,passed,384,2018-04-04 18:42:58 UTC,362282742,362282743,362282744,362282745,362282746,push
349866724,edafd2b545963336e120989b5c437884c6343598,,3.100,passed,361,2018-03-06 15:26:10 UTC,349866725,349866727,349866729,349866730,349866731,push
308471464,edafd2b545963336e120989b5c437884c6343598,,master,failed,280,2017-11-28 14:53:41 UTC,308471472,308471473,308471474,308471477,308471478,push
308459459,83e439d5e4074ed392eb707660dcd4f9ea1af64c,,master,failed,409,2017-11-28 14:30:52 UTC,308459462,308459463,308459464,308459466,308459468,push
308381886,4747b7eaf33c49c113e7ebfe9244958e1393cc14,,master,failed,246,2017-11-28 11:28:15 UTC,308381887,308381888,308381889,308381890,308381891,push
196719090,f36c3f89b317f1e72518dc428c5ba4bd532ac32f,,master,passed,242,2017-01-30 20:32:43 UTC,196719091,196719092,196719093,196719094,196719095,push
196719039,71b2d1068c37c6823e4fc69e96ca6cead2f6f3c2,,master,passed,247,2017-01-30 20:31:59 UTC,196719040,196719041,196719042,196719043,196719044,push
193543135,5600cd5a12d2654f6d65b8451edbd0244253f2a9,,master,passed,237,2017-01-19 22:25:20 UTC,193543136,193543137,193543138,193543139,193543142,push
193542633,fc3d96a87cbf285a059d58cafe2b79bf28aca905,27,master,passed,227,2017-01-19 22:23:27 UTC,193542636,193542639,193542641,193542642,193542644,pull_request
181985113,6003d8dde9498ff96a9a37a3a38a64bca5edd4f5,,3.99,passed,231,2016-12-07 15:10:58 UTC,181985114,181985115,181985116,181985117,181985118,push
181975545,541637381f66227ef4241e0cc6f461c773cde3b5,,master,passed,226,2016-12-07 14:38:51 UTC,181975546,181975547,181975548,181975551,181975554,push
181957333,9356bc1e1da0ddca30467fbb238a8ec3f89e0b4f,26,master,passed,271,2016-12-07 13:29:44 UTC,181957334,181957335,181957336,181957337,181957338,pull_request
181957324,da51e99d8362d708b73b13de0ae30a5e3c59da27,,unique_events,passed,248,2016-12-07 13:28:59 UTC,181957326,181957327,181957329,181957331,181957332,push
181949216,84429f291a82323266707a50ede10485c81f2501,26,master,passed,259,2016-12-07 12:56:29 UTC,181949217,181949218,181949219,181949220,181949221,pull_request
181949210,ed2b65d0517c9f846d0de401ca114a9ccefec842,,unique_events,passed,241,2016-12-07 12:55:27 UTC,181949211,181949212,181949213,181949214,181949215,push
181947630,1022c894e89d2b6946774e9e975650f79ed24faa,,unique_events,passed,240,2016-12-07 12:49:41 UTC,181947631,181947632,181947633,181947634,181947640,push
181947622,dc839340194ec5e656240aae86d3c74edae04da1,26,master,passed,246,2016-12-07 12:48:54 UTC,181947623,181947624,181947625,181947626,181947627,pull_request
181946549,1fc207f7c8e4cca93308736c417954cc70b59add,26,master,failed,230,2016-12-07 12:45:21 UTC,181946550,181946551,181946552,181946553,181946555,pull_request
181946531,700172bcac78399705f5fff46c86d362e1feb5ae,,unique_events,failed,260,2016-12-07 12:44:41 UTC,181946532,181946535,181946538,181946539,181946541,push
181927159,d0191c03bda37d0c56acb3f1d909206944c8a65a,26,master,passed,245,2016-12-07 11:09:25 UTC,181927160,181927161,181927162,181927163,181927164,pull_request
181927153,09b07471ed576c37c03fcdb1187000bef4af76e6,,unique_events,passed,218,2016-12-07 11:08:33 UTC,181927154,181927155,181927156,181927157,181927158,push
181710645,5843489bb3073d742e78f2f23a557032b14191c0,26,master,passed,236,2016-12-06 16:51:41 UTC,181710646,181710647,181710648,181710649,181710650,pull_request
181708862,6c9d95cc66e4faf443f35cbbdefb00d893c55a43,,unique_events,passed,215,2016-12-06 16:45:42 UTC,181708863,181708864,181708865,181708866,181708867,push
181708779,018703a6a080d8f23d2f4371cbd8477ec57b5f9c,,master,passed,327,2016-12-06 16:45:04 UTC,181708780,181708781,181708784,181708785,181708786,push
181708336,485ffe65aa62c2702821a33fb43cb1e68780300a,,master,passed,232,2016-12-06 16:43:16 UTC,181708338,181708340,181708341,181708342,181708343,push
181706639,084e9ab187c6c72caf7bb2668a1d6a4a4b1bc7b8,,master,failed,201,2016-12-06 16:37:38 UTC,181706640,181706641,181706642,181706643,181706644,push
181703122,41f2cf1775dbe082bb57f58004cd8adb1b7e5e25,,unique_events,failed,205,2016-12-06 16:26:44 UTC,181703123,181703124,181703125,181703126,181703127,push
181702817,099c799f345224b3b670581495bd6b53ab7bfb6a,,master,failed,195,2016-12-06 16:25:47 UTC,181702818,181702819,181702820,181702821,181702824,push
149505299,c733290abe7bb9fd09e4ff60b88924ae4c97d88e,,master,passed,224,2016-08-03 15:30:33 UTC,149505300,149505302,149505304,149505305,149505306,149505307,push
149502262,33d2468ff1cc0e9eabf99c4a550aaf0f687c933e,,master,passed,261,2016-08-03 15:20:14 UTC,149502263,149502264,149502265,149502266,149502267,149502268,push
148865999,9504f967887d57d7b48dd4c51d39810fee743fd9,,master,passed,253,2016-08-01 12:47:00 UTC,148866000,148866001,148866002,148866003,148866004,148866005,push
142286576,fc677d9db90d7c78e6427a22c34f068d2211b11f,,master,passed,274,2016-07-04 19:20:01 UTC,142286578,142286579,142286580,142286581,142286582,142286583,push
142250288,fed95afa1c425da1377f6ebb8b10cf17c36a34ca,24,master,passed,282,2016-07-04 16:15:15 UTC,142250289,142250290,142250291,142250293,142250295,142250296,pull_request
142250276,b3e514fe040eac669ce70c03e06f3c619bc701bb,,fix_list_mutation,passed,302,2016-07-04 16:14:31 UTC,142250277,142250278,142250279,142250280,142250281,142250282,push
142249315,3e7d6ceac06a0f5e3b09bfc6707ee284a85adf34,24,master,passed,282,2016-07-04 16:11:41 UTC,142249316,142249317,142249318,142249319,142249320,142249321,pull_request
142249276,b09e8e53135b74b7d5db1eb086226c2495ae9745,,fix_list_mutation,passed,324,2016-07-04 16:10:49 UTC,142249277,142249278,142249279,142249280,142249281,142249282,push
134947697,f0a3b370e4b8540348bf4a81c39e9d0f31e79dba,21,master,passed,235,2016-06-03 06:28:19 UTC,134947698,134947699,134947700,134947701,134947702,134947703,pull_request
131643680,219e5a1bf90b8b895903ac639ec2ab1628d515f9,18,master,passed,252,2016-05-20 09:07:46 UTC,131643681,131643682,131643683,131643684,131643685,131643686,pull_request
126059616,a4945fbe0a13620b22087445464347b3d8ed92cb,,master,passed,239,2016-04-27 09:41:00 UTC,126059617,126059618,126059619,126059620,126059621,126059622,push
125963209,3568620efeeebb849ee7e84f1322b6d2fac2012f,17,master,passed,262,2016-04-26 22:19:55 UTC,125963210,125963211,125963212,125963213,125963215,125963216,pull_request
125963201,ef29908c5ad57b8af7686cd01878fc5f30fd3888,,filters_fix,passed,241,2016-04-26 22:19:07 UTC,125963202,125963203,125963204,125963205,125963206,125963207,push
125909072,fb4c037e9fce6e086a9d5d3edbc2c1ff0fbce4dd,17,master,passed,229,2016-04-26 18:30:46 UTC,125909073,125909074,125909075,125909076,125909077,125909078,pull_request
125909060,01701cc1b5a2ebffe4d79d4bb54f115f8320d2a1,,filters_fix,passed,248,2016-04-26 18:30:03 UTC,125909061,125909062,125909063,125909064,125909065,125909066,push
125509758,90f456c93ea89270f8002dd26b276d0555fb53f4,17,master,passed,227,2016-04-25 08:38:53 UTC,125509759,125509761,125509763,125509764,125509765,125509766,pull_request
125509750,efa3384ac35e334e85769bca473da7cc00455244,,filters_fix,passed,256,2016-04-25 08:38:09 UTC,125509751,125509752,125509754,125509755,125509756,125509757,push
125507381,9d316e2df3cb65fdc7f3968946c4708a44295f2b,17,master,failed,289,2016-04-25 08:24:33 UTC,125507382,125507383,125507384,125507385,125507386,125507387,pull_request
125507372,72db189418cfcbd3c08397f8e0e66e499bd7cd9d,,filters_fix,failed,305,2016-04-25 08:23:43 UTC,125507373,125507374,125507375,125507376,125507377,125507378,push
125504384,913045d379bc0c3166ee64bf5dc09f2f3db69a26,,filters_fix,failed,270,2016-04-25 08:09:08 UTC,125504385,125504386,125504387,125504388,125504389,125504390,push
125504377,794b67333d0aa17b780a8edd1ead257dbf505fb0,17,master,failed,258,2016-04-25 08:08:29 UTC,125504378,125504379,125504380,125504381,125504382,125504383,pull_request
124530606,db4e6f23900d54c9e4c4f9f36ab4f1903b0c960f,17,master,passed,248,2016-04-20 17:00:04 UTC,124530607,124530608,124530609,124530610,124530611,124530612,pull_request
124530546,21fc812de6e212b69100d2579d7b27c542c1930f,,filters_fix,passed,265,2016-04-20 16:59:23 UTC,124530547,124530548,124530549,124530550,124530551,124530552,push
124530334,2aba18c643b3b08782a60e1f9b9cb0855bb27eb7,,filters_fix,passed,234,2016-04-20 16:58:27 UTC,124530335,124530336,124530337,124530338,124530339,124530340,push
124501715,2aba18c643b3b08782a60e1f9b9cb0855bb27eb7,,3.96,passed,242,2016-04-20 15:12:04 UTC,124501716,124501717,124501718,124501719,124501720,124501721,push
124450536,2aba18c643b3b08782a60e1f9b9cb0855bb27eb7,,master,passed,270,2016-04-20 11:54:58 UTC,124450537,124450538,124450539,124450541,124450543,124450545,push
124231113,2aba18c643b3b08782a60e1f9b9cb0855bb27eb7,,countries,passed,243,2016-04-19 16:02:01 UTC,124231114,124231115,124231116,124231117,124231118,124231119,push
124231100,72ddb979fc645c5d38bf56be7fef5ffa3ab65bdd,16,master,passed,277,2016-04-19 16:01:09 UTC,124231102,124231104,124231106,124231107,124231109,124231110,pull_request
124227111,f0e77be772753ef8804ea7761bf8ee67fe407dcd,16,master,passed,238,2016-04-19 15:47:14 UTC,124227112,124227113,124227114,124227115,124227116,124227117,pull_request
124227104,338e2500a3b1aa9302ea44871f989fb9476274e1,,countries,passed,260,2016-04-19 15:46:25 UTC,124227105,124227106,124227107,124227108,124227109,124227110,push
124210682,401d956b5dcaaac550978534935bb431706732fb,16,master,passed,261,2016-04-19 14:53:30 UTC,124210683,124210684,124210685,124210686,124210687,124210688,pull_request
124210673,fdd22bbfb75bb018558e697bf0d26f95ba0b910d,,countries,passed,226,2016-04-19 14:52:47 UTC,124210674,124210675,124210676,124210677,124210678,124210679,push
124205226,e828d9243f661bacdf5332fabc829c6a34844772,16,master,passed,237,2016-04-19 14:35:19 UTC,124205227,124205228,124205229,124205230,124205231,124205232,pull_request
124205218,8834b71afb500799d3e4e5ab81425a991744a263,,countries,passed,228,2016-04-19 14:34:31 UTC,124205219,124205220,124205221,124205222,124205223,124205224,push
123987581,976a939f133bad4a11c129df629813e22b5d297e,16,master,passed,317,2016-04-18 18:44:21 UTC,123987582,123987583,123987584,123987585,123987586,123987587,pull_request
123987569,14034f4024a412b6be7671e839734e463657ab96,,countries,passed,246,2016-04-18 18:43:37 UTC,123987570,123987571,123987573,123987574,123987575,123987576,push
123036104,f43ad3488707c8a31000cb57038f4630e3738ab8,16,master,passed,244,2016-04-14 12:20:23 UTC,123036105,123036106,123036107,123036108,123036109,123036110,pull_request
123036091,df7e4a9f4845a4979f1aba998f1c05f73c0a1498,,countries,passed,247,2016-04-14 12:19:37 UTC,123036092,123036093,123036094,123036095,123036096,123036097,push
123023790,a5738f0173d10dcb6a81c451cbf5161760d35ac6,16,master,failed,293,2016-04-14 11:07:04 UTC,123023791,123023792,123023793,123023794,123023795,123023796,pull_request
123023633,0b21ccc2fefff648aaea273d03614205a53ea907,,countries,failed,258,2016-04-14 11:06:14 UTC,123023634,123023635,123023636,123023637,123023638,123023639,push
110217582,faffa3982bdfe6af1907be5b7b2f8adaee79737a,,master,failed,306,2016-02-18 20:16:50 UTC,110217583,110217584,110217585,110217586,110217587,110217588,push
97133468,d4dfc603b2049ba85c6882b494ad87279d60ba0a,,master,passed,169,2015-12-16 02:52:14 UTC,97133469,97133470,97133471,97133472,97133473,97133474,push
97133432,4d74c114ad38ff7aa62f1db0fb54c6013c2e3933,,master,passed,113,2015-12-16 02:51:45 UTC,97133433,97133434,97133435,97133436,97133437,97133438,push
97133392,4365de2fbda7960d29524255271dd9cc8d1c72ac,,master,passed,131,2015-12-16 02:51:07 UTC,97133393,97133394,97133395,97133396,97133397,97133398,push
