build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
755792531,bcb231244936c4a7d5e796639c34e2c5e3204b27,559,master,errored,149,2021-01-23 07:29:03 UTC,755792532,755792533,755792534,755792535,755792536,755792537,755792538,pull_request
755792521,736224b81c7b9fce9615d94158fd3f5bf236d091,,flavorjones/travis-matrix-update,errored,146,2021-01-23 06:53:21 UTC,755792522,755792523,755792524,755792525,755792526,755792527,755792528,push
755792218,df0c772fc39f24745ddf1b97492f712e6ab31c68,,master,failed,805,2021-01-23 06:28:04 UTC,755792219,755792220,755792221,755792222,755792223,755792224,push
755791670,7399552e202ce74d36fa3b8d9a369efaa1627273,559,master,canceled,0,,755791671,755791672,755791673,755791674,755791675,755791676,755791677,pull_request
755791535,237b28b3980734b28d3f1408da84b762b47ba07b,,flavorjones/travis-matrix-update,canceled,0,,755791536,755791537,755791538,755791539,755791540,755791541,755791542,push
755791360,1ff9eaabb65087f5efb350de413195cd8758e5d2,,flavorjones/travis-matrix-update,canceled,0,,755791361,755791362,755791363,755791364,755791365,755791366,755791367,push
755790690,b3aecc7c7009b23f9b8e21188e5e955a20fede33,558,master,failed,842,2021-01-23 05:44:26 UTC,755790691,755790692,755790693,755790694,755790695,755790696,pull_request
755790668,8ef56fc772089f03bedae6e54a38d739bbde112c,,flavorjones/fix-tests-for-retry-change-request,failed,839,2021-01-23 05:16:03 UTC,755790675,755790677,755790679,755790681,755790682,755790683,push
754366302,cd54953a66e2d2d4b2e54f5c69eccaadbda78fe6,556,master,failed,282,2021-01-13 22:45:42 UTC,754366303,754366304,754366305,754366306,754366307,754366308,pull_request
753109228,d272ac09ba0b70b58ec5e41055bce30a57bfdcec,557,master,errored,777,2021-01-06 02:18:18 UTC,753109229,753109230,753109231,753109232,753109233,753109234,pull_request
750891245,8d7a74a7c400dbca7facdd1464b608abf512d17b,556,master,failed,804,2020-12-21 18:59:27 UTC,750891246,750891247,750891248,750891249,750891250,750891251,pull_request
750890146,2d0479dc8ef3e293f548e03807c5800f213d754d,556,master,canceled,0,,750890147,750890148,750890149,750890150,750890151,750890152,pull_request
750886099,b1c9f218e967bc7decd43f33533498d0e86aaac0,556,master,canceled,0,,750886100,750886101,750886102,750886103,750886104,750886105,pull_request
749816493,418f0d078bb4a0a836c2f57bb2273d6c62b2e5d7,554,master,failed,856,2020-12-15 14:16:46 UTC,749816494,749816495,749816496,749816497,749816498,749816499,pull_request
702743764,b137b44c678520f16fee270b81250e03c94f73ad,554,master,failed,889,2020-06-27 21:11:50 UTC,702743765,702743766,702743767,702743768,702743769,702743770,pull_request
561289569,d935abe7d6fd7ae931acfb7bfbd3e5101e367bb7,548,master,passed,1013,2019-07-20 02:31:34 UTC,561289570,561289571,561289572,561289573,561289574,561289575,pull_request
519619173,446cdd42cac8b38293bcf5ce23d2f8ce206ba279,545,master,passed,1069,2019-04-13 11:25:23 UTC,519619174,519619175,519619176,519619177,519619178,519619179,pull_request
504270482,a308a3489e3d13a4be28cbab1455616ad4aeb903,544,master,passed,1123,2019-03-10 11:44:35 UTC,504270483,504270484,504270485,504270486,504270487,504270488,pull_request
504270475,7c711940a56746f57cb739d1cc495f40828016de,544,master,canceled,0,,504270476,504270477,504270478,504270479,504270480,504270481,pull_request
493622948,f0a5f640a5f084f7b15dae43d9fa2b44c7e21cee,538,master,passed,1048,2019-02-15 07:13:36 UTC,493622949,493622950,493622951,493622952,493622953,493622954,pull_request
493622941,f0a5f640a5f084f7b15dae43d9fa2b44c7e21cee,538,master,canceled,0,,493622942,493622943,493622944,493622945,493622946,493622947,pull_request
492328942,2729e9a80150b3d279640b1152bfe310b8e7ffef,507,master,passed,1080,2019-02-12 19:17:16 UTC,492328943,492328944,492328945,492328946,492328947,492328948,pull_request
492328913,2729e9a80150b3d279640b1152bfe310b8e7ffef,507,master,canceled,0,,492328914,492328916,492328917,492328918,492328919,492328920,pull_request
492328021,c94d5990a59dbe46addb8863d028e8014423ace1,507,master,passed,1167,2019-02-12 19:14:45 UTC,492328022,492328023,492328024,492328025,492328026,492328027,pull_request
492327997,c94d5990a59dbe46addb8863d028e8014423ace1,507,master,canceled,0,,492327998,492327999,492328000,492328001,492328002,492328003,pull_request
492073604,180c81c92782853f809f95bc45ce73fd91dae079,543,master,passed,1104,2019-02-12 09:50:18 UTC,492073605,492073606,492073607,492073608,492073609,492073610,pull_request
492072968,7c194555773a7f7f14c114af9f60b937bc992e9c,543,master,passed,1114,2019-02-12 09:48:07 UTC,492072969,492072970,492072971,492072972,492072973,492072974,pull_request
492065765,44e22e7c91b93560082b492fb08d453800286cb5,,master,passed,1145,2019-02-12 09:32:11 UTC,492065766,492065767,492065768,492065769,492065770,492065771,push
492065750,44e22e7c91b93560082b492fb08d453800286cb5,,master,canceled,0,,492065751,492065752,492065753,492065754,492065755,492065756,push
492064891,b4fc210b6e7654e0441ee079b158f0e40af912a9,,master,passed,1027,2019-02-12 09:29:57 UTC,492064892,492064893,492064894,492064895,492064896,492064897,push
492064882,b4fc210b6e7654e0441ee079b158f0e40af912a9,,master,canceled,0,,492064883,492064884,492064885,492064886,492064887,492064888,push
492051036,aae419fe17b26bea12312c369cea71c8c8b2b8f1,542,master,passed,1057,2019-02-12 09:00:42 UTC,492051037,492051038,492051039,492051040,492051041,492051042,pull_request
492051025,aae419fe17b26bea12312c369cea71c8c8b2b8f1,542,master,canceled,0,,492051026,492051027,492051028,492051029,492051030,492051031,pull_request
492050950,361bfe6c6d228ab81f42005e70c2e3e51357ae97,,ignore-fields-with-no-names,passed,1119,2019-02-12 08:57:16 UTC,492050951,492050952,492050953,492050954,492050955,492050956,push
492050943,361bfe6c6d228ab81f42005e70c2e3e51357ae97,,ignore-fields-with-no-names,canceled,0,,492050944,492050945,492050946,492050947,492050948,492050949,push
492050791,d4880d30504d3f2ffe78a2c15913b6787910c4c0,,master,passed,1001,2019-02-12 08:55:13 UTC,492050792,492050793,492050794,492050795,492050796,492050798,push
492050779,d4880d30504d3f2ffe78a2c15913b6787910c4c0,,master,canceled,0,,492050780,492050781,492050782,492050783,492050784,492050785,push
492036481,36989f232bc15a4d497c0aa315c8fbe2313a37ee,541,master,passed,1050,2019-02-12 08:19:06 UTC,492036482,492036483,492036484,492036485,492036486,492036487,pull_request
492036472,36989f232bc15a4d497c0aa315c8fbe2313a37ee,541,master,canceled,0,,492036473,492036474,492036475,492036476,492036478,492036480,pull_request
491738171,6e1d429e6470026c9ea61fe95eadf97ec8b7865b,542,master,errored,960,2019-02-11 17:17:08 UTC,491738172,491738173,491738175,491738177,491738178,491738179,pull_request
491737695,6e1d429e6470026c9ea61fe95eadf97ec8b7865b,542,master,canceled,0,,491737696,491737697,491737698,491737699,491737700,491737701,pull_request
491736957,de374998e34421f840ddec709f911e6883ab4231,,ignore-fields-with-no-names,errored,1433,2019-02-11 17:10:04 UTC,491736958,491736959,491736960,491736961,491736962,491736963,push
491736946,de374998e34421f840ddec709f911e6883ab4231,,ignore-fields-with-no-names,canceled,0,,491736947,491736948,491736949,491736950,491736951,491736952,push
491732209,0229b4663f4d5d723203ae2b8b90dc2bf92ddef3,541,master,errored,1007,2019-02-11 17:00:05 UTC,491732210,491732211,491732212,491732213,491732214,491732215,pull_request
491731705,0229b4663f4d5d723203ae2b8b90dc2bf92ddef3,541,master,canceled,0,,491731706,491731707,491731708,491731709,491731710,491731711,pull_request
491729960,a6cbd57125b0303468eb4568a5abd52d32f9e001,,master,errored,1993,2019-02-11 16:55:05 UTC,491729961,491729962,491729963,491729964,491729965,491729966,push
491729951,a6cbd57125b0303468eb4568a5abd52d32f9e001,,master,canceled,0,,491729952,491729953,491729954,491729955,491729956,491729957,push
491723251,4699bd27560cd76ebc4a21dadf8f4c67f23d2a60,,master,errored,2433,2019-02-11 16:42:07 UTC,491723252,491723253,491723254,491723255,491723256,491723257,push
491723238,4699bd27560cd76ebc4a21dadf8f4c67f23d2a60,,master,canceled,0,,491723239,491723240,491723241,491723242,491723243,491723244,push
483139670,6a96bac1b928a8b7563e0cc1dbf726b59389274a,539,master,errored,1693,2019-01-22 22:52:31 UTC,483139671,483139672,483139673,483139674,483139675,483139676,483139677,483139678,483139679,483139680,pull_request
483139394,6a96bac1b928a8b7563e0cc1dbf726b59389274a,539,master,errored,1713,2019-01-22 22:48:09 UTC,483139395,483139396,483139397,483139398,483139399,483139400,483139401,483139402,483139403,483139404,pull_request
474017027,927a68781c287c973efe16d2105392355d22cec0,538,master,errored,1449,2019-01-01 05:07:12 UTC,474017028,474017029,474017030,474017031,474017032,474017033,474017034,474017035,474017036,474017037,pull_request
474016895,927a68781c287c973efe16d2105392355d22cec0,538,master,canceled,1,2019-01-01 05:06:43 UTC,474016896,474016897,474016898,474016899,474016900,474016901,474016902,474016903,474016904,474016905,pull_request
470507468,7605dbf087b139d814e5dabafc0b5987d1bb9c58,537,master,passed,1035,2018-12-20 13:27:22 UTC,470507483,470507487,470507491,470507492,470507493,470507494,pull_request
470507461,7605dbf087b139d814e5dabafc0b5987d1bb9c58,537,master,canceled,0,2018-12-20 13:26:55 UTC,470507462,470507463,470507464,470507465,470507466,470507467,pull_request
470243925,2c3825340e3e9a95fd0df9695bcb51b298b26d6b,537,master,failed,1696,2018-12-19 22:16:31 UTC,470243926,470243927,470243928,470243929,470243930,470243931,470243932,470243933,470243934,470243935,pull_request
470243757,2c3825340e3e9a95fd0df9695bcb51b298b26d6b,537,master,failed,1600,2018-12-19 22:12:34 UTC,470243758,470243761,470243762,470243763,470243764,470243765,470243766,470243767,470243768,470243769,pull_request
469832194,800bc132db52406bd8e94ffec589087a53b3459b,507,master,failed,1646,2018-12-19 02:47:54 UTC,469832195,469832196,469832197,469832198,469832199,469832200,469832201,469832202,469832203,469832204,pull_request
469832183,800bc132db52406bd8e94ffec589087a53b3459b,507,master,canceled,-2,2018-12-19 02:47:25 UTC,469832184,469832185,469832186,469832187,469832188,469832189,469832190,469832191,469832192,469832193,pull_request
469832115,1bd8efe8c9e31e72bfb4cbea86e8e99aa6147ced,507,master,canceled,0,,469832116,469832117,469832118,469832119,469832120,469832121,469832122,469832125,469832126,469832127,pull_request
469832104,1bd8efe8c9e31e72bfb4cbea86e8e99aa6147ced,507,master,canceled,0,,469832105,469832106,469832107,469832108,469832109,469832110,469832111,469832112,469832113,469832114,pull_request
449701344,9851193bc22856890a6fa18b1787680b16b6bfb7,533,master,failed,1790,2018-11-02 06:42:23 UTC,449701345,449701346,449701347,449701348,449701349,449701350,449701351,449701352,449701353,449701354,pull_request
449701239,9851193bc22856890a6fa18b1787680b16b6bfb7,533,master,failed,2679,2018-11-02 06:34:49 UTC,449701240,449701241,449701242,449701243,449701244,449701245,449701246,449701247,449701248,449701249,pull_request
388643180,4d701167bef7a458b0114a6dbe05691273696f25,526,master,passed,1953,2018-06-06 07:52:36 UTC,388643181,388643182,388643183,388643184,388643185,388643186,388643187,388643188,388643189,388643190,pull_request
388642849,c3eaeec2096eb8c58e8dc1f90f9c3b5cf48c254c,526,master,passed,1812,2018-06-06 07:48:49 UTC,388642850,388642851,388642852,388642853,388642854,388642855,388642856,388642857,388642859,388642861,pull_request
388332867,b959fb10d2e5943e69c268993481a1b73c80717e,,master,passed,1762,2018-06-05 15:07:07 UTC,388332868,388332869,388332870,388332871,388332872,388332873,388332874,388332875,388332876,388332877,push
388332854,b959fb10d2e5943e69c268993481a1b73c80717e,,master,passed,1912,2018-06-05 15:27:45 UTC,388332855,388332856,388332857,388332858,388332859,388332860,388332861,388332862,388332863,388332864,push
387836267,cded817de2ce8b4aa3c3cead6d050292ae826f72,524,master,passed,1788,2018-06-04 15:06:46 UTC,387836268,387836269,387836270,387836271,387836272,387836273,387836274,387836275,387836276,387836277,pull_request
387835802,cded817de2ce8b4aa3c3cead6d050292ae826f72,524,master,passed,1621,2018-06-04 15:03:20 UTC,387835803,387835804,387835805,387835806,387835807,387835808,387835809,387835810,387835811,387835812,pull_request
387002606,9812840f5dc198421d89b156fca98593bb5f02f7,,v2.7.6,passed,1693,2018-06-02 06:05:31 UTC,387002607,387002608,387002609,387002610,387002611,387002612,387002613,387002614,387002615,387002616,push
387002473,9812840f5dc198421d89b156fca98593bb5f02f7,,v2.7.6,passed,1828,2018-06-02 06:01:52 UTC,387002474,387002475,387002476,387002477,387002478,387002479,387002480,387002481,387002482,387002483,push
386998669,9812840f5dc198421d89b156fca98593bb5f02f7,,master,passed,1701,2018-06-02 05:44:25 UTC,386998670,386998671,386998672,386998673,386998674,386998675,386998676,386998677,386998678,386998679,push
386998658,9812840f5dc198421d89b156fca98593bb5f02f7,,master,canceled,-17,2018-06-02 05:43:49 UTC,386998659,386998660,386998661,386998662,386998663,386998664,386998665,386998666,386998667,386998668,push
386997794,c08b4c1f5d74b1a1fee79bfa81dcaeb78649bd64,,master,passed,1728,2018-06-02 05:40:23 UTC,386997795,386997796,386997797,386997798,386997799,386997800,386997801,386997802,386997803,386997804,push
386997783,c08b4c1f5d74b1a1fee79bfa81dcaeb78649bd64,,master,canceled,-1,2018-06-02 05:40:23 UTC,386997784,386997785,386997786,386997787,386997788,386997789,386997790,386997791,386997792,386997793,push
386989786,3b1e1948aa979035b763c37e65b9cc5248f6f069,,master,passed,1634,2018-06-02 04:56:41 UTC,386989787,386989788,386989789,386989791,386989792,386989793,386989794,386989795,386989796,386989797,push
386989764,3b1e1948aa979035b763c37e65b9cc5248f6f069,,master,canceled,0,,386989765,386989766,386989767,386989768,386989769,386989770,386989771,386989772,386989773,386989774,push
386987221,b6a775abf4aee7aea5e5e423cd1721ebddc1b6cc,,master,passed,1667,2018-06-02 04:43:33 UTC,386987222,386987223,386987224,386987225,386987226,386987227,386987228,386987229,386987230,386987231,push
386987210,b6a775abf4aee7aea5e5e423cd1721ebddc1b6cc,,master,canceled,-30,2018-06-02 04:42:36 UTC,386987211,386987212,386987213,386987214,386987215,386987216,386987217,386987218,386987219,386987220,push
386986798,f6f277fdb630b5b2c809d9dde6c385d96a24af67,,master,passed,1590,2018-06-02 04:39:32 UTC,386986799,386986800,386986801,386986802,386986803,386986804,386986805,386986806,386986807,386986808,push
386986787,f6f277fdb630b5b2c809d9dde6c385d96a24af67,,master,canceled,0,,386986788,386986789,386986790,386986791,386986792,386986793,386986794,386986795,386986796,386986797,push
386983592,7db937e352effef04e7834795b8ecd08870a2861,,master,failed,1569,2018-06-02 04:26:56 UTC,386983593,386983594,386983595,386983596,386983597,386983598,386983599,386983600,386983601,386983602,push
386983580,7db937e352effef04e7834795b8ecd08870a2861,,master,canceled,-272,2018-06-02 04:26:51 UTC,386983581,386983583,386983584,386983585,386983586,386983587,386983588,386983589,386983590,386983591,push
386982521,3feaa04c585997e71a6ccd1359f0f778dee604e8,,master,failed,1728,2018-06-02 04:20:44 UTC,386982522,386982523,386982524,386982525,386982526,386982527,386982528,386982529,386982530,386982531,push
386982510,3feaa04c585997e71a6ccd1359f0f778dee604e8,,master,canceled,0,,386982511,386982512,386982513,386982514,386982515,386982516,386982517,386982518,386982519,386982520,push
386981619,7faa26c8027e7b1221284313da3ce448ed39a6c6,,master,failed,1820,2018-06-02 04:13:51 UTC,386981620,386981621,386981622,386981623,386981624,386981625,386981626,386981627,386981628,386981629,push
386981608,7faa26c8027e7b1221284313da3ce448ed39a6c6,,master,canceled,0,,386981609,386981610,386981611,386981612,386981613,386981614,386981615,386981616,386981617,386981618,push
386980887,e5597afeb23cf4c9ab885eda5c809d1d42d91a19,,master,failed,1920,2018-06-02 04:09:12 UTC,386980888,386980889,386980890,386980891,386980892,386980893,386980894,386980895,386980896,386980897,push
386980876,e5597afeb23cf4c9ab885eda5c809d1d42d91a19,,master,canceled,-5,2018-06-02 04:09:15 UTC,386980877,386980878,386980879,386980880,386980881,386980882,386980883,386980884,386980885,386980886,push
