build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
761607392,cbba55b83ad56c9286566b96b0c82cead332b729,,master,passed,14809,2021-03-05 17:22:40 UTC,761607394,761607395,761607399,761607400,761607401,761607402,761607403,761607404,761607405,cron
761460629,cbba55b83ad56c9286566b96b0c82cead332b729,,master,passed,14574,2021-03-04 16:31:21 UTC,761460635,761460638,761460641,761460643,761460644,761460647,761460648,761460649,761460650,cron
761305466,cbba55b83ad56c9286566b96b0c82cead332b729,,master,passed,14879,2021-03-03 16:31:09 UTC,761305472,761305474,761305475,761305478,761305479,761305480,761305481,761305482,761305483,cron
761148588,cbba55b83ad56c9286566b96b0c82cead332b729,,master,passed,14653,2021-03-02 16:31:00 UTC,761148590,761148593,761148595,761148597,761148600,761148601,761148602,761148603,761148604,cron
760968155,cbba55b83ad56c9286566b96b0c82cead332b729,,master,passed,13761,2021-03-01 16:31:11 UTC,760968158,760968159,760968160,760968161,760968162,760968163,760968164,760968165,760968166,cron
760811249,cbba55b83ad56c9286566b96b0c82cead332b729,,master,passed,5840,2021-02-28 16:30:13 UTC,760811251,760811252,760811253,760811254,760811255,760811256,760811257,760811258,760811259,cron
760713463,cbba55b83ad56c9286566b96b0c82cead332b729,,master,passed,13342,2021-02-27 16:29:36 UTC,760713471,760713472,760713474,760713475,760713476,760713478,760713479,760713480,760713482,cron
760605231,cbba55b83ad56c9286566b96b0c82cead332b729,,master,passed,13248,2021-02-26 16:29:20 UTC,760605238,760605241,760605242,760605245,760605249,760605250,760605251,760605256,760605258,cron
760562116,cbba55b83ad56c9286566b96b0c82cead332b729,,master,passed,12831,2021-02-26 08:42:27 UTC,760562117,760562118,760562119,760562120,760562121,760562122,760562123,760562124,760562125,push
760537556,31de52fd4e2f9dce90617c5db17e1b92013dc17e,599,master,passed,12386,2021-02-26 03:21:47 UTC,760537557,760537558,760537559,760537560,760537561,760537562,760537563,760537564,760537565,pull_request
760537467,c5db671c31d6a900d3dae7fc37f73ea7e4c68e5c,,master,passed,12622,2021-02-26 03:21:01 UTC,760537468,760537469,760537470,760537471,760537472,760537473,760537474,760537475,760537476,push
760472358,5ffee7d3207d65dfa3db89e4abf960438a826dbd,599,master,passed,13015,2021-02-25 16:47:34 UTC,760472359,760472360,760472361,760472362,760472363,760472364,760472365,760472366,760472367,pull_request
760468749,1612e9be7af6e72931870e4b5710099f903476ef,,master,passed,17791,2021-02-25 16:28:39 UTC,760468752,760468757,760468758,760468760,760468766,760468768,760468769,760468778,760468779,cron
760419249,f6366b6481703bcde7b1be207b833c77fe32dee1,599,master,passed,12629,2021-02-25 08:16:43 UTC,760419250,760419251,760419252,760419253,760419254,760419255,760419256,760419257,760419258,pull_request
760418473,1a6af1ab3b3c41689f17a60da0f5412c8ca6c7f7,608,master,passed,12959,2021-02-25 08:04:47 UTC,760418474,760418475,760418476,760418477,760418478,760418479,760418480,760418481,760418482,pull_request
