build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
704126447,19983aa014e85bbd5be2d8a6feb847e56a605c84,140,master,passed,12774,2020-07-01 23:19:06 UTC,704126448,704126449,704126450,704126451,704126452,704126453,704126454,704126455,704126456,704126457,704126458,704126459,704126460,704126461,704126462,704126463,704126464,704126465,pull_request
704123392,8ff89acb526428b421fd7d4f32a94af369b67097,140,master,canceled,0,,704123393,704123394,704123395,704123396,704123397,704123398,704123399,704123400,704123401,704123402,704123403,704123404,704123405,704123406,704123407,704123408,704123409,704123410,pull_request
704120743,0bb2583f91504ed55b0386c8c1d6151eda30db41,140,master,canceled,0,,704120744,704120745,704120748,704120749,704120750,704120752,704120753,704120755,704120756,704120757,704120758,704120759,704120760,704120761,704120764,704120765,704120767,704120770,pull_request
704117750,daa855478e150c0f6b7ff07f6a69c0ad8c4ac92d,140,master,canceled,0,,704117751,704117752,704117753,704117754,704117755,704117756,704117757,704117758,704117759,704117760,704117761,704117762,704117763,704117770,704117771,704117772,704117773,704117774,pull_request
704115425,5e85356c08bf7ff856c627284a18bb65bbb09a15,140,master,canceled,0,,704115426,704115427,704115428,704115429,704115430,704115431,704115432,704115433,704115434,704115435,704115436,704115437,704115438,704115439,704115440,704115441,704115442,704115443,pull_request
704114154,a65ebd37f5db15b120fee3c879b09349680fdd4d,140,master,canceled,0,,704114155,704114156,704114157,704114158,704114159,704114160,704114161,704114162,704114163,704114164,704114165,704114166,704114167,704114168,704114169,704114170,704114171,704114172,pull_request
704111781,1122760dd1cc5d1b0b12d057e0d2870bf222724a,140,master,canceled,0,,704111782,704111783,704111784,704111785,704111786,704111787,704111788,704111789,704111790,704111791,704111792,704111793,704111795,704111796,704111798,704111799,704111800,704111801,pull_request
704107874,dff8aac4774d6424c48b7dceaf98892de2e50bbf,140,master,canceled,0,,704107875,704107876,704107877,704107878,704107879,704107880,704107881,704107882,704107883,704107884,704107885,704107886,704107887,704107888,704107889,704107890,704107891,704107892,pull_request
704106162,0384d70eabb05668f661013638de44e9b2b218a2,140,master,canceled,0,,704106163,704106164,704106165,704106166,704106167,704106168,704106169,704106170,704106171,704106172,704106173,704106174,704106175,704106176,704106177,704106178,704106179,704106180,pull_request
704104315,0b093ae6eb3097c7a24e9d5276d724472b775ea8,140,master,canceled,0,,704104316,704104317,704104318,704104319,704104320,704104321,704104322,704104323,704104324,704104325,704104326,704104327,704104328,704104329,704104330,704104331,704104332,704104333,pull_request
704103688,780b3d12f8a4c111b40f0c6c3f6925c9c9878f6d,140,master,canceled,0,,704103689,704103690,704103691,704103692,704103693,704103694,704103695,704103696,704103697,704103698,704103699,704103700,704103701,704103702,704103703,704103704,704103705,704103706,pull_request
704087145,8915fd7828321b246cb8357574f40ede5900c8d0,140,master,failed,12509,2020-07-01 21:44:50 UTC,704087147,704087148,704087149,704087150,704087151,704087152,704087153,704087154,704087155,704087156,704087157,704087158,704087159,704087160,704087161,704087162,704087163,704087164,pull_request
703980618,f0f23880e7a49fe74791749fa5346643920c1ae2,,master,passed,12896,2020-07-01 17:07:36 UTC,703980620,703980621,703980622,703980623,703980624,703980625,703980626,703980627,703980628,703980629,703980630,703980631,703980632,703980633,703980634,703980635,703980636,703980637,push
703603359,7e0f77e0c1c07d54ceda17b51930fa8f20bc022e,,master,passed,12490,2020-06-30 16:41:30 UTC,703603360,703603361,703603362,703603363,703603364,703603365,703603366,703603367,703603368,703603369,703603370,703603371,703603372,703603373,703603374,703603375,703603376,703603377,push
703588264,40aa7d03a96eade80fc9590f0358550d9722ec2c,,master,passed,12492,2020-06-30 15:58:21 UTC,703588265,703588266,703588267,703588268,703588269,703588270,703588271,703588272,703588273,703588274,703588275,703588278,703588279,703588280,703588281,703588282,703588283,703588284,push
703359770,b5009c06d285d5b7fc90da981f5492966b0d3e37,144,master,failed,12500,2020-06-30 01:30:59 UTC,703359771,703359772,703359773,703359774,703359775,703359776,703359777,703359778,703359779,703359780,703359781,703359782,703359783,703359784,703359785,703359786,703359787,703359788,pull_request
703359346,3818266be98531833d16b6c5ca38b27e9fd74a63,142,master,passed,12944,2020-06-30 01:14:32 UTC,703359347,703359348,703359349,703359350,703359351,703359352,703359353,703359354,703359355,703359356,703359357,703359358,703359359,703359360,703359361,703359362,703359363,703359364,pull_request
703359303,4dae69d5125f0861c30bfacb00958ba8eeeaecc4,142,master,canceled,0,,703359304,703359305,703359306,703359307,703359308,703359309,703359310,703359311,703359312,703359313,703359314,703359315,703359316,703359317,703359318,703359319,703359320,703359321,pull_request
703345512,48c3e8a14c6b36c5fdf28d98d57062e9e4a3cd07,140,master,failed,12519,2020-06-30 00:23:39 UTC,703345513,703345514,703345515,703345516,703345517,703345518,703345519,703345520,703345521,703345522,703345523,703345524,703345525,703345526,703345527,703345528,703345529,703345530,pull_request
703343682,7f5bf524c65a239a3cac757d440bc43b22665b3e,140,master,canceled,0,,703343683,703343684,703343685,703343686,703343687,703343688,703343689,703343690,703343691,703343692,703343693,703343694,703343695,703343696,703343697,703343698,703343699,703343700,pull_request
703341681,f69ad4938b5147e8a98e3c8da1367d891132cbdb,140,master,canceled,0,,703341682,703341683,703341684,703341685,703341686,703341687,703341688,703341689,703341690,703341691,703341692,703341693,703341694,703341695,703341696,703341697,703341698,703341699,pull_request
703340119,8eb51a7773ca6aef30fd5cea84f56cce53115f63,140,master,canceled,0,,703340120,703340121,703340122,703340123,703340124,703340125,703340126,703340127,703340128,703340129,703340130,703340131,703340132,703340133,703340134,703340135,703340136,703340137,pull_request
703338684,277051e3f2160180f55b7c7865be8e3e17f6c068,140,master,canceled,0,,703338685,703338686,703338687,703338688,703338689,703338690,703338691,703338692,703338693,703338694,703338695,703338696,703338697,703338698,703338699,703338700,703338701,703338702,pull_request
703332114,1c29ab13087da064d99e95c98c667d4d523e67cd,140,master,failed,13245,2020-06-29 22:46:24 UTC,703332115,703332116,703332117,703332118,703332119,703332120,703332121,703332122,703332123,703332124,703332125,703332126,703332127,703332128,703332129,703332130,703332131,703332132,pull_request
703331086,ef93126e242b358c5fd3c017e9d0f3c83806f853,140,master,canceled,0,,703331087,703331088,703331089,703331090,703331091,703331092,703331093,703331094,703331095,703331096,703331097,703331098,703331099,703331100,703331101,703331102,703331103,703331104,pull_request
703329770,d1cde462e069747ebad77ef425e658aaa8dd92c9,140,master,canceled,0,,703329771,703329772,703329773,703329774,703329775,703329776,703329777,703329778,703329779,703329780,703329781,703329782,703329783,703329784,703329785,703329786,703329787,703329788,pull_request
703325333,13386ea6f37d5eb216be48deda7d60726c0f5bf1,140,master,canceled,0,,703325334,703325335,703325336,703325337,703325338,703325339,703325340,703325341,703325342,703325343,703325344,703325345,703325346,703325347,703325348,703325349,703325350,703325351,pull_request
703304314,1105ac519020b1044217aa943453c5ef3b9f685a,,master,failed,13002,2020-06-29 21:47:39 UTC,703304315,703304316,703304317,703304318,703304319,703304320,703304321,703304322,703304323,703304324,703304325,703304326,703304327,703304328,703304329,703304330,703304331,703304332,push
703301376,f89c8107dee34c57c913c9d0825d1929ea9672a0,,master,canceled,0,,703301377,703301378,703301379,703301380,703301381,703301382,703301383,703301384,703301385,703301386,703301387,703301388,703301389,703301390,703301391,703301392,703301393,703301394,push
702561561,a19e24554b42053d2059a88fc8d5996bde90a229,144,master,passed,12592,2020-06-27 02:55:44 UTC,702561562,702561563,702561564,702561565,702561566,702561567,702561568,702561569,702561570,702561571,702561572,702561573,702561574,702561575,702561576,702561577,702561578,702561579,pull_request
