build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
754027531,c8473a12068678b03482fc1247bfeba32cef843f,,master,passed,1448,2021-01-11 23:50:23 UTC,754027532,754027533,754027534,754027535,754027536,754027537,754027538,754027539,754027540,754027541,754027542,754027543,754027544,754027545,push
754022583,a81d935967bdf3b97a7b206cdf41c592449f751a,,master,failed,1438,2021-01-11 22:19:33 UTC,754022585,754022587,754022588,754022589,754022590,754022591,754022592,754022593,754022594,754022595,754022596,754022597,754022598,754022599,push
754011427,e18d989d309e3f3c1044eae464fab2624d557873,,master,failed,1389,2021-01-11 20:58:52 UTC,754011428,754011429,754011430,754011431,754011432,754011433,754011434,754011435,754011436,754011437,754011438,754011439,754011440,754011441,push
754011352,c0078e7415b566c750a43d49090df2bd8b765419,,master,canceled,0,,754011353,754011354,754011355,754011356,754011357,754011358,754011359,754011360,754011361,754011362,754011363,754011364,754011365,754011366,push
753912709,b0562a21808f272c87784024f3823c5b0db857da,2237,master,failed,1343,2021-01-11 09:41:08 UTC,753912710,753912711,753912712,753912713,753912714,753912715,753912716,753912717,753912718,753912719,753912720,753912721,753912722,753912723,pull_request
753304681,8f44874f6d70ec146cffdf62f6b22ad2d54398be,2236,master,failed,1313,2021-01-07 04:43:58 UTC,753304682,753304683,753304684,753304685,753304686,753304687,753304688,753304689,753304690,753304691,753304692,753304693,753304694,753304695,pull_request
751770235,e1776516e9fd0474555a57405309bfd0dd4c0a2f,,master,failed,1335,2020-12-28 05:57:48 UTC,751770236,751770237,751770238,751770239,751770240,751770241,751770242,751770243,751770244,751770245,751770246,751770247,751770248,751770249,push
751523252,daaf610210ba0c9fffba53bc98313336a3632799,2235,master,failed,1384,2020-12-26 01:19:40 UTC,751523253,751523254,751523255,751523256,751523257,751523258,751523259,751523261,751523262,751523263,751523264,751523265,751523266,751523268,pull_request
750293688,9b892941a347ad77408947cd214607eb90345744,,master,failed,1352,2020-12-17 21:48:37 UTC,750293689,750293690,750293691,750293692,750293693,750293694,750293695,750293696,750293697,750293698,750293699,750293700,750293701,750293702,push
750211253,9742d7c63ad18e1da85724e79b690aa41fe3e18e,2234,master,failed,1385,2020-12-17 13:05:32 UTC,750211254,750211255,750211256,750211257,750211258,750211259,750211260,750211261,750211262,750211263,750211264,750211265,750211266,750211267,pull_request
734677788,27e38cb8fb44d09c02f17c2967d96db5708d8c93,2233,master,failed,1439,2020-10-11 04:02:17 UTC,734677789,734677790,734677791,734677792,734677793,734677794,734677795,734677796,734677797,734677798,734677799,734677800,734677801,734677802,pull_request
707283746,326a309d1a8f300d335105b96a5ce210e9cb8449,,master,passed,1488,2020-07-12 01:34:45 UTC,707283747,707283748,707283749,707283750,707283751,707283752,707283753,707283754,707283755,707283756,707283757,707283758,707283759,707283760,push
707261962,e9407f71fd51e8b3fb481eb412b599330faa490e,2229,master,passed,1442,2020-07-11 22:58:48 UTC,707261963,707261964,707261965,707261966,707261967,707261968,707261969,707261970,707261971,707261972,707261973,707261974,707261975,707261976,pull_request
693718387,1d6d82aac6c0530f1a94f739cf01176c1b5692c8,,master,passed,1509,2020-06-02 05:40:05 UTC,693718388,693718389,693718390,693718391,693718392,693718393,693718394,693718395,693718396,693718397,693718398,693718399,693718400,693718401,push
693718132,b4443d00ef7a95d77f70a408dd11738dbed72480,2228,master,errored,620,2020-06-02 05:37:38 UTC,693718133,693718134,693718135,693718136,693718137,693718138,693718139,693718140,693718141,693718142,693718143,693718144,693718145,693718146,pull_request
687274811,dd729d92fac3e5e5b5c44fdb3e09117824b20c49,,master,passed,1511,2020-05-15 02:50:57 UTC,687274812,687274813,687274814,687274815,687274816,687274817,687274818,687274819,687274820,687274821,687274822,687274823,687274824,687274825,push
687272268,a110ea3ba8c097f2f6f51adc28301b58bdc5fe6f,,master,passed,1503,2020-05-15 02:37:41 UTC,687272269,687272270,687272271,687272272,687272273,687272274,687272275,687272276,687272277,687272278,687272279,687272280,687272281,687272282,push
687271461,d52f29e24866d879cd87cf1dc88a3c615e0c20f5,,master,passed,1545,2020-05-15 02:31:55 UTC,687271462,687271463,687271464,687271465,687271466,687271467,687271468,687271469,687271470,687271471,687271472,687271473,687271474,687271475,push
687269941,3cca56082e6d3254efe1f5e90b44a32718dc09cd,,master,passed,1499,2020-05-15 02:25:54 UTC,687269942,687269943,687269944,687269945,687269946,687269947,687269948,687269949,687269950,687269951,687269952,687269953,687269954,687269955,push
687269589,3fb496c28f3d4bb390c4eb46a2dd738adddd5d84,,master,canceled,0,,687269590,687269591,687269592,687269593,687269594,687269595,687269596,687269597,687269598,687269599,687269600,687269601,687269602,687269603,push
687269328,be5619e8d96d95b1ea4f25a8b5a2947fa3d8b7ce,2226,master,passed,1527,2020-05-15 02:19:58 UTC,687269329,687269330,687269331,687269332,687269333,687269334,687269335,687269336,687269337,687269338,687269339,687269340,687269341,687269342,pull_request
687269142,c28f07dcfd0e2e51d8b0e89505e9ad3b9a106965,,master,passed,1527,2020-05-15 02:16:03 UTC,687269143,687269144,687269145,687269146,687269147,687269148,687269149,687269150,687269151,687269152,687269153,687269154,687269155,687269156,push
687267195,2216fcbaffa2ab9b77716b70b52dfae253167a3d,2226,master,failed,1700,2020-05-15 02:04:11 UTC,687267196,687267197,687267198,687267199,687267200,687267201,687267202,687267203,687267204,687267205,687267206,687267207,687267208,687267209,pull_request
686656989,4ac3336db3059f5b6fff2ecb22ed68d945e48d97,,master,errored,1055,2020-05-13 16:35:02 UTC,686656990,686656991,686656995,686656996,686656997,686656998,686656999,686657000,686657001,686657002,686657003,686657004,686657005,686657006,push
686509343,6cee7d7a501572aeff5030e58772b539ae7311f3,2225,master,errored,1111,2020-05-13 10:21:47 UTC,686509344,686509345,686509346,686509347,686509348,686509349,686509350,686509351,686509352,686509353,686509354,686509355,686509356,686509357,pull_request
685537136,493b02c6af104acd520f12f0d895f725b80986b9,2223,master,passed,1539,2020-05-11 07:28:20 UTC,685537137,685537138,685537139,685537140,685537141,685537142,685537143,685537144,685537145,685537146,685537147,685537148,685537149,685537150,pull_request
685524821,d8fb864acb7dfeb611d3ca73db45ca83a08fd140,2223,master,failed,1480,2020-05-11 06:38:58 UTC,685524822,685524823,685524824,685524825,685524826,685524827,685524828,685524829,685524830,685524831,685524832,685524833,685524834,685524837,pull_request
685521936,4128fb225b6e0e6ecd0b2f0e9fb05e8ccb5872c8,2223,master,passed,1547,2020-05-11 06:24:20 UTC,685521937,685521938,685521939,685521940,685521941,685521942,685521943,685521944,685521945,685521946,685521947,685521948,685521949,685521950,pull_request
659747318,17a68deec188cd1a10e488aa3126d08508446744,2223,master,failed,1296,2020-03-08 08:10:31 UTC,659747319,659747320,659747321,659747322,659747323,659747324,659747325,659747326,659747327,659747328,659747329,659747330,659747331,659747332,pull_request
659745870,e4de41315060f34153df5f966ed11addba6b6b75,2223,master,errored,1332,2020-03-08 08:04:25 UTC,659745871,659745872,659745873,659745874,659745875,659745876,659745877,659745878,659745879,659745880,659745881,659745882,659745883,659745884,659745885,pull_request
659744909,40621bcf41685e40503de88547198433f55067e9,2223,master,errored,1389,2020-03-08 07:58:58 UTC,659744910,659744911,659744912,659744913,659744914,659744915,659744916,659744917,659744918,659744919,659744920,659744921,659744922,659744923,659744924,pull_request
