build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
761061920,36df91d4d072758da142378d62492c187689b324,,master,failed,382,2021-03-02 03:09:29 UTC,761061921,cron
760098011,36df91d4d072758da142378d62492c187689b324,,master,failed,247,2021-02-23 03:08:51 UTC,760098012,cron
759142570,36df91d4d072758da142378d62492c187689b324,,master,passed,209,2021-02-16 03:08:13 UTC,759142571,cron
758164600,36df91d4d072758da142378d62492c187689b324,,master,passed,157,2021-02-09 03:37:43 UTC,758164601,cron
757179945,36df91d4d072758da142378d62492c187689b324,,master,passed,174,2021-02-02 04:03:53 UTC,757179946,cron
756193785,36df91d4d072758da142378d62492c187689b324,,master,passed,258,2021-01-26 04:18:45 UTC,756193786,cron
755122643,36df91d4d072758da142378d62492c187689b324,,master,passed,201,2021-01-19 03:04:46 UTC,755122644,cron
754054663,36df91d4d072758da142378d62492c187689b324,,master,passed,167,2021-01-12 03:09:56 UTC,754054664,cron
752917347,36df91d4d072758da142378d62492c187689b324,,master,passed,176,2021-01-05 03:12:54 UTC,752917348,cron
751916795,36df91d4d072758da142378d62492c187689b324,,master,passed,180,2020-12-29 03:03:36 UTC,751916796,cron
750957269,36df91d4d072758da142378d62492c187689b324,,master,failed,195,2020-12-22 03:12:54 UTC,750957272,cron
749741650,36df91d4d072758da142378d62492c187689b324,,master,passed,184,2020-12-15 03:31:14 UTC,749741651,cron
748260466,36df91d4d072758da142378d62492c187689b324,,master,failed,343,2020-12-08 03:36:33 UTC,748260467,cron
746890892,36df91d4d072758da142378d62492c187689b324,,master,passed,209,2020-12-01 04:00:06 UTC,746890896,cron
745555023,36df91d4d072758da142378d62492c187689b324,,master,passed,209,2020-11-24 03:59:19 UTC,745555024,cron
744095472,36df91d4d072758da142378d62492c187689b324,,master,passed,232,2020-11-17 03:24:45 UTC,744095473,cron
742609114,36df91d4d072758da142378d62492c187689b324,,master,failed,257,2020-11-10 03:38:26 UTC,742609115,cron
741027303,36df91d4d072758da142378d62492c187689b324,,master,failed,455,2020-11-03 03:25:56 UTC,741027304,cron
739166522,36df91d4d072758da142378d62492c187689b324,,master,passed,140,2020-10-27 03:39:20 UTC,739166523,cron
737279205,36df91d4d072758da142378d62492c187689b324,,master,passed,183,2020-10-20 02:57:44 UTC,737279206,cron
735234856,36df91d4d072758da142378d62492c187689b324,,master,passed,193,2020-10-13 02:57:37 UTC,735234857,cron
733174867,36df91d4d072758da142378d62492c187689b324,,master,passed,196,2020-10-06 02:56:48 UTC,733174868,cron
731155055,36df91d4d072758da142378d62492c187689b324,,master,passed,281,2020-09-29 02:56:11 UTC,731155056,cron
729188126,36df91d4d072758da142378d62492c187689b324,,master,passed,176,2020-09-22 02:55:26 UTC,729188127,cron
727240322,36df91d4d072758da142378d62492c187689b324,,master,passed,195,2020-09-15 02:54:40 UTC,727240326,cron
725113251,36df91d4d072758da142378d62492c187689b324,,master,passed,185,2020-09-08 02:54:11 UTC,725113253,cron
722946827,36df91d4d072758da142378d62492c187689b324,,master,passed,348,2020-09-01 02:53:37 UTC,722946831,cron
720860925,36df91d4d072758da142378d62492c187689b324,,master,failed,202,2020-08-25 02:53:28 UTC,720860929,cron
718828481,36df91d4d072758da142378d62492c187689b324,,master,passed,157,2020-08-18 02:52:43 UTC,718828482,cron
716776201,36df91d4d072758da142378d62492c187689b324,,master,passed,175,2020-08-11 02:52:01 UTC,716776202,cron
714683193,36df91d4d072758da142378d62492c187689b324,,master,passed,211,2020-08-04 02:51:09 UTC,714683194,cron
712414603,36df91d4d072758da142378d62492c187689b324,,master,passed,207,2020-07-28 02:50:28 UTC,712414606,cron
710229663,36df91d4d072758da142378d62492c187689b324,,master,failed,27,2020-07-21 02:50:20 UTC,710229664,cron
707851711,36df91d4d072758da142378d62492c187689b324,,master,failed,27,2020-07-14 02:50:02 UTC,707851712,cron
705639551,36df91d4d072758da142378d62492c187689b324,,master,failed,27,2020-07-07 02:50:01 UTC,705639552,cron
703386080,36df91d4d072758da142378d62492c187689b324,,master,failed,30,2020-06-30 02:49:26 UTC,703386081,cron
701116109,36df91d4d072758da142378d62492c187689b324,,master,failed,29,2020-06-23 03:45:04 UTC,701116110,cron
698773383,36df91d4d072758da142378d62492c187689b324,,master,failed,29,2020-06-16 02:48:01 UTC,698773385,cron
696296882,36df91d4d072758da142378d62492c187689b324,,master,failed,140,2020-06-09 02:47:56 UTC,696296883,cron
693761518,36df91d4d072758da142378d62492c187689b324,,master,passed,126,2020-06-02 08:40:21 UTC,693761519,push
693690085,f0f5e27083f235813a16d43838df55556e863760,,master,passed,139,2020-06-02 02:47:56 UTC,693690089,cron
692589100,c93ddb63d1870127cf56397e6615de0717299b59,73,master,passed,322,2020-05-29 14:30:31 UTC,692589103,pull_request
691156006,f0f5e27083f235813a16d43838df55556e863760,,master,passed,343,2020-05-26 02:47:03 UTC,691156011,cron
688649489,f0f5e27083f235813a16d43838df55556e863760,,master,passed,230,2020-05-19 02:46:47 UTC,688649490,cron
685935512,f0f5e27083f235813a16d43838df55556e863760,,master,passed,193,2020-05-12 02:46:38 UTC,685935513,cron
683209673,f0f5e27083f235813a16d43838df55556e863760,,master,passed,163,2020-05-05 02:46:19 UTC,683209675,cron
680380602,f0f5e27083f235813a16d43838df55556e863760,,master,passed,132,2020-04-28 02:45:58 UTC,680380603,cron
677527295,f0f5e27083f235813a16d43838df55556e863760,,master,passed,315,2020-04-21 02:45:00 UTC,677527296,cron
676569934,f0f5e27083f235813a16d43838df55556e863760,,master,failed,289,2020-04-18 13:17:49 UTC,676569935,push
676359165,1082c1ee3511c9f3e57aad63eaed32082154ddb0,,master,passed,210,2020-04-17 19:16:24 UTC,676359166,push
676356507,20a5c1ddd68e22519532ce8459742ae77c09e523,,master,passed,183,2020-04-17 19:08:44 UTC,676356508,push
676355641,649c259db40afa1bff03e07116abd552572cc99d,,master,failed,154,2020-04-17 19:05:51 UTC,676355642,push
676353364,0a4aeda5745e6b3dae6c334b2458c2f05cdcd8fe,,master,passed,216,2020-04-17 18:59:01 UTC,676353365,push
676347547,ed24646f016c89b8d490ba6d5a4acd4f35536422,,master,passed,256,2020-04-17 18:41:54 UTC,676347548,push
676344976,ee127c9681db030f548a6747ca3b113b299bf274,,master,failed,144,2020-04-17 18:34:08 UTC,676344977,push
676342811,827b34524cb9856bfb00d31e5ed2015d74c5f050,,master,failed,228,2020-04-17 18:29:55 UTC,676342812,push
676341795,a1a422ca5e8fdf8231d6d16c874494848a42edd4,,master,failed,267,2020-04-17 18:25:11 UTC,676341796,push
674681559,24d470d286bbf1c70395e803fff85ad98c6ff9a8,,master,passed,332,2020-04-14 02:44:37 UTC,674681560,cron
673699834,24d470d286bbf1c70395e803fff85ad98c6ff9a8,,1.1.2,passed,166,2020-04-11 07:03:26 UTC,673699835,push
673699354,24d470d286bbf1c70395e803fff85ad98c6ff9a8,,master,passed,130,2020-04-11 07:00:24 UTC,673699355,push
673696299,ccf66f302075ab44ce432d4a9e2987210431e38d,,master,passed,166,2020-04-11 06:38:04 UTC,673696300,push
673695670,d3f00ec153fecbe9c4d904e4f625426b97e1eed4,,master,passed,171,2020-04-11 06:34:56 UTC,673695671,push
673695354,86caeb964710e456465b306f40b9e7a64fb609df,,master,passed,164,2020-04-11 06:31:55 UTC,673695355,push
673335777,e4a0d2f4d888add55acdbc6c7755ebb11ce22926,,master,passed,158,2020-04-10 08:53:48 UTC,673335778,push
673280378,f5e09b5cb10100dd4db33eb825cc5ca1497d1c9f,,master,passed,160,2020-04-10 03:55:38 UTC,673280379,push
673272157,a5488f6cdd7bf3897645254799d549941a0990ef,,master,passed,163,2020-04-10 03:14:22 UTC,673272161,push
673154121,7c4c05d0d7a0c8c5fbe898191ff786bfaa9fbd43,,master,passed,106,2020-04-09 20:22:59 UTC,673154122,push
673149134,8dd2ed049a8262e0b0b8c483c21a5055788902f0,,master,passed,126,2020-04-09 20:07:52 UTC,673149135,push
673124769,1faa52a223e1f937bd09d070e1a0284342768220,,master,passed,129,2020-04-09 19:00:48 UTC,673124770,push
673118503,defa9f87066b38177eb2ba24a4736f23e76cb210,,master,passed,135,2020-04-09 18:44:24 UTC,673118504,push
673117106,5070b20f2adeca9175752e8b1f20115f3d0db0e1,,master,passed,108,2020-04-09 18:40:33 UTC,673117107,push
673116102,05c4db120979212d9f74b4c0f5550134f8b46776,,master,passed,122,2020-04-09 18:37:56 UTC,673116103,push
673086778,de343653fbe3f7e32fb9077c5f587103ffa386c6,,master,passed,281,2020-04-09 17:23:14 UTC,673086779,673086780,push
673008182,7709fdf475b6af05a13e7f4b048b18c5f615c23e,,master,failed,407,2020-04-09 14:19:15 UTC,673008183,673008184,push
673003396,26f71301587483d3972469084b869be4ebfc2904,,master,errored,212,2020-04-09 14:15:07 UTC,673003397,673003398,push
673002106,ce599b1592b18cadcbf7524f678625ccddd04fbc,,master,failed,547,2020-04-09 14:05:19 UTC,673002107,673002108,push
673001610,1c3bd0c0b4db1fa14b3038219934ab7413cfaf76,,master,canceled,0,,673001612,673001613,push
672999921,827c52714d80a23417610f8267f524e8d4ee92c4,,master,canceled,0,,672999922,672999923,push
672998494,3213b12e09382a0fdcf517f4ef214a20b38ffc53,,master,failed,538,2020-04-09 13:55:45 UTC,672998495,672998496,push
671914541,7432fca2e7ae5c1bab6ed254e1bd71725f9dbd99,,master,passed,355,2020-04-07 02:44:22 UTC,671914542,671914543,cron
669059385,7432fca2e7ae5c1bab6ed254e1bd71725f9dbd99,,master,passed,371,2020-03-31 02:43:55 UTC,669059386,669059387,cron
666157617,7432fca2e7ae5c1bab6ed254e1bd71725f9dbd99,,master,passed,318,2020-03-24 02:43:16 UTC,666157618,666157619,cron
663328975,7432fca2e7ae5c1bab6ed254e1bd71725f9dbd99,,master,passed,411,2020-03-17 02:42:19 UTC,663328976,663328977,cron
660443588,7432fca2e7ae5c1bab6ed254e1bd71725f9dbd99,,master,passed,314,2020-03-10 02:41:30 UTC,660443589,660443590,cron
657574997,7432fca2e7ae5c1bab6ed254e1bd71725f9dbd99,,master,passed,322,2020-03-03 02:41:14 UTC,657575000,657575002,cron
654711922,7432fca2e7ae5c1bab6ed254e1bd71725f9dbd99,,master,passed,331,2020-02-25 02:40:37 UTC,654711923,654711925,cron
651794562,7432fca2e7ae5c1bab6ed254e1bd71725f9dbd99,,master,passed,258,2020-02-18 02:39:37 UTC,651794563,651794564,cron
648717281,7432fca2e7ae5c1bab6ed254e1bd71725f9dbd99,,master,passed,411,2020-02-11 02:39:09 UTC,648717282,648717283,cron
645760610,7432fca2e7ae5c1bab6ed254e1bd71725f9dbd99,,master,passed,303,2020-02-04 02:38:29 UTC,645760611,645760612,cron
642697201,7432fca2e7ae5c1bab6ed254e1bd71725f9dbd99,,master,passed,307,2020-01-28 02:38:04 UTC,642697202,642697203,cron
639743678,7432fca2e7ae5c1bab6ed254e1bd71725f9dbd99,,master,passed,248,2020-01-21 01:58:14 UTC,639743679,639743680,push
639743204,9cb27a04c1090669709f0f1f62246c590995b555,,master,canceled,112,,639743205,639743206,push
639724746,9ee19b977f5bbb7e111476b5207de850283fff3b,60,master,passed,256,2020-01-21 00:32:15 UTC,639724747,639724748,pull_request
636680197,f9b5b8e0160f765d2968a679a296837ad80222a1,,master,passed,219,2020-01-14 02:37:16 UTC,636680201,636680202,cron
634043972,f822bdc5cc34b705a85933a356659c8a67f7397d,59,master,passed,293,2020-01-08 02:04:35 UTC,634043973,634043974,pull_request
633576612,f9b5b8e0160f765d2968a679a296837ad80222a1,,master,passed,279,2020-01-07 02:36:19 UTC,633576613,633576614,cron
631162954,f9b5b8e0160f765d2968a679a296837ad80222a1,,master,passed,210,2019-12-31 02:35:23 UTC,631162955,631162956,cron
628961597,f9b5b8e0160f765d2968a679a296837ad80222a1,,master,passed,223,2019-12-24 02:35:10 UTC,628961598,628961599,cron
625991905,f9b5b8e0160f765d2968a679a296837ad80222a1,,master,passed,458,2019-12-17 02:34:58 UTC,625991906,625991907,cron
622989507,f9b5b8e0160f765d2968a679a296837ad80222a1,,master,passed,563,2019-12-10 02:34:44 UTC,622989508,622989509,cron
619918819,f9b5b8e0160f765d2968a679a296837ad80222a1,,master,passed,709,2019-12-05 09:59:58 UTC,619918825,619918826,cron
617004999,f9b5b8e0160f765d2968a679a296837ad80222a1,,master,passed,224,2019-11-27 05:47:57 UTC,617005000,617005001,cron
615366139,943d8731ed67ec8847b7303a76c771d6fd89c3f8,55,master,passed,218,2019-11-22 03:03:58 UTC,615366140,615366141,pull_request
613970420,f9b5b8e0160f765d2968a679a296837ad80222a1,,master,passed,221,2019-11-19 11:51:50 UTC,613970421,613970422,push
613875210,ee60e471de9cf042dff7a376c711fc7fd58670d2,54,master,passed,219,2019-11-19 08:12:49 UTC,613875211,613875212,pull_request
613805265,4360ba58be5e7152d95728233b92a2de2cdbc793,,master,passed,350,2019-11-19 02:33:00 UTC,613805266,613805267,cron
610657021,4360ba58be5e7152d95728233b92a2de2cdbc793,,master,passed,222,2019-11-12 02:32:32 UTC,610657022,610657023,cron
608592476,4360ba58be5e7152d95728233b92a2de2cdbc793,,master,passed,234,2019-11-07 06:55:32 UTC,608592477,608592478,push
608591074,eb5f6ef7e8e7bd0911ac41f47dcd028b4e3391eb,,master,failed,115,2019-11-07 06:50:04 UTC,608591075,608591076,push
607445817,8cac51f7cfb3057f5e459286a43defe18a894895,,master,failed,263,2019-11-05 02:32:05 UTC,607445818,607445819,cron
604236112,8cac51f7cfb3057f5e459286a43defe18a894895,,master,failed,212,2019-10-30 03:16:53 UTC,604236113,604236114,cron
601060446,8cac51f7cfb3057f5e459286a43defe18a894895,,master,passed,355,2019-10-22 02:31:31 UTC,601060447,601060449,cron
598524713,8cac51f7cfb3057f5e459286a43defe18a894895,,master,passed,232,2019-10-16 07:45:58 UTC,598524714,598524715,push
598522377,5b0a38bc731b725e0715fd83c6dc869f63aa7043,53,master,passed,227,2019-10-16 07:39:47 UTC,598522378,598522379,pull_request
598520265,ea9bcf049b131bdf9912448e7ee7a3333060bc82,,dev,passed,218,2019-10-16 07:34:59 UTC,598520266,598520267,push
597939888,de24b2f74b9919d49924e48fa136df13f01ddb79,,master,passed,377,2019-10-15 02:31:15 UTC,597939889,597939890,cron
596894406,de24b2f74b9919d49924e48fa136df13f01ddb79,,master,passed,220,2019-10-12 05:37:34 UTC,596894407,596894408,push
596893713,f5a37f8e2377aab85e90ee9f3b189fbfbe6bdb91,,master,passed,212,2019-10-12 05:32:45 UTC,596893714,596893715,push
596890928,9e2cf803b807c13203945749ac05982c06b8b684,51,master,passed,237,2019-10-12 05:25:18 UTC,596890929,596890930,pull_request
596882558,a4bdcc99d27b5355aa8e1dd8750b44d229f55706,,dev,passed,226,2019-10-12 04:20:52 UTC,596882559,596882560,push
596867366,f8f18a608e0fe1af12d32a53ee6f09ecdec8211f,,dev,failed,228,2019-10-12 02:55:28 UTC,596867367,596867368,push
594903599,097893c03fd4c2af194172518f9d377f7192c525,,master,passed,253,2019-10-08 02:35:09 UTC,594903600,594903601,cron
592098030,d298ecaba2336ceafbefdb4579f224ae2af49828,,dev,passed,283,2019-10-08 02:29:38 UTC,592098031,592098032,push
592094363,eb624784f8dcab5e387920fe3dbd0a58086d2f5e,,dev,passed,407,2019-10-01 15:41:28 UTC,592094364,592094365,push
592093230,18a72baeaa26f5af3988d5ae90e01c9e2073b7f9,,dev,passed,286,2019-10-01 15:38:34 UTC,592093231,592093232,push
592091412,bbe6f88fe935b6d4bf0b9eb75b015cacfa7c7176,,dev,passed,271,2019-10-01 15:36:19 UTC,592091417,592091421,push
591865691,097893c03fd4c2af194172518f9d377f7192c525,,master,passed,434,2019-10-01 07:03:17 UTC,591865692,591865693,push
591401423,435a7cea9ee77c8504339620d124d119198ee7ca,,master,passed,810,2019-09-30 10:18:13 UTC,591401424,591401425,push
591399764,ed08fe2b5d8a02b43423d006da72e2f23c790978,,master,failed,623,2019-09-30 09:13:10 UTC,591399765,591399766,push
591371178,f137d027a76d06fdf9e58eb4f9bf7db2d1031a3c,50,master,passed,798,2019-09-30 08:00:47 UTC,591371179,591371180,pull_request
591366717,18d803c99dc23f166730176dcba1efed71a0684b,,dev,passed,819,2019-09-30 07:51:38 UTC,591366718,591366719,push
591356497,4ebae94104f375e447a4fe6114ccec552c48ba8b,,dev,failed,928,2019-09-30 07:13:52 UTC,591356498,591356499,push
591352848,cbe3066be0430cd02eddaf32d459878ddc29d403,,dev,failed,391,2019-09-30 07:03:17 UTC,591352849,591352850,push
591352003,e9500f4c942a42890a240ab82f985a0cba37693c,,dev,failed,178,2019-09-30 07:03:33 UTC,591352004,591352005,push
591351110,64700129762fb1e35769100849eb0c1bdd91afd9,,dev,failed,205,2019-09-30 06:58:06 UTC,591351111,591351112,push
