build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
759112389,61abc50a50a42baf74c7cbcbfd0c8b991f45dc2c,,main,errored,8256,2021-02-15 21:13:16 UTC,759112390,759112391,759112392,759112393,759112394,759112395,759112396,759112397,759112398,759112399,759112400,759112401,759112402,759112403,759112404,759112405,push
757593272,61abc50a50a42baf74c7cbcbfd0c8b991f45dc2c,,master,errored,8185,2021-02-04 19:44:08 UTC,757593273,757593274,757593275,757593276,757593277,757593278,757593279,757593280,757593281,757593282,757593283,757593284,757593285,757593286,757593287,757593288,push
747161959,b29ced4614078b6cc49475557b010350867e22b0,902,master,errored,7537,2020-12-02 10:20:21 UTC,747161960,747161961,747161962,747161963,747161964,747161965,747161966,747161967,747161968,747161969,747161970,747161971,747161972,747161973,747161974,747161975,pull_request
721642933,3ed5698f4f93bd60177318dff83f32f7b606544b,,master,errored,7098,2020-08-27 10:50:05 UTC,721642934,721642935,721642936,721642937,721642938,721642939,721642940,721642941,721642942,721642943,721642944,721642945,721642946,721642947,721642948,721642949,push
721642207,afa0c395382162a81e34b7a6372091706355cb69,,v6.17.0,errored,7063,2020-08-27 10:30:36 UTC,721642208,721642209,721642210,721642211,721642212,721642213,721642214,721642215,721642216,721642217,721642218,721642219,721642220,721642221,721642222,721642223,push
721642160,afa0c395382162a81e34b7a6372091706355cb69,,master,errored,7068,2020-08-27 10:15:28 UTC,721642161,721642162,721642163,721642164,721642165,721642166,721642167,721642168,721642169,721642170,721642171,721642172,721642173,721642174,721642175,721642176,push
721623591,6653a0bb71944a2071815c07b70806683caeba9a,,master,errored,7089,2020-08-27 09:02:20 UTC,721623592,721623593,721623594,721623595,721623596,721623597,721623598,721623599,721623600,721623601,721623602,721623603,721623604,721623605,721623606,721623607,push
721615870,25db3b303cb543b67d0ded2e5873cadff64a6675,,master,errored,7059,2020-08-27 08:32:40 UTC,721615871,721615872,721615873,721615874,721615875,721615876,721615877,721615878,721615879,721615880,721615881,721615882,721615883,721615884,721615885,721615886,push
721606987,ec6378f0735090e843701fffb0e19ca0004ea043,,master,errored,6996,2020-08-27 08:08:53 UTC,721606988,721606989,721606990,721606991,721606992,721606993,721606994,721606995,721606996,721606997,721606998,721606999,721607000,721607001,721607002,721607003,push
721606532,19755187fe4cdb2dc22b77e62e20bf439de16aa8,,master,canceled,0,,721606533,721606534,721606535,721606536,721606537,721606538,721606539,721606540,721606541,721606542,721606543,721606544,721606545,721606546,721606547,721606548,push
721597463,b1f645cfd22bee9c9a60968c3a3d69109247ccb0,,master,errored,7039,2020-08-27 07:46:14 UTC,721597464,721597465,721597466,721597467,721597468,721597469,721597470,721597471,721597472,721597473,721597474,721597475,721597476,721597477,721597478,721597479,push
721595392,f8ba1c8e9db349e929d58890da553d4b22ad3d9c,,master,canceled,0,,721595393,721595394,721595395,721595396,721595397,721595398,721595399,721595400,721595401,721595402,721595403,721595404,721595405,721595406,721595407,721595408,push
721594889,31280a91221b906c7c1359124fa2d8f3a1b2ce02,856,master,errored,436,2020-08-27 07:39:51 UTC,721594890,721594891,721594892,721594893,721594894,721594895,721594896,721594897,721594898,721594899,721594900,721594901,721594902,721594903,721594904,721594905,pull_request
721594872,45c4b756c4dc5e49aa35e42a42d67e9c345d7684,,case-insensitive-attrs,errored,7096,2020-08-27 07:31:31 UTC,721594873,721594874,721594875,721594876,721594877,721594878,721594879,721594880,721594881,721594882,721594883,721594884,721594885,721594886,721594887,721594888,push
721593354,90911d0c33dd48885fed3f68fbb14ce7bfc9116d,,master,errored,7547,2020-08-27 07:12:06 UTC,721593355,721593356,721593357,721593358,721593359,721593360,721593361,721593362,721593363,721593364,721593365,721593366,721593367,721593368,721593369,721593370,push
721592120,b06645041b8a76bd215225dffaf197e163345e40,,master,canceled,0,,721592121,721592122,721592123,721592124,721592125,721592126,721592127,721592128,721592129,721592130,721592131,721592132,721592133,721592134,721592135,721592136,push
721591502,89017a92ee4ae1ff5ae469ae94cdaa8c4e7b316c,,master,errored,7545,2020-08-27 06:48:51 UTC,721591503,721591504,721591505,721591506,721591507,721591508,721591509,721591510,721591511,721591512,721591513,721591514,721591515,721591516,721591517,721591518,push
721480447,094790cefc34e7dae52a92eaf53e6b6de824f2b4,896,master,errored,7716,2020-08-26 23:43:12 UTC,721480448,721480449,721480450,721480451,721480452,721480453,721480454,721480455,721480456,721480457,721480458,721480459,721480460,721480461,721480462,721480463,pull_request
667100687,d0ef58d2353f5acc47d7b1aed607690deedea936,890,master,failed,5223,2020-03-26 04:54:14 UTC,667100688,667100689,667100690,667100691,667100692,667100693,667100694,667100695,667100696,667100697,667100698,667100699,667100700,667100701,667100702,667100703,pull_request
667092416,02d5ac2461c47989003d68ec53b56635a457e0a1,890,master,failed,5887,2020-03-26 04:04:47 UTC,667092417,667092418,667092419,667092420,667092421,667092422,667092423,667092424,667092425,667092426,667092427,667092428,667092429,667092430,667092431,667092432,pull_request
652832694,d3bb74176057bca29c1d8f8aec287973abe1c345,890,master,failed,5247,2020-02-20 05:21:46 UTC,652832695,652832696,652832697,652832698,652832699,652832700,652832701,652832702,652832703,652832704,652832705,652832706,652832707,652832708,652832709,652832710,pull_request
652828354,f0743568a4c14ce4a0f92abbd7e834d7272eb051,890,master,failed,5352,2020-02-20 05:00:10 UTC,652828355,652828356,652828357,652828358,652828359,652828360,652828361,652828362,652828363,652828364,652828365,652828366,652828367,652828368,652828369,652828370,pull_request
652826240,4f6349e230a5e1427dc00a2d9acc18191dba0799,890,master,canceled,2942,2020-02-20 04:49:13 UTC,652826241,652826242,652826243,652826244,652826245,652826246,652826247,652826248,652826249,652826250,652826251,652826252,652826253,652826254,652826255,652826256,pull_request
652821800,6f87d57e1196def116aa8ac5ac926d10bf0cde3e,890,master,failed,5446,2020-02-20 04:28:43 UTC,652821801,652821802,652821803,652821804,652821805,652821806,652821807,652821808,652821809,652821810,652821811,652821812,652821813,652821814,652821815,652821816,pull_request
