build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
743190192,3352958d2c8240cb7008bb8f937fc699c7b04ad9,817,master,failed,4170,2020-11-12 14:49:27 UTC,743190193,743190194,743190195,743190196,743190197,743190198,743190199,743190200,743190201,743190202,743190203,743190204,743190205,743190206,743190207,pull_request
737730527,1020b8f642c76ae3dd9903e01841672adba5e540,,master,failed,4402,2020-10-21 14:31:27 UTC,737730528,737730529,737730530,737730531,737730532,737730533,737730534,737730535,737730536,737730537,737730538,737730539,737730540,737730541,737730542,push
737464128,5f00dcb17603eac943c8aedc67c27bf8cd25e0c4,803,master,failed,4290,2020-10-20 17:42:23 UTC,737464129,737464130,737464131,737464132,737464133,737464134,737464135,737464136,737464137,737464138,737464139,737464140,737464141,737464142,737464143,pull_request
733722355,89bf60edf4f8c7d420b68257db3e0d3850eb799f,792,master,failed,4319,2020-10-08 12:21:24 UTC,733722356,733722357,733722358,733722359,733722360,733722361,733722362,733722363,733722364,733722365,733722366,733722367,733722368,733722369,733722370,pull_request
731215170,867972489f07e9d7ec99c416b52e28b87e41802c,791,master,failed,4277,2020-09-29 10:06:49 UTC,731215171,731215172,731215173,731215174,731215175,731215176,731215177,731215178,731215179,731215180,731215181,731215182,731215183,731215184,731215185,pull_request
729219482,49d9e806b14d4a13409865cce0b335c2fdee159d,788,3.2.x,failed,1344,2020-09-22 07:37:11 UTC,729219483,729219484,729219485,729219486,729219487,729219488,729219489,729219490,729219491,729219492,729219493,729219494,729219495,729219496,729219497,pull_request
729037315,225e0a815b27654f9ab57614b5a2c45d1debf8bd,778,master,failed,4376,2020-09-21 15:37:14 UTC,729037316,729037317,729037318,729037319,729037320,729037321,729037322,729037323,729037324,729037325,729037326,729037327,729037328,729037329,729037330,pull_request
728662209,46c080f59a011747ba1b70f462b27fee26957247,,master,failed,4518,2020-09-19 23:48:57 UTC,728662210,728662211,728662212,728662213,728662214,728662215,728662216,728662217,728662218,728662219,728662220,728662221,728662222,728662223,728662224,push
725674089,9012ee3e49bf9e56d3e42583106cc0ec85d3d2a3,778,master,failed,4459,2020-09-09 18:01:30 UTC,725674090,725674091,725674092,725674093,725674094,725674095,725674096,725674097,725674098,725674099,725674100,725674101,725674102,725674103,725674104,pull_request
725564869,28f407d0c0ba32dafb1c7dd4eb0a3bdb05d035de,688,master,errored,5591,2020-09-09 12:54:33 UTC,725564870,725564871,725564872,725564873,725564874,725564875,725564876,725564877,725564878,725564879,725564880,725564881,725564882,725564883,725564884,pull_request
723741958,dcb562df27d631789e946e9e1155616d8fa13159,717,master,failed,8670,2020-09-03 11:43:19 UTC,723741959,723741960,723741961,723741962,723741963,723741964,723741965,723741966,723741967,723741968,723741969,723741970,723741971,723741972,723741973,pull_request
723741900,54f197fa5182f3f925a187eeb98152df6f20097b,,travis-xcode-update,failed,6791,2020-09-03 11:40:19 UTC,723741901,723741902,723741903,723741904,723741905,723741906,723741907,723741908,723741909,723741912,723741913,723741921,723741922,723741923,723741927,push
723741633,b3467eb30206becbd1267a758a78793a44678ca7,717,master,canceled,0,,723741634,723741635,723741636,723741637,723741638,723741639,723741640,723741641,723741642,723741643,723741644,723741645,723741651,723741652,723741653,pull_request
723741610,1095ae5962aa9e97c10c128ff4ad3f7804065a6f,,travis-xcode-update,canceled,0,,723741611,723741612,723741613,723741614,723741615,723741616,723741617,723741618,723741619,723741620,723741621,723741622,723741623,723741624,723741625,push
723739517,2a1c0c0591ba53129fc0d65ac8f81f83ebff847f,,master,failed,5760,2020-09-03 11:21:39 UTC,723739518,723739519,723739520,723739521,723739522,723739523,723739524,723739525,723739526,723739527,723739528,723739529,723739530,723739531,723739532,push
723691242,fa1946ea905f2dd4fc1b10ea5eecbc719e0fa30e,,ci/update-osx-image,failed,4125,2020-09-03 07:50:16 UTC,723691243,723691244,723691245,723691246,723691247,723691248,723691249,723691250,723691251,723691252,723691253,723691254,723691255,723691256,723691257,push
723691223,7a75e38fdda63bd57d66d8ae0117f1c378161c36,768,master,failed,5418,2020-09-03 07:48:10 UTC,723691224,723691225,723691226,723691227,723691228,723691229,723691230,723691231,723691232,723691233,723691234,723691236,723691238,723691240,723691241,pull_request
723135796,043f96a47e3da5954402c4e0742cc3f5fabb7d54,,master,failed,4355,2020-09-01 17:29:58 UTC,723135797,723135798,723135799,723135800,723135801,723135802,723135803,723135804,723135805,723135806,723135807,723135808,723135809,723135810,723135811,push
720180894,1d4b55e5e94048372c3ca075a959277196ae3c79,768,master,failed,4406,2020-08-22 13:05:40 UTC,720180895,720180896,720180897,720180898,720180899,720180900,720180901,720180902,720180903,720180904,720180905,720180906,720180907,720180908,720180909,pull_request
720180872,b5bde875728e4eb8b77139a9be24e712978172fc,,ci/update-osx-image,failed,3613,2020-08-22 14:48:30 UTC,720180873,720180875,720180877,720180878,720180879,720180882,720180883,720180884,720180885,720180886,720180887,720180888,720180889,720180890,720180891,push
