build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
761283004,2014c16d7eafd9126e23ed51a7724fb222d8ed10,1415,master,errored,726,2021-03-03 13:19:05 UTC,761283005,761283006,761283007,761283008,761283009,761283010,761283011,761283012,761283013,761283014,761283015,pull_request
760662489,8267a98b4b0fa01ad2c967e587b74ac5319496d1,,master,passed,944,2021-02-27 01:05:44 UTC,760662490,760662491,760662492,760662493,760662494,760662495,760662496,760662497,760662498,760662499,760662500,push
760662381,e216fbf232b81ebf2af62c54a71377ba3c9adbae,,master,passed,955,2021-02-27 01:01:57 UTC,760662382,760662383,760662384,760662385,760662386,760662387,760662388,760662389,760662390,760662391,760662392,push
760660695,a2c508b101fcdf4dee6ca4952002ca41f76a1073,1413,master,passed,926,2021-02-27 00:42:01 UTC,760660696,760660697,760660698,760660699,760660700,760660701,760660702,760660703,760660704,760660705,760660706,pull_request
760659904,ef6c357f3ab05c76a5a4e5774846790838fb383e,1413,master,passed,926,2021-02-27 00:33:07 UTC,760659905,760659906,760659907,760659908,760659909,760659910,760659911,760659912,760659913,760659914,760659915,pull_request
760637877,8a991714847640e8c615e6dc569f005a6b251013,,master,passed,934,2021-02-26 20:50:53 UTC,760637878,760637879,760637880,760637881,760637882,760637883,760637884,760637885,760637886,760637887,760637888,push
760637862,499fc10087a42ad530394ef233baaf1fc6e756f6,,4.2.2,passed,932,2021-02-26 20:47:18 UTC,760637863,760637864,760637865,760637866,760637867,760637868,760637869,760637870,760637871,760637872,760637873,push
760484878,34ff60a046a00f67d0ecd5d124cbb0fc0448cedc,,master,passed,964,2021-02-25 18:29:49 UTC,760484879,760484880,760484881,760484882,760484883,760484884,760484885,760484886,760484887,760484888,760484889,push
760481590,a5942666f28cd5956d22fdd3ef97e6bd188bb322,,master,passed,891,2021-02-25 17:58:10 UTC,760481591,760481592,760481593,760481594,760481595,760481596,760481597,760481598,760481599,760481600,760481601,push
760236399,4e3f12e3884bd2520244791fa9fd549ca4f1ad6e,,master,passed,896,2021-02-23 23:37:14 UTC,760236400,760236401,760236402,760236403,760236404,760236405,760236406,760236407,760236408,760236409,760236410,push
760202046,0c66c0c7797d84089288428daacb7c71860d3ffc,,master,passed,874,2021-02-23 18:53:42 UTC,760202047,760202048,760202049,760202050,760202051,760202052,760202053,760202054,760202055,760202056,760202057,push
760201518,d0026aeafc85fdbe47e92888b4314c29d3e1725b,,master,canceled,0,,760201519,760201520,760201521,760201522,760201523,760201524,760201525,760201526,760201527,760201528,760201529,push
