build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
746797260,105bbd7ba1ae5456c7623ce0028bcce48dd16665,728,master,errored,179,2020-11-30 18:36:56 UTC,746797261,746797262,746797263,746797264,746797265,746797266,746797267,746797268,746797269,746797270,pull_request
746793804,1a9295b05bf895297312a34ddcb8877287d1a9e7,728,master,canceled,0,,746793805,746793806,746793807,746793808,746793809,746793810,746793811,746793812,746793813,746793814,pull_request
728257455,32a2a35959095966d53e44f2e4c596c8d8c276b0,723,master,errored,179,2020-09-18 07:52:54 UTC,728257456,728257457,728257458,728257459,728257460,728257461,728257462,728257463,728257464,728257465,pull_request
715854740,399a999debb1ba7e4be69292d25ffa336c46125b,720,master,errored,176,2020-08-07 14:20:43 UTC,715854741,715854742,715854743,715854745,715854748,715854750,715854751,715854752,715854753,715854754,pull_request
715848544,a5db0ea3e8e494b591835d8b968fb70124b2ac7e,720,master,errored,183,2020-08-07 14:06:59 UTC,715848545,715848547,715848548,715848549,715848550,715848551,715848552,715848555,715848556,715848558,pull_request
694059996,c98aba34f79c7e7f2ae8583496d7d4114ac02365,715,master,errored,165,2020-06-02 23:35:01 UTC,694059997,694059998,694059999,694060000,694060001,694060002,694060003,694060004,694060005,694060006,pull_request
693826294,501e3ea925d248bddefe9b0409f67417072b4e56,715,master,errored,167,2020-06-02 12:41:13 UTC,693826295,693826296,693826297,693826298,693826299,693826300,693826301,693826302,693826303,693826304,pull_request
693809286,793146bbd88fd6e4a32405fe2c8a4ed5cc335a8f,718,master,errored,165,2020-06-02 11:40:21 UTC,693809287,693809288,693809289,693809290,693809291,693809292,693809293,693809294,693809295,693809296,pull_request
693419606,615b90272dac8dfb74607266f559b360ea4102e3,707,master,errored,167,2020-06-01 11:57:33 UTC,693419607,693419608,693419609,693419610,693419611,693419612,693419613,693419614,693419615,693419616,pull_request
693398854,5e6448bd2e26d405468a35ee755a0b2ffcdbf971,707,master,errored,169,2020-06-01 10:35:48 UTC,693398856,693398857,693398858,693398859,693398860,693398861,693398862,693398863,693398864,693398865,pull_request
693382772,276d523e26595400888dae492bd623d9206df889,711,master,errored,168,2020-06-01 09:36:27 UTC,693382773,693382774,693382775,693382776,693382777,693382778,693382779,693382780,693382781,693382782,pull_request
693381735,c3cee2104caf59e15a26b643a21ba00529a71fbe,711,master,errored,166,2020-06-01 09:33:13 UTC,693381736,693381737,693381738,693381739,693381740,693381741,693381742,693381743,693381744,693381745,pull_request
692495228,d22b01dfed7f97234b9385908b44e724f5a6a95f,711,master,errored,198,2020-05-29 09:58:18 UTC,692495230,692495232,692495233,692495234,692495235,692495236,692495237,692495238,692495239,692495240,pull_request
692489112,b2a47e3a74461c07e5da30c538338b2424395ace,711,master,errored,168,2020-05-29 09:33:02 UTC,692489113,692489114,692489115,692489116,692489117,692489118,692489119,692489120,692489121,692489122,pull_request
