build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
732879886,06c519b43f5b7ec1079c430cabf18c29e6ea101a,344,master,failed,614,2020-10-05 07:28:28 UTC,732879887,732879888,732879889,732879890,732879891,732879892,pull_request
732413696,181143b12ea9f98862610fce062770b067ce80cd,343,master,failed,772,2020-10-02 23:33:23 UTC,732413697,732413698,732413699,732413700,732413701,732413702,pull_request
732413106,56a2f25a7cf45145318f3ee20cf96e72de812a34,343,master,passed,799,2020-10-02 23:29:44 UTC,732413107,732413108,732413109,732413110,732413111,732413112,pull_request
728016611,408310d1ce3799ce411aa56d99b36250ae8b6aa7,,master,passed,789,2020-09-17 13:42:09 UTC,728016612,728016613,728016614,728016615,728016616,728016617,push
725966101,b3f9975d2e3f07c3fd798494ba0b12b963178f3e,340,master,passed,786,2020-09-17 12:55:46 UTC,725966102,725966103,725966104,725966105,725966106,725966107,pull_request
725965552,b0f4d3b91656faefee437bbacf7b9b4792388b91,340,master,failed,782,2020-09-10 15:04:16 UTC,725965553,725965554,725965555,725965556,725965557,725965558,pull_request
725939802,62f4c5c017ea4b05d49f13c5cd94bdcdc77fb1a6,,master,passed,784,2020-09-10 14:09:18 UTC,725939803,725939804,725939805,725939806,725939807,725939808,push
725928634,99889a783046a065b244e6589f220191ddfedfe8,341,master,passed,773,2020-09-10 13:34:43 UTC,725928635,725928636,725928637,725928638,725928639,725928640,pull_request
725918769,fb47eaaeb61eeb85faace78906c7535c74bf1946,341,master,passed,794,2020-09-10 13:13:53 UTC,725918770,725918771,725918772,725918773,725918774,725918775,pull_request
725918567,3dfe861524d4e15fc5ed02b806ffda6ba1f5d23f,341,master,passed,795,2020-09-10 13:04:49 UTC,725918569,725918571,725918573,725918575,725918576,725918577,pull_request
725897118,a5bd811baea170384f2eaffbe1628ad9c332389d,341,master,passed,782,2020-09-10 11:35:50 UTC,725897119,725897120,725897121,725897122,725897123,725897124,pull_request
725895580,854df9b7666d038dcf9ad4bba691965983e9f378,341,master,passed,787,2020-09-10 11:29:28 UTC,725895581,725895582,725895583,725895584,725895585,725895586,pull_request
725849497,bab1b9b3d9287dcc30984ef5ced97f1107302136,341,master,passed,775,2020-09-10 08:24:05 UTC,725849498,725849499,725849500,725849501,725849502,725849503,pull_request
725688986,d744bd068f81b4178922217ba47886268e2b9314,340,master,passed,781,2020-09-10 09:00:05 UTC,725688987,725688988,725688989,725688990,725688991,725688992,pull_request
703464925,1ac580e0cdfa2cdec63c201ccb3ebf48c65de7c9,,master,passed,1850,2020-06-30 11:06:00 UTC,703464926,703464927,703464928,703464929,703464930,703464931,push
702358657,9bc8741fe46fba31e86a66aab038e97083c7853e,336,master,passed,788,2020-06-26 12:39:24 UTC,702358658,702358659,702358660,702358661,702358662,702358663,pull_request
702318616,7fd62c0af2fd084967052923e3960c50ca56ae3c,336,master,failed,773,2020-06-26 09:41:27 UTC,702318617,702318618,702318619,702318620,702318621,702318622,pull_request
702312268,805a3cf42e3ee77e0ccef27218bc15145ad1a818,336,master,passed,765,2020-06-26 09:16:48 UTC,702312269,702312270,702312271,702312272,702312273,702312274,pull_request
702302102,b586b291f55fa289a99994d01a9d4fc3a4bc270d,336,master,failed,650,2020-06-26 08:27:24 UTC,702302103,702302104,702302105,702302106,702302107,702302108,pull_request
694215511,c89bfaea66dbbb957c7d9337f194f3479313896f,336,master,passed,801,2020-06-03 11:31:00 UTC,694215512,694215513,694215514,694215515,694215516,694215517,pull_request
694208110,a7c672d21b0f0527799dce056fc46f7792419433,336,master,failed,695,2020-06-03 11:03:23 UTC,694208111,694208112,694208113,694208114,694208115,694208116,pull_request
693914668,1391e981b9d98c9dd165b1c22bf17766361433a5,336,master,failed,685,2020-06-02 16:03:53 UTC,693914669,693914670,693914671,693914672,693914673,693914674,pull_request
693770133,b51e752dd1c9c618846f8bc5b95ab524bd7b11c2,,v22.1.0,passed,767,2020-06-02 09:09:43 UTC,693770134,693770135,693770136,693770137,693770138,693770139,push
693768719,b51e752dd1c9c618846f8bc5b95ab524bd7b11c2,,master,passed,782,2020-06-02 09:05:35 UTC,693768720,693768721,693768722,693768723,693768724,693768725,push
693763348,b0d98c905e10e2f350ebc7c0d74939a71784a5b5,335,master,passed,756,2020-06-02 08:47:52 UTC,693763349,693763350,693763351,693763352,693763353,693763354,pull_request
692474177,b046ffc79fb3b31869e80575f9623e08d2296da5,,master,passed,758,2020-05-29 08:37:35 UTC,692474178,692474179,692474180,692474181,692474182,692474183,push
663015864,451a795474b36884aa82f8752d0acaa98d434939,333,master,passed,787,2020-03-16 10:59:15 UTC,663015865,663015866,663015867,663015868,663015869,663015870,pull_request
663010899,cb8b64719ae392c1b4db8327dd7d150fe54d8811,,master,passed,779,2020-03-16 10:43:39 UTC,663010900,663010901,663010902,663010903,663010904,663010905,push
661956659,623f8b6635db5d8e070245d2a220ae7a9f58ac4b,330,master,passed,816,2020-03-13 13:15:31 UTC,661956660,661956661,661956662,661956663,661956664,661956665,pull_request
661951346,26142f434e612c29bc95813b32692a7748b7d825,330,master,passed,816,2020-03-13 12:59:20 UTC,661951347,661951348,661951349,661951350,661951351,661951352,pull_request
661595660,d13e3fcbba2cb396295c9b44439fc484342c8a73,330,master,passed,790,2020-03-12 16:14:33 UTC,661595661,661595662,661595663,661595664,661595665,661595666,pull_request
661452041,0d26d2e104b44baa858eb99945d63cc82dd1358c,,master,passed,784,2020-03-12 15:23:43 UTC,661452042,661452043,661452044,661452045,661452046,661452047,push
660787853,07461b504107079959f876659a6ac955cb8fd22e,332,master,passed,832,2020-03-10 19:58:04 UTC,660787854,660787855,660787856,660787857,660787858,660787859,pull_request
659566916,63ca69bca86415052723926cbb8743feba7ac56e,330,master,passed,774,2020-03-07 16:14:23 UTC,659566917,659566918,659566919,659566920,659566921,659566922,pull_request
657409414,43ba5c21842fa19260c83da1064065e0e935306e,330,master,passed,812,2020-03-02 18:04:48 UTC,657409415,657409416,657409417,657409418,657409419,657409420,pull_request
657407198,a57d4a65ccca2792f312c9aa680aaa17739b39a9,330,master,failed,805,2020-03-02 17:59:12 UTC,657407199,657407200,657407201,657407202,657407203,657407204,pull_request
