build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
671453450,6d8d713489d6d91ada43d4adf194b864dfff54b3,3782,master,failed,11340,2020-04-06 03:06:02 UTC,671453451,671453452,671453453,671453454,671453455,671453456,671453457,671453458,671453459,671453460,671453461,671453462,671453463,671453464,671453465,671453466,671453467,671453468,671453469,671453470,671453471,pull_request
671444211,3b910e9b91a8006670ecd135cc4081d047ab4cd3,3781,master,passed,11737,2020-04-06 02:16:08 UTC,671444212,671444213,671444214,671444215,671444216,671444217,671444218,671444219,671444220,671444221,671444222,671444223,671444224,671444225,671444226,671444227,671444228,671444229,671444230,671444231,671444232,pull_request
671133193,f2addf838246ea68b91a5dea5b19b246fd46d911,,master,passed,11576,2020-04-05 02:51:49 UTC,671133194,671133195,671133196,671133197,671133198,671133199,671133200,671133201,671133202,671133203,671133204,671133205,671133206,671133207,671133208,671133209,671133210,671133211,671133212,671133213,671133214,push
670002000,009923990b61fcc238a123eae42bc9c2d907fe30,3780,master,passed,11425,2020-04-02 05:51:05 UTC,670002001,670002002,670002003,670002004,670002005,670002006,670002007,670002008,670002009,670002010,670002011,670002012,670002013,670002014,670002015,670002016,670002017,670002018,670002019,670002020,670002021,pull_request
669091410,87fbb08b27b5d16dd4a3c3507711355f6b9af08c,3779,master,failed,11428,2020-03-31 05:35:08 UTC,669091411,669091412,669091413,669091414,669091415,669091416,669091417,669091418,669091419,669091420,669091421,669091422,669091423,669091424,669091425,669091426,669091427,669091428,669091429,669091430,669091431,pull_request
669068728,5940527fc4459084806cf105d691586745f3fd61,3720,master,failed,11792,2020-03-31 03:41:21 UTC,669068729,669068730,669068731,669068732,669068733,669068734,669068735,669068736,669068737,669068738,669068739,669068740,669068741,669068742,669068743,669068744,669068745,669068746,669068747,669068748,669068749,pull_request
669064187,8f52de280ec5ffa65ff7d25a71e36b040051f10a,3779,master,failed,11835,2020-03-31 03:05:13 UTC,669064188,669064189,669064190,669064191,669064192,669064193,669064194,669064195,669064196,669064197,669064198,669064199,669064200,669064201,669064202,669064203,669064204,669064205,669064206,669064207,669064208,pull_request
669023454,4579eacc4145a325cf89cf28a01037430e3b3e1e,,master,passed,12011,2020-03-31 00:21:42 UTC,669023455,669023456,669023457,669023458,669023459,669023460,669023461,669023462,669023463,669023464,669023465,669023466,669023467,669023468,669023469,669023470,669023471,669023472,669023473,669023474,669023475,push
669002948,f208f7284a83e7ea8f37310561985bc5cf2061a2,3778,master,passed,12449,2020-03-31 00:02:19 UTC,669002949,669002950,669002951,669002952,669002953,669002954,669002955,669002956,669002957,669002958,669002959,669002960,669002961,669002962,669002963,669002964,669002965,669002966,669002967,669002968,669002969,pull_request
667958665,6ee1ba4b9f5951b5ca02627254a73a562551a996,3014,master,passed,11698,2020-03-28 03:40:48 UTC,667958666,667958667,667958668,667958669,667958670,667958671,667958672,667958673,667958674,667958675,667958676,667958677,667958678,667958679,667958680,667958681,667958682,667958683,667958684,667958685,667958686,pull_request
667942837,713ecde31519b1b3a84f81b761a6000b6552db7b,3777,master,passed,11546,2020-03-28 01:08:06 UTC,667942838,667942839,667942840,667942841,667942842,667942843,667942844,667942845,667942846,667942847,667942848,667942849,667942850,667942851,667942852,667942853,667942854,667942855,667942856,667942857,667942858,pull_request
667596026,8d7fd180cbb18eac2e563bf669d3be589644fb52,,deploy,passed,11797,2020-03-27 08:08:03 UTC,667596027,667596028,667596029,667596030,667596031,667596032,667596033,667596034,667596035,667596036,667596037,667596038,667596039,667596040,667596041,667596042,667596043,667596044,667596045,667596046,667596047,push
667541834,ceb8656d56a7de59bf45b432758cb333d7d39c26,3152,master,passed,12488,2020-03-27 07:27:57 UTC,667541835,667541836,667541837,667541838,667541839,667541840,667541841,667541842,667541843,667541844,667541845,667541846,667541847,667541848,667541849,667541850,667541852,667541854,667541856,667541857,667541858,667541859,pull_request
667541191,d56316923eb5b5a9d2f6fd97a72fa02d3214f08d,3777,master,passed,11716,2020-03-27 18:53:30 UTC,667541193,667541194,667541195,667541196,667541197,667541198,667541199,667541200,667541201,667541202,667541203,667541204,667541205,667541206,667541207,667541208,667541209,667541210,667541211,667541212,667541213,pull_request
667511741,5886a03d29e4111be5b191c76bb1e7062b74454c,3775,master,passed,12066,2020-03-27 00:51:07 UTC,667511742,667511744,667511745,667511747,667511749,667511750,667511751,667511752,667511753,667511754,667511755,667511756,667511757,667511758,667511759,667511760,667511761,667511762,667511763,667511764,667511765,pull_request
667437715,78bdfeefc003aa3e904f6ca66a9ad00f4557886b,,master,passed,12590,2020-03-26 20:55:03 UTC,667437716,667437717,667437718,667437719,667437720,667437721,667437722,667437723,667437724,667437725,667437726,667437727,667437728,667437729,667437730,667437731,667437732,667437733,667437734,667437735,667437736,push
667428327,253ad2d37cbb4fb3c690ee08176a5eac64bd4ed4,3776,master,errored,7944,2020-03-26 20:24:43 UTC,667428328,667428329,667428330,667428331,667428332,667428333,667428334,667428335,667428336,667428337,667428338,667428339,667428340,667428341,667428342,667428343,667428344,667428345,667428346,667428347,667428348,pull_request
667115484,469396a87af411b4b7349bc5190d060b25bf0e03,3775,master,passed,11818,2020-03-26 21:35:03 UTC,667115485,667115486,667115487,667115488,667115489,667115490,667115491,667115492,667115493,667115494,667115495,667115496,667115497,667115498,667115499,667115500,667115501,667115502,667115503,667115504,667115505,pull_request
667115330,25da117b0eba23648e4bb6c847645cc34bd36c18,3775,master,canceled,0,,667115331,667115332,667115333,667115334,667115335,667115336,667115337,667115338,667115339,667115340,667115341,667115342,667115343,667115344,667115345,667115346,667115347,667115348,667115349,667115350,667115351,pull_request
667115084,94398b4848a266586de8cd81e8b39ff603a57fd1,3775,master,canceled,0,,667115085,667115086,667115087,667115088,667115089,667115090,667115091,667115092,667115093,667115094,667115095,667115096,667115097,667115098,667115099,667115100,667115101,667115102,667115103,667115104,667115105,pull_request
667114197,bfb17abcf5b035da1ab0b0860c84940f95b69531,3775,master,canceled,0,,667114198,667114199,667114200,667114201,667114202,667114203,667114204,667114205,667114206,667114207,667114208,667114209,667114210,667114211,667114212,667114215,667114217,667114220,667114222,667114224,667114225,pull_request
667112478,a7f899428ea448aba149c30f4c2831ea95334160,3775,master,passed,11940,2020-03-26 06:03:05 UTC,667112479,667112480,667112481,667112482,667112483,667112484,667112485,667112486,667112487,667112488,667112489,667112490,667112491,667112492,667112493,667112494,667112495,667112496,667112497,667112498,667112499,pull_request
667082318,51c8fae1a12677b7a2433bc9346611404458d9b6,,master,failed,11891,2020-03-26 03:20:37 UTC,667082319,667082320,667082321,667082322,667082323,667082324,667082325,667082326,667082327,667082328,667082329,667082330,667082331,667082332,667082333,667082334,667082335,667082336,667082337,667082338,667082339,push
667080042,bcaec2bbcfbaca721dc996cd13506b6b91e7d127,,master,errored,4930,2020-03-26 03:02:13 UTC,667080043,667080044,667080045,667080046,667080047,667080048,667080049,667080050,667080051,667080052,667080053,667080054,667080055,667080056,667080057,667080058,667080059,667080060,667080061,667080062,667080063,push
