build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
753019534,c7513b9d5dcbebb0cf34cc772a6c3c6fee1ea4b3,491,master,errored,657,2021-01-05 16:34:38 UTC,753019535,753019536,753019537,753019538,753019539,753019540,753019541,753019542,753019543,753019544,753019545,753019546,753019547,753019548,753019549,pull_request
751074019,3aa0dc309e71017543c1417a46c7cf01c659c6c1,491,master,errored,640,2020-12-22 19:05:46 UTC,751074020,751074021,751074022,751074023,751074024,751074025,751074026,751074027,751074028,751074029,751074030,751074031,751074032,751074033,751074034,pull_request
746872811,63bf4027e7e655d6532ddf2ff2e4e26f3ad2f2c4,490,master,errored,639,2020-12-01 01:41:02 UTC,746872812,746872813,746872814,746872815,746872816,746872817,746872818,746872819,746872820,746872821,746872822,746872823,746872824,746872825,746872826,pull_request
744088594,06dd1b5849572e6b20a7f0cd43f0b69e900d796a,489,master,errored,646,2020-11-17 02:30:35 UTC,744088595,744088596,744088597,744088598,744088599,744088600,744088601,744088602,744088603,744088604,744088605,744088606,744088607,744088608,744088609,pull_request
740609142,35e742616281ba9a70ba403f39dc5cf22343975e,488,master,errored,644,2020-11-01 14:30:20 UTC,740609143,740609144,740609145,740609146,740609147,740609148,740609149,740609150,740609151,740609152,740609153,740609154,740609155,740609156,740609157,pull_request
739681439,a8f2d3891c69704e718443fb147622edf1f0bacd,487,master,errored,652,2020-10-28 18:44:57 UTC,739681440,739681441,739681442,739681443,739681444,739681445,739681446,739681447,739681448,739681449,739681450,739681451,739681452,739681453,739681454,pull_request
731730975,eac199d1eb05790e5795938175a2783bee6f6d41,485,master,failed,1431,2020-09-30 20:49:34 UTC,731730976,731730977,731730978,pull_request
731102774,d4443a29de12d277e04fede34df4d0e626a9634e,,master,errored,645,2020-09-28 21:43:40 UTC,731102775,731102776,731102777,731102778,731102779,731102780,731102781,731102782,731102783,731102784,731102785,731102786,731102787,731102788,731102789,push
731098108,7e100f2199d745f265e502988404a76c5d41b671,,master,errored,646,2020-09-28 21:26:20 UTC,731098109,731098110,731098111,731098112,731098113,731098114,731098115,731098116,731098117,731098118,731098119,731098120,731098121,731098122,731098123,push
731097503,66f1d797092734563bfabd2132c024c7d087f683,,master,errored,636,2020-09-28 21:22:18 UTC,731097504,731097505,731097506,731097507,731097508,731097509,731097510,731097511,731097512,731097513,731097514,731097515,731097516,731097517,731097518,push
731096691,15f373b518811c79fb3654a199ec01be61e48ef3,,master,errored,649,2020-09-28 21:18:05 UTC,731096692,731096694,731096695,731096696,731096697,731096698,731096699,731096700,731096701,731096702,731096704,731096705,731096706,731096707,731096708,push
731096219,ee8ce9d559ea7c1a5799ea24bc8b849163320204,,master,errored,649,2020-09-28 21:14:56 UTC,731096220,731096221,731096222,731096223,731096224,731096225,731096226,731096227,731096228,731096229,731096230,731096231,731096232,731096233,731096234,push
731089051,17d14cf50b3582995cfd159b1713708ba402039c,,master,errored,665,2020-09-28 20:46:18 UTC,731089052,731089053,731089054,731089055,731089056,731089057,731089058,731089059,731089060,731089061,731089062,731089063,731089064,731089065,731089066,push
731088887,05031dc90e44da39288942c05179eac6a0202e29,,master,errored,646,2020-09-28 20:42:49 UTC,731088888,731088889,731088890,731088891,731088892,731088893,731088894,731088895,731088896,731088897,731088898,731088899,731088900,731088901,731088902,push
724642060,8e0609b36a2da3c6ebfe2a8aeb269c8c8ca0032f,484,master,errored,651,2020-09-06 12:57:39 UTC,724642061,724642062,724642063,724642064,724642065,724642066,724642067,724642068,724642069,724642070,724642071,724642072,724642073,724642074,724642075,pull_request
689863922,92c12d590ff703a6476da8ce31b3e121cb1d707b,482,master,errored,625,2020-05-22 00:50:45 UTC,689863923,689863924,689863925,689863926,689863927,689863928,689863929,689863930,689863931,689863932,689863933,689863934,689863935,689863936,689863937,pull_request
659177374,30827f8a33690e7a3cd4d25062eeb4c4a4149fc0,480,master,errored,331,2020-03-06 14:14:08 UTC,659177375,659177376,659177377,659177378,659177379,659177380,659177381,659177384,659177385,659177386,659177389,659177390,659177392,659177407,659177408,659177409,pull_request
647303623,d4a1ea6de7d9aa02dd226fe0fade8cc86808748a,479,master,errored,1186,2020-02-07 12:19:37 UTC,647303624,647303625,647303626,647303627,647303628,647303629,647303630,647303631,647303632,647303633,647303634,647303637,647303638,647303639,647303640,pull_request
634232424,700061d2ae354d839afaf6caa5d427679dedf841,478,master,errored,633,2020-01-08 13:15:43 UTC,634232425,634232426,634232427,634232428,634232429,634232430,634232431,634232432,634232433,634232434,634232435,634232436,634232437,634232438,634232439,pull_request
571892856,8073591c61e890b2dce6044cb58b19041d96da25,472,master,errored,702,2019-08-14 15:42:49 UTC,571892857,571892858,571892859,571892860,571892861,571892862,571892863,571892864,571892865,571892866,571892867,571892868,571892869,571892870,571892871,pull_request
489286146,d7209d3fb22a2ff4c795551b0e1c1d68f0fd3549,468,master,errored,1087,2019-02-05 22:48:37 UTC,489286147,489286148,489286149,489286150,489286151,489286152,489286153,489286154,489286155,489286156,489286157,489286158,489286159,489286160,489286161,pull_request
489277302,0e9458a2d3a004bea56decd3a4098e563a16dd94,468,master,errored,1163,2019-02-05 22:23:03 UTC,489277303,489277304,489277305,489277306,489277307,489277308,489277309,489277310,489277311,489277312,489277313,489277314,489277315,489277316,489277317,pull_request
489273420,54f89f587f4100c9310d1ddcdf3e26451911552d,468,master,errored,1087,2019-02-05 22:14:46 UTC,489273421,489273422,489273423,489273424,489273425,489273426,489273427,489273428,489273429,489273430,489273431,489273432,489273433,489273435,489273436,pull_request
489269191,7416115ae8235da93983ee95cf7799831342e369,468,master,errored,1239,2019-02-05 22:04:16 UTC,489269192,489269193,489269194,489269195,489269196,489269197,489269198,489269199,489269200,489269201,489269202,489269203,489269204,489269205,489269206,pull_request
489266168,94481761d4c3e890abbcae62cdcfd977009750f2,468,master,errored,1418,2019-02-05 21:57:07 UTC,489266169,489266170,489266171,489266172,489266173,489266174,489266175,489266176,489266177,489266178,489266179,489266180,489266181,489266182,489266183,pull_request
480276860,bf21d8da8d7684f30aa2433c2dc11e9266dff221,465,master,errored,1051,2019-01-16 08:59:16 UTC,480276861,480276862,480276863,480276864,480276865,480276866,480276867,480276868,480276869,480276870,480276871,480276872,480276873,480276874,480276875,pull_request
478998734,7edcf2f0898ae3972f9d89496034cad83b38ada5,465,master,errored,853,2019-01-13 12:06:17 UTC,478998735,478998736,478998737,478998738,478998739,478998740,478998741,478998742,478998743,478998744,478998745,478998746,478998747,478998748,478998749,pull_request
478998504,5f55b40bc7792c68e892ab96a6a4a28ff4332207,465,master,canceled,-7,2019-01-13 12:05:46 UTC,478998505,478998506,478998507,478998508,478998509,478998510,478998511,478998512,478998513,478998514,478998515,478998516,478998517,478998518,478998519,pull_request
