build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
728300055,3a0cb377f5710017dec64a04559707693434c708,,develop,errored,206,2020-09-18 11:28:27 UTC,728300056,728300057,728300058,728300059,728300060,728300061,push
728154703,cffc79c2187ffa998e54bc03140e76c5b97deae5,252,develop,errored,214,2020-09-17 21:19:50 UTC,728154704,728154705,728154706,728154707,728154708,728154709,pull_request
727763864,7d56a8c7141696bb5d1a29e49322babadc6c023e,252,develop,errored,214,2020-09-16 16:28:54 UTC,727763865,727763866,727763867,727763868,727763869,727763870,pull_request
701112652,8deaaa2333e08131c1e35241054e7adfdc0ed631,188,develop,errored,219,2020-06-23 02:29:13 UTC,701112653,701112654,701112655,701112656,701112657,701112658,pull_request
668783225,a1ae078c1766efd90a71dee591980e07af4ec13b,248,develop,errored,227,2020-03-30 14:18:41 UTC,668783226,668783227,668783228,668783229,668783230,668783231,pull_request
653115131,7ab6e367675133a42b0c397da2d0a2a61e592dce,246,develop,errored,397,2020-02-20 18:17:44 UTC,653115132,653115133,653115134,653115135,653115136,653115137,653115138,653115139,653115140,653115141,653115142,653115143,pull_request
653106258,fcda60f50459818075e19be3d937e04ef2f1e862,246,develop,errored,246,2020-02-20 17:54:21 UTC,653106259,653106260,653106263,653106264,653106265,653106266,pull_request
642893810,4f2d5b7589279ee5063be63478020bb516c0e8a9,244,develop,errored,246,2020-01-28 13:40:37 UTC,642893815,642893817,642893819,642893820,642893821,642893822,pull_request
642878106,e86d16e8b35524e0a41052e6abbeda13d357d349,244,develop,errored,249,2020-01-28 13:07:36 UTC,642878107,642878108,642878109,642878110,642878111,642878112,pull_request
637345775,48d9d385620a3d11d33c475b4ffd385a416aab69,243,develop,errored,239,2020-01-15 10:12:55 UTC,637345776,637345777,637345778,637345779,637345780,637345781,pull_request
629638411,3069803c6571cce3243fbb70e87e77ff50a39dfe,242,develop,errored,239,2019-12-26 12:33:01 UTC,629638412,629638413,629638414,629638415,629638416,629638417,pull_request
597939977,28a19bc2a6050c662439d0058bdc7223456dde1a,238,develop,errored,342,2019-10-15 02:31:37 UTC,597939978,597939979,597939980,597939981,597939982,597939983,pull_request
589932213,b735e503d8bf955a72baf89723cdb50ab0bd668c,,v0.2.16,errored,329,2019-09-26 12:26:09 UTC,589932214,589932215,589932216,589932217,589932218,589932219,push
589362416,b735e503d8bf955a72baf89723cdb50ab0bd668c,,develop,errored,307,2019-09-25 09:45:24 UTC,589362417,589362418,589362419,589362420,589362421,589362422,push
589351952,89dd78eb09a6be7cb503ffaaa1717ebbc9784963,234,develop,errored,351,2019-09-25 09:15:11 UTC,589351953,589351954,589351955,589351956,589351957,589351958,pull_request
556478243,2f335f26d55d504634effe74a2392dd38a9dbaa9,231,develop,failed,261,2019-07-09 20:23:46 UTC,556478244,556478245,556478246,556478247,556478248,556478249,pull_request
551716530,49402101803231982119fcd313fd9a5d8fe75208,230,develop,failed,299,2019-06-28 10:25:45 UTC,551716531,551716532,551716533,551716534,551716535,551716536,pull_request
549286127,4e52d70e6747f7f1975c927a7f10ee913b05abff,229,develop,failed,286,2019-06-23 07:00:05 UTC,549286128,549286129,549286130,549286131,549286132,549286133,pull_request
535247975,5573f26a1ba1923dfddad775b2368fa0b1595cf2,190,develop,failed,449,2019-05-21 11:27:28 UTC,535247976,535247977,535247978,535247979,535247980,535247981,pull_request
526329745,2946e9396b75844889c856c233f4d9604a55b70f,227,develop,errored,279,2019-04-30 08:33:47 UTC,526329746,526329747,526329748,526329749,526329750,526329751,pull_request
517721371,13c047ac253eba7cf49177788b8427df355d8472,225,develop,failed,347,2019-04-09 10:33:05 UTC,517721373,517721375,517721376,517721378,517721380,517721381,pull_request
499279251,75a22376b0179ab6bb23bfd147b67525d8028614,218,develop,errored,332,2019-02-27 13:44:27 UTC,499279252,499279253,499279254,499279255,499279256,499279257,pull_request
489892621,03f2dfadc6554a371016613345b63eb2e5b61bb4,216,develop,passed,345,2019-02-07 05:28:59 UTC,489892622,489892623,489892624,489892625,489892626,489892627,pull_request
479301070,b0604454e3c35c21d4c86e4771dc1e24c896cdd3,,develop,passed,363,2019-01-14 09:07:07 UTC,479301071,479301072,479301073,479301074,479301075,479301076,push
467707069,ab7312a3cf0e0a8dd92df118184fabefebbd9ed4,213,develop,passed,475,2018-12-13 20:50:54 UTC,467707070,467707071,467707072,467707073,467707074,467707075,pull_request
467705434,2ee1499484dbb87083ca4c87c309fba4924a5b20,213,develop,failed,820,2018-12-13 20:47:58 UTC,467705435,467705436,467705437,467705438,467705439,467705440,pull_request
467704653,9f387473a6051a630f3072e8060f0bb3fd652a1b,213,develop,failed,237,2018-12-13 20:45:53 UTC,467704654,467704655,467704656,467704657,467704659,467704661,pull_request
467702432,382fac105f63062a2f60427d4b20c77dfc2beb91,213,develop,failed,366,2018-12-13 20:40:30 UTC,467702433,467702434,467702435,467702436,467702437,467702438,pull_request
458628859,08cf81deedee4e467f2e96edd19974504f77e32c,190,develop,failed,255,2018-11-23 01:29:21 UTC,458628860,458628861,458628862,458628863,458628864,458628865,pull_request
454291959,2de932054e71c437d5c46525dd858eb8115d9933,190,develop,passed,244,2018-11-13 03:31:15 UTC,454291960,454291961,454291962,454291963,454291964,454291965,pull_request
452772028,ac9190a7daec957cf588a63a4e8cc4874a347a90,211,develop,passed,270,2018-11-09 08:54:41 UTC,452772029,452772030,452772031,452772032,452772033,452772034,pull_request
452412083,9433d8c3b4c5f3bbeca487a6a410008eab3ce5ee,,develop,passed,324,2018-11-08 14:25:49 UTC,452412084,452412085,452412086,452412088,452412089,452412091,push
452410181,1089b9beed34fb0628deac76ceacf06ce0dd30cd,210,develop,passed,265,2018-11-08 14:21:40 UTC,452410182,452410183,452410184,452410185,452410186,452410187,pull_request
447495018,12152f943a1a3007de0b831b13afd81fb354668f,209,develop,passed,348,2018-10-28 19:26:41 UTC,447495019,447495020,447495021,447495022,447495023,447495024,447495025,447495026,447495027,447495028,pull_request
414403213,3d57155b265ee65b253a04f22ad702aafcbd2151,203,master,passed,1401,2018-08-10 07:49:19 UTC,414403215,414403217,414403219,414403220,414403221,414403222,pull_request
413070436,0a49e6a067fe1980666776b946cbadede67d74a1,201,master,passed,457,2018-08-07 11:33:49 UTC,413070437,413070438,413070439,413070440,413070441,413070442,pull_request
413066609,d3bad424ca5f5699e5bdcac2890c7a71c61441f9,200,develop,passed,512,2018-08-07 11:23:47 UTC,413066610,413066611,413066612,413066613,413066614,413066615,pull_request
413063903,cbc96aff2e88438e1e8aa2f0418197f14ed38563,199,develop,passed,484,2018-08-07 11:16:04 UTC,413063904,413063905,413063906,413063908,413063909,413063911,pull_request
408391591,d07a07193f2acc003175475cccd449c6faff895a,198,develop,errored,297,2018-07-26 07:59:51 UTC,408391592,408391593,408391594,408391595,408391596,408391597,pull_request
408014454,ca1c3ba64f9500600a984ca9bfab106c77e5ea0d,198,develop,errored,347,2018-07-25 11:18:26 UTC,408014455,408014456,408014457,408014458,408014459,408014460,pull_request
407937978,ac360281c62fcd1ada42bf77d35e61dbe59b1cb7,198,develop,errored,297,2018-07-25 07:10:25 UTC,407937979,407937980,407937981,407937982,407937983,407937984,pull_request
407926148,5a2571164ccbacb773c3d21e035305ae6461c1d6,198,develop,errored,444,2018-07-25 06:21:13 UTC,407926149,407926150,407926151,407926152,407926153,407926154,pull_request
402918130,c3e81284213427e4eef961f2cb3fbb98511b59d6,196,develop,passed,275,2018-07-12 00:55:52 UTC,402918131,402918132,402918133,402918134,402918135,402918136,pull_request
387746522,12acd7151b772ab9a3486798ef23368e7f95fb51,191,develop,passed,181,2018-06-04 11:48:11 UTC,387746523,387746524,387746525,387746526,387746527,387746528,pull_request
381956819,d09435053bea8499f5ce0ab161c2a2c6e536cf9f,190,develop,passed,213,2018-05-22 02:16:31 UTC,381956820,381956821,381956822,381956823,381956824,381956825,pull_request
380057958,4f894ae18ae4e39071954f8ef8d183102d2b6f29,190,develop,failed,284,2018-05-17 06:46:43 UTC,380057959,380057960,380057961,380057962,380057963,380057964,pull_request
374774922,c2a2b79d7484df761e0af11c164157ef6134047e,189,develop,passed,470,2018-05-04 08:24:13 UTC,374774923,374774924,374774925,374774926,374774927,374774928,pull_request
374761843,5cf11f95ac03a28c0f3d30eedb85894def8cdb90,189,develop,errored,228,2018-05-04 07:40:59 UTC,374761844,374761845,374761846,374761847,374761848,374761849,pull_request
374758038,858430d8549ec33a45542ae8cfdbec885853d42b,189,develop,errored,338,2018-05-04 07:29:45 UTC,374758039,374758040,374758041,374758042,374758043,374758044,pull_request
374729108,0fc72f53b0e23dc686133720e3408e6d94cc78f6,189,develop,errored,198,2018-05-04 05:31:23 UTC,374729109,374729110,374729111,374729112,374729113,374729114,pull_request
366472186,603c742d2cf2b09d3ac9c27e19dc59a6234d386e,188,develop,errored,320,2018-04-14 11:59:55 UTC,366472187,366472188,366472189,366472190,366472191,366472192,pull_request
366439831,1e34d136b1bfd0d909a42ed683b9d6b975df81e9,187,develop,failed,331,2018-04-14 09:03:30 UTC,366439832,366439833,366439834,366439835,366439836,366439837,pull_request
364955399,e5e4363b4fa8f07dd8be3a4afc2e41517d328cc0,186,develop,failed,442,2018-04-11 05:58:34 UTC,364955400,364955401,364955402,364955403,364955404,364955405,pull_request
361905199,4242f0954349ceaefdb1a98f9cf804f0ed85ff7e,185,develop,passed,337,2018-04-03 23:55:44 UTC,361905200,361905201,361905202,361905203,361905204,361905205,pull_request
