build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
577171945,566c4afbbc1987d91d2a373a3c942b2701a6881a,346,master,errored,881,2019-08-27 05:53:06 UTC,577171946,577171947,577171948,577171949,577171950,577171951,577171952,577171953,pull_request
577106185,c911bffeb279e62ee0d9535d5fd8c18a4f1500e3,345,master,errored,1815,2019-08-27 00:51:49 UTC,577106186,577106187,577106188,577106189,577106190,577106191,577106192,577106193,pull_request
577020251,bd44194f7dfe52628e170625033703e6a882ab30,345,master,errored,1761,2019-08-26 20:55:38 UTC,577020252,577020253,577020254,577020255,577020256,577020257,577020258,577020259,pull_request
575233785,241f655f763a6e0c969e558697aa88bbd2835e76,344,master,errored,1741,2019-08-22 08:31:09 UTC,575233786,575233787,575233788,575233789,575233790,575233792,575233794,575233797,pull_request
513839222,d43eac871bb061e956df936794d3dd514da99e44,,master,passed,3607,2019-03-31 19:39:08 UTC,513839224,513839225,513839226,513839227,513839228,513839229,513839230,513839231,push
513565389,545c3009cf52e07a9db60a2d11a41744830c94b8,337,master,passed,3554,2019-03-30 20:03:17 UTC,513565390,513565391,513565392,513565393,513565394,513565395,513565396,513565397,pull_request
484301912,fddf51a659e3dd2dbfe316a15d861b25a10a5052,,master,passed,3137,2019-01-25 10:34:34 UTC,484301913,484301914,484301915,484301916,484301917,484301918,484301919,484301920,push
483958847,19f7a62ab6bc4dbf1bfe1a5bd4e1f592e8ceee06,334,master,passed,3322,2019-01-24 15:57:30 UTC,483958848,483958849,483958850,483958851,483958852,483958853,483958854,483958855,pull_request
483845518,8d3fa9fbc4f52b09635916ece93dc38f0163e364,334,master,passed,3164,2019-01-24 11:20:39 UTC,483845519,483845520,483845521,483845522,483845523,483845524,483845525,483845526,pull_request
478746960,432556085d8c1ec2e03155b05ceb10cdf60b56d6,,master,passed,3065,2019-01-12 14:09:39 UTC,478746961,478746962,478746963,478746964,478746965,478746966,478746967,478746968,push
478722831,67aae28218a82501fb9c881ffa2e9549a6ca2c5b,332,master,passed,3154,2019-01-12 12:21:54 UTC,478722832,478722833,478722834,478722835,478722836,478722837,478722838,478722839,pull_request
478707800,f5879c3252fe77cd3c1a1034eafae887c4f7173f,332,master,passed,3147,2019-01-12 11:06:14 UTC,478707801,478707802,478707803,478707804,478707805,478707806,478707808,478707809,pull_request
474848624,c3b06cda3141ac2c2e433e01b3faef248bc33893,,master,passed,3077,2019-01-03 13:15:24 UTC,474848625,474848626,474848627,474848628,474848629,474848630,474848631,474848632,push
474836768,d48577a7b15b5fe15892d0000b5fd442c3896a8c,329,master,passed,3178,2019-01-03 12:44:27 UTC,474836769,474836770,474836771,474836772,474836773,474836774,474836775,474836776,pull_request
470630168,5f260a6299798497202cd5c3cecd31d7814b3b02,329,master,errored,1582,2018-12-20 17:58:42 UTC,470630169,470630170,470630171,470630172,470630173,470630174,470630175,470630176,pull_request
468964454,957d5cceee8b7a8e16e837697553319eda604ff4,,master,passed,3267,2018-12-17 11:18:59 UTC,468964455,468964456,468964457,468964458,468964459,468964460,468964461,468964462,push
468730940,427adf311b81e5fe7181ffd567f1fd978bdf9515,328,master,passed,3250,2018-12-16 19:17:58 UTC,468730941,468730942,468730943,468730944,468730945,468730946,468730947,468730948,pull_request
468730410,93b8f195cd2a6a4bd0d0e590f54dac2ac9bb120d,328,master,passed,3205,2018-12-16 19:07:47 UTC,468730411,468730412,468730413,468730414,468730415,468730416,468730417,468730418,pull_request
468727525,e62a28c08acd5bbfdada2b515b860064b6320b0f,328,master,failed,3360,2018-12-16 18:55:26 UTC,468727526,468727527,468727528,468727529,468727530,468727531,468727532,468727533,pull_request
468674332,1fbd38a240d674fd8ea12bccc54cdda8399991ae,328,master,passed,3368,2018-12-16 15:14:37 UTC,468674333,468674334,468674335,468674336,468674337,468674338,468674339,468674340,pull_request
468064259,e67d2b5f10b92074bfbd25ab156602f243ee6da0,,master,passed,3306,2018-12-14 16:07:13 UTC,468064260,468064261,468064262,468064263,468064264,468064265,468064266,468064267,push
465088948,b978d78c4130e15ed75c0c5b51ec08e298618cd7,327,master,passed,3140,2018-12-07 18:57:53 UTC,465088949,465088950,465088951,465088952,465088953,465088954,465088955,465088956,pull_request
463834141,23ba51e21695f3f144225b4adcbf429852e11337,,master,passed,3232,2018-12-05 13:11:32 UTC,463834142,463834143,463834144,463834145,463834146,463834147,463834148,463834149,push
463824229,29bfeda38472e15f4ce7bd73a1ffb2d520f18dcc,326,master,passed,3262,2018-12-05 12:47:57 UTC,463824230,463824231,463824232,463824233,463824234,463824235,463824236,463824237,pull_request
463817463,2b5cf1c9716d1ed863347a27135985584400be58,326,master,passed,3224,2018-12-05 12:31:10 UTC,463817464,463817465,463817466,463817467,463817468,463817469,463817470,463817471,pull_request
463815531,9603518c40f0c2ed7145e78fbe6798f0c662cd2d,326,master,errored,1446,2018-12-05 12:24:45 UTC,463815532,463815533,463815534,463815535,463815536,463815537,463815538,463815539,pull_request
463800357,b0efe0314868d76ccf8b0fbcf6c0f53893682dcc,326,master,failed,3353,2018-12-05 11:42:57 UTC,463800358,463800359,463800360,463800361,463800362,463800363,463800364,463800365,pull_request
450280936,6ad2627614cf67793a7605e25c2cc102dcbd2f0c,,master,passed,3960,2018-11-03 18:19:34 UTC,450280937,450280938,450280939,450280940,450280941,450280942,450280943,450280944,push
450276720,31805673cdfafb8e4197d7a57dd3e8044fab787c,324,master,passed,3912,2018-11-03 18:00:56 UTC,450276721,450276722,450276723,450276724,450276725,450276726,450276727,450276728,pull_request
450269105,35a851b96596a2819d716bbdbc935a0875f659e6,324,master,failed,4233,2018-11-03 17:29:06 UTC,450269106,450269107,450269108,450269109,450269110,450269111,450269112,450269113,pull_request
434593534,12e12c643283337d622107bffef9f0132d834431,,master,passed,3925,2018-09-28 12:30:30 UTC,434593535,434593536,434593537,434593538,434593539,434593540,434593541,434593542,push
433543075,deb0e2c963d552017814e2725bf7cb5e32678602,320,master,passed,3976,2018-09-26 14:30:32 UTC,433543076,433543078,433543079,433543080,433543081,433543082,433543083,433543084,pull_request
433541545,238f697b531f05cd011364e64363f1e6152d5b51,320,master,passed,3746,2018-09-26 14:22:07 UTC,433541546,433541547,433541548,433541549,433541550,433541551,433541552,433541553,pull_request
433078429,c7e00fa88b9781f07864442069ab3f6f382fe220,320,master,errored,1511,2018-09-25 17:57:05 UTC,433078430,433078431,433078432,433078433,433078434,433078435,433078436,433078437,pull_request
433047480,129d6f69ad6cc208f4cf41099726c29494c60510,320,master,errored,1430,2018-09-25 16:44:14 UTC,433047481,433047482,433047483,433047484,433047485,433047486,433047487,433047488,pull_request
420575311,477cd7e7a2d1aa0f91d87280bce97e2d48a4fac9,,master,passed,3708,2018-08-25 19:24:11 UTC,420575312,420575313,420575314,420575315,420575316,420575317,420575318,420575319,push
420550826,cb7e26153b2eb8219ed3630379b5b2e8daab2179,318,master,passed,3579,2018-08-25 17:37:10 UTC,420550827,420550828,420550829,420550830,420550831,420550832,420550833,420550834,pull_request
420129434,b3f9bafa12dcb3d1c7987630e8eb8677e51246c5,,master,passed,4543,2018-08-24 13:51:08 UTC,420129435,420129436,420129437,420129438,420129439,420129440,420129441,420129442,push
419648239,1873f584c9c8e840b656090a072473a532f105a7,313,master,passed,4173,2018-08-23 13:12:33 UTC,419648240,419648241,419648242,419648243,419648244,419648245,419648246,419648247,pull_request
419560643,5614846718148290e006d56196d0a4b1ec87d1ce,,master,passed,4073,2018-08-23 09:15:45 UTC,419560644,419560645,419560646,419560647,419560648,419560649,419560650,419560651,push
417977312,1a3f9290bfa7fb014b8f2b332dcb136fdadf12ab,317,master,passed,3762,2018-08-19 19:59:08 UTC,417977313,417977314,417977315,417977316,417977317,417977318,417977319,417977320,pull_request
413409819,8d0572f8ee767560cf44c228bd95000f109a12d1,313,master,failed,2816,2018-08-08 03:46:38 UTC,413409820,413409821,413409822,413409823,413409824,413409825,413409826,413409827,pull_request
413403591,2da08aba73d0e98bda4317c82c9269bd47baf21a,313,master,errored,1532,2018-08-08 03:07:54 UTC,413403592,413403593,413403594,413403595,413403596,413403597,413403598,413403599,pull_request
412936281,7d343c63bce2b8b6478c8fcdd5c925c15a1da473,313,master,failed,2221,2018-08-07 03:36:27 UTC,412936282,412936283,412936284,412936285,412936286,412936287,412936288,412936289,pull_request
412934952,4f0e6511c8ddde712de08a2fc306434023cf1083,313,master,failed,2159,2018-08-07 03:27:35 UTC,412934953,412934954,412934955,412934956,412934957,412934958,412934959,412934960,pull_request
412932623,f3e2e5c69a466eb5c2bb7b89d6571b802b5789a4,313,master,failed,2235,2018-08-07 03:15:10 UTC,412932624,412932625,412932626,412932627,412932628,412932629,412932630,412932631,pull_request
412480772,611091d77f55e9c5c54d5268b9b254ed9ed5d134,313,master,failed,1899,2018-08-06 04:19:47 UTC,412480773,412480774,412480775,412480776,412480777,412480778,412480779,412480780,pull_request
392791174,7532b9be6a82beef6bf5685ed085ea58f8caa117,,master,passed,3874,2018-06-15 17:07:55 UTC,392791175,392791176,392791177,392791178,392791179,392791180,392791181,392791182,push
392782812,360ca95013c4fc94a9c2afd81a51b0d407dad700,307,master,passed,4171,2018-06-15 16:12:41 UTC,392782813,392782814,392782815,392782816,392782817,392782818,392782819,392782820,pull_request
389333856,32bad52b84ec5d0e136e5b9c0c9f88845a814321,,master,passed,4379,2018-06-07 16:35:28 UTC,389333857,389333858,389333859,389333860,389333862,389333864,389333867,389333871,push
379875955,5df9ce1302a0850280d3d85c6ac5ac4992c2b4f2,,master,passed,4435,2018-05-16 19:16:23 UTC,379875956,379875957,379875958,379875959,379875960,379875961,379875962,379875963,push
379856745,14ca96f056807fbf49ab4a95f7ddd010a21ec7ee,306,master,passed,4043,2018-05-16 18:34:28 UTC,379856746,379856747,379856748,379856749,379856750,379856751,379856752,379856753,pull_request
379826293,be4e69281b3808c9077da98f96fda0f42ec5c898,306,master,failed,3810,2018-05-16 17:20:52 UTC,379826294,379826296,379826298,379826299,379826300,379826301,379826302,379826303,pull_request
379732853,624e9e4a70c7fffea389ec362e986fb3b94e6051,306,master,failed,3980,2018-05-16 14:01:06 UTC,379732854,379732855,379732856,379732857,379732858,379732859,379732860,379732861,pull_request
379729627,864ade1521477d6ad86f6fe20d17f1cd8f5211b7,306,master,errored,1987,2018-05-16 13:55:00 UTC,379729628,379729629,379729630,379729631,379729632,379729633,379729634,379729635,pull_request
379723886,de5c6b67c4f0c040814131769ade8adfa2e45d01,306,master,failed,2341,2018-05-16 13:41:34 UTC,379723887,379723888,379723889,379723890,379723891,379723892,379723893,379723894,pull_request
379718790,121f160a371571673de4c4cf6fa4718eb0485e80,306,master,errored,2164,2018-05-16 13:30:09 UTC,379718791,379718792,379718793,379718794,379718795,379718796,379718798,379718800,pull_request
378653743,8a76641820b2f1c87c2ce7ed0f163b9cd87a97b9,304,master,errored,1911,2018-05-14 10:19:51 UTC,378653744,378653745,378653746,378653747,378653748,378653749,378653750,378653751,pull_request
377826003,e674eff0d3570e01f1e97f04c8ec9b9b0352bbdb,303,master,passed,4260,2018-05-11 17:06:37 UTC,377826004,377826005,377826006,377826007,377826008,377826009,377826010,377826011,pull_request
377637258,9fed331af3aadddd9a7a0a45899181710d89eafa,286,master,passed,3696,2018-05-11 09:05:18 UTC,377637259,377637260,377637261,377637262,377637263,377637264,377637265,377637266,pull_request
377636353,61c8d2ffb93f5743fd2be2ef82ddf32d2f5d5e8e,,master,passed,3576,2018-05-11 08:54:30 UTC,377636354,377636355,377636356,377636357,377636358,377636359,377636360,377636361,push
377630086,2dba2d7edb8d60cd539b05f5ab2a76ff4b17e273,,master,passed,3787,2018-05-11 08:39:30 UTC,377630087,377630088,377630089,377630090,377630091,377630092,377630093,377630094,push
377627218,b2568cb053fb30aa2be822730faf698e5f243d33,302,master,passed,3674,2018-05-11 08:31:29 UTC,377627219,377627220,377627221,377627222,377627223,377627224,377627225,377627226,pull_request
377625881,5992ee92b3d44e9fac76af1654a7b86149d0b5e3,302,master,canceled,2266,2018-05-11 08:19:41 UTC,377625882,377625883,377625884,377625885,377625886,377625887,377625888,377625889,pull_request
377624883,e1a2ede507af81ea9c73d535d9450f9cd5482e77,301,master,passed,3597,2018-05-11 08:11:47 UTC,377624884,377624885,377624886,377624887,377624888,377624889,377624890,377624891,pull_request
377477739,c8c9aaff5bef75b3ca1df2d0679fd8834deb7b79,,master,passed,3735,2018-05-10 21:38:18 UTC,377477740,377477741,377477742,377477743,377477744,377477745,377477746,377477747,push
377471623,a134ac50c7cdbba249113ac7fc6f753d5bd878c5,300,master,passed,3613,2018-05-10 21:21:37 UTC,377471624,377471625,377471626,377471627,377471628,377471629,377471630,377471631,pull_request
377356593,b45d508f63140ce325096306a3df5c76cd68c729,,master,passed,3619,2018-05-10 16:34:17 UTC,377356594,377356595,377356596,377356597,377356598,377356599,377356600,377356601,push
377349481,89b3cdcc8d01f126b8f015da2801d9ae89cbadd0,298,master,passed,3570,2018-05-10 16:15:36 UTC,377349482,377349483,377349484,377349485,377349486,377349487,377349488,377349489,pull_request
377323010,f1b89c8c68dce0ed5d7b2a6da698b14c170d3f65,,master,passed,3630,2018-05-10 15:11:54 UTC,377323011,377323012,377323013,377323014,377323015,377323016,377323017,377323018,push
377300125,8a4cbb4221ee21c9e7c09b068ffc4e23acbb571c,297,master,passed,3604,2018-05-10 14:18:16 UTC,377300126,377300127,377300128,377300129,377300130,377300131,377300132,377300133,pull_request
370529786,6016e8663c035edd6e7cbee03d0a643de680b644,,master,passed,4475,2018-04-24 11:36:12 UTC,370529787,370529788,370529789,370529790,370529791,370529792,370529793,370529794,push
370521775,f1ca4607473ac2cdd10cbb18cb1e079d3e722d27,296,master,passed,4617,2018-04-24 11:13:46 UTC,370521776,370521777,370521778,370521779,370521780,370521781,370521782,370521783,pull_request
370521670,2024349a261a722f0e60d2eebe1d056c3db21a95,296,master,canceled,486,2018-04-24 11:11:38 UTC,370521671,370521672,370521673,370521674,370521675,370521676,370521677,370521678,pull_request
370514737,3369690b19c0c47f14b6a573b26f584a215c3fb8,296,master,passed,4721,2018-04-24 10:51:44 UTC,370514738,370514739,370514741,370514742,370514743,370514745,370514746,370514747,pull_request
370185461,417621b428ba0889047a1a910daeb98ac90755b3,,master,passed,4613,2018-04-23 16:42:29 UTC,370185462,370185463,370185464,370185465,370185466,370185467,370185468,370185469,push
370175214,4e38c1e077a8732dd8aaf79bdc410f776d9289b2,295,master,passed,4642,2018-04-23 16:15:47 UTC,370175215,370175216,370175217,370175218,370175219,370175220,370175221,370175222,pull_request
369842627,43269e100f270246b857804246ac40ef7ea21605,286,master,passed,4585,2018-04-22 20:03:55 UTC,369842628,369842629,369842630,369842631,369842632,369842633,369842634,369842635,pull_request
369725906,e444e8da74a524ce42b172f9931c62597508a749,,master,passed,4482,2018-04-22 11:43:15 UTC,369725907,369725908,369725909,369725910,369725911,369725912,369725913,369725914,push
369720684,d6a07e9158c469c02da9a5a4a4589fe70e5e94b3,294,master,passed,4295,2018-04-22 11:16:14 UTC,369720685,369720686,369720687,369720688,369720689,369720690,369720691,369720692,pull_request
355100629,428eca70f3ab20bb9c05b5a5036a1b557c073121,286,master,passed,4847,2018-03-18 19:57:39 UTC,355100630,355100631,355100632,355100633,355100634,355100635,355100636,355100637,pull_request
354325269,e076eff5cd946aba7ebdcbf72ff66e1216ec854e,,master,passed,4905,2018-03-16 13:53:55 UTC,354325270,354325271,354325272,354325273,354325276,354325278,354325279,354325280,push
354325065,d8ad7322469f5febc1d3db8ec7e2224a2ef59c7a,288,master,errored,232,2018-03-16 13:51:40 UTC,354325066,354325067,354325068,354325069,354325070,354325071,354325072,354325073,pull_request
354319631,f683b4b926c7ce27d811f5ff6136f8429fefa2dd,,master,passed,5098,2018-03-16 13:39:05 UTC,354319632,354319633,354319634,354319635,354319636,354319637,354319638,354319639,push
354275783,947966a81a91226297898ce04d20f5487763cfc3,287,master,passed,4413,2018-03-16 11:39:06 UTC,354275784,354275785,354275786,354275787,354275788,354275789,354275790,354275791,pull_request
354272897,1a0cf56aa012420202f61def85258d53f6a8fbe0,287,master,failed,4792,2018-03-16 11:28:29 UTC,354272898,354272899,354272900,354272901,354272902,354272903,354272904,354272905,pull_request
354262828,929514d5613403e0581a2da21f6fa85f1477f09b,287,master,failed,4610,2018-03-16 11:05:55 UTC,354262829,354262831,354262833,354262834,354262835,354262836,354262837,354262838,pull_request
354262487,90ecfe90bfd9bd9ca46d623418a2a6ec78ca7118,287,master,canceled,1728,2018-03-16 11:00:00 UTC,354262488,354262489,354262490,354262491,354262492,354262493,354262494,354262495,pull_request
353909903,47b63e1a5187698613e638ecac728965143ac6bd,286,master,passed,4947,2018-03-15 16:13:05 UTC,353909904,353909905,353909909,353909911,353909913,353909914,353909919,353909922,pull_request
353300727,fcee1084b8935878dad3dca4ff32b2d4b1b064b7,,master,passed,5153,2018-03-14 12:15:06 UTC,353300728,353300729,353300730,353300731,353300732,353300733,353300734,353300735,push
353300666,f131d032ca64bd626d3267ed27ad9fd95464fe0d,285,master,errored,238,2018-03-14 12:13:21 UTC,353300667,353300668,353300669,353300670,353300671,353300672,353300673,353300674,pull_request
353249168,efcc69cc260f1e0dacfaeefb55a5419eb64c18f5,,master,passed,5172,2018-03-14 09:52:31 UTC,353249169,353249170,353249171,353249172,353249173,353249174,353249175,353249176,push
353145486,1a11f109d279086699ae1abed3d521406d224d36,270,master,passed,4114,2018-03-14 02:00:28 UTC,353145489,353145492,353145494,353145497,353145498,353145499,353145500,353145501,pull_request
353017130,2143a3851664571420223a2e75c3649efbc6c7ce,,master,passed,4679,2018-03-13 19:46:18 UTC,353017131,353017132,353017133,353017134,353017135,353017136,353017137,353017138,push
353007271,6bf1a081aa60d08817c9eeed3a2caff96721b9c3,284,master,passed,5133,2018-03-13 19:21:42 UTC,353007272,353007273,353007274,353007275,353007276,353007277,353007278,353007279,pull_request
352747164,5c2654f471c9be307b6ac3e1f062cbbb24cc0335,270,master,failed,4417,2018-03-13 09:35:04 UTC,352747165,352747166,352747167,352747168,352747169,352747170,352747171,352747174,pull_request
352732480,8948dbf357146a3476e03fd9e5428b2e77598bbb,270,master,errored,1800,2018-03-13 08:58:19 UTC,352732481,352732482,352732483,352732484,352732485,352732486,352732487,352732488,pull_request
347243576,969153a031e8691bde035d723a5a1f8780f8dcc3,,master,passed,5111,2018-02-28 12:17:36 UTC,347243577,347243578,347243579,347243580,347243581,347243582,347243583,347243584,push
347207566,5b543b6fd623fd93b20b4472fe90af46243d3aec,283,master,passed,7550,2018-02-28 10:44:04 UTC,347207567,347207568,347207569,347207570,347207571,347207572,347207573,347207574,pull_request
347206191,a64529840947b89e99c3654eaa5522361c8d93c5,283,master,canceled,0,,347206194,347206196,347206197,347206198,347206199,347206200,347206201,347206202,pull_request
347204938,19661722ad9579f61ec7758f2abc28a7d2ab3f08,283,master,canceled,3746,2018-02-28 10:29:59 UTC,347204939,347204940,347204941,347204942,347204943,347204944,347204945,347204946,pull_request
347200988,4a65f1d0484d260150e6d9aa5d91683447af8cde,283,master,failed,2966,2018-02-28 10:20:01 UTC,347200989,347200990,347200991,347200992,347200993,347200994,347200995,347200996,pull_request
345444447,fe4c78ed0939c5553e6f9e4679ac3b8fa5bb205e,,master,passed,5023,2018-02-23 21:31:06 UTC,345444448,345444449,345444450,345444451,345444452,345444453,345444454,345444455,push
345413321,22900577d1a65563dd461ee85e466d42df421239,280,master,passed,5504,2018-02-23 20:10:06 UTC,345413322,345413323,345413324,345413325,345413326,345413327,345413328,345413329,pull_request
344810932,ed16004b67beae08732e01aa0b0eb977b23d198d,280,master,passed,5383,2018-02-22 14:22:29 UTC,344810933,344810934,344810935,344810936,344810937,344810938,344810941,344810944,pull_request
343880520,2c6f988ef275ad4322ac1f8953b1f5c7ae43f785,,master,passed,5488,2018-02-20 15:26:53 UTC,343880521,343880522,343880523,343880524,343880525,343880526,343880527,343880528,push
343847056,2ec4fa531d0882830c0512f36f2d84aa6d643b29,275,master,passed,5426,2018-02-20 14:16:27 UTC,343847057,343847058,343847059,343847061,343847064,343847065,343847066,343847067,pull_request
343077454,b07117c68f73bc1f4d8749cd1fab4ccc805fc82b,271,master,passed,5147,2018-02-18 18:33:57 UTC,343077455,343077456,343077457,343077458,343077459,343077460,343077461,343077462,pull_request
343075506,a9d1bb3b9e757ea3c88c633318848476db07ab22,270,master,errored,2024,2018-02-18 18:26:25 UTC,343075508,343075511,343075514,343075515,343075516,343075517,343075518,343075519,pull_request
343045550,18379889dc484a164bd5a274ea5d2547cbfbe5ea,270,master,errored,1885,2018-02-18 16:32:44 UTC,343045551,343045552,343045553,343045554,343045555,343045556,343045557,343045558,pull_request
342825425,025cb46f68cff28251fa13bcf90eecb845dd9724,270,master,errored,1797,2018-02-17 19:57:03 UTC,342825426,342825427,342825428,342825429,342825430,342825431,342825432,342825433,pull_request
342258939,6ea87bc49f4a28023b11bc42e07c05357c8bccef,,master,passed,5873,2018-02-16 09:37:23 UTC,342258940,342258941,342258942,342258943,342258944,342258945,342258946,342258947,push
341989993,d5a6454aee27e3c4056d3ef175054789b3944c4b,269,master,passed,11201,2018-02-15 19:28:51 UTC,341989994,341989995,341989996,341989997,341989998,341989999,341990000,341990001,pull_request
341875881,b9fdc8f2a85950f509a0f051300c06d4fc2612ae,,master,passed,7801,2018-02-15 13:05:06 UTC,341875882,341875883,341875884,341875885,341875890,341875892,341875894,341875896,push
340455997,5310a779815dc3aad4612c45cc5a7e397e87f486,,master,passed,6279,2018-02-12 12:14:50 UTC,340455998,340455999,340456000,340456001,340456002,340456003,340456004,340456005,push
340455846,f3181493d29312f2df336023f0223e8a07af69f5,267,master,errored,237,2018-02-12 12:14:15 UTC,340455847,340455848,340455849,340455851,340455853,340455854,340455855,340455856,pull_request
339564052,99e93d9812e193507b498d091a27324c19018784,,master,passed,5431,2018-02-09 17:29:21 UTC,339564053,339564054,339564055,339564056,339564059,339564060,339564068,339564070,push
339559666,33a68993e2a61052703388d40c7c457db8139161,266,master,errored,2624,2018-02-09 17:18:47 UTC,339559667,339559668,339559669,339559670,339559671,339559672,339559673,339559674,pull_request
339107104,75af36e62aedb5ac36b033c0bfed97113cda3fa2,,master,passed,4899,2018-02-08 18:11:04 UTC,339107105,339107106,339107107,339107108,339107109,339107110,339107111,339107112,push
339100270,3c3a8977858d1346e9b702fc55391253d4e60572,265,master,passed,4703,2018-02-08 17:55:20 UTC,339100271,339100272,339100273,339100274,339100275,339100276,339100277,339100278,pull_request
