build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
485902983,7ddbd386a57b0101fac3f0e4d5a74436d627e69b,,hotfix,passed,3628,2019-01-29 14:27:56 UTC,485902984,485902985,push
485901513,1c44a6a0bae00e79396e98587198804748ce2f52,,master,passed,3325,2019-01-29 14:19:51 UTC,485901514,485901515,push
485896124,3f1fb9ca7e528fe94d8929ca72991ac16e383a54,,staging-fixes,failed,103,2019-01-29 14:02:24 UTC,485896125,485896126,push
485896059,3f1fb9ca7e528fe94d8929ca72991ac16e383a54,,staging,failed,2489,2019-01-29 13:47:00 UTC,485896060,485896061,push
485896048,3f1fb9ca7e528fe94d8929ca72991ac16e383a54,,v11.1.0,passed,3261,2019-01-29 13:40:47 UTC,485896049,485896050,push
485896014,f97c5dad82084664d0b2a04e79f8b79ca36346a7,,develop,passed,3700,2019-01-29 13:24:36 UTC,485896015,485896016,push
485878541,606bd37316c96b9e2750610c3638adcfc4f260eb,,staging-fixes,passed,3293,2019-01-29 12:44:44 UTC,485878542,485878543,push
485878274,b5dda63dddf6bddc9acb660b01bd36e84d33aa72,,staging-fixes,canceled,0,,485878275,485878276,push
485877587,51a27b3524d79adee63b3a0d86fcc091f89581d3,,staging-fixes,canceled,0,,485877588,485877589,push
485866462,898977bda8ed0084b560fa4b23323eb13c2cf226,,v10.x.x,passed,2448,2019-01-29 12:32:42 UTC,485866463,485866464,push
485865165,898977bda8ed0084b560fa4b23323eb13c2cf226,,master,failed,2294,2019-01-29 12:14:22 UTC,485865167,485865168,push
485865147,898977bda8ed0084b560fa4b23323eb13c2cf226,,hotfix,passed,2461,2019-01-29 12:13:21 UTC,485865148,485865149,push
485865142,898977bda8ed0084b560fa4b23323eb13c2cf226,,v10.1.81,errored,2403,2019-01-29 12:11:57 UTC,485865143,485865144,push
485865130,f3cfad759591649bbb6299a7ded39301c7803af9,,staging-fixes,errored,253,2019-01-29 12:10:16 UTC,485865131,485865132,push
485842347,f8e9734f1682de522aa2dac8e2c2fe080ef605c1,,staging-fixes,passed,3455,2019-01-29 11:26:36 UTC,485842348,485842349,push
485841618,a95ed44d3df7f8534956db71ddf8c5cc37e8783f,,staging-fixes,canceled,0,,485841619,485841620,push
485837416,a01dcb9536fb007bd17e9d4e16a73ca9ae62e654,16516,staging-fixes,errored,2474,2019-01-29 10:49:29 UTC,485837417,485837418,pull_request
485835117,2af272763a0d4c7dafae53d423b44b380da7e699,16514,staging-fixes,failed,3334,2019-01-29 10:46:29 UTC,485835118,485835119,pull_request
485832569,bad36ef3efbef8c724d6e5c1fa0d4d9aad47bfed,,staging-fixes,failed,3086,2019-01-29 10:33:21 UTC,485832570,485832571,push
485832516,1eb93bc043034977f40884aa687339146852250b,16515,staging-fixes,errored,191,2019-01-29 10:31:18 UTC,485832517,485832518,pull_request
485829612,ee6c343ae94fa7c14ed8193e1f887310b337ac65,16514,staging-fixes,failed,3478,2019-01-29 10:23:30 UTC,485829613,485829614,pull_request
485810199,cc41b876fb5fe0e7d5253b39ef20285aeb82cd45,,staging-fixes,failed,3248,2019-01-29 10:02:09 UTC,485810200,485810201,push
485805732,81ae1d774027ddf7cb4d0a553dc0788a2d163353,16515,staging-fixes,failed,3320,2019-01-29 09:47:31 UTC,485805733,485805734,pull_request
485805662,4ab187c93e40b3c76f32ddb1d599d9fd92981907,16515,staging-fixes,canceled,0,,485805663,485805664,pull_request
485804689,49c1f023b1bc2501c61abf73098598df89a0ed20,,staging-fixes,canceled,0,,485804690,485804691,push
485803334,ff707c159aead1eadae24f3d94c5cd9abb7491a4,16514,staging-fixes,failed,3244,2019-01-29 09:37:10 UTC,485803335,485803336,pull_request
485789797,9d555487e8dc7e8ef1f73d87bf41901efdf1e1d1,16497,staging-fixes,passed,3622,2019-01-29 09:20:09 UTC,485789798,485789799,pull_request
485773493,7ee0d6b83c51e7af4682f495196029ae42f018c6,16507,staging-fixes,failed,3395,2019-01-29 08:50:16 UTC,485773494,485773495,pull_request
485773189,6116c9519026621d829f7e1f6efe8c5021e77003,16507,staging-fixes,canceled,0,,485773190,485773191,pull_request
