build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
761648714,59f0675827df444b7eb9930642ff7cbe5cd28ffe,2718,master,passed,1084,2021-03-05 23:38:01 UTC,761648715,761648716,761648717,761648718,761648719,761648720,pull_request
761648489,89d851e5c5f28e885cf6516962c124f4cc83b29e,2715,master,passed,1078,2021-03-05 23:32:35 UTC,761648490,761648491,761648492,761648493,761648494,761648495,pull_request
761648186,f14c394d426cf3ad69ecf41bc061895b005d5452,2713,master,passed,1106,2021-03-05 23:27:52 UTC,761648187,761648188,761648189,761648190,761648191,761648192,pull_request
761647554,186ae74f7c0a7d85f1aec89a543ea1511542c07f,,master,errored,454,2021-03-05 23:23:35 UTC,761647555,761647556,761647557,761647558,761647559,761647560,push
761645886,f3f832d0bda817e517e4460c8c918ad7ce7fce57,2724,master,errored,395,2021-03-05 23:19:41 UTC,761645887,761645888,761645889,761645890,761645891,761645892,pull_request
761592823,81652592be807d691602d1b5546237b01a2c7014,2615,master,failed,1224,2021-03-05 16:06:43 UTC,761592824,761592825,761592826,761592827,761592828,761592829,pull_request
761592245,f08a09ae7838570537a8151be8dba3ae29ddb8e1,,master,failed,1835,2021-03-05 16:00:07 UTC,761592246,761592247,761592248,761592249,761592250,761592251,push
761371162,33bfe2d69687bbcdd24f5ef494728f87b4cd5c1a,2722,master,passed,1997,2021-03-04 01:15:31 UTC,761371163,761371164,761371165,761371166,761371167,761371168,pull_request
761144955,16fda7b8167fa936fab75644e928b0240d8266a2,2720,master,errored,1446,2021-03-02 16:26:28 UTC,761144956,761144957,761144958,761144959,761144960,761144961,pull_request
760255149,5e8afbda4b96695ed2495f8e7cd1a55b8f1e81c1,2719,master,errored,607,2021-02-24 03:18:06 UTC,760255150,760255151,760255152,760255153,760255154,760255155,760255156,760255157,760255158,760255159,760255160,760255161,pull_request
759037270,ade7c5175ec9ff1a6490566f0b740e9c324606ed,2717,master,failed,982,2021-03-05 05:46:27 UTC,759037271,759037272,759037273,759037274,759037275,759037276,pull_request
759036315,12af57f0afccfaa452b228da1a68a7e48fab75a2,2717,master,failed,958,2021-02-15 11:01:04 UTC,759036316,759036317,759036318,759036319,759036320,759036321,pull_request
758999850,3c67c3ea99c15e74f986fc41d24771f156db208a,2718,master,failed,2022,2021-02-15 05:16:27 UTC,758999851,758999852,758999853,758999854,758999855,758999856,pull_request
758965957,aa4edf221099d748139919e67c5a798442bdb2ce,2717,master,failed,1976,2021-02-14 22:29:24 UTC,758965958,758965959,758965960,758965961,758965962,758965963,pull_request
758867327,ea634c91be7d27a37963a019d9260723c82b7119,2716,master,errored,1435,2021-02-13 21:51:53 UTC,758867328,758867329,758867330,758867331,758867332,758867333,pull_request
758462055,ccdbe88e6f92a929f39c89b5abdf3604f6879870,2715,master,failed,1817,2021-02-11 01:43:36 UTC,758462056,758462057,758462058,758462059,758462060,758462061,pull_request
758313296,a3c2be5bda35d7dcd3fa3fbdf982f6d0aab492a6,2714,master,passed,2025,2021-02-10 03:22:09 UTC,758313297,758313298,758313299,758313300,758313301,758313302,pull_request
758312863,1ccf80afdbc8219920869ae9a373edb94530be6c,2713,master,failed,2030,2021-02-10 02:42:29 UTC,758312864,758312865,758312866,758312867,758312868,758312869,pull_request
754008614,5cbd8a0c6fed4f2d9f2f674c0a09b8c1d835d755,2710,master,failed,1975,2021-01-11 20:38:15 UTC,754008615,754008616,754008617,754008618,754008619,754008620,pull_request
753882809,607a9fe79740e2838c6e7ed0dede319d37fda5c4,2709,master,passed,1828,2021-01-11 04:47:21 UTC,753882810,753882811,753882812,753882813,753882814,753882815,pull_request
752892321,3d6dfe3d152e0ac8196b516392722574a02174a6,2708,master,failed,1792,2021-01-04 23:42:02 UTC,752892322,752892323,752892324,752892325,752892326,752892327,pull_request
747743202,7698e91c78ea1c502b013f2c94cca2bc6e6ab701,2705,master,failed,1972,2020-12-05 01:40:54 UTC,747743203,747743204,747743205,747743206,747743207,747743208,pull_request
740997954,9f931e4c39731adf670332efa34953c6df8bd3d5,2703,master,passed,943,2020-11-03 00:13:05 UTC,740997955,740997956,740997957,740997958,740997959,740997960,pull_request
740938160,e68634e13bdd80d13bab8e5591e622f965052da7,2702,master,failed,1027,2020-11-02 19:40:11 UTC,740938161,740938162,740938163,740938164,740938165,740938166,pull_request
740139404,ae98ac1430baa690f744d850a985f63e5e9bd3cc,,master,passed,963,2020-10-30 09:22:43 UTC,740139405,740139406,740139407,740139408,740139409,740139410,push
739845617,7e1a4a90cf72418ad9b7637b7d0577ba1905e31f,2698,master,errored,1507,2020-10-29 09:38:36 UTC,739845618,739845619,739845620,739845621,739845622,739845623,pull_request
