build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
744389220,c92c8508e26c7829de76266dafe6d8854bef8758,,master,failed,306,2020-11-18 10:39:41 UTC,744389221,744389222,744389223,744389224,744389225,push
744157180,23e20d45de23acd41004d73f37a2a08ca48275e3,442,master,failed,311,2020-11-17 11:39:29 UTC,744157181,744157182,744157183,744157184,744157185,pull_request
744053251,a7cde0c982b6f96e4c35b1e5fbc367c73354676e,,master,passed,311,2020-11-16 22:56:19 UTC,744053252,744053253,744053254,744053255,744053256,push
744029445,f578085215f27d8aeb3dd92ec1b7285a9161dde9,442,master,failed,324,2020-11-16 20:56:22 UTC,744029446,744029447,744029448,744029449,744029450,pull_request
743063329,d93b26a26ad71161e97a3c181396204edc96b9b7,,master,passed,318,2020-11-12 01:51:48 UTC,743063330,743063331,743063332,743063333,743063334,push
743062129,9974e05b538622ee9ffb0da789166800491f7b88,441,master,errored,140,2020-11-12 01:15:04 UTC,743062130,743062131,743062132,743062133,743062134,pull_request
743061383,83838013fbb3cac730daf14947e8488a476d4ac7,440,master,passed,332,2020-11-12 00:34:36 UTC,743061384,743061385,743061386,743061387,743061388,pull_request
743061274,2118184e084ddfa5075f0caf0770684ff2df598a,440,master,canceled,0,,743061275,743061276,743061277,743061278,743061279,pull_request
743060548,70e254dcb4386c16d30d73aeb8aad5808ef3183e,440,master,canceled,0,,743060549,743060550,743060551,743060552,743060553,pull_request
743058828,8d589abd34ac3f93029b08f3b9bafcaa57a45543,440,master,canceled,0,,743058829,743058830,743058831,743058832,743058833,pull_request
743057424,9755e49edc573344d64403da57694af6befac02a,440,master,canceled,0,,743057425,743057426,743057427,743057428,743057429,pull_request
743056337,469bda3b84cf9c83be5ed0627aac7c090e18408a,,ci-gh-actions,passed,306,2020-11-11 23:48:32 UTC,743056338,743056339,743056340,743056341,743056342,push
743055839,574ee913e66c4c7b71c656903c1dd36e7e81666e,440,master,canceled,0,,743055840,743055841,743055842,743055843,743055844,pull_request
743032591,e98173a9e49fbf14aa350183b3dead36b90f4237,439,master,passed,309,2020-11-11 21:41:31 UTC,743032592,743032593,743032594,743032595,743032596,pull_request
742688941,ddab4cda19b258abf64455619cec81bf149b539a,,master,passed,354,2020-11-10 12:58:57 UTC,742688942,742688943,742688944,742688945,742688946,push
741349601,42bbf4f0dcc9efe9f8977f876cab0463b2f20e50,436,master,passed,312,2020-11-04 10:16:19 UTC,741349602,741349603,741349604,741349605,741349606,pull_request
734121567,4d02c089c96a0e0372218a97e2d3cabe4c06be35,,master,passed,306,2020-10-08 21:59:12 UTC,734121568,734121569,734121570,734121571,734121572,push
733478380,4e52aba5cd163417b4f5bddb73ed180ea76b1b87,,master,passed,355,2020-10-06 21:45:36 UTC,733478381,733478382,733478383,733478384,733478385,push
719216638,331c7870dd2ea33506d9e7eb2611c0bbcf4faf3f,,master,passed,323,2020-08-19 09:07:36 UTC,719216639,719216640,719216641,719216642,719216643,push
718630449,25c90be6deb8bcd678e0f58e6a305c933aaa765c,,master,passed,329,2020-08-17 13:57:08 UTC,718630450,718630451,718630452,718630453,718630454,push
718630259,13abdb9b1c6e7dc62c099406774f4a74bc289d79,,master,passed,330,2020-08-17 13:55:47 UTC,718630260,718630261,718630262,718630263,718630264,push
713679883,cc46758559657b35b4de8285bfdc96572015f1fe,,master,passed,314,2020-07-31 13:07:04 UTC,713679884,713679885,713679886,713679887,713679888,push
713657940,da81b2e2ca22142edcc6437c60f0098cfcc8b6f4,433,master,passed,320,2020-07-31 11:36:39 UTC,713657941,713657942,713657943,713657944,713657945,pull_request
712339954,fe1a5a7a555af7af783863de96f792378f284b34,,master,passed,322,2020-07-27 20:40:58 UTC,712339955,712339956,712339957,712339958,712339959,push
712285986,1f9db895e4bfa7ea43ff0ec315b2da9a19985de4,431,master,passed,326,2020-07-27 17:32:12 UTC,712285987,712285988,712285989,712285990,712285991,pull_request
712285139,72bf2f6dc1273e01aa2b4bddf06f67106e42e2c4,431,master,passed,327,2020-07-27 17:30:27 UTC,712285140,712285141,712285142,712285143,712285144,pull_request
712284862,7e588ac6819b8f4b01a433a41c21304c48ebeb79,430,master,passed,330,2020-07-27 17:29:08 UTC,712284863,712284864,712284865,712284866,712284867,pull_request
712284516,3d5f6411f7f80b0e07648772392c842a327b1c52,429,master,passed,324,2020-07-27 17:27:39 UTC,712284518,712284519,712284520,712284521,712284522,pull_request
706082702,affc05f6caf52c1cab66f161a81d935e6ef89320,,master,passed,320,2020-07-08 08:41:49 UTC,706082703,706082704,706082705,706082706,706082707,push
706001775,f442b0efa6b3dd15761a62fa90a28a0a0b3521bb,409,master,failed,311,2020-07-08 00:45:52 UTC,706001776,706001777,706001778,706001779,706001780,pull_request
704451567,edcb095eb4b9ab5191fee856530ae67e30fdcc94,422,master,passed,312,2020-07-02 20:08:08 UTC,704451568,704451569,704451570,704451571,704451572,pull_request
704309864,84f404b69c43e41871d3bfecdbc22c02714bcd5c,422,master,passed,313,2020-07-02 13:10:51 UTC,704309865,704309866,704309867,704309868,704309869,pull_request
703505824,380a99e4f04638f03b6907d8e534d7ef0406c2dd,419,master,passed,317,2020-06-30 12:34:56 UTC,703505825,703505826,703505827,703505828,703505829,pull_request
703239660,3d1cb17741ac97b4fb76c939aed288a1059a73c7,419,master,errored,254,2020-06-29 17:33:56 UTC,703239662,703239663,703239664,703239665,703239666,pull_request
701685491,2169b77670275c08d70bc627250f3842302a94cc,,master,passed,314,2020-06-24 14:50:39 UTC,701685492,701685493,701685494,701685495,701685496,push
701681817,1f385d7ce550c5561a89b74abfec24e40889a191,415,master,passed,330,2020-06-24 14:39:55 UTC,701681818,701681819,701681820,701681821,701681822,pull_request
700942407,fafd67c75496b2020d76e096093b7649e0baff38,,master,passed,313,2020-06-22 16:03:06 UTC,700942408,700942409,700942410,700942411,700942412,push
700936286,3d3669967ed3cc341d634fee570a1702f02ae25d,413,master,passed,329,2020-06-22 15:43:38 UTC,700936287,700936288,700936289,700936290,700936291,pull_request
698954772,f525483becdfc820bd8a778251beea9f632dee1a,,1.11.0,passed,306,2020-06-16 14:38:43 UTC,698954773,698954775,698954776,698954778,698954780,push
698953075,f525483becdfc820bd8a778251beea9f632dee1a,,master,passed,307,2020-06-16 14:35:34 UTC,698953078,698953079,698953082,698953083,698953085,push
698952871,6f90890635fdc6bc34e1bb1e0f2b3120a1ddb109,,master,canceled,0,,698952872,698952873,698952874,698952875,698952876,push
698936125,fbc04b66107080ea25df1f9e9fc8c7ee850671f5,412,master,passed,310,2020-06-16 14:03:31 UTC,698936126,698936127,698936128,698936129,698936130,pull_request
698897526,07ca20bc1e8665a62c0f044d2fc702de130af741,,master,passed,300,2020-06-16 12:25:09 UTC,698897527,698897528,698897529,698897530,698897531,push
698891527,f3f9bd2dff34b73dbf40c5c13d6cfc3db5d60bc3,,master,passed,303,2020-06-16 12:03:37 UTC,698891528,698891529,698891530,698891531,698891532,push
698878922,cf2bcec9377ff23fd80e3e061a4ef7e9166aeec3,,master,failed,307,2020-06-16 11:14:17 UTC,698878923,698878924,698878925,698878926,698878927,push
698878216,2f3f83296061e1075407d574dea0afab334d8bf8,,master,passed,321,2020-06-16 11:11:24 UTC,698878217,698878218,698878219,698878220,698878221,push
