build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
690638555,310327040304f85ef927dee2edccfb9e335a06c9,148,master,passed,1271,2020-05-24 15:13:32 UTC,690638556,690638557,690638558,690638559,690638560,pull_request
690638542,c9f147b597bac7bb936f0d09ab101260ed51a2aa,,zzz,passed,1290,2020-05-24 15:08:37 UTC,690638543,690638544,690638545,690638546,690638547,push
690636139,12c195ea451362741050f8df81a507952d03fd92,148,master,passed,1289,2020-05-24 15:03:05 UTC,690636140,690636141,690636144,690636146,690636147,pull_request
690636118,02c0ca40776cbbb4bf06b189cc44c013c74fb682,,zzz,passed,1294,2020-05-24 14:57:54 UTC,690636119,690636120,690636121,690636122,690636123,push
690635480,f00977bb7fb2618d6584a3de50ca7f1a43010910,148,master,canceled,0,,690635481,690635482,690635483,690635484,690635485,pull_request
690635471,3f19d9ddd531f6aff041428de640cad1721e0bdf,,zzz,passed,1282,2020-05-24 14:53:08 UTC,690635472,690635473,690635474,690635475,690635476,push
690635451,836b64abed1debdde6651a9e8735f0d150ebaee5,148,master,canceled,0,,690635452,690635453,690635454,690635455,690635456,pull_request
690635443,fe9addcb452b89107955f96b98213f273db7fa45,,zzz,canceled,0,,690635444,690635445,690635446,690635447,690635448,push
690633159,cefdb16ad0660f37b7d01048b9000becf63653b4,148,master,passed,1271,2020-05-24 14:47:02 UTC,690633160,690633161,690633162,690633163,690633164,pull_request
690633153,8510ca981b4d33c04de4836dc901561556b810a0,,zzz,passed,1289,2020-05-24 14:42:14 UTC,690633154,690633155,690633156,690633157,690633158,push
690632991,59bf4dad02d9943f90955a9881c3d748496f6276,148,master,canceled,0,,690632992,690632993,690632994,690632995,690632996,pull_request
690632969,f321ad592854a512e2591efb2c859671997f1c10,,zzz,passed,1305,2020-05-24 14:37:01 UTC,690632970,690632971,690632972,690632973,690632974,push
690632301,8d5b0ea78dc4c6ef37031668a46e313c0ea1d42b,148,master,canceled,0,,690632305,690632306,690632307,690632308,690632309,pull_request
690632292,a646bda4d5465a317c32400074c0012157f3a1ee,,zzz,passed,1278,2020-05-24 14:33:26 UTC,690632293,690632295,690632296,690632297,690632298,push
690629339,01316b3f3585d0a9697a0ecc0799d98036603903,148,master,passed,1308,2020-05-24 14:22:16 UTC,690629340,690629341,690629342,690629343,690629344,pull_request
690629333,8b8e57b5b5a80fcc5e56049f614120ac5c87ee3c,,zzz,passed,1334,2020-05-24 14:18:24 UTC,690629334,690629335,690629336,690629337,690629338,push
690625695,0d74f9f18aed036873ab9abf6c79fa5230b94b0e,148,master,passed,1297,2020-05-24 14:06:58 UTC,690625696,690625697,690625698,690625699,690625700,pull_request
690625684,f32e2535782617680d194bd1a72e0e2269e6b264,,zzz,passed,1277,2020-05-24 14:03:33 UTC,690625685,690625686,690625687,690625688,690625689,push
690614363,7829c9e56d6098a603650b5751b8f77e3080860c,148,master,passed,1315,2020-05-24 13:52:50 UTC,690614364,690614365,690614366,690614367,690614368,pull_request
690614357,e5280c2707adecfdeefa55940433d102075d64fa,,zzz,passed,1303,2020-05-24 13:48:05 UTC,690614358,690614359,690614360,690614361,690614362,push
690608970,d3f87406738b7646524aac49733465fa3de9a7aa,148,master,passed,1304,2020-05-24 13:42:40 UTC,690608971,690608972,690608973,690608974,690608975,pull_request
690608962,138ac6917ae3d50639a03eadb116d46dec46e780,,zzz,passed,1274,2020-05-24 13:39:14 UTC,690608963,690608964,690608965,690608966,690608967,push
690603283,fccaa9adf50a5aaf5fb232fefe1b921160b5ca0c,148,master,passed,1252,2020-05-24 13:24:51 UTC,690603284,690603285,690603286,690603287,690603288,pull_request
690603239,4caaa063ada15d4271edcc42726ee47a22078b5e,,zzz,passed,1287,2020-05-24 13:20:20 UTC,690603240,690603241,690603242,690603243,690603244,push
690602676,17ba769efd71e775b60365d668d994f0ce104685,,zzz,passed,1296,2020-05-24 13:16:00 UTC,690602677,690602678,690602679,690602680,690602681,push
690600880,17ba769efd71e775b60365d668d994f0ce104685,,master,passed,1293,2020-05-24 13:04:18 UTC,690600881,690600882,690600883,690600884,690600885,push
690592665,79633bfe471c2b4b14fc833fce0a9242f09e616a,,master,passed,1308,2020-05-24 12:19:37 UTC,690592666,690592667,690592668,690592669,690592670,push
690592314,81fb422ecbb413c7b7cfaac2f35e5cf40ea51b3a,,master,passed,1264,2020-05-24 12:14:11 UTC,690592315,690592316,690592317,690592318,690592319,push
690591917,07cdba4b70623d4cebdeb6a74f59e3a84a8dd05b,,master,passed,1279,2020-05-24 12:10:38 UTC,690591918,690591919,690591920,690591921,690591922,push
690591892,dee7b2949e081f4a22a13c978000a69179d1f6d6,,master,canceled,0,,690591893,690591894,690591895,690591896,690591897,push
