build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
744859113,ed0facb08032e206f34b438e0bdad4f3ad4cf6c5,2109,master,errored,364,2020-11-20 11:48:28 UTC,744859114,744859115,744859116,744859117,744859118,744859119,744859120,pull_request
744857219,63ffce72dc86559a0780b942b28272096c7fc7a6,2109,master,canceled,0,,744857220,744857221,744857222,744857223,744857224,744857225,744857226,pull_request
744701199,61562ba1d4085b1de1b20bfac0642bfac35b2d46,2107,master,passed,1411,2020-11-19 19:59:35 UTC,744701200,744701201,744701202,744701203,744701204,744701205,744701206,pull_request
744667433,6864100ff401721e82b298bb3380e62fe5c0347a,,master,passed,1407,2020-11-19 16:31:34 UTC,744667434,744667435,744667436,744667437,744667438,744667439,744667440,push
744663920,19b71198a8cbf0b96e780ab618dea8fb9eea5ce3,2107,master,passed,1418,2020-11-19 15:20:06 UTC,744663921,744663922,744663923,744663924,744663925,744663926,744663927,pull_request
744638247,7f4c40d468c831f89d221a3eefade5328b648be6,2106,master,passed,1362,2020-11-19 12:29:25 UTC,744638248,744638249,744638250,744638251,744638252,744638253,744638254,pull_request
744472492,4467fdeef1f02b11df1ccb892f8c5ec95062dd80,2104,master,passed,1386,2020-11-18 18:26:02 UTC,744472493,744472494,744472495,744472496,744472497,744472498,744472499,pull_request
744472301,5ed039e46825fecffa7ca2394556ae9a4febaeb4,2104,master,canceled,-7291,2020-11-18 17:58:21 UTC,744472302,744472303,744472304,744472305,744472306,744472307,744472308,pull_request
744449126,3e964ad8dafaf7eb1778555bd6d440107d7d064a,,master,passed,1387,2020-11-18 16:20:49 UTC,744449127,744449129,744449130,744449131,744449132,744449133,744449136,push
744387205,8f7d3688001ca205d3a3ccdf07dfd7457d13690a,2104,master,passed,1348,2020-11-18 10:26:52 UTC,744387206,744387207,744387208,744387209,744387210,744387211,744387212,pull_request
744379874,b2aab3cf3cc9868ada67db0f7ea63fefe796285c,2104,master,passed,1388,2020-11-18 09:39:54 UTC,744379875,744379876,744379877,744379878,744379879,744379880,744379881,pull_request
744198665,bddbc0db272fe0277486f4f650854b930db45119,2101,master,passed,1394,2020-11-17 15:55:55 UTC,744198666,744198667,744198668,744198669,744198670,744198671,744198672,pull_request
744165847,10fc2fc2c7262b49a5bfecd8a3cda697cdd40bbb,2101,master,passed,1386,2020-11-17 12:43:32 UTC,744165848,744165849,744165850,744165851,744165852,744165853,744165854,pull_request
744163852,0ff6f9385f7cabec7e164e94cdfdd4c82d46abbf,2101,master,canceled,0,,744163853,744163854,744163855,744163856,744163857,744163858,744163859,pull_request
744138653,a8c2346aee082fadf3b443ced2b96deea0b6d0af,2101,master,failed,1103,2020-11-17 09:30:14 UTC,744138654,744138655,744138656,744138657,744138658,744138659,744138660,pull_request
744000524,92081ea926e67378a079c7f8c2f45c6789a674a4,,4.17.1,passed,1414,2020-11-16 19:41:50 UTC,744000525,744000526,744000527,744000528,744000529,744000530,744000531,push
744000516,3659702529fcc1e35c9e11c4481f6fa69c349a67,,master,passed,1365,2020-11-16 18:33:13 UTC,744000517,744000518,744000519,744000520,744000521,744000522,744000523,push
743988231,e5439eb92b78eca6f7c9cbb45dd8fa9ec8250322,,master,canceled,0,,743988232,743988233,743988234,743988235,743988236,743988237,743988238,push
