build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
733976310,6e0a8e681d07952f21b1c91f473b3622e19a089c,2253,master,failed,351,2020-10-08 13:32:35 UTC,733976311,733976312,733976313,733976314,733976315,733976316,733976317,733976318,pull_request
733582730,a8e91c019a5eecefd79d24c00f8e53b93f78fb69,2252,master,failed,349,2020-10-07 08:00:56 UTC,733582731,733582732,733582733,733582734,733582735,733582736,733582737,733582738,pull_request
733017445,9bec65333bfdea26f6941c6618b7532e94b2bce2,2251,master,errored,213,2020-10-05 16:03:14 UTC,733017446,733017447,733017448,733017449,733017450,733017451,733017452,733017453,pull_request
732983821,36f7e1ab20dfdcb0ef1c7f1756347a7c83c542d9,2249,master,failed,357,2020-10-05 14:37:36 UTC,732983822,732983823,732983824,732983825,732983826,732983827,732983828,732983829,pull_request
732946268,cf32926438e75764adb45b48d354e45cb52d294a,2247,master,failed,349,2020-10-05 12:27:34 UTC,732946269,732946270,732946271,732946272,732946273,732946274,732946275,732946276,pull_request
732936511,0c21b5b950d23fb107889c0b878205f77b9678fb,2246,master,failed,351,2020-10-05 11:48:24 UTC,732936512,732936513,732936514,732936515,732936516,732936517,732936518,732936519,pull_request
732885993,5039519c501088a756f20fe321cf36a10ccbd082,2245,master,errored,1002,2020-10-05 07:58:56 UTC,732885994,732885995,732885996,732885997,732885998,732885999,732886000,732886001,pull_request
732884564,eb62945cacfdb753ad1dd929b5f74668cbbb6649,2244,master,errored,435,2020-10-05 07:52:27 UTC,732884565,732884566,732884567,732884568,732884569,732884570,732884571,732884572,pull_request
732884346,09b5f150d83b57adb98789cb7aa7ef9cfc08dbc4,2243,master,errored,1031,2020-10-05 07:50:42 UTC,732884347,732884348,732884349,732884350,732884351,732884352,732884353,732884354,pull_request
732882788,930ef22371b96f4309d8b27f96841d48e0c8b886,2242,master,errored,914,2020-10-05 07:43:38 UTC,732882789,732882790,732882791,732882792,732882793,732882794,732882795,732882796,pull_request
732724560,aef176b2b65bff265fb750c9123233090c41fcca,2241,master,failed,345,2020-10-04 15:06:27 UTC,732724562,732724563,732724564,732724565,732724568,732724569,732724570,732724572,pull_request
732658615,b1e01ae93ce33f058c97f6b9b0a3ee892e02d48d,2240,master,failed,364,2020-10-04 05:54:22 UTC,732658616,732658617,732658618,732658619,732658620,732658621,732658622,732658623,pull_request
732463125,cb69c39fa780aea383f4bce13b285025ac63cf09,2195,master,failed,352,2020-10-03 06:58:19 UTC,732463126,732463127,732463128,732463129,732463130,732463131,732463132,732463133,pull_request
732462721,2c78e08c30987eafddaba97f88295d7d887c96db,2195,master,failed,347,2020-10-03 06:56:23 UTC,732462722,732462723,732462724,732462725,732462726,732462727,732462728,732462729,pull_request
732462626,6d999e75d4d570267d863c678926667575e7288a,2239,master,failed,338,2020-10-03 06:55:28 UTC,732462627,732462628,732462629,732462630,732462631,732462632,732462633,732462634,pull_request
732345208,38c9bad9e194f0e11aadf9330031d3d9389bf188,2238,master,failed,860,2020-10-02 18:20:24 UTC,732345209,732345210,732345211,732345212,732345213,732345214,732345215,732345216,pull_request
