build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
761596035,049bcede35b6a16b4e1513cad808254a1de13e2b,98,master,errored,807,2021-03-05 16:27:35 UTC,761596036,761596037,761596038,761596039,761596040,761596041,761596042,761596043,761596044,761596045,761596046,pull_request
760914572,9f9c3c97d818a26d3f8163fb480337742d9f2844,98,master,errored,797,2021-03-01 09:27:24 UTC,760914573,760914574,760914575,760914576,760914577,760914578,760914579,760914580,760914581,760914582,760914583,pull_request
758367848,edc35601a464077d7b045e4b59c2ccb204a72127,97,master,errored,1453,2021-02-10 12:57:44 UTC,758367849,758367850,758367851,758367852,758367853,758367854,758367855,758367856,758367857,758367858,758367859,758367860,pull_request
758367706,0265aeee5f4d476045255edca86982d0b88277bf,97,master,canceled,0,,758367707,758367708,758367709,758367710,758367711,758367712,758367713,758367714,758367715,758367716,758367717,pull_request
758367651,26e9326ac9d1266e2d2fe57f48eb40404d06ec83,97,master,canceled,0,,758367652,758367653,758367654,758367655,758367656,758367657,758367658,758367659,758367660,758367661,758367662,pull_request
758367633,2a467eb753f95b6074be02af46ba3c493ee7f45d,97,master,canceled,0,,758367634,758367635,758367636,758367637,758367638,758367639,758367640,758367641,758367642,758367643,758367644,pull_request
758367564,a968ed3c012013476739d5ce00f4ac3ebd7671bf,97,master,canceled,0,,758367565,758367566,758367567,758367568,758367569,758367570,758367571,758367572,758367573,758367574,758367575,pull_request
756016906,573ab5f887123610ee7b6bbcb3b422c8aca1eb8f,95,master,errored,1603,2021-01-25 01:08:16 UTC,756016907,756016908,756016909,756016910,756016911,756016912,756016913,756016914,756016915,756016916,756016917,756016918,756016919,pull_request
755990315,95e2090f0e6d50d6230cdc3308d98a11adaabd6a,95,master,errored,840,2021-01-24 20:42:39 UTC,755990316,755990317,755990318,755990319,755990320,755990321,755990322,755990323,755990324,755990325,755990326,pull_request
755989459,1a115891ec8fb75249982ca032c552287320c1d6,95,master,canceled,0,,755989460,755989461,755989462,755989464,755989465,755989466,755989468,755989469,755989470,755989471,755989472,pull_request
752080253,444defe5adbf2bcaba11ca5512762799e5d27653,95,master,errored,809,2020-12-30 05:22:10 UTC,752080254,752080255,752080257,752080258,752080259,752080260,752080261,752080262,752080263,752080264,752080265,pull_request
752079618,d063b08873b9c25606b3b55ad6d846bdeb3130cd,95,master,errored,762,2020-12-30 05:17:35 UTC,752079619,752079620,752079621,752079622,752079623,752079624,752079625,752079626,752079627,752079628,752079629,pull_request
679584554,9d3debca074447dbbc081dafc3869a4deaa55841,,master,errored,1006,2020-04-26 02:29:49 UTC,679584555,679584556,679584557,679584558,679584559,679584560,679584561,679584562,679584563,679584564,679584565,push
645431663,5ae1c43e0f9018de352acfcd818397220f28d819,55,master,errored,993,2020-02-03 12:37:31 UTC,645431664,645431665,645431666,645431667,645431668,645431669,645431670,645431671,645431672,645431673,645431674,pull_request
645416791,c1b69496ed8b945edd72de7cc979e46dfcd1ffdb,55,master,errored,988,2020-02-03 11:56:10 UTC,645416792,645416793,645416794,645416795,645416796,645416797,645416798,645416799,645416800,645416801,645416802,pull_request
645416414,c87f811ae4a00a222780b99b56745a6c70dd80a5,55,master,errored,977,2020-02-03 12:01:04 UTC,645416415,645416416,645416417,645416418,645416419,645416420,645416421,645416422,645416423,645416424,645416425,pull_request
645412644,e5e7f0fe6004d098e201b452b9e02eeba1c0e4b4,55,master,errored,991,2020-02-03 11:41:41 UTC,645412645,645412646,645412647,645412648,645412649,645412650,645412651,645412652,645412653,645412654,645412655,pull_request
636848895,1a1140170d56e219ac889dbbdddf771a992fcaaa,91,master,errored,956,2020-01-14 11:55:33 UTC,636848896,636848897,636848898,636848899,636848900,636848901,636848902,636848903,636848904,636848905,636848906,pull_request
635790466,dbcd2e87a3e828ee7c3f5578dbcc81d3cb02031d,87,master,errored,951,2020-01-11 21:41:54 UTC,635790467,635790468,635790469,635790470,635790471,635790472,635790473,635790474,635790475,635790476,635790477,pull_request
635787556,59a0ad55d2b2eef742d04dc6092e1e6adbb61852,87,master,errored,947,2020-01-11 21:29:33 UTC,635787557,635787558,635787559,635787560,635787561,635787562,635787563,635787564,635787565,635787566,635787567,pull_request
635783469,bc6f5e1d338895dc60f52523fe312093607c6a5c,87,master,errored,936,2020-01-11 21:12:55 UTC,635783470,635783471,635783472,635783473,635783474,635783475,635783476,635783477,635783478,635783479,635783480,pull_request
635773637,2425f5d999f73a177595b19a83c72cf1c4f57e28,,master,errored,936,2020-01-11 20:28:57 UTC,635773638,635773639,635773640,635773641,635773642,635773643,635773644,635773645,635773646,635773647,635773648,push
629194787,0e0094a684644121562a3f608a3d8e1a700c9295,,master,errored,915,2019-12-24 19:57:18 UTC,629194788,629194789,629194790,629194791,629194792,629194793,629194794,629194795,629194796,629194797,629194798,push
629192247,a8b13339e7db8749f6c014ec4863ccd102924d62,,master,errored,957,2019-12-24 19:43:28 UTC,629192248,629192249,629192250,629192251,629192252,629192253,629192254,629192255,629192256,629192257,629192258,push
619473285,b74ffce0ec946049d85ee24513f6fb64d0a32d6f,90,master,errored,1066,2019-12-24 19:46:07 UTC,619473286,619473287,619473288,619473289,619473290,619473291,619473292,619473293,619473294,619473295,619473296,pull_request
608425688,3fadd4e03650a5994c54fb05afe115a87041cf9c,83,master,passed,1392,2019-11-06 21:27:14 UTC,608425689,608425690,608425691,608425692,608425693,608425694,608425695,608425696,608425697,608425698,608425699,pull_request
576531407,b575b1ad5d51bc8a6ee762e9f5bd385335f28fb6,87,master,passed,1083,2019-08-25 19:15:54 UTC,576531408,576531409,576531410,576531411,576531412,576531413,576531414,576531415,576531416,576531417,576531418,pull_request
576292530,e057a512a45d37c70beb1c57e4cd9e3656bb3237,85,master,passed,1078,2019-08-24 21:01:04 UTC,576292531,576292532,576292533,576292534,576292535,576292536,576292537,576292538,576292539,576292540,576292541,pull_request
576289701,19023c8b3b0310c28fc56828240a16e29fa0dcaf,85,master,failed,1049,2019-08-24 20:49:57 UTC,576289702,576289703,576289704,576289705,576289706,576289707,576289708,576289709,576289710,576289711,576289712,pull_request
576245767,85c3d450ee17b26083ee763c24aad96100e6c32b,84,master,passed,1084,2019-08-24 17:10:52 UTC,576245768,576245769,576245770,576245771,576245772,576245773,576245774,576245775,576245776,576245777,576245778,pull_request
572887132,18e04dc44a410e756e0204f5b054020a961f468b,83,master,passed,1071,2019-08-16 18:54:03 UTC,572887136,572887137,572887138,572887140,572887142,572887143,572887144,572887145,572887146,572887147,572887148,pull_request
528312211,b911087b0adb810207f335cbacfc94af15378d89,,master,passed,1128,2019-05-05 01:04:56 UTC,528312212,528312213,528312214,528312215,528312216,528312217,528312218,528312219,528312220,528312221,528312222,push
518264117,26e04278c6f4e60f5ed39c8602c4734f44194ad8,81,master,passed,1144,2019-04-10 12:16:20 UTC,518264118,518264119,518264120,518264121,518264122,518264123,518264124,518264125,518264126,518264127,518264128,pull_request
507232121,3dcaf152eef8c4b68b0395020b97e3aae9fadd18,,master,passed,1198,2019-03-16 16:20:01 UTC,507232122,507232123,507232124,507232125,507232126,507232127,507232128,507232129,507232130,507232131,507232132,push
507107959,dd556cd55093416fd6d3a35c16f4f7965fcb0581,,master,passed,1318,2019-03-16 05:08:04 UTC,507107960,507107961,507107962,507107963,507107964,507107965,507107966,507107967,507107968,507107969,507107970,push
506703342,59adc23dc4e130496cdf3b199962b9f79c3830fa,78,master,errored,1381,2019-03-15 10:39:05 UTC,506703343,506703344,506703345,506703346,506703347,506703348,506703349,506703350,506703351,506703352,506703353,pull_request
505021614,e3f9bf47612fe0a85ce59af58fc6a7b7c4cea411,,master,errored,1331,2019-03-12 02:33:47 UTC,505021615,505021616,505021617,505021618,505021619,505021620,505021621,505021622,505021623,505021624,505021625,push
502644825,040e8790b2028c0b6ec6d1084cf14d054cd0646d,77,master,errored,1536,2019-03-06 16:19:51 UTC,502644826,502644827,502644828,502644829,502644830,502644831,502644832,502644833,502644834,502644835,502644836,pull_request
502384712,569020aa7e709fa40cb636ef2a11c0ed49fff95b,73,master,errored,1616,2019-03-06 04:03:45 UTC,502384713,502384714,502384715,502384716,502384717,502384718,502384719,502384720,502384721,502384722,502384723,pull_request
502315471,5323edf3b7a098d7a2adf8eea4253f4ab43b71c8,75,master,passed,1414,2019-03-05 23:51:47 UTC,502315472,502315473,502315474,502315475,502315476,502315477,502315478,502315480,502315487,502315492,502315493,pull_request
502312615,d89eedf4021070089acd5cbaea212858071d7eca,75,master,errored,1662,2019-03-05 23:43:01 UTC,502312616,502312617,502312618,502312619,502312620,502312621,502312622,502312623,502312624,502312625,502312626,pull_request
502309233,6232ddbfa5b6d65c3745bfa10d78c11d4b32ae9c,73,master,errored,1573,2019-03-05 23:33:48 UTC,502309234,502309235,502309236,502309237,502309238,502309239,502309240,502309241,502309242,502309243,502309244,pull_request
502306678,01e19646062a6f42b9e6c3b703ce790dfe86a1d8,73,master,errored,1399,2019-03-05 23:27:09 UTC,502306679,502306680,502306681,502306682,502306683,502306684,502306685,502306686,502306687,502306688,502306689,pull_request
478199892,1dfcef2da8f9a8f112ff67519febc7d068dda107,,master,errored,1226,2019-01-11 06:56:03 UTC,478199893,478199894,478199895,478199896,478199897,478199898,478199899,478199900,478199901,478199902,478199903,push
478199764,3b155df1c2d19275b185d32ad361465704f3eeec,,master,errored,1274,2019-01-11 06:52:24 UTC,478199765,478199766,478199767,478199768,478199769,478199770,478199771,478199772,478199773,478199774,478199775,push
473067696,fe7be25e61aa03b3541238e913b8889d1a5ec67d,71,master,errored,1231,2018-12-28 17:02:30 UTC,473067698,473067699,473067700,473067701,473067702,473067704,473067705,473067706,473067707,473067708,473067709,pull_request
467407985,35ede094693c07756e789139b9f341c9ad50e34b,70,master,passed,1032,2018-12-13 09:11:40 UTC,467407986,467407987,467407988,467407989,467407990,467407991,467407992,467407993,467407994,467407995,pull_request
453667659,db81a3def029e45870705e1ca30f89bb68339c91,69,master,passed,1147,2018-11-11 19:50:00 UTC,453667660,453667661,453667662,453667663,453667664,453667665,453667666,453667667,453667668,453667669,pull_request
408390292,dd1d29a41c43d0e627705129691cefcd32209993,68,master,errored,2007,2018-07-26 07:54:50 UTC,408390293,408390294,408390295,408390296,408390297,408390298,408390299,408390300,408390301,408390302,pull_request
390553981,d66e4db725f39fd4723ae1ba7cb286aa36e8183a,,master,passed,1014,2018-06-11 00:46:57 UTC,390553982,390553983,390553984,390553985,390553986,390553987,390553988,390553989,390553990,390553991,push
390552158,e207cbbcd670269928c3d7aeb8b1c82598771a2a,,master,passed,1091,2018-06-11 00:36:36 UTC,390552159,390552160,390552161,390552162,390552167,390552170,390552173,390552176,390552178,390552179,push
389551480,42ebc0f9ca12ed6e3c1caccbffff31fe5302172e,66,master,passed,1027,2018-06-08 04:40:40 UTC,389551481,389551482,389551483,389551484,389551485,389551486,389551487,389551488,389551489,389551490,pull_request
389533482,54ded11d760e55768552b7089dc3fd67d8bf12ab,,master,passed,1007,2018-06-08 03:03:18 UTC,389533483,389533484,389533485,389533486,389533487,389533488,389533489,389533490,389533491,389533492,push
389532747,09d13f1857e371bd003f9cb938aeac4172d0c289,,master,passed,1155,2018-06-08 02:58:46 UTC,389532748,389532749,389532750,389532751,389532752,389532753,389532754,389532755,389532756,push
384794541,52d5ed1d5fe616b4130ff5d6c88a92d98aa2c9c9,62,master,passed,1519,2018-05-28 15:29:58 UTC,384794542,384794543,384794544,384794545,384794546,384794547,384794548,384794549,384794550,384794551,384794554,pull_request
384793316,3d3ab06c24bbc553ad0d7f52cbee55b9cc05a9e0,62,master,passed,1432,2018-05-28 15:26:40 UTC,384793317,384793318,384793319,384793320,384793321,384793322,384793323,384793324,384793325,384793326,384793327,pull_request
384760751,f6dfb271578fe661c61fc811078941fa25afa0de,65,master,passed,1331,2018-05-28 14:09:10 UTC,384760753,384760754,384760755,384760756,384760757,384760758,384760759,384760760,384760761,pull_request
383293219,e3e6625141a5e835cb39206f46d0e05820047756,65,master,passed,1635,2018-05-24 16:52:30 UTC,383293220,383293221,383293222,383293223,383293224,383293225,383293226,383293227,383293228,383293229,pull_request
370496253,59f190fca7ccd9d2fad278f059bd7ab65ed75a17,65,master,passed,1850,2018-04-24 10:00:02 UTC,370496254,370496255,370496256,370496257,370496258,370496259,370496260,370496261,370496263,370496264,pull_request
370345977,7312739d5d8af9756b5e620bb7b67b3731e754a8,,master,passed,1770,2018-04-23 23:39:19 UTC,370345978,370345979,370345980,370345981,370345982,370345983,370345984,370345985,370345986,370345987,push
370215207,45b36ea4fde6a297b7c70bda1c748b816cd035b5,64,master,passed,1758,2018-04-23 17:51:31 UTC,370215208,370215210,370215212,370215214,370215215,370215216,370215217,370215218,370215219,370215220,pull_request
370208052,c7b40e884f18ceb37f3818318ef7cedc396813c1,64,master,passed,1787,2018-04-23 17:32:31 UTC,370208053,370208054,370208055,370208056,370208057,370208058,370208059,370208060,370208061,370208062,pull_request
369610913,0fb285dbd96f0ceaf9e92e052b816603c88c38a9,64,master,passed,1438,2018-04-21 22:25:26 UTC,369610914,369610915,369610916,369610917,369610918,369610919,369610920,369610921,369610922,369610923,pull_request
347219838,8809db7258fe0095867e7e19414c354f5436a2af,62,master,passed,1855,2018-02-28 11:13:22 UTC,347219839,347219840,347219841,347219842,347219843,347219844,347219846,347219848,347219849,347219850,347219851,pull_request
347219138,be6d0d19db67fb944cf209f58f6068a833d82872,62,master,passed,1790,2018-02-28 11:08:52 UTC,347219139,347219140,347219141,347219142,347219143,347219144,347219145,347219146,347219147,347219148,pull_request
347219086,208ced3ac0d89033f1514163425859096b9342df,62,master,canceled,0,,347219087,347219088,347219089,347219090,347219091,347219092,347219093,347219094,347219095,347219096,pull_request
347208007,47f596923ff7d501e6cf6be0830b65962b9397f1,62,master,passed,2648,2018-02-28 10:39:22 UTC,347208008,347208009,347208010,347208011,347208012,347208013,347208014,347208015,347208016,347208017,pull_request
347182846,5135977906873bb9286d6881110942ea54ecf70e,62,master,passed,1704,2018-02-28 09:28:58 UTC,347182847,347182848,347182849,347182850,347182852,347182853,347182854,347182856,347182857,347182859,pull_request
347179184,f7150ebce7609c56ccf355b7a0f5313723121a70,62,master,passed,1818,2018-02-28 09:16:58 UTC,347179185,347179186,347179187,347179188,347179190,347179191,347179192,347179193,347179194,347179195,pull_request
347176593,0bfdf5abc611b6cd6d5c3583a09f84775af8a14d,62,master,passed,2564,2018-02-28 09:08:16 UTC,347176594,347176595,347176596,347176597,347176598,347176599,347176600,347176601,347176602,347176603,pull_request
347170339,dd32d9d4331ac807bd02cf9bf145ceaefa7dd76b,62,master,passed,1870,2018-02-28 08:48:20 UTC,347170340,347170341,347170342,347170343,347170344,347170345,347170346,347170347,347170348,347170349,pull_request
347145344,5d44160d08a9312d4e385b3986a1e838472f6127,62,master,passed,1635,2018-02-28 07:04:01 UTC,347145345,347145346,347145347,347145348,347145349,347145350,347145351,347145352,347145353,347145354,pull_request
347144719,c687573309ab9a352a8803e444533041e0a248a3,62,master,canceled,0,,347144720,347144721,347144722,347144723,347144724,347144725,347144726,347144727,347144728,347144729,pull_request
347144512,109d425b01143645c7e7bb342ad58ca980dfe331,62,master,passed,1973,2018-02-28 06:59:21 UTC,347144513,347144514,347144515,347144516,347144519,347144520,347144521,347144522,347144523,347144524,pull_request
347143008,093343699b6c96610ada38c6b21b2b8ad45dce40,62,master,passed,1716,2018-02-28 06:52:05 UTC,347143009,347143010,347143011,347143012,347143013,347143014,347143015,347143016,347143017,347143018,pull_request
347133416,78d0c81de9916a9827a0c874938e5dbbfe61079d,62,master,passed,1933,2018-02-28 06:03:49 UTC,347133417,347133418,347133419,347133420,347133421,347133422,347133423,347133424,347133425,347133426,pull_request
347130559,32bdc7e066f23c5cc8f98c33843fdb2df9142314,62,master,passed,2157,2018-02-28 05:47:11 UTC,347130560,347130561,347130562,347130563,347130564,347130565,347130566,347130567,347130568,347130569,pull_request
347114971,5e5c18368224dc320758b171cfcb65d58ed0de28,62,master,passed,1655,2018-02-28 04:18:10 UTC,347114972,347114973,347114974,347114975,347114976,347114977,347114978,347114979,347114980,347114981,pull_request
347114120,f512fbd7484b2c07dfd49a2c3a79bd8604bd17b1,62,master,passed,1664,2018-02-28 04:13:19 UTC,347114121,347114122,347114123,347114124,347114125,347114126,347114127,347114128,347114129,347114130,pull_request
347070915,297ea66fc6029ce52a1a31c993d0f271908f8018,62,master,passed,2191,2018-02-28 01:00:54 UTC,347070916,347070917,347070918,347070919,347070920,347070921,347070922,347070923,347070924,347070925,pull_request
346661919,e353f3cc2ca424ae01344623348291e284d9e0d6,62,master,passed,1905,2018-02-27 07:51:23 UTC,346661920,346661921,346661922,346661923,346661924,346661925,346661929,346661932,346661933,346661934,pull_request
346660226,aee3dd68403bb68c5653bb8c8f9439560acfe422,62,master,passed,2897,2018-02-27 07:44:40 UTC,346660227,346660228,346660229,346660230,346660231,346660232,346660233,346660234,346660235,346660236,pull_request
346658281,a6ed00ec3a3ad82fe3f3d2f75a627c020cc1072b,62,master,failed,1794,2018-02-27 07:39:00 UTC,346658282,346658283,346658284,346658285,346658286,346658287,346658288,346658289,346658290,346658291,pull_request
346656306,bb963fa8a6927182944d4ecec67e2a4a4aa5f0d6,62,master,passed,1968,2018-02-27 07:30:20 UTC,346656307,346656308,346656309,346656310,346656311,346656312,346656313,346656314,346656315,346656316,pull_request
346656138,5459e7e220e4125e42f32610c9e8df243d54e474,62,master,passed,1812,2018-02-27 07:27:21 UTC,346656139,346656140,346656141,346656142,346656143,346656144,346656145,346656146,346656147,346656148,pull_request
346642459,7fa9fb09091b573d02a3651be0c05c3652cc562a,62,master,passed,1544,2018-02-27 06:25:41 UTC,346642460,346642461,346642462,346642463,346642464,346642465,346642466,346642467,346642468,346642469,pull_request
346640291,98856ca52ab530ae2f83abdbd2e837dd6bc560bb,,master,passed,1633,2018-02-27 06:15:04 UTC,346640292,346640293,346640294,346640295,346640296,346640297,346640298,346640299,346640300,346640301,push
346639944,a0ad0b1f95491b48321c991539be24a6961bf338,,master,passed,1704,2018-02-27 06:12:56 UTC,346639945,346639946,346639947,346639948,346639949,346639950,346639951,346639952,346639953,346639954,push
346634754,f7431e52df181a1796ebe0276ae80a390f4480e7,61,master,passed,1905,2018-02-27 05:51:18 UTC,346634755,346634756,346634757,346634758,346634761,346634762,346634763,346634764,346634765,346634775,pull_request
346634118,751e02f68c173a3acf3163556acf96d14ac00855,61,master,passed,1687,2018-02-27 05:44:51 UTC,346634119,346634120,346634121,346634122,346634123,346634124,346634125,346634126,346634127,346634128,pull_request
346633550,0a9e28ba836fd2ad522ba7fae2561d58ff752518,61,master,canceled,0,,346633551,346633552,346633553,346633554,346633555,346633556,346633557,346633558,346633559,346633560,pull_request
346633230,15124ea2c1559b2b8596cb324dff48120fa58d24,61,master,passed,2332,2018-02-27 05:39:31 UTC,346633231,346633232,346633234,346633235,346633237,346633239,346633240,346633242,346633243,346633245,pull_request
346632505,90d563b7f94b118dc5f7627b0ab716272daa11e9,,master,failed,1722,2018-02-27 05:35:46 UTC,346632506,346632507,346632508,346632509,346632510,346632511,346632512,346632513,346632514,346632515,push
