build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
751877904,07ca6d7c75163b381d7421d3514da1a0ff518f6e,,master,passed,981,2020-12-28 21:25:34 UTC,751877905,751877906,751877907,751877908,push
751802047,83b65fa7141bc5e348caf85a4e62bc7bc16567cb,,master,passed,1003,2020-12-28 11:54:36 UTC,751802048,751802049,751802050,751802051,push
751225032,7a62617e930659a4ac2c49b8317e82a7b3ae0474,,qt6,canceled,0,,751225033,751225034,751225035,751225036,push
750730838,979ccbc0960a2bc16bb0860badf0b21862502cac,372,master,passed,891,2020-12-20 20:44:13 UTC,750730839,750730840,750730841,750730842,pull_request
750602614,7eea7a9022b751994ef3c0e15ef890c36a52a624,372,master,passed,904,2020-12-19 21:39:14 UTC,750602615,750602616,750602617,750602618,pull_request
750209972,cd084fced40beb429474fabf33dff675e9ccb522,,master,passed,992,2020-12-17 12:38:21 UTC,750209973,750209974,750209975,750209976,push
749334261,eaf6b338d50534fe9f79f439d7c3d3c7ff97d462,,v1.6.7,passed,901,2020-12-12 21:57:16 UTC,749334262,749334263,749334264,749334265,push
749327442,eaf6b338d50534fe9f79f439d7c3d3c7ff97d462,,master,passed,1002,2020-12-12 21:02:53 UTC,749327443,749327444,749327445,749327446,push
747867066,a7b247d7fc44518b58a91eeadc12ac418daf3889,,v1.6.7-Beta1,passed,891,2020-12-05 22:26:15 UTC,747867067,747867068,747867069,747867070,push
747730644,a7b247d7fc44518b58a91eeadc12ac418daf3889,,master,passed,1071,2020-12-04 22:43:41 UTC,747730645,747730646,747730647,747730648,push
747727528,86241b00c28152917c5e91482b43b3eb575b452b,,master,passed,1056,2020-12-04 22:27:31 UTC,747727529,747727530,747727531,747727532,push
746607724,b6c3406c6a25bc97f95e74f74efb3b5e1471516b,,master,passed,1073,2020-11-29 18:42:46 UTC,746607725,746607726,746607727,746607728,push
746607596,5df62e1f2546860ae5aa426465ac7bb36af53d91,363,master,errored,117,2020-11-29 18:38:53 UTC,746607597,746607598,746607599,746607600,pull_request
746606548,0d4eb677e5d25043534b65c52e0dc66139dac6fc,,master,passed,1109,2020-11-29 18:28:21 UTC,746606549,746606550,746606551,746606552,push
746606229,1644eec34b0e5d2654a83927fe5bc4b744b32d14,,master,passed,1067,2020-11-29 18:18:56 UTC,746606230,746606231,746606232,746606233,push
746605703,2923fade0938790a6da1cf2c502e02a6989dded2,,master,canceled,0,,746605704,746605705,746605706,746605707,push
746604626,628a233145653f0939f74dcbe28d83d606c24d63,,master,canceled,0,,746604627,746604628,746604629,746604630,push
746604128,bd73ffe425419a2f920cecb6a0f6b5ffe7c01292,369,master,passed,883,2020-11-29 18:10:20 UTC,746604129,746604130,746604131,746604132,pull_request
746603694,cd52e186b7c2caa7d13badca44ed46a3b7ff8905,,master,passed,1107,2020-11-29 17:59:01 UTC,746603695,746603696,746603697,746603698,push
746602915,dcb891c8c07a6d4b5010c26ddbf7fcdb0993964f,,mpv_ipc_vendor,passed,900,2020-11-29 17:53:02 UTC,746602916,746602917,746602918,746602919,push
746593105,9de3b4d86f6f51f3224f601bbb361615fc80ca6e,,master,passed,1062,2020-11-29 16:19:58 UTC,746593106,746593107,746593108,746593109,push
746560597,4d81a1b8dd3b3c7683621c44873fd9c74bdf7a06,364,master,passed,925,2020-11-29 12:38:14 UTC,746560598,746560599,746560600,746560601,pull_request
745970083,40fef4520381258c33577bbd7f96362b135c58af,,master,passed,1108,2020-11-25 22:18:00 UTC,745970084,745970085,745970086,745970087,push
745969462,b8e8cc9fbc7e923f2d5e3b741a1dbae0208f0cdb,,py2exe_pypi,passed,908,2020-11-25 22:28:39 UTC,745969463,745969464,745969465,745969466,push
745866176,d44f5ff4e65715b799107185794c5fe0cd01e4ad,,master,passed,1888,2020-11-25 12:46:46 UTC,745866177,745866178,745866179,745866180,push
745853091,33da92fecab169d3ce19e2511a6bb7e04ee941e6,367,master,passed,1676,2020-11-25 10:49:26 UTC,745853092,745853093,745853094,745853095,pull_request
745492427,bce5ed05f9054dc3fa1712ec9418c2fda3061866,,master,passed,1101,2020-11-23 20:05:04 UTC,745492428,745492429,745492430,745492431,push
741141017,66f0a0476493cc9cf0829ff429492ceccfd188fd,364,master,passed,928,2020-11-03 14:19:40 UTC,741141018,741141019,741141020,741141021,pull_request
740423588,a392e040313a51121e4110387ab49e2bb787ea26,363,master,passed,882,2020-10-31 14:44:41 UTC,740423589,740423590,740423591,740423592,pull_request
739072302,25cd79ed619eb25e86eab259f2dd01608058ed58,360,master,passed,925,2020-10-26 19:09:26 UTC,739072303,739072304,739072305,739072306,pull_request
739072287,119d447e7cc6faf48464eebed50d2ce8c4871dc5,,iina,passed,931,2020-10-26 19:05:25 UTC,739072288,739072289,739072290,739072291,push
738068045,a82edcd8488cc2b5c774590f20e372897ee23caf,360,master,passed,908,2020-10-22 16:48:39 UTC,738068046,738068047,738068048,738068049,pull_request
738068030,03f5eaf31d4d4d78a5b090d2e47f2ac45500823b,,iina,passed,923,2020-10-22 15:44:25 UTC,738068031,738068032,738068033,738068034,push
738067228,f28281b2ebd225a43915ca4145acac8490591ae1,,master,passed,1086,2020-10-22 15:39:44 UTC,738067229,738067230,738067231,738067232,push
737675038,7b8cb3b94aa26030df655d75eea944d3c1ba9d08,,v1.6.6,passed,926,2020-10-21 10:08:48 UTC,737675039,737675040,737675041,737675042,push
737554374,7b8cb3b94aa26030df655d75eea944d3c1ba9d08,,master,passed,1077,2020-10-20 22:15:19 UTC,737554375,737554376,737554377,737554378,push
737143952,594ca8ba0d4da5efda7f50ef02dcae3985a6b095,,master,errored,1019,2020-10-20 18:00:26 UTC,737143953,737143954,737143955,737143956,push
737142294,13c1745e73b7d3be162ce228d6c6ccf53f2438eb,,master,errored,1020,2020-10-19 16:58:07 UTC,737142295,737142296,737142297,737142298,push
736896536,b983d509fb5be7befd0f00e061a750d641d9220c,360,master,passed,917,2020-10-18 21:23:37 UTC,736896537,736896538,736896539,736896540,pull_request
736896529,99f9813f8d940a60a34017abc9383197a1c733f7,,iina,passed,898,2020-10-18 21:21:26 UTC,736896530,736896531,736896532,736896533,push
736652378,5d7a5dbacd65310ab60df0fe80511e2436585ae5,360,master,passed,890,2020-10-17 16:17:36 UTC,736652379,736652380,736652381,736652382,pull_request
736652202,0a7dfc5e4054abd1ed0e7f5699bb6f2f2c65bc2a,,iina,passed,1125,2020-10-17 16:13:55 UTC,736652203,736652204,736652205,736652206,push
736651827,6d2b5f6f0a048fa5f7a89199f950ea1696e3db27,,iina,passed,968,2020-10-17 16:11:25 UTC,736651828,736651829,736651830,736651831,push
736648920,84e6d737ccf4e50e5046af872a20675d2b4231bb,,iina,passed,914,2020-10-17 15:51:43 UTC,736648921,736648922,736648923,736648924,push
736631466,8aa05910eb5484a44737a2759eb5a60acc19673e,,iina,passed,884,2020-10-17 14:55:21 UTC,736631467,736631468,736631469,736631470,push
736630887,9b5a87157c5cc13245a5d1d589c8d33624a41ecc,,iina,passed,882,2020-10-17 14:52:52 UTC,736630888,736630889,736630890,736630891,push
736626784,0154f8a8731be574fa873842f9c8bffccfe63e87,,iina,passed,890,2020-10-17 14:28:09 UTC,736626785,736626786,736626787,736626788,push
736624584,de6d026a7423e44d0f2980716b8b76a2cdf31b8b,,iina,passed,890,2020-10-17 14:10:28 UTC,736624585,736624586,736624587,736624588,push
736624082,03ef29390fc13ccc92def59b4422e38a6b846dd4,,iina,passed,922,2020-10-17 14:07:39 UTC,736624083,736624084,736624085,736624086,push
734551876,69607c740cbd7130a5fa545d0799248e2c964e13,,1.6.6-Beta2,passed,890,2020-10-10 14:08:59 UTC,734551877,734551878,734551879,734551880,push
734314146,69607c740cbd7130a5fa545d0799248e2c964e13,,master,passed,1089,2020-10-09 14:55:24 UTC,734314149,734314152,734314153,734314157,push
734059127,175c1775aa7f5cd0ba2022e95389507d8a4c87dc,,1.6.6-Beta1,passed,939,2020-10-08 17:52:03 UTC,734059128,734059129,734059130,734059131,push
