build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
761483010,a18750881a0bd63259e1d13fa0a9b95c55cdfa78,,master,errored,368,2021-03-04 19:10:16 UTC,761483011,761483012,761483013,761483014,761483015,761483016,761483017,761483018,761483019,push
761237655,550dc602abe3775d8c727096a9f687643c075a77,160,master,errored,369,2021-03-03 04:45:58 UTC,761237656,761237657,761237658,761237659,761237660,761237661,761237662,761237663,761237664,pull_request
758051929,6b3428dc71980c22b72706d69d8452de45c42edd,158,master,errored,366,2021-02-08 11:46:05 UTC,758051930,758051931,758051932,758051933,758051934,758051935,758051936,758051937,758051938,pull_request
756924168,4de8f41384d362b7b6a681c0aaf66ad799edc9bb,,master,errored,352,2021-01-31 10:55:56 UTC,756924169,756924170,756924171,756924172,756924173,756924174,756924175,756924176,756924177,push
756923472,d344fa47699a94b622f2ee8007b790425da52103,156,master,errored,296,2021-01-31 10:29:30 UTC,756923473,756923474,756923475,756923476,756923477,756923478,756923479,756923480,756923481,pull_request
756898925,87226d2940ff0bab9b85f98a60f6fea356946e3d,156,master,errored,365,2021-01-31 03:52:18 UTC,756898926,756898927,756898928,756898929,756898930,756898931,756898932,756898933,756898934,pull_request
756365087,b6f9c95f15ed3f99df87fec81a61a5a83cf3c3c7,,v.1.2.0,errored,364,2021-01-27 10:02:40 UTC,756365088,756365089,756365090,756365091,756365092,756365093,756365094,756365095,756365096,push
756365004,b6f9c95f15ed3f99df87fec81a61a5a83cf3c3c7,,master,errored,368,2021-01-27 06:56:31 UTC,756365005,756365006,756365007,756365008,756365009,756365010,756365011,756365012,756365013,push
756142553,1723614435d2bea1f6c2a3420570fb15cb651c17,153,master,errored,370,2021-01-26 08:39:44 UTC,756142554,756142555,756142556,756142557,756142558,756142559,756142560,756142561,756142562,pull_request
756140856,b2a704d49a97b7048a78ba2f6ddc85a7c5490245,,update_emojis,errored,358,2021-01-26 06:55:40 UTC,756140857,756140858,756140859,756140860,756140861,756140862,756140863,756140864,756140865,push
756139907,9365b6a74b137593497880a5c001e1bc3827c607,,master,errored,359,2021-01-26 03:44:23 UTC,756139908,756139909,756139910,756139911,756139912,756139913,756139914,756139915,756139916,push
756139598,ea334f0206259729ff134135e2557960aa14816b,,master,canceled,0,,756139599,756139600,756139601,756139602,756139603,756139604,756139605,756139606,756139607,push
756136814,3c8ee589b4d6eccf73a6674655015f8dfdc7da09,,master,canceled,0,,756136815,756136816,756136817,756136818,756136819,756136820,756136821,756136822,756136823,push
756118774,9365b6a74b137593497880a5c001e1bc3827c607,,v.1.1.1,errored,363,2021-01-26 00:57:05 UTC,756118775,756118776,756118777,756118778,756118780,756118782,756118785,756118787,756118789,push
756117850,9365b6a74b137593497880a5c001e1bc3827c607,,master,canceled,0,,756117851,756117852,756117853,756117854,756117855,756117856,756117857,756117858,756117859,push
756117535,c38adbc40a2e8494b1a75c2af76eb5d7ed12e0e2,152,master,errored,255,2021-01-25 21:24:39 UTC,756117536,756117537,756117538,756117539,756117540,756117541,756117542,756117543,756117544,pull_request
756117140,1a21833de27659bd417cb78b2c8e6a6933d07906,,skin_tone_parser,errored,248,2021-01-25 17:45:33 UTC,756117141,756117142,756117143,756117144,756117145,756117146,756117147,756117148,756117149,push
755986298,9d9aab1a238e4ed4863b468ef6a94ec8de0e6581,,skin_tone_parser,errored,356,2021-01-24 20:12:29 UTC,755986299,755986300,755986301,755986302,755986303,755986304,755986305,755986306,755986307,push
755842013,ea334f0206259729ff134135e2557960aa14816b,,v.1.1.0,errored,364,2021-01-23 18:50:11 UTC,755842014,755842015,755842016,755842017,755842018,755842019,755842020,755842021,755842022,push
755839444,ea334f0206259729ff134135e2557960aa14816b,,master,errored,359,2021-01-23 17:55:07 UTC,755839445,755839446,755839447,755839450,755839451,755839452,755839453,755839454,755839455,push
755839402,b59cd391cf5616539f7fe44c4ed9b503cde0c143,150,master,errored,257,2021-01-23 16:46:47 UTC,755839403,755839404,755839405,755839406,755839407,755839408,755839409,755839410,755839411,pull_request
755839392,c75be0d2513cd14601f6a51091e0890c35f2ad97,,add_it_support,errored,244,2021-01-23 16:05:10 UTC,755839393,755839394,755839395,755839396,755839397,755839398,755839399,755839400,755839401,push
755838938,93d5c43c9fb64dc3258eb0a729bf24595fa2ef26,,master,canceled,0,,755838939,755838940,755838941,755838942,755838943,755838944,755838945,755838946,755838947,push
755838586,63977beeb87963cd95b881d70fd5acaf8d1c6ccc,,add_it_support,canceled,0,,755838587,755838588,755838589,755838590,755838591,755838592,755838593,push
755822990,6333b5a0b6ac1b80fe1e6915f1310d3018a0ab98,,v.1.0.1,errored,353,2021-01-23 13:09:19 UTC,755822991,755822992,755822993,755822994,755822995,755822996,755822997,755822998,755822999,push
755822256,6333b5a0b6ac1b80fe1e6915f1310d3018a0ab98,,master,errored,347,2021-01-23 13:03:03 UTC,755822257,755822258,755822259,755822260,755822261,755822262,755822263,755822264,755822265,push
755821922,982242606d653248bb7d341dc4b6fe04012620c9,149,master,errored,297,2021-01-23 12:59:15 UTC,755821923,755821924,755821925,755821926,755821927,755821928,755821929,755821930,755821931,pull_request
755820584,4c22391cfd5badca936f49d2395b40e45478d180,,master,errored,266,2021-01-23 12:46:39 UTC,755820585,755820586,755820587,755820588,755820589,755820590,755820591,push
755820018,aa37717643857e87836725cff74e68b211862b65,148,master,errored,265,2021-01-23 12:36:41 UTC,755820019,755820020,755820021,755820022,755820023,755820024,755820025,pull_request
755681933,b3b70368b86e269f1e53079862a708e1e377cfbb,,1.0.0,errored,268,2021-01-22 14:06:43 UTC,755681934,755681935,755681936,755681937,755681938,755681939,755681940,push
755679603,b3b70368b86e269f1e53079862a708e1e377cfbb,,master,errored,269,2021-01-22 12:44:46 UTC,755679604,755679605,755679606,755679607,755679608,755679609,755679610,push
755675970,80eeee7ba992a6dfa8079bc0a4880fbc59ce99c4,146,master,errored,281,2021-01-22 12:06:06 UTC,755675971,755675972,755675973,755675974,755675975,755675976,755675977,pull_request
755667210,0220d20eb8cb9c026c2a110ef06f04e0fc4e762b,146,master,errored,248,2021-01-22 10:25:45 UTC,755667211,755667212,755667213,755667214,755667215,755667216,755667217,pull_request
755646511,5e38dd3d395643e399f2deb661fc6cd8e58df079,,master,errored,269,2021-01-22 06:19:13 UTC,755646512,755646513,755646514,755646515,755646516,755646517,755646518,push
755610445,ef6e7feb575f7ddef7d74b94fd72af0f4df5b408,146,master,errored,265,2021-01-22 00:54:39 UTC,755610446,755610447,755610448,755610449,755610450,755610451,755610452,pull_request
755610009,ced8332489f161e8cbf6e9f74843c1d17744e6c7,146,master,canceled,0,,755610010,755610011,755610012,755610013,755610014,755610015,755610016,pull_request
755607174,49366f70a3a2d516f59d094e7071df7908c9be6b,146,master,canceled,0,,755607175,755607176,755607177,755607178,755607179,755607180,755607181,pull_request
755597619,65c9ceef6bb89fea2c196c02d630c1e528de2672,,master,errored,272,2021-01-21 22:13:30 UTC,755597620,755597621,755597622,755597623,755597624,755597625,755597626,push
755579876,5c21d76846ef91caa1e79dfdba7083f98317383f,146,master,errored,281,2021-01-21 19:58:21 UTC,755579877,755579878,755579879,755579880,755579881,755579882,755579883,pull_request
755551346,1c4bc823d01559e9745f01e8665b00508edf1e19,,master,errored,272,2021-01-21 17:05:22 UTC,755551347,755551348,755551349,755551350,755551351,755551352,755551353,push
754678050,93271a41e79d2b5007b7c355928e33afb698762c,145,master,errored,278,2021-01-15 19:31:38 UTC,754678051,754678052,754678053,754678054,754678055,754678056,754678057,pull_request
754509120,b1c9d5cb0f585e17f386fc7ec41059ee3b9af017,144,master,errored,283,2021-01-14 19:11:35 UTC,754509121,754509122,754509123,754509124,754509125,754509126,754509127,pull_request
754341402,7e81f1d2eb78e52c8f4aac37d25de7fb5abfe076,143,master,errored,282,2021-01-13 19:44:39 UTC,754341403,754341404,754341405,754341406,754341407,754341408,754341409,pull_request
741861357,deaf8915c33bb8eb511c230c0fec8721ec02bcb7,,master,failed,267,2020-11-06 12:01:43 UTC,741861358,741861359,741861360,741861361,741861362,741861363,741861364,push
741836020,83a369f75bafb16a796f701b3d5bdcca2ea7d179,137,master,failed,241,2020-11-06 09:15:42 UTC,741836021,741836022,741836023,741836024,741836025,741836026,741836027,pull_request
741834248,62f547f83b34d4708d712c6b5b959c3ed59fd59f,137,master,failed,244,2020-11-06 09:04:58 UTC,741834249,741834250,741834251,741834252,741834253,741834254,741834255,pull_request
741833920,513beb2d0013a76f266b9c8bf3ba4cff72431f4d,137,master,canceled,0,,741833921,741833922,741833923,741833924,741833925,741833926,741833927,pull_request
741831241,2d9c9429ed5a634c2168e1d746dda606a1fefe3d,137,master,failed,257,2020-11-06 08:43:48 UTC,741831242,741831243,741831244,741831245,741831246,741831247,741831248,pull_request
741830977,8b57cff908b94c101f95374d200dfc670da4ade8,137,master,canceled,0,,741830978,741830979,741830980,741830981,741830982,741830983,741830984,pull_request
740201063,04845637c1eaa882b6e150bc736c3d10639f8372,139,master,failed,276,2020-10-30 15:46:23 UTC,740201064,740201065,740201066,740201067,740201068,740201069,740201070,pull_request
737080691,4dadc124929306954796396c66906cf2943c836c,137,master,failed,252,2020-10-19 14:08:04 UTC,737080692,737080693,737080694,737080696,737080697,737080699,737080701,pull_request
731581558,d73e3063e30bbce8cdbab873a57e4fdef1bf7c12,,master,passed,254,2020-09-30 12:44:43 UTC,731581559,731581560,731581561,731581562,731581563,731581564,731581565,push
731581505,b486c340a65584c1aecbced5f1627863bec51624,121,master,errored,183,2020-09-30 12:43:09 UTC,731581506,731581507,731581508,731581509,731581510,731581511,731581512,pull_request
731581330,e05526589552db2e269b2f775233ec24f7c156f3,,master,passed,258,2020-09-30 12:41:25 UTC,731581331,731581332,731581333,731581334,731581335,731581336,731581337,push
