build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
444365078,2a2d1e8ddc0c771ef1f24ed64e080b5bc1e4155a,,master,passed,252,2018-10-21 13:49:09 UTC,444365079,444365080,444365081,444365082,push
441223186,15e721906ab856292b1406a6b77b82134e662469,,master,passed,224,2018-10-14 09:15:13 UTC,441223187,441223188,441223189,441223190,push
441221613,6c8bcd8d393eedd7269add0788d2145aa46b80a6,,master,passed,400,2018-10-14 09:08:47 UTC,441221614,441221615,441221616,441221617,push
441220512,f2ff939d1f46bc52fc9c1577d774082c99455aee,,master,passed,227,2018-10-14 09:06:40 UTC,441220513,441220514,441220515,441220516,push
441220479,82c43ce38a9b8351827d5b465d9f0cf2c74ca2a1,,refactor-chaining,passed,229,2018-10-14 09:05:21 UTC,441220480,441220481,441220482,441220483,push
441220384,af72c2c911744bbc54f33a4615b9a60770677332,,refactor-chaining,canceled,0,,441220385,441220386,441220387,441220388,push
441220366,dcbd2db616237d0806feef5832ea769826f1b6a5,27,master,passed,232,2018-10-14 09:04:59 UTC,441220367,441220368,441220369,441220370,pull_request
441218314,db160a6260f35ee462f031777a8a25aa806cc20c,27,master,passed,264,2018-10-14 08:57:55 UTC,441218315,441218316,441218317,441218318,pull_request
441216875,82c43ce38a9b8351827d5b465d9f0cf2c74ca2a1,,refactor-chaining,passed,263,2018-10-14 08:52:42 UTC,441216876,441216877,441216878,441216879,push
441196932,4bf5c3dec20ad3de196afbd08cd6beaf8d3ae439,,master,passed,234,2018-10-14 06:39:53 UTC,441196933,441196934,441196935,441196936,push
441193787,fee25e97d94eb3bd2aeb18e9b70bbd9c1bd0a95c,,master,passed,426,2018-10-14 06:13:46 UTC,441193788,441193789,441193790,441193791,push
392656775,736078df14d6c3294f6eb662cd57610c32561ffb,,master,passed,507,2018-06-15 10:37:17 UTC,392656776,392656777,392656783,392656784,push
392396517,35dabc80bbb202109f84614a8f8ca0b23ebaf690,22,master,passed,470,2018-06-14 18:53:34 UTC,392396518,392396519,392396520,392396521,pull_request
319602865,7b00d160647c1a9c5e6d1eafd4f888b00885b70c,,master,passed,461,2017-12-21 08:58:08 UTC,319602866,319602867,319602868,319602869,push
319592098,d3db3f6dbaed19603939a26a31bc1e307fe3ba4f,19,master,passed,311,2017-12-21 08:28:54 UTC,319592099,319592100,319592101,319592102,pull_request
319592084,0ad8c40ee55a21c1296ab5297a027c2f3bf027bd,,fix-yard-0911,passed,248,2017-12-21 08:27:18 UTC,319592085,319592086,319592087,319592088,push
319590178,ee2e3698f2fb90b2622e544cb88448b5ee063065,19,master,errored,599,2017-12-21 08:23:15 UTC,319590179,319590181,319590184,319590186,319590187,pull_request
319590116,43f95904ba49a87b445657556a72ba0ec031da10,,fix-yard-0911,errored,360,2017-12-21 08:20:53 UTC,319590117,319590118,319590119,319590120,319590121,push
319589065,cd072ae623ffabd20b1af7b285779c37d635ad6a,19,master,canceled,0,2017-12-21 08:20:17 UTC,319589067,319589069,319589071,319589073,319589074,pull_request
319589040,cad3c8bd17042665d9f818b94a118e423322776b,,fix-yard-0911,errored,827,2017-12-21 08:26:13 UTC,319589041,319589042,319589043,319589044,319589045,push
319589010,00596fe9991031412686137cc7d810563606e41b,19,master,canceled,0,,319589011,319589012,319589013,319589014,319589015,pull_request
319589000,ab99296a871f46a8e440efc99fcaaa8e1f56aa5d,,fix-yard-0911,canceled,0,,319589001,319589002,319589003,319589004,319589005,push
319587612,2b3d2581641eff50e419c18981b39af2c794ac68,19,master,errored,604,2017-12-21 08:13:45 UTC,319587613,319587615,319587617,319587618,319587619,pull_request
319587385,b9eb70861039c3ce77c508c1ca8b2b8c2ae73d86,,fix-yard-0911,errored,645,2017-12-21 08:11:48 UTC,319587386,319587387,319587388,319587390,319587391,push
319581951,781ce3746d30bfc04ad0280a4021cb90635dc885,,fix-yard-0911,passed,430,2017-12-21 07:51:50 UTC,319581954,319581956,319581957,319581958,319581959,push
210455693,692e3150c33b98c4d687d606d898dfc5ac21b543,,master,passed,332,2017-03-13 06:35:02 UTC,210455694,210455695,210455696,210455697,210455698,push
210454463,15862ba79822f1e9cc9cf6dbf4ecbd5559d00b41,18,master,passed,300,2017-03-13 06:27:23 UTC,210454464,210454465,210454466,210454467,210454468,pull_request
210453622,562b74bce7167759c4bff3457adfe3d9e3c88679,18,master,errored,336,2017-03-13 06:22:04 UTC,210453623,210453624,210453625,210453626,210453627,pull_request
105737387,2d8aee89953ac94e882ec5b1a2b2d024e91eed99,,master,passed,68,2016-01-29 18:30:04 UTC,105737388,105737389,105737395,push
105737350,e672d82978d15a52236feabcc6a75933193f1747,,v0.1.7,passed,73,2016-01-29 18:29:20 UTC,105737351,105737352,105737353,push
105737344,e672d82978d15a52236feabcc6a75933193f1747,,master,passed,70,2016-01-29 18:27:54 UTC,105737345,105737346,105737347,push
98762414,89f984002954baf4578199c5cc35f944cede3adf,,master,passed,68,2015-12-25 10:21:50 UTC,98762420,98762425,98762426,push
98726525,29e81d78c82b74e66d195834ef04bc4041977c4e,15,master,passed,69,2015-12-24 22:17:43 UTC,98726526,98726527,98726528,pull_request
97125669,ef84368b3833d90119587b944700fdf708772366,,master,passed,66,2015-12-16 01:37:32 UTC,97125670,97125671,97125672,push
96587777,9d3bde01100a1757f6ea72519b7701f4b13f9813,14,master,passed,85,2015-12-13 15:56:56 UTC,96587778,96587779,96587780,pull_request
96520367,5bcf489e658b6be4faa1c4dbb672861a8506171d,14,master,passed,86,2015-12-13 01:14:25 UTC,96520369,96520370,96520371,pull_request
28078246,8e861f7a433103edc06543643ca9adec65843b15,10,master,errored,324,2014-06-20 21:24:19 UTC,28078247,28078248,28078249,28078250,28078251,28078252,28078253,pull_request
28019278,ad91352469e0066fe5ad1c9358aa5439129ccdc1,10,master,errored,329,2014-06-20 07:07:01 UTC,28019279,28019280,28019281,28019282,28019283,28019284,28019285,pull_request
15759049,d94ed580bb73618a75d265b27f47e69d9a5db2a6,,asf-chaining-filter-subclasses,errored,377,2013-12-20 10:01:39 UTC,15759050,15759051,15759052,15759053,15759054,15759055,15759056,push
15758988,59dca335c1653da79c94e815e5508aa01fbd25f9,,asf-chaining-filter-subclasses,errored,318,2013-12-20 09:59:39 UTC,15758989,15758990,15758991,15758992,15758993,15758994,15758995,push
15751375,689a2a1a4b6e0b32771a84d3f1a91ef44fd71ce0,,master,errored,329,2013-12-20 06:06:45 UTC,15751376,15751377,15751378,15751379,15751380,15751381,15751382,push
14610014,0ccde2cf17410bb4ee9d16a29845b47f870ddc3b,9,master,errored,317,2013-11-27 16:35:40 UTC,14610015,14610016,14610017,14610018,14610019,14610020,14610021,pull_request
11645984,8eedb97974d3e45993d49ad97afe1a16e19d86f6,8,master,passed,488,2013-09-22 02:52:40 UTC,11645985,11645986,11645987,11645988,11645989,11645990,11645991,pull_request
5217169,4c65797a7647f84cecdac1e6b6e0f169477e4379,6,master,passed,516,2013-03-04 04:13:57 UTC,5217170,5217171,5217172,5217173,5217174,5217175,5217176,pull_request
5216972,5916ed4ec878b9126cbcba0819c6988c84c4bf80,6,master,passed,488,2013-03-04 04:05:27 UTC,5216973,5216974,5216975,5216976,5216977,5216978,5216979,pull_request
5214258,3e2bcc4196249eda923ea8b55880aea38845f88d,,master,passed,440,2013-03-04 00:51:32 UTC,5214259,5214260,5214261,5214262,5214263,5214264,5214265,push
5118265,2e746da90e38ac04a437800a7bc2c781c0c8a904,7,master,passed,1002,2013-02-27 22:50:16 UTC,5118266,5118267,5118268,5118269,5118270,5118271,5118272,pull_request
5087699,4e6e62ed9637f803d265d3a8a69b65ab597c167f,,master,passed,494,2013-02-26 23:26:17 UTC,5087700,5087701,5087702,5087703,5087704,5087705,5087706,push
5087558,afa113715515bfc3d9794a9fb4e66657fcc3d3ec,,master,passed,516,2013-02-26 23:22:36 UTC,5087559,5087560,5087561,5087562,5087563,5087564,5087565,push
5061662,6615cfc11253cf28511d23d929d8c1ca8a43459c,3,master,passed,440,2013-02-26 04:43:08 UTC,5061663,5061664,5061665,5061666,5061667,5061668,5061669,pull_request
5060521,634e5d1587901642f7fb9d3743a9ed75258f5cfb,3,master,passed,562,2013-02-26 03:24:47 UTC,5060522,5060523,5060524,5060525,5060526,5060527,5060528,pull_request
5057186,a6878baf64f8164ee6051f586b393dd07fe287e6,3,master,passed,557,2013-02-26 01:02:50 UTC,5057187,5057188,5057189,5057190,5057191,5057192,5057193,pull_request
4907187,f591ed97df34056518288a01c75e443dc19d3ace,,master,passed,591,2013-02-19 17:04:56 UTC,4907188,4907189,4907190,4907191,4907192,4907193,4907194,push
4896008,50d6c7da66163f2d64349fa0f168eb0d5603c173,2,master,passed,456,2013-02-19 06:29:21 UTC,4896009,4896010,4896011,4896012,4896013,4896014,4896015,pull_request
3978240,cb09d0d7e3deee755fb80871fbd1a04839e779ad,,master,passed,471,2013-02-14 22:50:06 UTC,3978241,3978242,3978243,3978244,3978245,3978246,3978247,push
3836524,4b599f150a911ccdc186ab82c825b9294e216bae,,master,passed,471,2012-12-27 07:02:07 UTC,3836525,3836526,3836527,3836528,3836529,3836530,3836531,push
3834598,430e3246cfa7c97ec86862984cc0f00f3ea6e5f3,,master,passed,343,2012-12-27 02:27:55 UTC,3834599,3834600,3834601,3834602,3834603,3834604,3834605,push
3834567,a0e8dc19dc25a5fa2e98ac891db30bbd8c973ab6,,master,failed,523,2012-12-27 02:24:54 UTC,3834568,3834569,3834570,3834571,3834572,3834573,3834574,push
3834480,4583835785005bd1ccb1caf23041f140adcfd2e2,,master,failed,371,2012-12-27 02:15:53 UTC,3834481,3834482,3834483,3834484,3834485,3834486,3834487,push
3834399,b0a15fe8c7be000a668339658011eb113924eda5,,master,failed,401,2012-12-27 02:05:48 UTC,3834400,3834401,3834402,3834403,3834404,3834405,3834406,push
3834313,f7556c15c1874e908bee613821b08687bf065259,,master,failed,303,2012-12-27 02:01:56 UTC,3834314,3834315,3834316,3834317,3834318,3834319,3834320,push
3834251,525e85ebcd043f02826381bcbf8b04f21758c501,,master,failed,286,2012-12-27 01:58:26 UTC,3834252,3834253,3834254,3834255,3834256,3834257,3834258,push
3834199,0f4581ae21b418d8c84dfb2fb0bff5544b3cea1e,,master,failed,326,2012-12-27 01:55:05 UTC,3834200,3834201,3834202,3834203,3834204,3834205,3834206,push
3834185,272cfe260c23f3324312c0bf5c80d50b801c2169,,master,failed,291,2012-12-27 01:53:07 UTC,3834186,3834187,3834188,3834189,3834190,3834191,3834192,push
