build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
559326147,425ba1a3cecc5a25c26568dd08289fe666a1cc6e,,master,passed,113,2019-07-16 08:18:44 UTC,559326148,559326149,559326150,559326151,push
558431706,e0b35709f2ec7f650ecd0c9191bcec1ed6a56e68,188,master,passed,116,2019-07-14 05:02:26 UTC,558431707,558431708,558431709,558431710,pull_request
552026385,f7976152bd1c5bf7bd7aa0d9367c17d8b172d350,,master,passed,126,2019-06-29 02:09:26 UTC,552026386,552026387,552026388,552026389,push
552026314,33c824621dfafafcded78a6538e896fc7f06d55e,,master,passed,125,2019-06-29 02:08:37 UTC,552026315,552026316,552026317,552026318,push
481335628,51ffeda4fff5b1cf397382c4ca423ded326e7023,188,master,passed,188,2019-01-18 12:32:06 UTC,481335629,481335630,481335631,481335632,pull_request
481307253,0603fe64cb7196d23ca65f34b63bb55108068a0e,188,master,failed,209,2019-01-18 11:07:26 UTC,481307254,481307255,481307256,481307257,pull_request
477150624,449c2b52961c30665ccba6a822652ec7d0e15938,,master,passed,167,2019-01-09 03:01:34 UTC,477150625,477150626,477150627,477150628,push
477071374,8660cc740ff940f61cf9f4705f8b42bff3cde47f,187,master,passed,138,2019-01-08 22:49:08 UTC,477071375,477071376,477071377,477071378,pull_request
476711808,c674108105e3419c6bfdf247c6082a9c6f5852fb,,master,passed,206,2019-01-08 07:31:18 UTC,476711809,476711810,476711811,476711812,push
475641725,e1ba4cf128eb9c2a452736a613c25e1fe9b59258,185,master,passed,199,2019-01-05 08:48:20 UTC,475641726,475641727,475641728,475641729,pull_request
469495134,6f52dd02a6b2c742912875f7aa5808b195386696,,wip-scanner,failed,158,2018-12-18 12:44:15 UTC,469495135,469495136,469495137,469495138,push
449810474,b534644c1602bd5d43096bc45c23f7bc7048b74a,,master,passed,129,2018-11-02 12:14:04 UTC,449810475,449810476,449810477,449810478,push
440393884,7cd7b0c7108cb86d119961a1cc7cf3455bafa715,179,master,passed,125,2018-10-11 22:42:33 UTC,440393885,440393886,440393887,440393888,pull_request
440003101,6470c42b2087a4649ad0437227cf7b5c570c3a91,,v0.8.4,passed,104,2018-10-11 07:00:42 UTC,440003102,440003103,440003104,440003105,push
440003087,6470c42b2087a4649ad0437227cf7b5c570c3a91,,master,passed,118,2018-10-11 07:00:59 UTC,440003088,440003089,440003090,440003091,push
428882182,583d358296bb10c0f66ba643e9ee574e8af96db0,,master,passed,128,2018-09-15 03:17:13 UTC,428882183,428882184,428882185,428882186,push
428874402,4ad66e28ebdf509b25fbc6cc33d3997aa0dabffd,,master,passed,107,2018-09-15 02:29:33 UTC,428874403,428874404,428874405,428874406,push
425715450,4ac88f5e1c6658e16eb17165f75e9fea9d37fdaa,,master,passed,125,2018-09-07 12:34:27 UTC,425715453,425715454,425715455,425715456,push
423839839,60041a78ffeec4e9d4c5c715ca90310ad328abfd,176,master,passed,263,2018-09-03 09:07:45 UTC,423839840,423839841,423839842,423839843,pull_request
423837200,ce6226a688b8a9e090d71c6cb9301d31c51ff79b,175,master,passed,135,2018-09-03 08:59:57 UTC,423837201,423837202,423837203,423837204,pull_request
408930067,0bf73bd5beffc718959b3efc5500f1c8be0e18f5,171,master,passed,192,2018-07-27 12:48:15 UTC,408930068,408930069,408930070,408930071,pull_request
401469107,bd08092e8b7bd97b7166bda4a02d1f4ffc2cf45e,168,master,passed,223,2018-07-08 16:02:15 UTC,401469108,401469109,401469110,401469111,pull_request
398224342,ab8a51f800888b1b6b5e9d4c1c7e7f33064cc205,164,master,passed,298,2018-06-29 12:29:38 UTC,398224343,398224344,398224345,398224346,pull_request
373887402,c365503e1319f28e77ec68dc5a2e152587d406be,,master,passed,169,2018-05-02 11:36:42 UTC,373887403,373887404,373887405,373887406,push
367659148,55460a92e06b26ac863b4d982e935e3a3e1671ec,157,master,passed,178,2018-04-17 13:40:38 UTC,367659149,367659150,367659151,367659152,pull_request
349041248,f42b9d7255417b2d8c44a877de06a052063c86b3,153,master,passed,234,2018-03-04 21:17:21 UTC,349041249,349041250,349041251,349041252,pull_request
337928532,01370dcedad2410f62aa4109f70656ad94232a05,,master,passed,314,2018-02-06 09:42:51 UTC,337928533,337928534,337928535,337928536,push
337875299,b4ca7dcaa4c4d9d1ecde55f06506dbaf82988e70,152,master,passed,135,2018-02-06 06:05:56 UTC,337875300,337875301,337875302,337875303,pull_request
337863141,c7244a2b31db14120e3abc2879e471816bb6912d,152,master,passed,214,2018-02-06 04:48:37 UTC,337863142,337863143,337863144,337863145,pull_request
336020308,0b22d1a7d8812f05fce0307a6f524896cd64846f,,master,passed,172,2018-02-01 09:39:36 UTC,336020309,336020310,336020311,336020312,push
336019034,735f12dd38c9fb022621b7ccd714c687cd5f1867,150,master,passed,164,2018-02-01 09:35:46 UTC,336019035,336019036,336019037,336019038,pull_request
335638294,56d9a60182ff3de7426e5abf50844f30dbbbd4ac,150,master,passed,387,2018-01-31 14:12:08 UTC,335638296,335638298,335638299,335638300,pull_request
311133307,92b7f32664bad1a4b3740ee81eda47e5246e780f,,v0.8.3,passed,132,2017-12-04 05:03:07 UTC,311133308,311133309,311133310,311133311,push
311133291,92b7f32664bad1a4b3740ee81eda47e5246e780f,,master,passed,200,2017-12-04 05:03:00 UTC,311133292,311133293,311133294,311133295,push
311132320,787c34ea75142ced3b742558d9d390089508ca2b,,master,passed,131,2017-12-04 05:00:23 UTC,311132321,311132322,311132323,311132324,push
311132146,b8da37ec3d0e6f63273e37a7c47a0f00bd477db0,,v0.8.2,passed,120,2017-12-04 04:59:38 UTC,311132147,311132148,311132149,311132150,push
309340629,e90cf3dd63797ec8994f8cb78aea1590dec26f07,,master,passed,124,2017-11-30 05:23:45 UTC,309340630,309340631,309340632,309340633,push
309100364,7108b7af0a03a241a50c42d5ea642d16192e9c96,143,master,passed,306,2017-11-29 17:47:11 UTC,309100365,309100366,309100367,309100368,pull_request
309083100,901d16fbcedbd71eb102d3c2316a84f6235e75cb,143,master,passed,303,2017-11-29 17:12:27 UTC,309083101,309083102,309083103,309083104,pull_request
304793714,cef69acaa506567595e95ab6ecea25a806de622e,,v0.8.1,passed,315,2017-11-20 15:19:29 UTC,304793716,304793717,304793719,304793720,push
304793282,cef69acaa506567595e95ab6ecea25a806de622e,,master,passed,203,2017-11-20 15:18:21 UTC,304793283,304793284,304793285,304793286,push
304792213,5f06d724bc05580e7f203db2d4a4905fc1127f98,,v0.8.1,passed,236,2017-11-20 15:16:15 UTC,304792214,304792215,304792216,304792219,push
304792207,5f06d724bc05580e7f203db2d4a4905fc1127f98,,master,passed,219,2017-11-20 15:16:16 UTC,304792208,304792209,304792210,304792211,push
293257398,7f7f106a717e6cf58012304e56b41d6fb2b98e5f,,master,passed,136,2017-10-26 17:08:47 UTC,293257399,293257402,293257403,293257405,push
293257336,7f7f106a717e6cf58012304e56b41d6fb2b98e5f,,v0.8,passed,125,2017-10-26 17:08:21 UTC,293257337,293257338,293257339,293257340,push
293252522,f8ac83ff6d49c0e850436b8d9e57b71c3b2c4d57,,master,passed,181,2017-10-26 16:57:49 UTC,293252523,293252525,293252526,293252527,push
293252177,dda2ace2c74b534c82ba3a9571ee8e0bddba9e0e,,master,passed,139,2017-10-26 16:56:43 UTC,293252178,293252179,293252180,293252181,push
293248863,ab8f7de8bc78c2a88f9e01522b8a3a0aa8cd9416,,master,passed,278,2017-10-26 16:50:02 UTC,293248864,293248865,293248866,293248867,293248868,push
278428049,a1c6dd2fae3eb40cc85e5bd08f8d0c280e2c4c57,139,master,passed,151,2017-09-22 00:22:51 UTC,278428051,278428052,278428053,278428054,278428055,pull_request
278425111,b881b6fedd662d23cf706c60537d8a5714c27826,139,master,passed,152,2017-09-22 00:14:06 UTC,278425112,278425113,278425114,278425115,278425116,pull_request
278417352,21f8357765364cc39801865855a2ed3301237e89,139,master,passed,151,2017-09-21 23:43:11 UTC,278417353,278417354,278417355,278417356,278417357,pull_request
278415831,c2381aece0370468f7c696ca90ab583e6167fc0e,139,master,passed,162,2017-09-21 23:37:05 UTC,278415832,278415833,278415834,278415835,278415836,pull_request
278410095,cbea04002aac943a9564410a8bfdd0681b8efe5d,139,master,passed,150,2017-09-21 23:14:03 UTC,278410096,278410097,278410099,278410101,278410102,pull_request
278397269,2f174b03dd887d8d8d509d25949b8eff4224987d,139,master,passed,155,2017-09-21 22:26:46 UTC,278397270,278397271,278397272,278397273,278397274,pull_request
278368906,daed8c6a740537d7fd539fd27e453590eb36628d,139,master,failed,140,2017-09-21 21:23:19 UTC,278368907,278368908,278368909,278368914,278368915,pull_request
278367581,a25d5a253c13b824620c366370c99902c6a0af1e,139,master,failed,214,2017-09-21 21:19:34 UTC,278367582,278367583,278367584,278367585,278367586,pull_request
278366735,5885a42e68facf200117c8a9c659998c760c8471,139,master,failed,126,2017-09-21 21:17:07 UTC,278366736,278366739,278366740,278366741,278366742,pull_request
278347488,05fe50c3a0c9701cdf41f2e860f21b470b036cac,139,master,passed,154,2017-09-21 20:21:50 UTC,278347489,278347490,278347491,278347492,278347493,pull_request
278345954,57b1f860fb51e4e39e7ed34d1385f5d4e273b831,139,master,failed,146,2017-09-21 20:17:58 UTC,278345956,278345957,278345958,278345959,278345962,pull_request
243541112,3b535a76b0cc60ab7531a3e9503018da711f097e,,mistune-0.8,passed,97,2017-06-16 05:40:43 UTC,243541113,243541114,243541115,243541116,243541117,push
239547781,045d77013a05e5e0797a0f4d5dae524ac8b82625,131,master,passed,100,2017-06-05 11:17:48 UTC,239547782,239547783,239547784,239547785,239547786,pull_request
239546794,6dde5a699daf772c399d084c8e593b058992ca6c,131,master,failed,71,2017-06-05 11:13:11 UTC,239546795,239546796,239546797,239546798,239546799,pull_request
239537837,6229242e6a19012347f972b0494fcf42e7ed79ca,131,master,failed,81,2017-06-05 10:34:51 UTC,239537838,239537839,239537840,239537841,239537842,pull_request
239536634,6cfb6605f16653f09ec95545a93179c86f54ef30,131,master,failed,73,2017-06-05 10:29:26 UTC,239536635,239536636,239536637,239536638,239536639,pull_request
238722498,e70a10316ce29f25a4fb162e402c2f4bd5b1c137,130,mistune-0.8,passed,111,2017-06-02 12:06:34 UTC,238722499,238722500,238722501,238722502,238722503,pull_request
238703617,6b75a9f6570eb18d574dd0b61ce709f5649c5f38,130,mistune-0.8,failed,77,2017-06-02 10:59:14 UTC,238703618,238703620,238703623,238703625,238703627,pull_request
238699771,2ebad83515f9eff4435279b9511678eaa0de6102,,mistune-0.8,passed,103,2017-06-02 10:44:35 UTC,238699772,238699773,238699774,238699775,238699776,push
238625429,15be26939ef0458f3b1882e8cc0c827716ba0429,,mistune-0.8,passed,97,2017-06-02 06:35:04 UTC,238625432,238625436,238625437,238625438,238625439,push
238625421,5b8c3f7db4321bada0b955a9fb833a3faba4a67f,,master,passed,100,2017-06-02 06:34:13 UTC,238625422,238625423,238625424,238625425,238625426,push
238625172,25b1e46b9945fa4edcc55076f6c59ff50b07745b,,mistune-0.8,passed,99,2017-06-02 06:32:59 UTC,238625173,238625174,238625175,238625176,238625177,push
238381772,344e2e3e1a35cd7b02f5e3af3ec99a5a23d16ca1,130,mistune-0.8,failed,73,2017-06-01 15:10:20 UTC,238381773,238381774,238381775,238381776,238381777,pull_request
237880797,18111e4052c470ce54c4d2d347656af8bff008e1,,mistune-0.8,passed,113,2017-05-31 10:56:09 UTC,237880798,237880799,237880800,237880801,237880802,push
233637356,4c117151ab536004599b0d5a8079ccda84cc5472,,master,passed,112,2017-05-18 13:40:26 UTC,233637357,233637358,233637359,233637360,233637361,push
229892229,e9e2066fee8ea4970cec17f1e480031db96906b9,,master,passed,120,2017-05-08 09:27:15 UTC,229892230,229892233,229892235,229892236,229892237,push
229889545,56f6f4b9d4cd237ac088077530e1d549d22d8b5d,,master,passed,123,2017-05-08 09:16:46 UTC,229889546,229889547,229889548,229889549,229889553,push
224853653,56ddd66f6fdc963be4736e1cb40b2f20b98d5b50,129,master,passed,184,2017-04-23 07:48:50 UTC,224853654,224853655,224853656,224853657,224853658,pull_request
223598191,0ea0bf698f27597a2671586f5b4737f31c363e74,128,master,failed,146,2017-04-19 15:16:01 UTC,223598192,223598193,223598194,223598195,223598196,pull_request
211660997,1a50827a8de4849aeb865934d1f73b8fb5b2252d,,master,passed,139,2017-03-16 08:49:58 UTC,211660998,211660999,211661000,211661002,211661003,push
210846492,714e60a20a7efe0923bc39991d989b3ef3324690,,v0.7.4,passed,137,2017-03-14 07:02:18 UTC,210846493,210846494,210846495,210846497,210846499,push
210846486,714e60a20a7efe0923bc39991d989b3ef3324690,,master,passed,149,2017-03-14 07:09:23 UTC,210846487,210846488,210846489,210846490,210846491,push
210846480,714e60a20a7efe0923bc39991d989b3ef3324690,,maintain-0.7,passed,142,2017-03-14 06:59:43 UTC,210846481,210846482,210846483,210846484,210846485,push
194867658,1eacdfd696b67fefe1605be05b7356cdb1335864,124,master,passed,116,2017-01-24 16:06:31 UTC,194867659,194867660,194867663,194867666,194867669,pull_request
193967754,556dcb6aa2e10051602649a92aecf43deebcd746,,master,passed,96,2017-01-21 07:47:18 UTC,193967755,193967756,193967757,193967758,193967759,push
193924126,dda67a763835f4b0404fc329afffacf9d7931f93,123,master,passed,97,2017-01-21 00:33:33 UTC,193924127,193924128,193924129,193924130,193924131,pull_request
191825689,f7b5239ab73d576f55041bc87b40c46dcc4707fb,,master,passed,108,2017-01-14 01:50:04 UTC,191825690,191825691,191825692,191825693,191825694,push
189394244,855a7a3c6964ae53111718b961abb9a834636385,,next,passed,107,2017-01-06 02:54:05 UTC,189394245,189394246,189394247,189394248,189394249,push
187822805,30984b1eea064ccf4b0282a8961a539efb279178,122,master,passed,118,2016-12-31 00:44:49 UTC,187822806,187822807,187822808,187822809,187822810,pull_request
184865477,1e551e1213ad7d722922f6448711a365702cdff0,,master,passed,110,2016-12-18 01:53:28 UTC,184865478,184865479,184865480,184865481,184865482,push
184865471,1e551e1213ad7d722922f6448711a365702cdff0,,maintain-0.7,passed,111,2016-12-18 01:52:15 UTC,184865472,184865473,184865474,184865475,184865476,push
176254138,406e043bc6117e18e353d3819ed4ca729219802f,,maintain-0.7,passed,117,2016-11-16 02:32:02 UTC,176254139,176254140,176254141,176254142,176254143,push
172531100,406e043bc6117e18e353d3819ed4ca729219802f,,master,passed,139,2016-11-02 07:44:05 UTC,172531101,172531103,172531104,172531105,172531107,push
170046290,dd6957036ab269c484cfa3d04c919cea66188e44,,master,failed,83,2016-10-24 06:56:48 UTC,170046291,170046292,170046293,170046294,170046295,push
