build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
29370452,af9663122bc0cbf2a6976fdcf1df486fe563e3e4,,master,errored,145,2014-07-07 23:58:53 UTC,29370453,29370454,29370455,29370456,29370458,29370460,29370461,push
17538098,a121cbdc8282bb28bc37fc8d21f61e1bdc7b789a,74,master,errored,356,2014-01-24 10:43:47 UTC,17538099,17538100,17538101,17538102,17538103,17538104,17538105,pull_request
13575710,51c673bf8765b8e958c565b280aeb961123a9985,74,master,errored,321,2013-11-06 11:41:42 UTC,13575711,13575712,13575713,13575714,13575715,13575716,13575717,pull_request
12084525,99e03079ac2743e7c00f90af78982661b9d1a0ed,73,master,errored,275,2013-10-03 07:37:55 UTC,12084526,12084527,12084528,12084529,12084530,12084531,12084532,pull_request
4415924,3fe3952c6b67afcc71a57cc80b4e01d56aa3c5af,72,master,errored,169,2013-01-27 19:54:10 UTC,4415925,4415926,4415927,4415928,4415929,4415930,4415931,pull_request
2212858,8563c90df9ade8dd9b5a71230f0b110e4f51de84,71,master,failed,222,2012-08-23 13:18:43 UTC,2212859,2212860,2212861,2212862,2212863,2212864,2212865,pull_request
2103403,744cf7fe03aa4d8cd0d2c3c8551fecaf30c602a4,71,master,failed,186,2012-08-12 20:44:09 UTC,2103404,2103405,2103406,2103407,2103408,2103409,2103410,pull_request
354534,7ef6b3ac26b2d0003aac1dfa8b1d897fcb890177,,master,failed,361,2011-11-29 17:19:59 UTC,354535,354536,354537,354538,354539,354540,354541,push
354528,324247c081de21fb1b9cbe5fa8fc4a692e6cb274,,master,passed,50,2011-11-29 17:17:18 UTC,354529,push
352979,e0913079e1b25d57f3c57b9ff8fb6976fec28858,,master,passed,78,2011-11-29 08:05:46 UTC,352980,push
