build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
760382320,4b7e0e759023cdbc96b471c64bfd67203e2b5734,,master,failed,810,2021-02-25 00:06:49 UTC,760382321,760382323,760382325,760382326,760382328,760382329,760382330,760382332,760382333,cron
758340953,f9331a32842fc260fa0cb6aaa19e87b3140c1e5a,437,master,failed,786,2021-02-10 08:00:26 UTC,758340954,758340955,758340956,758340957,758340958,758340959,758340960,758340961,758340962,pull_request
756012667,4b7e0e759023cdbc96b471c64bfd67203e2b5734,,master,failed,798,2021-01-25 00:20:43 UTC,756012669,756012671,756012672,756012673,756012676,756012677,756012679,756012681,756012684,cron
751941827,19fb0a6a5b2522d55f8a4fc97a61fb13a2905670,435,master,failed,791,2020-12-29 07:57:21 UTC,751941828,751941829,751941830,751941831,751941832,751941833,751941834,751941835,751941836,pull_request
751411096,4b7e0e759023cdbc96b471c64bfd67203e2b5734,,master,failed,861,2020-12-25 00:05:30 UTC,751411097,751411098,751411099,751411100,751411101,751411102,751411103,751411104,751411105,cron
745766638,4b7e0e759023cdbc96b471c64bfd67203e2b5734,,master,failed,833,2020-11-25 01:44:07 UTC,745766639,745766640,745766641,745766642,745766643,745766644,745766645,745766646,745766647,cron
738643252,4b7e0e759023cdbc96b471c64bfd67203e2b5734,,master,failed,921,2020-10-25 00:04:23 UTC,738643255,738643257,738643260,738643261,738643264,738643266,738643268,738643270,738643271,cron
730114208,4b7e0e759023cdbc96b471c64bfd67203e2b5734,,master,failed,879,2020-09-25 00:03:45 UTC,730114209,730114210,730114211,730114212,730114213,730114214,730114216,730114217,730114218,cron
720832469,4b7e0e759023cdbc96b471c64bfd67203e2b5734,,master,failed,897,2020-08-25 00:03:36 UTC,720832470,720832471,720832472,720832473,720832474,720832475,720832476,720832477,720832478,cron
711629783,4b7e0e759023cdbc96b471c64bfd67203e2b5734,,master,failed,931,2020-07-25 00:02:49 UTC,711629785,711629787,711629790,711629791,711629793,711629795,711629797,711629798,711629800,cron
701852061,4b7e0e759023cdbc96b471c64bfd67203e2b5734,,master,failed,949,2020-06-25 00:02:44 UTC,701852062,701852063,701852064,701852065,701852066,701852067,701852069,701852070,701852071,cron
690756818,4b7e0e759023cdbc96b471c64bfd67203e2b5734,,master,failed,933,2020-05-25 00:02:21 UTC,690756820,690756824,690756826,690756827,690756829,690756830,690756831,690756832,690756833,cron
689030044,d64e286f4990ea12d838c2ef4263721fe298f21d,433,master,failed,1042,2020-05-19 22:45:57 UTC,689030045,689030046,689030047,689030048,689030049,689030050,689030051,689030052,689030053,pull_request
679265154,4b7e0e759023cdbc96b471c64bfd67203e2b5734,,master,failed,998,2020-04-25 00:01:45 UTC,679265155,679265156,679265157,679265158,679265159,679265160,679265161,679265162,679265163,cron
666591990,4b7e0e759023cdbc96b471c64bfd67203e2b5734,,master,failed,1018,2020-03-25 00:49:16 UTC,666591991,666591992,666591993,666591994,666591995,666591996,666591997,666591998,666591999,cron
654674622,4b7e0e759023cdbc96b471c64bfd67203e2b5734,,master,failed,1044,2020-02-25 00:01:27 UTC,654674623,654674624,654674625,654674626,654674628,654674629,654674630,654674632,654674633,cron
641589264,4b7e0e759023cdbc96b471c64bfd67203e2b5734,,master,failed,1000,2020-01-25 00:00:48 UTC,641589265,641589266,641589267,641589268,641589269,641589270,641589271,641589272,641589273,cron
629241720,4b7e0e759023cdbc96b471c64bfd67203e2b5734,,master,failed,941,2019-12-25 00:00:03 UTC,629241721,629241722,629241723,629241724,629241725,629241726,629241727,629241728,629241729,cron
616421207,4b7e0e759023cdbc96b471c64bfd67203e2b5734,,master,failed,1172,2019-11-24 23:59:38 UTC,616421210,616421211,616421212,616421213,616421216,616421219,616421220,616421221,616421222,cron
602579651,4b7e0e759023cdbc96b471c64bfd67203e2b5734,,master,errored,733,2019-10-24 23:58:45 UTC,602579652,602579653,602579654,602579655,602579656,602579657,602579658,602579659,602579660,cron
589215396,4b7e0e759023cdbc96b471c64bfd67203e2b5734,,master,errored,927,2019-09-24 23:57:51 UTC,589215397,589215398,589215399,589215400,589215401,589215402,589215403,589215404,589215405,cron
576325118,4b7e0e759023cdbc96b471c64bfd67203e2b5734,,master,failed,1061,2019-08-24 23:57:32 UTC,576325119,576325120,576325121,576325122,576325123,576325124,576325125,576325126,576325127,cron
563327909,4b7e0e759023cdbc96b471c64bfd67203e2b5734,,master,failed,1142,2019-07-24 23:56:49 UTC,563327911,563327913,563327914,563327915,563327916,563327918,563327919,563327921,563327922,cron
550004594,4b7e0e759023cdbc96b471c64bfd67203e2b5734,,master,failed,1090,2019-06-24 23:56:24 UTC,550004597,550004598,550004599,550004600,550004601,550004602,550004603,550004604,550004605,cron
545057127,b390c4ce9afc101c6a179d706b247fe906d289eb,429,master,failed,1021,2019-06-13 04:26:23 UTC,545057128,545057129,545057130,545057131,545057132,545057133,545057134,545057135,545057136,pull_request
537025223,4b7e0e759023cdbc96b471c64bfd67203e2b5734,,master,failed,1197,2019-05-24 23:56:00 UTC,537025224,537025225,537025226,537025227,537025228,537025229,537025234,537025235,537025236,cron
524247314,4b7e0e759023cdbc96b471c64bfd67203e2b5734,,master,failed,1181,2019-04-24 23:55:46 UTC,524247315,524247316,524247317,524247318,524247319,524247320,524247321,524247322,524247323,cron
510740395,4b7e0e759023cdbc96b471c64bfd67203e2b5734,,master,failed,1185,2019-03-24 23:55:20 UTC,510740396,510740397,510740398,510740399,510740400,510740401,510740402,510740403,510740404,cron
497925709,4b7e0e759023cdbc96b471c64bfd67203e2b5734,,master,failed,1130,2019-02-24 23:55:16 UTC,497925710,497925711,497925712,497925713,497925714,497925715,497925716,497925717,497925718,cron
484141868,4b7e0e759023cdbc96b471c64bfd67203e2b5734,,master,failed,1300,2019-01-24 23:58:05 UTC,484141869,484141870,484141871,484141872,484141873,484141874,484141875,484141876,484141877,cron
471982771,4b7e0e759023cdbc96b471c64bfd67203e2b5734,,master,failed,1231,2018-12-24 23:53:24 UTC,471982772,471982773,471982774,471982775,471982776,471982777,471982778,471982779,471982780,cron
459266533,4b7e0e759023cdbc96b471c64bfd67203e2b5734,,master,failed,1035,2018-11-24 23:52:51 UTC,459266534,459266535,459266536,459266537,459266538,459266539,459266540,459266541,459266542,cron
449269692,8e23d039e69e99f394563c5219bff8c7e98270cc,418,master,failed,1147,2018-11-01 10:17:47 UTC,449269693,449269694,449269695,449269696,449269697,449269698,449269699,449269700,449269701,pull_request
445941170,4b7e0e759023cdbc96b471c64bfd67203e2b5734,,master,failed,1269,2018-10-24 23:52:16 UTC,445941171,445941172,445941173,445941174,445941175,445941176,445941177,445941178,445941179,cron
432726109,4b7e0e759023cdbc96b471c64bfd67203e2b5734,,master,failed,1051,2018-09-24 23:51:14 UTC,432726110,432726111,432726112,432726113,432726114,432726115,432726116,432726117,432726118,cron
420342410,4b7e0e759023cdbc96b471c64bfd67203e2b5734,,master,failed,1463,2018-08-24 23:50:42 UTC,420342411,420342412,420342413,420342414,420342415,420342416,420342417,420342418,420342419,cron
407851745,4b7e0e759023cdbc96b471c64bfd67203e2b5734,,master,failed,1206,2018-07-24 23:49:53 UTC,407851746,407851747,407851748,407851749,407851750,407851751,407851752,407851753,407851754,cron
404915034,4a49e42e88c9a683e591456f8ed392ce91583db7,408,master,failed,1667,2018-07-17 13:54:33 UTC,404915035,404915036,404915037,404915038,404915039,404915040,404915041,404915042,404915043,pull_request
396608364,39113f28b768e4875bc5b75c4fac67286e1c5da4,404,master,passed,2479,2018-06-25 21:35:15 UTC,396608365,396608366,396608367,396608368,396608369,396608370,396608371,396608372,396608373,pull_request
396577387,56ad6ba84ba8053de55113f24f94bb9041991e78,403,master,failed,2710,2018-06-25 20:21:33 UTC,396577388,396577389,396577390,396577391,396577392,396577393,396577394,396577395,396577396,pull_request
396573124,078db0089097cd39bb184d40e4fe2aebd4dc31e0,402,master,passed,2467,2018-06-25 20:10:40 UTC,396573125,396573126,396573127,396573128,396573129,396573130,396573131,396573132,396573133,pull_request
396199948,4b7e0e759023cdbc96b471c64bfd67203e2b5734,,master,passed,3758,2018-06-24 23:49:39 UTC,396199949,396199950,396199951,396199952,396199953,396199954,396199955,396199956,396199957,cron
383463480,4b7e0e759023cdbc96b471c64bfd67203e2b5734,,master,passed,3903,2018-05-24 23:49:25 UTC,383463481,383463482,383463483,383463484,383463485,383463486,383463487,383463488,383463489,cron
377600313,02e7b27ebad71662f1325c9e4eb1f1af5ffe1f32,,lgb_memory,failed,1795,2018-05-11 06:39:04 UTC,377600314,377600315,377600316,377600317,377600318,377600319,377600320,377600321,377600322,push
377598620,8dd5ca409f629df753ffba57ac7f46b55acb727e,,lgb_memory,failed,1949,2018-05-11 06:31:05 UTC,377598621,377598622,377598623,377598624,377598625,377598626,377598627,377598628,377598629,push
371015014,2d4d1e7f3690575728fcb430889942661afe2b49,398,master,passed,2731,2018-04-25 11:25:06 UTC,371015015,371015016,371015017,371015018,371015019,371015020,371015021,371015022,371015023,pull_request
370830543,4b7e0e759023cdbc96b471c64bfd67203e2b5734,,master,passed,4017,2018-04-24 23:48:45 UTC,370830544,370830545,370830546,370830547,370830548,370830549,370830550,370830551,370830552,cron
359229103,5e4702cac584a12b00e0ba116f133c6a87aeae47,396,master,failed,3530,2018-03-28 06:47:43 UTC,359229104,359229106,359229107,359229109,359229110,359229111,359229112,359229114,359229115,pull_request
359015019,acda668d6f04a5c85680a3c2c23ce6c47c82bcf5,,catboost_dynamic,failed,2858,2018-03-27 18:04:27 UTC,359015020,359015021,359015022,359015023,359015024,359015025,359015026,359015027,359015028,push
