build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
330677935,dc1ed0690ed3d8cb515c9dbac43bafc59a704789,,develop,passed,115,2018-01-19 05:54:17 UTC,330677936,push
324973713,dc1ed0690ed3d8cb515c9dbac43bafc59a704789,,master,passed,82,2018-01-04 10:35:06 UTC,324973714,push
324972578,9ccc356749a3437164f0b6d2917b81456b835497,54,master,passed,70,2018-01-04 10:31:20 UTC,324972579,pull_request
324972551,9d54981a2ce89959821a575a6242ff44857405f6,,develop,passed,63,2018-01-04 10:31:22 UTC,324972552,push
324972460,95e76c82e6f266a9b895765a1f8483c8444d135d,,develop,passed,60,2018-01-04 10:31:05 UTC,324972461,push
324430753,66b6cf02f7a91b4143307638cd4c0025c32d8a6c,54,master,passed,134,2018-01-03 02:27:31 UTC,324430754,pull_request
324430746,0c329997bb7aeec99997390cbeb5a9ce438d07ba,,develop,passed,65,2018-01-03 02:27:27 UTC,324430747,push
324430589,16babc271097dadaae7098b131f4aa5368da1ba7,54,master,failed,1025,2018-01-03 02:26:05 UTC,324430590,pull_request
324430587,95e76c82e6f266a9b895765a1f8483c8444d135d,,develop,failed,588,2018-01-03 02:26:07 UTC,324430588,push
324419511,a4627cf2c867871ad1673bf256a05020f20a67d4,54,master,passed,157,2018-01-03 02:03:09 UTC,324419512,pull_request
324419483,56b7c1f264ea82b75ca698bd3eb8a24f0f8f86cd,,develop,passed,117,2018-01-03 01:53:55 UTC,324419484,push
324417777,897a38a6ea22c3d9ac39de7f2e56909cb979d5a5,54,master,canceled,0,,324417778,pull_request
324417768,f8f5f3c25951e6c7678b781311f6d499a6bf7daa,,develop,canceled,0,,324417769,push
324417546,140b3b248ac30918cb616a6881da4a2467fa0259,54,master,canceled,0,,324417547,pull_request
324417541,d57be749ce0734fa59ab782d0c8a7df14d02482e,,develop,canceled,0,,324417542,push
323975274,0e29c4a6d9cab15c51dd02dc583dc08051ff8d12,54,master,failed,525,2018-01-02 03:49:12 UTC,323975275,pull_request
323975272,98ac3b477b3b4ef051bdd9635dc97a9db7365618,,develop,failed,87,2018-01-02 03:49:58 UTC,323975273,push
323918448,f1c401b56c12975c20c41bc8fa35256e78d988c9,54,master,failed,232,2018-01-01 22:58:03 UTC,323918449,pull_request
323918428,99611a741d4dfdc1b5c36fa8ce13a9a08216e2ec,,develop,errored,0,2018-01-01 21:30:40 UTC,323918429,push
323912335,1d47f35a2e6821c0e601761ec572bcf012526212,54,master,canceled,521,2018-01-01 20:42:48 UTC,323912336,pull_request
323912236,3fa1ba208e420e0c04f2cb0b3d2f6d50a02f2915,,develop,canceled,0,,323912238,push
323165957,f658fb2196828a578577237726bdfdeeb6c6b5cb,,develop,passed,57,2017-12-30 13:49:51 UTC,323165958,push
322740016,f658fb2196828a578577237726bdfdeeb6c6b5cb,,master,passed,48,2017-12-29 01:06:59 UTC,322740017,push
321768111,89ff5bb0e5cfd62d71324642be1499ad87cc4839,53,master,passed,65,2017-12-26 12:21:37 UTC,321768112,pull_request
321768060,b1acbe17ae9f33218f574b1a05426cb2a161dba6,,develop,passed,60,2017-12-26 12:21:48 UTC,321768061,push
321767762,d461f66b5595110d96a56ce2d1f56c52db6f8f69,,develop,passed,71,2017-12-26 12:20:13 UTC,321767763,push
319494410,d461f66b5595110d96a56ce2d1f56c52db6f8f69,,master,passed,57,2017-12-21 01:50:55 UTC,319494411,push
318927693,1f98aab6deecada34eb087fc4da05c2069e4c677,52,master,passed,74,2017-12-20 00:33:51 UTC,318927694,pull_request
318927669,30975f9ce5a396e1a4e7755785e22cecd5841ac2,,develop,passed,62,2017-12-20 00:33:42 UTC,318927670,push
317856865,f86340b7e1c48cc2fca3dd2af4c3ecaf32fa03cf,,master,passed,83,2017-12-18 00:06:14 UTC,317856866,push
317332195,bc825c6d8ad99c0577b51df6496707a0f46479f5,51,master,passed,60,2017-12-16 12:40:46 UTC,317332196,pull_request
317332158,ee71b036e3996bb5ca33a56110ab1e7f79e15d2d,,develop,passed,72,2017-12-16 12:40:23 UTC,317332159,push
317209114,a6f9b267656106f9d4cfefb8c338dc13910221df,,develop,passed,94,2017-12-16 01:54:43 UTC,317209115,push
306477621,a6f9b267656106f9d4cfefb8c338dc13910221df,,master,passed,54,2017-11-23 20:08:33 UTC,306477622,push
305034323,c529f9d7fbf7224c6ae18226d9d1f2d414d407e8,50,master,passed,141,2017-11-21 00:29:29 UTC,305034324,pull_request
305034138,92f72be03b404df55a7ff16fffa666e9935849c3,,develop,passed,86,2017-11-21 00:28:25 UTC,305034139,push
305033963,e40f27c5792dd0e244ec50c468669af11973fbf2,,develop,errored,53,2017-11-21 00:27:53 UTC,305033964,push
302259070,34a6855056ec9fa35f05c3c878e0a0b7aebbe5b2,,master,passed,80,2017-11-15 01:31:33 UTC,302259071,push
302258488,7a21d5370663def680903185ba60a7bbb0688643,49,master,passed,54,2017-11-15 01:29:38 UTC,302258489,pull_request
302258481,8d817df7edc7809aa4eb5fa4ceb5bb72d9949049,,develop,passed,56,2017-11-15 01:29:57 UTC,302258483,push
292889880,b3b93e192257440c071c54e36dbfac5228e39628,49,master,failed,40,2017-10-25 23:30:32 UTC,292889881,pull_request
292889840,a18e869b9c1cfcb3c1a2bf53db9047bd261655e2,,develop,failed,72,2017-10-25 23:30:26 UTC,292889842,push
276618181,6ffa16becf31ae06de050c962e2aa38c2e9153e5,,develop,passed,48,2017-09-17 21:16:45 UTC,276618182,push
276618097,6ffa16becf31ae06de050c962e2aa38c2e9153e5,,master,passed,52,2017-09-17 21:16:25 UTC,276618098,push
276618060,6a2ca978eee250c4d6e13148ebb24a94043d4178,48,master,errored,17,2017-09-17 21:16:14 UTC,276618061,pull_request
276617967,096d6406d5f8eba08dbc19594fc5598ace19c65d,,develop,errored,60,2017-09-17 21:16:03 UTC,276617968,push
276617447,12d4e08dc66e618a4ac719936b267b58c7db6d03,,develop,passed,51,2017-09-17 21:13:57 UTC,276617448,push
276617397,12d4e08dc66e618a4ac719936b267b58c7db6d03,,master,passed,62,2017-09-17 21:14:11 UTC,276617399,push
276616841,734206e10a2fa2664fc5cafdfab9bcb74cfb0c9a,47,master,passed,51,2017-09-17 21:11:36 UTC,276616842,pull_request
276616831,61d0188f19ef60b815663d37a634509830a5e4db,,develop,passed,51,2017-09-17 21:11:32 UTC,276616832,push
276295593,406e5afd81546b592c178f1688ab7c7b1f39fdc8,,develop,failed,103,2017-09-16 16:59:50 UTC,276295594,276295595,push
276294676,406e5afd81546b592c178f1688ab7c7b1f39fdc8,,master,failed,87,2017-09-16 16:55:29 UTC,276294677,276294678,push
276253330,a295be2062307cd8a5f189900e4d6dc9fedcff1e,,develop,failed,79,2017-09-16 13:49:31 UTC,276253331,276253332,push
276253327,d1d546973eb60e670700afae5837a3c13aaf9c4e,46,master,failed,70,2017-09-16 13:49:26 UTC,276253328,276253329,pull_request
264562439,ce6aaf8f2297bf6cfcc2d43ebb67233660332a85,,develop,failed,95,2017-09-16 13:45:39 UTC,264562440,264562441,push
264562436,d1d546973eb60e670700afae5837a3c13aaf9c4e,46,master,failed,123,2017-08-14 23:54:01 UTC,264562437,264562438,pull_request
264217655,9605afbce1949d0c0696068850f5332b137deeb0,46,master,failed,161,2017-08-14 02:20:30 UTC,264217656,264217657,pull_request
264217629,e28fdfd0aead03b45a3875abafae43cf3ae39ca3,,develop,failed,212,2017-08-14 02:20:21 UTC,264217630,264217631,push
233079858,2a64be90171676110eff1fb961b38358d11cef55,,master,passed,177,2017-05-17 03:25:12 UTC,233079859,233079860,push
233079746,fab2892fb46a3315e1a0a31e0fc0d6c7c92120c2,45,master,errored,118,2017-05-17 03:24:41 UTC,233079747,233079748,pull_request
233079702,07e63fe08c08a8efce431f0e99f394b3d54994fc,,develop,passed,194,2017-05-17 03:24:36 UTC,233079703,233079704,push
233078932,5246f6ed560987526c9149849fcd0fe7ce7b1b8a,,develop,passed,177,2017-05-17 03:20:04 UTC,233078933,233078934,push
231771133,5246f6ed560987526c9149849fcd0fe7ce7b1b8a,,master,passed,174,2017-05-13 01:35:02 UTC,231771134,231771135,push
231771112,767c87698618f951c3638c63522f805c831c0f76,44,master,errored,87,2017-05-13 01:34:07 UTC,231771113,231771114,pull_request
231771086,ed78ad47bde034829d8f442b482e3c2cbde538fb,,develop,passed,181,2017-05-13 01:33:45 UTC,231771087,231771088,push
200883294,b0c73ea37ab4e3f2723cad292abdac2c51f5d61f,,develop,passed,186,2017-02-12 15:26:16 UTC,200883295,200883296,push
200883269,b0c73ea37ab4e3f2723cad292abdac2c51f5d61f,,master,passed,179,2017-02-12 15:25:14 UTC,200883270,200883271,push
200883172,9a3008fded06823959094b16659e5e0d5ef5749e,42,master,errored,58,2017-02-12 15:24:47 UTC,200883173,200883174,pull_request
200883151,17ac3bebb25caf62178350d9d017c4668fec5adc,,develop,errored,52,2017-02-12 15:24:38 UTC,200883152,200883153,push
199054950,2c0acac2f1b1773ea33108e86003cb4a7f1ba0ec,,develop,passed,165,2017-02-07 01:26:53 UTC,199054951,199054952,push
199054892,2c0acac2f1b1773ea33108e86003cb4a7f1ba0ec,,master,passed,157,2017-02-07 01:26:34 UTC,199054893,199054894,push
199054548,069eb92cd4dcf2d03fb7b0d17d826100187d71c1,41,master,passed,159,2017-02-07 01:25:16 UTC,199054549,199054550,pull_request
199054457,87fe1d0d60d1afde8340631d8ba627519281ac2a,,develop,passed,160,2017-02-07 01:25:12 UTC,199054459,199054461,push
190131861,0b87fb2ce278467e2d8a4ed54be7c10c939aa95a,,develop,passed,174,2017-01-09 03:00:42 UTC,190131862,190131863,push
190131735,0b87fb2ce278467e2d8a4ed54be7c10c939aa95a,,master,passed,165,2017-01-09 03:00:08 UTC,190131736,190131737,push
190131595,d807b83e35e1ffb75c6f3d7f2c6573bf9d0d787b,40,master,passed,160,2017-01-09 02:59:08 UTC,190131596,190131597,pull_request
190131554,2dd147d346057887f8e086c002c1478030c5f3fd,,develop,passed,165,2017-01-09 02:59:01 UTC,190131555,190131556,push
188839768,c9a123e2cb40e969f9a796a447960a98267d8c2b,,develop,passed,235,2017-01-04 12:49:21 UTC,188839769,188839770,push
188839598,c9a123e2cb40e969f9a796a447960a98267d8c2b,,master,passed,182,2017-01-04 12:48:53 UTC,188839599,188839604,push
188839533,79343a8d0589f47a2d9b094e9dee286cc1bebaf0,38,master,errored,63,2017-01-04 12:48:34 UTC,188839534,188839535,pull_request
188839518,660374c8ed97d863ed15ea6407db32756bdd4c82,,develop,passed,203,2017-01-04 12:48:25 UTC,188839519,188839520,push
188838954,1ec471d16af336034872a4bcaee29f086992c1ec,,develop,passed,239,2017-01-04 12:46:15 UTC,188838955,188838956,push
188838906,1ec471d16af336034872a4bcaee29f086992c1ec,,master,passed,179,2017-01-04 12:46:02 UTC,188838907,188838909,push
188833333,8a1fd6209e2c986d788597e91e50ff715d3d44c6,,develop,passed,179,2017-01-04 12:24:20 UTC,188833334,188833335,push
188833274,8a1fd6209e2c986d788597e91e50ff715d3d44c6,,master,passed,174,2017-01-04 12:24:01 UTC,188833275,188833276,push
188833172,0771a4105297de506d6fafdec11e98ffbe543005,37,master,errored,73,2017-01-04 12:23:43 UTC,188833173,188833174,pull_request
188833158,5f07abd850ff797b6bf114ea43a67742a5b8ae20,,develop,errored,77,2017-01-04 12:23:38 UTC,188833160,188833161,push
188831067,05602c85dfcff7f362e5f36dc26ec99d6c5cc13d,,develop,passed,195,2017-01-04 12:15:36 UTC,188831068,188831069,push
188831013,05602c85dfcff7f362e5f36dc26ec99d6c5cc13d,,master,passed,186,2017-01-04 12:15:01 UTC,188831014,188831015,push
188830915,97487f83dc610fd5221152573fbd2861eb03f954,,develop,passed,186,2017-01-04 12:14:33 UTC,188830916,188830917,push
188830860,97487f83dc610fd5221152573fbd2861eb03f954,,master,passed,179,2017-01-04 12:13:51 UTC,188830861,188830862,push
188830762,87ee754468c23f946a18134a1f05888fee43c5b9,36,master,errored,64,2017-01-04 12:13:34 UTC,188830765,188830768,pull_request
188830734,2694a85d4041ca63acaf42b5379089914aa8cd6b,,develop,passed,185,2017-01-04 12:13:29 UTC,188830735,188830736,push
188829428,e0ce35c13c2d39ea0d784e4568d85efb1e04ea0b,,develop,passed,193,2017-01-04 12:08:03 UTC,188829429,188829430,push
188829351,e0ce35c13c2d39ea0d784e4568d85efb1e04ea0b,,master,passed,182,2017-01-04 12:07:51 UTC,188829352,188829353,push
188829283,68bdbaafe695fa08f21937ead23cb347b9f7576d,35,master,errored,57,2017-01-04 12:07:18 UTC,188829284,188829286,pull_request
