build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
257239536,a21f7aecc0e0fa099836742b3d10be401d5c6795,,master,failed,913,2017-07-25 10:02:56 UTC,257239537,257239538,257239539,257239540,257239541,257239542,257239543,257239544,257239545,257239546,257239547,257239548,push
257239466,949d4a78806d2def05314fdeaec9e1b4f9ecaf71,,master,canceled,-1,2017-07-25 10:01:45 UTC,257239467,257239469,257239470,257239471,257239474,257239477,257239478,257239479,257239483,257239485,257239486,257239487,push
257225765,e4fc767f6d12805d0c6065c7d09b669ba4355542,,master,failed,926,2017-07-25 09:16:13 UTC,257225767,257225768,257225769,257225770,257225771,257225772,257225773,257225774,257225775,257225776,257225777,257225778,push
257215351,977887d4b7bb0831ea15b9665dd36f9a9af05b18,,master,failed,908,2017-07-25 08:41:38 UTC,257215354,257215357,257215360,257215365,257215373,257215375,257215377,257215385,257215390,257215391,257215394,257215395,push
257213198,8aeb35402960a5c02f79e787ba9be740045d03f7,,master,failed,1108,2017-07-25 08:34:35 UTC,257213199,257213200,257213201,257213202,257213203,257213204,257213205,257213206,257213208,257213209,257213211,257213222,push
257208592,13c23db35d53fc8f3c88772d80485ce9d5d416fc,,master,failed,886,2017-07-25 08:18:36 UTC,257208593,257208594,257208595,257208596,257208597,257208598,257208599,257208600,257208601,257208603,257208605,257208607,push
257196510,d6ab495fd223a44fb20962db502f8dfc209d3ff1,,master,failed,1550,2017-07-25 07:33:35 UTC,257196511,257196512,257196513,257196514,257196515,257196516,257196517,257196518,257196519,257196520,257196521,257196522,push
256852150,0fe822ed226b0b10033052d106d7dd7e500b45ec,,master,passed,2253,2017-07-24 11:53:48 UTC,256852151,256852152,256852153,256852154,256852155,256852156,256852157,256852158,256852159,256852160,256852161,256852162,push
256432126,3bd2d6d55b93bb8ba17d6970ff7dd6f5ecdd6f13,,master,passed,2333,2017-07-22 19:10:12 UTC,256432127,256432128,256432129,256432130,256432131,256432132,256432133,256432134,256432135,256432136,256432139,256432140,cron
256044680,3bd2d6d55b93bb8ba17d6970ff7dd6f5ecdd6f13,,master,passed,2281,2017-07-21 12:53:26 UTC,256044681,256044682,256044683,256044684,256044685,256044686,256044687,256044688,256044689,256044690,256044691,256044692,push
255693010,948d752c350ed3bca847acd221251c8f6ca04a51,,master,passed,2426,2017-07-20 14:37:38 UTC,255693011,255693012,255693013,255693014,255693016,255693017,255693018,255693019,255693021,255693023,255693024,255693025,push
255594992,4e4d32dea079238c51bfc103dc1af594c2f86379,,master,passed,2349,2017-07-20 09:50:26 UTC,255594993,255594994,255594995,255594996,255594997,255594998,255594999,255595000,255595001,255595002,255595003,255595004,push
255594361,3d392d059fa1e88b78e1148595f75a7d6f6dea2c,,master,passed,2323,2017-07-20 09:42:07 UTC,255594362,255594363,255594364,255594365,255594366,255594367,255594368,255594369,255594370,255594371,255594372,255594373,push
255546715,51090c8ad2d5b68439d0278d36392335c5ad8d9b,,master,passed,2314,2017-07-20 06:53:08 UTC,255546716,255546717,255546718,255546719,255546720,255546721,255546722,255546723,255546724,255546725,255546726,255546727,push
255203653,55ec1b810b7685e3293363bcc9ed1874ba0df65c,,master,passed,2414,2017-07-19 10:26:47 UTC,255203654,255203655,255203656,255203657,255203658,255203659,255203660,255203661,255203662,255203663,255203664,255203665,push
255201477,c9bb92aefefb0a835fe471ce7636172682d6e124,,master,passed,2187,2017-07-19 10:17:34 UTC,255201478,255201479,255201480,255201481,255201482,255201483,255201484,255201485,255201486,255201487,255201488,255201489,push
254879262,25309b7321eda33f53037d8e451bad09c014cd10,,master,passed,2316,2017-07-18 14:26:12 UTC,254879263,254879264,254879265,254879266,254879267,254879268,254879269,254879270,254879271,254879273,254879274,254879275,push
254872989,b4d0b7c0dafe09bad6b455328aaa55c073754eda,,master,passed,2230,2017-07-18 14:10:14 UTC,254872990,254872991,254872992,254872993,254872994,254872995,254872996,254872997,254872998,254872999,254873000,254873001,push
254854743,2f1430d257bb2126b03f51a7bdcca10dbc074e91,,master,passed,2269,2017-07-18 13:23:13 UTC,254854744,254854746,254854750,254854754,254854755,254854757,254854765,254854766,254854767,254854768,254854769,254854771,push
254816354,b32ccba597a5910a091d906f00af7b53266a561f,,master,passed,2264,2017-07-18 11:27:43 UTC,254816355,254816360,254816363,254816365,254816366,254816367,254816368,254816371,254816372,254816373,254816374,254816375,push
254760278,fc83d82759eb1d9a0b7816d7f30504853809f6f1,,master,passed,2231,2017-07-18 08:18:58 UTC,254760279,254760280,254760281,254760282,254760283,254760284,254760285,254760286,254760287,254760288,254760289,254760290,push
254737198,9075364c3e3ff0839b7c8b0860879b10f7d7ae84,,master,passed,2442,2017-07-18 06:56:07 UTC,254737200,254737202,254737203,254737204,254737205,254737206,254737207,254737209,254737211,254737212,254737213,254737214,push
254441850,47f7208e1548949e7966cd1a0250aaafc088238d,,master,passed,2443,2017-07-17 13:35:21 UTC,254441851,254441852,254441853,254441854,254441855,254441856,254441857,254441858,254441859,254441860,254441861,254441862,push
254213264,108b6da809f3d5c3d92ff05221f1328f23447a7b,,master,passed,2177,2017-07-16 19:07:22 UTC,254213270,254213272,254213273,254213274,254213275,254213276,254213277,254213278,254213279,254213280,254213281,254213282,cron
253730192,108b6da809f3d5c3d92ff05221f1328f23447a7b,,master,passed,2254,2017-07-14 19:06:14 UTC,253730193,253730194,253730196,253730198,253730202,253730205,253730207,253730211,253730212,253730213,253730214,253730215,cron
253137551,108b6da809f3d5c3d92ff05221f1328f23447a7b,,master,passed,2229,2017-07-13 09:41:50 UTC,253137553,253137555,253137556,253137558,253137560,253137561,253137564,253137565,253137568,253137570,253137571,253137574,push
253090540,b6394e0f9ed7561bb9dee28849f85b53cacd7b73,,master,passed,2594,2017-07-13 06:59:57 UTC,253090541,253090542,253090543,253090544,253090545,253090546,253090547,253090548,253090549,253090550,253090551,253090552,push
252869128,603cf2917be145455e2feb1fd9c6d668f7e6f33c,,master,errored,3796,2017-07-12 16:01:32 UTC,252869130,252869132,252869133,252869134,252869135,252869136,252869137,252869138,252869139,252869140,252869141,252869142,push
252867200,a28539a31a8b2790103cf7bb0746fc6af217964b,,master,canceled,0,,252867201,252867202,252867204,252867206,252867207,252867208,252867209,252867210,252867212,252867214,252867216,252867217,push
252863830,d15af01403da84bae3099478cc203417e1332fd8,,master,errored,4476,2017-07-12 15:45:37 UTC,252863831,252863832,252863833,252863834,252863835,252863836,252863837,252863838,252863839,252863840,252863841,252863842,push
252863113,0958d83dd4700f39b6c89133fe65dd562028cbc7,,master,canceled,-25,2017-07-12 15:44:17 UTC,252863114,252863115,252863116,252863118,252863120,252863123,252863124,252863125,252863126,252863130,252863132,252863139,push
252861711,2e5bce27704e3031bb31402f9541834826e424ac,,master,canceled,0,,252861712,252861713,252861714,252861715,252861716,252861717,252861718,252861719,252861720,252861721,252861722,252861723,push
252860677,ec5706fa4412059fea8fcb8ca42cf883501a03b3,,master,canceled,0,,252860679,252860681,252860682,252860683,252860684,252860685,252860686,252860687,252860688,252860689,252860690,252860691,push
252859941,baf9cc23209b502df76c6ce13a207f5c75aaa03c,,master,errored,2677,2017-07-12 15:34:19 UTC,252859942,252859943,252859944,252859945,252859946,252859947,252859948,252859949,252859950,252859951,252859952,252859953,push
252854822,ee0aba460ac67b94250f111eb7b5c68b7eb73fd6,,master,passed,2467,2017-07-12 15:21:20 UTC,252854823,252854824,252854825,252854826,252854827,252854828,252854829,252854830,252854831,252854832,252854833,252854834,push
252854680,bbb31f9be8e3e0225e4d14b086f1e301bdb6f97e,,master,canceled,0,,252854681,252854682,252854683,252854684,252854685,252854686,252854687,252854688,252854689,252854690,252854691,252854692,push
252800027,4420826587b66df2cc817d98a9c7db6cc0030839,,master,passed,2618,2017-07-12 13:09:43 UTC,252800028,252800029,252800030,252800031,252800032,252800033,252800034,252800035,252800036,252800037,252800038,252800039,push
252797666,c754796114cafebead490dc482bbc3d7bbd3fee8,,master,passed,3458,2017-07-12 12:56:24 UTC,252797667,252797668,252797669,252797670,252797671,252797672,252797673,252797674,252797675,252797676,252797677,252797678,push
252797529,1aa9ab1304e8ff97644536b05822070826516409,,master,canceled,0,,252797531,252797533,252797534,252797535,252797536,252797537,252797538,252797539,252797540,252797541,252797542,252797543,push
252742178,4919a3f3274db4b3df356bde7c2c8fc189eac581,,master,passed,2489,2017-07-12 09:53:16 UTC,252742179,252742180,252742181,252742182,252742183,252742184,252742187,252742188,252742189,252742190,252742191,252742192,push
252735148,4150abd49883da0c509872d1d487af083075a19d,,master,passed,2484,2017-07-12 09:29:10 UTC,252735149,252735150,252735151,252735152,252735153,252735154,252735155,252735156,252735157,252735158,252735159,252735160,push
252419699,a4215eb1c89c572cd855dff756598a3e04654f41,,master,passed,2473,2017-07-11 14:11:03 UTC,252419700,252419701,252419702,252419703,252419704,252419705,252419706,252419707,252419708,252419709,252419710,252419711,push
252380916,895337a41f95a7e580f4c20701c53f857cb7c46d,,master,passed,3282,2017-07-11 12:26:08 UTC,252380917,252380918,252380919,252380920,252380921,252380922,252380923,252380924,252380925,252380926,252380927,252380928,push
