build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
753210818,00d41fcc1147feafc133cf5f478fba7bb18c4489,,master,passed,786,2021-01-06 16:52:01 UTC,753210819,753210820,753210821,753210822,753210823,push
752429796,4a379e7372f0fa5c64e062408d05ae738ba5ca02,,5.40.0,passed,813,2021-01-01 17:49:20 UTC,752429797,752429798,752429799,752429800,752429801,push
752429763,4a379e7372f0fa5c64e062408d05ae738ba5ca02,,master,passed,768,2021-01-01 17:44:25 UTC,752429764,752429765,752429766,752429767,752429768,push
752185198,bc5925e3f6789de70343158b086d2266d91b6acb,,master,passed,810,2020-12-30 21:01:12 UTC,752185199,752185200,752185201,752185202,752185203,push
750929970,52b2a758606d7308440abc716fe2263defd3f5f8,,master,passed,824,2020-12-21 23:12:58 UTC,750929971,750929972,750929973,750929974,750929975,push
750124280,6b550f7df582c4db6213c65271adc237b53fbfcc,,master,passed,784,2020-12-17 00:38:47 UTC,750124281,750124282,750124283,750124284,750124285,push
750121627,325dbc70ac2a0de284937cbcca3a52aff5e74a17,,master,canceled,0,,750121628,750121629,750121630,750121631,750121632,push
750086338,5a660bc7164223d813bdc40a6adfc5e0c1a8beb3,,master,passed,791,2020-12-16 20:46:48 UTC,750086339,750086340,750086341,750086342,750086343,push
749185914,ddd87a99dc80839200bec386761f31e1d73fe5b9,,master,passed,817,2020-12-12 02:31:27 UTC,749185915,749185916,749185917,749185918,749185919,push
748871452,f9efa7acc35d914a1bb528c428f66bcc9a4e40b5,,master,passed,762,2020-12-10 23:16:39 UTC,748871453,748871454,748871455,748871456,748871457,push
748858680,01eb65e5da64bd0fc0926b75b662b3dbc6f53ffd,,master,canceled,0,,748858681,748858682,748858683,748858684,748858685,push
747741747,fe9913040e11f8f468c53651c072b3227eac0730,,master,passed,776,2020-12-05 02:40:29 UTC,747741748,747741749,747741750,747741751,747741752,push
747660315,4ae70f365874afa81dd5f3f660dbf74477cc4a54,,master,passed,790,2020-12-04 17:32:54 UTC,747660316,747660317,747660318,747660319,747660320,push
747315034,21ab4ce8d4a55621522f255e958bc602788ebb78,,master,passed,798,2020-12-03 01:26:23 UTC,747315035,747315036,747315037,747315038,747315039,push
747016651,ef922c0059f627e1c8423a040505b3b71b598c9d,,5.39.0,passed,824,2020-12-01 19:47:26 UTC,747016652,747016653,747016654,747016655,747016656,push
747016619,ef922c0059f627e1c8423a040505b3b71b598c9d,,master,passed,810,2020-12-01 17:59:20 UTC,747016620,747016621,747016622,747016623,747016624,push
746836350,ac93738ad44d4ac7b3b89c14ece19b8aaaf4aac9,,master,passed,796,2020-11-30 22:10:03 UTC,746836351,746836352,746836353,746836354,746836355,push
746805405,de98fc703cdc53ec92dd33ca611873d2d010dccf,,master,passed,805,2020-11-30 19:16:44 UTC,746805406,746805407,746805408,746805409,746805410,push
746801849,c28842d3ff9b3f8ed9e34589cdb31d24c4fe5d86,,master,canceled,0,,746801850,746801851,746801852,746801853,746801854,push
746799246,cab3ff5a9cbc64b03eb34a71c2fd50db0cf17789,,master,canceled,0,,746799247,746799248,746799249,746799250,746799251,push
746788608,88a194405699e73b3909c49c30137c1c68bec636,,master,canceled,0,,746788609,746788610,746788611,746788612,746788613,push
746780538,0f25968b40bb910ca463d349a651ab76515b80c1,,master,canceled,0,,746780540,746780542,746780545,746780548,746780550,push
744955303,c59f875078ba61f4036ca53dfb819484bb64e979,,master,passed,835,2020-11-21 00:22:31 UTC,744955304,744955305,744955306,744955307,744955308,push
744752188,1360ce25c7ceb48f152d7626bfac8a9760c339d4,,master,passed,824,2020-11-19 23:13:54 UTC,744752189,744752190,744752191,744752192,744752193,push
744748766,283f2d034c3e5fb7fd35e8b4f70007ac70a93211,,master,canceled,0,,744748767,744748768,744748769,744748770,push
744037005,a87937aa6b4ed1a2a81bebdfe049a1a120a99a12,,master,passed,613,2020-11-17 02:02:40 UTC,744037006,744037007,744037008,744037009,push
744034864,99df06d90144deee283246087086d60cb22a0074,,master,canceled,0,,744034865,push
744032948,c54ac95cff9acc3646eb85f573b00dc51448af04,,master,canceled,0,,744032949,push
744031890,c7ba16431c4b4cbbef4b77462f983820ce7d518c,,master,canceled,0,,744031891,push
744030371,18ca7eb9e61677d054dd70bbac72ea7adf30666b,,master,canceled,0,,744030372,push
744029416,f2f31247fd910830af4835e54f76e476a2d1cfcb,,master,canceled,0,,744029417,push
744028050,c11fbeb56c5ab83e74f03a17c8edc5a014b237b4,,master,canceled,0,,744028051,push
741463419,0e49e08d4b604546347b7ad18bbfbf684150a443,,master,passed,3475,2020-11-04 19:28:17 UTC,741463420,741463421,741463422,741463423,741463424,741463425,741463426,741463427,741463428,741463429,741463430,741463431,741463432,741463433,741463434,741463435,push
741241486,07acbba8792851a2f4184d6f4685a7100750cc89,,master,passed,3374,2020-11-04 00:17:48 UTC,741241487,741241488,741241489,741241490,741241491,741241492,741241493,741241494,741241495,741241496,741241497,741241498,741241499,741241500,741241501,741241502,push
740966389,f20b8974834ae9212a0e38fafdf00a37e3925f49,,master,passed,3526,2020-11-03 00:19:23 UTC,740966390,740966391,740966392,740966393,740966394,740966395,740966396,740966397,740966398,740966399,740966400,740966401,740966402,740966403,740966404,740966405,push
740648064,1acf707fee6c5bb5990ce03cc001fa6641d3dae7,,5.38.0,passed,3175,2020-11-01 17:59:15 UTC,740648065,740648066,740648067,740648068,740648069,740648070,740648071,740648072,740648073,740648074,740648075,740648076,740648077,740648078,740648079,740648080,push
740648045,1acf707fee6c5bb5990ce03cc001fa6641d3dae7,,master,passed,3535,2020-11-01 17:37:53 UTC,740648046,740648047,740648048,740648049,740648050,740648051,740648052,740648053,740648054,740648055,740648056,740648057,740648058,740648059,740648060,740648061,push
737872428,df173ffbf9f35d4a12c13d08d2bb7a519013f32b,,master,passed,3561,2020-10-21 23:42:41 UTC,737872429,737872430,737872431,737872432,737872433,737872434,737872435,737872436,737872437,737872438,737872439,737872440,737872441,737872442,737872443,737872444,push
736434728,a84e8368d7f5b9816474eb92bd198052fec103f7,,master,passed,3578,2020-10-16 17:01:11 UTC,736434729,736434730,736434731,736434732,736434733,736434734,736434735,736434736,736434737,736434738,736434739,736434740,736434741,736434742,736434744,736434745,push
733819081,62a8ec19d80185c219d54fbb8cd3be4b29a3e0bb,,master,passed,3532,2020-10-07 22:46:04 UTC,733819082,733819083,733819084,733819085,733819086,733819087,733819088,733819089,733819090,733819091,733819092,733819093,733819094,733819095,733819096,733819097,push
733472006,de22fcd2248b5334ed35f18b799b86771a5b255b,,master,passed,3542,2020-10-06 21:18:25 UTC,733472007,733472008,733472009,733472010,733472011,733472012,733472013,733472014,733472015,733472016,733472017,733472018,733472019,733472020,733472021,733472022,push
733159337,d14ccc602b925098b713c8faa30f297d15087168,,master,passed,3540,2020-10-06 01:06:16 UTC,733159338,733159339,733159340,733159341,733159342,733159343,733159344,733159345,733159346,733159347,733159348,733159349,733159350,733159351,733159352,733159353,push
731971939,da68e65a520f7b17cd6e30a51f67d88a3ca05bf4,,master,passed,3703,2020-10-01 16:23:48 UTC,731971940,731971941,731971942,731971943,731971944,731971945,731971946,731971947,731971948,731971949,731971950,731971951,731971952,731971953,731971954,731971955,push
731961619,5fcdd2a245f6e4c118bb74084115c1bf9ea83e58,,5.37.0,passed,3653,2020-10-01 15:33:49 UTC,731961620,731961621,731961622,731961623,731961624,731961625,731961626,731961627,731961628,731961629,731961630,731961631,731961632,731961633,731961634,731961635,push
731961598,5fcdd2a245f6e4c118bb74084115c1bf9ea83e58,,master,passed,3676,2020-10-01 14:52:19 UTC,731961599,731961600,731961601,731961602,731961603,731961604,731961605,731961606,731961607,731961608,731961609,731961610,731961611,731961612,731961613,731961614,push
731024191,12ebdc7cc33bc36dc216edcf14b984dc4bf6521a,,master,passed,3734,2020-09-28 16:43:57 UTC,731024192,731024193,731024194,731024195,731024196,731024197,731024198,731024199,731024200,731024201,731024202,731024203,731024204,731024205,731024206,731024207,push
730820430,92d2b0b866cdab03aa7d365d3573f46198545b99,,master,passed,3540,2020-09-28 02:16:45 UTC,730820431,730820432,730820433,730820434,730820435,730820436,730820437,730820438,730820439,730820440,730820441,730820442,730820443,730820444,730820445,730820446,push
729356354,1bcb1996fc7be80db8001640aae6fb5a2ca5ff19,,master,passed,3630,2020-09-22 15:56:58 UTC,729356355,729356356,729356357,729356358,729356359,729356360,729356361,729356362,729356363,729356364,729356365,729356366,729356367,729356368,729356369,729356370,push
727811509,9543d31b193c2e8d3e94f92b9a568ffd44841a57,,master,passed,3555,2020-09-16 19:30:59 UTC,727811510,727811511,727811512,727811513,727811514,727811515,727811516,727811517,727811518,727811519,727811520,727811521,727811522,727811523,727811525,727811526,push
725961508,ff5d77cb60a61b41d3eb500344f287f0b9fbdb97,,master,passed,3586,2020-09-10 14:58:15 UTC,725961509,725961510,725961511,725961512,725961513,725961514,725961515,725961516,725961517,725961518,725961519,725961520,725961521,725961522,725961523,725961524,push
