build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
754529203,5ca7bbb600f4a57b71090915fe7c17cadec4a4d8,563,master,errored,694,2021-01-14 21:22:22 UTC,754529204,754529205,754529206,754529207,754529208,754529209,754529210,754529211,754529212,754529213,754529214,754529215,pull_request
747106982,6618590fa185a9fb4a761c4373e8719211ccace3,561,master,errored,353,2020-12-02 07:16:45 UTC,747106983,747106984,747106985,747106986,747106987,747106988,pull_request
747106932,bc5c23316027bac7ca77a76c35635550474f830e,,rails6-support,errored,376,2020-12-02 06:16:59 UTC,747106933,747106934,747106935,747106936,747106937,747106938,push
747104716,1c0abed4a2cd58869b4aa05e46e1a49a2e0f670f,,master,errored,717,2020-12-02 02:45:04 UTC,747104717,747104718,747104719,747104720,747104721,747104722,747104723,747104724,747104725,747104726,747104727,747104728,push
747103221,43c367ecd6f8fbea49891b9650c54106ff4fb944,,rails6-support,canceled,0,,747103222,747103223,747103224,747103225,747103226,747103227,747103228,747103229,747103230,747103231,747103232,747103233,push
730574276,0bee473373a343693d6a5677dd09827b0266bf83,558,master,errored,733,2020-09-26 20:42:16 UTC,730574277,730574278,730574279,730574280,730574281,730574282,730574283,730574284,730574285,730574286,730574287,730574288,pull_request
719634647,359d53070a20054214cbb5227be7894b89f31839,557,master,errored,802,2020-08-20 14:49:49 UTC,719634648,719634649,719634650,719634651,719634652,719634653,719634654,719634655,719634656,719634657,719634658,719634659,pull_request
692660754,6e7876b132415484eea060604092eb808899a764,553,master,errored,249,2020-05-29 17:58:12 UTC,692660755,692660756,692660757,692660758,692660759,692660760,692660761,692660762,692660763,692660764,692660765,692660766,pull_request
663014136,689680492868f2c724f98f9f676e42185c0cb76f,550,master,errored,714,2020-03-16 10:54:07 UTC,663014137,663014138,663014139,663014140,663014141,663014143,663014144,663014146,663014147,663014148,663014149,663014150,pull_request
663010425,623f264ab22a90a8a3ff67692c13908f7215a086,550,master,errored,720,2020-03-16 10:41:12 UTC,663010426,663010427,663010428,663010429,663010430,663010431,663010432,663010433,663010434,663010435,663010436,663010437,pull_request
656607388,eba6a5f97d7ce6498466855e422da4f560e9803f,549,master,errored,712,2020-02-29 09:29:17 UTC,656607389,656607390,656607391,656607392,656607393,656607394,656607395,656607396,656607397,656607398,656607399,656607400,pull_request
656607375,b7d721516071cf77d17518245a8eeb279d199a18,,dependabot/bundler/sample_app/rake-13.0.1,errored,697,2020-02-29 09:31:46 UTC,656607376,656607377,656607378,656607379,656607380,656607381,656607382,656607383,656607384,656607385,656607386,656607387,push
654788969,8c3f8c55a7aeab180c74ec5c6f2639fb9a593b5f,548,master,errored,737,2020-02-25 08:27:06 UTC,654788970,654788971,654788972,654788973,654788974,654788975,654788976,654788977,654788978,654788979,654788980,654788981,pull_request
654788956,2005c79897ec9fef6a65dbf7e8527f188970f5de,,dependabot/bundler/sample_app/nokogiri-1.10.8,errored,714,2020-02-25 08:25:26 UTC,654788957,654788958,654788959,654788960,654788961,654788962,654788963,654788964,654788965,654788966,654788967,654788968,push
649152152,82b41e22c2a2648a9283dfe606c5753add0e1612,546,master,errored,442,2020-02-11 21:58:51 UTC,649152153,649152154,649152155,649152156,649152157,649152158,649152159,649152160,649152161,649152162,649152163,649152164,pull_request
632472042,30fb6efaf4b082fa49e1806e47aceb5b27a2cd1b,545,master,errored,687,2020-01-03 22:23:45 UTC,632472043,632472044,632472045,632472046,632472047,632472048,632472049,632472050,632472051,632472052,632472053,632472054,pull_request
629764253,d73e0713f1a0801923ba6170204ed643aff3ba31,544,master,errored,691,2019-12-26 20:01:52 UTC,629764254,629764255,629764256,629764257,629764258,629764259,629764260,629764261,629764262,629764263,629764264,629764265,pull_request
615283705,5ae0ac64976596e0d6a0d46a17d5be401506dc7b,543,master,errored,814,2019-11-21 22:07:13 UTC,615283706,615283707,615283708,615283709,615283710,615283711,615283712,615283713,615283714,615283715,615283716,615283717,pull_request
604827448,9df33a7178337d5057796d1773ca55673e529fdb,541,master,errored,819,2019-10-30 07:05:28 UTC,604827449,604827451,604827452,604827453,604827454,604827455,604827456,604827457,604827458,604827459,604827460,604827461,pull_request
604827428,5b4e0df0ef87b41ab0fae923a3f09e233052b08f,,dependabot/bundler/sample_app/nokogiri-1.10.4,errored,821,2019-10-30 07:02:26 UTC,604827429,604827430,604827431,604827432,604827433,604827434,604827435,604827436,604827437,604827438,604827439,604827440,push
578037629,acb77ab2485ac63d732818a4aec814795bcf7c4f,538,master,errored,716,2019-08-28 20:06:33 UTC,578037630,578037631,578037632,578037633,578037634,578037635,578037636,578037637,578037638,578037639,578037640,578037641,pull_request
578028452,8b183316d88178a67af67648b100a9464c2b8b80,538,master,errored,720,2019-08-28 19:42:32 UTC,578028453,578028454,578028455,578028456,578028457,578028458,578028459,578028460,578028461,578028462,578028463,578028464,pull_request
577216218,8c80ced3398850d6fb388812d5638c6bf81e033c,536,master,errored,778,2019-08-27 07:53:21 UTC,577216219,577216220,577216221,577216222,577216223,577216224,577216225,577216226,577216227,577216228,577216229,577216230,pull_request
577099574,0ada2f8b58b7d813ec517ec6a414e24d3850bd53,535,master,errored,454,2019-08-27 00:23:29 UTC,577099575,577099576,577099577,577099578,577099579,577099580,577099581,577099582,577099583,577099584,577099585,577099586,pull_request
570815851,c68b760d1b09df72f70b4a786ffa2fef8c4fdddc,533,master,errored,234,2019-08-12 12:24:38 UTC,570815852,570815853,570815854,570815855,570815856,570815857,570815858,570815859,570815860,570815861,570815862,570815863,pull_request
567979132,d3864e15701d34ebba1f39d23426a483c9e49000,531,master,errored,1157,2019-08-05 17:02:20 UTC,567979135,567979136,567979138,567979139,567979140,567979141,567979142,567979143,567979144,567979145,567979146,567979147,pull_request
566184653,a76f8c88224f39f3af61861cbb756a63c2374f6e,531,master,errored,726,2019-07-31 21:15:00 UTC,566184654,566184655,566184656,566184657,566184658,566184661,566184662,566184663,566184664,566184665,566184666,566184667,pull_request
566119761,e523cc4fe59712068f8e5a6c0bd660244f335bdd,531,master,errored,712,2019-07-31 18:42:25 UTC,566119762,566119763,566119764,566119765,566119766,566119767,566119768,566119769,566119770,566119771,566119772,566119773,pull_request
566090586,a4f17470a37ac681114fcd25ca9dcd81bbc8f3d8,531,master,errored,720,2019-07-31 17:38:34 UTC,566090588,566090589,566090590,566090591,566090592,566090593,566090594,566090595,566090597,566090598,566090599,566090600,pull_request
560639258,2d9339af32db7929426d35dd41ca3ff8babc14f2,531,master,errored,705,2019-07-18 19:15:02 UTC,560639259,560639260,560639261,560639262,560639263,560639264,560639265,560639266,560639267,560639268,560639269,560639270,pull_request
560592596,3e2ecfbd0a41a81c4e29f2056b298c63d861e755,531,master,errored,730,2019-07-18 17:22:56 UTC,560592597,560592598,560592599,560592600,560592601,560592602,560592603,560592604,560592605,560592606,560592607,560592608,pull_request
550991487,2124f596582ff385a86a06c26c77f9cb6e99c48f,528,master,errored,803,2019-06-26 20:14:22 UTC,550991488,550991489,550991490,550991491,550991492,550991493,550991494,550991495,550991496,550991497,550991498,550991499,pull_request
550697171,46d44ff2331f84a22262471790eff1033669144d,527,master,errored,1567,2019-06-26 08:50:22 UTC,550697174,550697175,550697176,550697177,550697178,550697179,550697181,550697182,550697183,550697184,550697188,550697189,pull_request
550450783,b014931638f66e04ecbedf492fe9435578fcfe9b,526,master,errored,781,2019-06-25 18:57:19 UTC,550450784,550450785,550450786,550450787,550450788,550450789,550450790,550450791,550450792,550450793,550450794,550450795,pull_request
550449171,45562257c4e9a3d9b45ed77a73b3cef772715185,526,master,errored,784,2019-06-25 18:52:18 UTC,550449172,550449173,550449174,550449175,550449176,550449177,550449178,550449179,550449180,550449181,550449182,550449183,pull_request
549859624,faceaa74481baa6433aba9551bd80a5316b62cf2,525,master,errored,788,2019-06-24 17:44:23 UTC,549859625,549859626,549859627,549859628,549859629,549859630,549859631,549859632,549859633,549859634,549859635,549859636,pull_request
538328765,c75378fd860215366bcafb27744479a10ef91c6e,522,master,failed,1612,2019-05-28 16:39:02 UTC,538328766,538328767,538328768,538328769,538328770,538328771,538328772,538328773,538328774,538328775,538328776,538328777,pull_request
538262500,97284e35d50836735b0a27a7db90fd6291005301,522,master,failed,1298,2019-05-28 14:21:43 UTC,538262501,538262502,538262503,538262504,538262505,538262506,538262507,538262508,538262509,538262510,538262511,538262512,pull_request
521878683,f2d3c15075c709023a1c712856efc0815af974e5,518,master,passed,1254,2019-04-18 19:23:00 UTC,521878684,521878685,521878686,521878687,521878688,521878689,521878690,521878691,521878692,521878693,521878694,521878695,pull_request
504498544,43c367ecd6f8fbea49891b9650c54106ff4fb944,,v0.10.2,passed,1312,2019-03-11 02:55:01 UTC,504498545,504498546,504498547,504498548,504498549,504498550,504498551,504498552,504498553,504498554,504498555,504498556,push
504498502,43c367ecd6f8fbea49891b9650c54106ff4fb944,,master,passed,1171,2019-03-11 02:50:53 UTC,504498503,504498504,504498505,504498506,504498507,504498508,504498509,504498510,504498511,504498512,504498513,504498514,push
504496137,7cb9aa6e75bcf96d8089b6d16abd4e29b700b2dc,,master,passed,1293,2019-03-11 02:38:05 UTC,504496138,504496139,504496140,504496141,504496142,504496143,504496144,504496145,504496146,504496147,504496148,504496149,push
504496001,26ff9ebb421b87a6c83e9b3ca7d63c0846b208fa,,master,canceled,0,,504496002,504496003,504496004,504496005,504496006,504496007,504496008,504496009,504496010,504496011,504496012,504496014,push
504495817,49c9b802ac33f57564f99d7175fef6e97f188845,,master,errored,783,2019-03-11 02:34:55 UTC,504495818,504495819,504495820,504495821,504495822,504495823,504495824,504495825,504495826,504495827,504495828,504495829,push
501558945,4afa93c4d26cdd818a096773a8dac54cec8326b6,516,master,passed,1233,2019-03-04 15:42:07 UTC,501558946,501558947,501558948,501558949,501558950,501558951,501558952,501558953,501558954,501558955,501558956,501558957,pull_request
501538618,e2287669481859deed19005b749af876a4eb1a4e,516,master,errored,770,2019-03-04 14:58:16 UTC,501538619,501538620,501538621,501538622,501538623,501538624,501538625,501538626,501538627,501538628,501538629,501538630,pull_request
484491880,a1c3d4bd95b994f70855de48582c2214caa0a84d,513,master,passed,1380,2019-01-25 18:40:17 UTC,484491881,484491882,484491883,484491884,484491885,484491886,484491887,484491888,484491889,484491890,484491891,484491892,pull_request
454762004,0021e77abc2163926ebc5eca0b04a20ff6755921,510,master,passed,1151,2018-11-14 00:02:07 UTC,454762005,454762006,454762007,454762008,454762009,454762010,454762011,454762012,454762013,454762014,454762015,454762016,pull_request
448640437,b900bebe5f19c4cfadfc5d12b872e563fe613400,,v0.10.1,passed,1231,2018-10-31 01:29:33 UTC,448640438,448640439,448640440,448640441,448640442,448640443,448640444,448640445,448640446,448640447,448640448,448640449,push
448640393,b900bebe5f19c4cfadfc5d12b872e563fe613400,,master,passed,1083,2018-10-31 01:24:01 UTC,448640394,448640395,448640396,448640397,448640398,448640399,448640400,448640401,448640402,448640403,448640404,448640405,push
448640076,d16cc0076806823d22ccc93ad07f69ced3f09e92,,master,canceled,0,,448640077,448640078,448640079,448640080,448640081,448640082,448640083,448640084,448640085,448640086,448640087,448640088,push
448639412,b4f862190ad5f73adf283c8e5123f64ed03c01b7,,v0.10.0,passed,1101,2018-10-31 01:19:01 UTC,448639413,448639414,448639415,448639416,448639417,448639418,448639419,448639420,448639421,448639422,448639423,448639424,push
448639381,b4f862190ad5f73adf283c8e5123f64ed03c01b7,,master,passed,1106,2018-10-31 01:14:14 UTC,448639382,448639383,448639384,448639385,448639386,448639387,448639390,448639391,448639392,448639393,448639394,448639395,push
448638259,575e0c6bcd5a93ae8352071c0d8c5fed8756d85f,,master,canceled,0,,448638260,448638261,448638262,448638263,448638264,448638265,448638266,448638267,448638268,448638269,448638270,448638271,push
448637963,390037e782d6ad24dc3f370e8ddc5c599c60a496,,master,passed,1032,2018-10-31 01:08:51 UTC,448637964,448637965,448637966,448637967,448637968,448637969,448637970,448637971,448637972,448637973,448637974,448637975,push
448636239,4a22d0a0729e7afbb6223581ea060f797021ac6b,,master,passed,1087,2018-10-31 01:02:37 UTC,448636240,448636241,448636242,448636243,448636244,448636245,448636246,448636247,448636248,448636249,448636250,448636251,push
448635413,ce6c61720bdca366634eaeea52820fbf92e5bfbe,,master,passed,1203,2018-10-31 00:58:01 UTC,448635414,448635415,448635416,448635417,448635418,448635419,448635420,448635421,448635422,448635423,448635424,448635425,push
444902422,8e6bd9679b00bf947456c4eb8d0630fa9399bc92,494,master,passed,1250,2018-10-23 02:54:16 UTC,444902425,444902426,444902428,444902430,444902431,444902432,444902434,444902436,444902437,444902439,444902440,444902441,pull_request
444902399,0c97947ebbc978170afe97861fe1483437c95439,,feature/updating-octopus-versions,passed,1160,2018-10-23 02:50:12 UTC,444902400,444902401,444902402,444902403,444902404,444902405,444902406,444902407,444902408,444902409,444902410,444902411,push
444504523,e04ba81c617e9492c5fce0461ad9d72dbf2e3b47,,feature/updating-octopus-versions,failed,1059,2018-10-21 22:57:56 UTC,444504524,444504525,444504526,444504527,444504528,444504529,444504530,444504531,444504532,444504533,444504534,444504535,push
444500580,b6cedf8c72ff2e2744e79aba6ca74d6aa5c3dfdd,,feature/updating-octopus-versions,failed,1034,2018-10-21 22:40:52 UTC,444500581,444500582,444500583,444500584,444500585,444500586,444500587,444500588,444500589,444500590,444500591,444500592,push
443706364,3714a9edb2edf3b41ecf387f6dd5db4334231579,509,master,passed,1062,2018-10-19 13:43:25 UTC,443706365,443706366,443706367,443706368,443706369,443706370,443706371,443706372,443706373,443706374,443706375,443706377,443706381,pull_request
443409982,5a191c7a658b232df5d03f72f57b90f72eccdd6f,509,master,failed,1014,2018-10-18 21:32:32 UTC,443409983,443409984,443409985,443409986,443409987,443409988,443409989,443409990,443409991,443409992,443409993,443409994,443409995,pull_request
443405575,8267999264edbc6e4ef6b1e6a92504f5820742a1,509,master,failed,1020,2018-10-18 21:22:21 UTC,443405576,443405577,443405578,443405579,443405580,443405581,443405582,443405583,443405584,443405585,443405586,443405587,443405589,pull_request
443303185,bc4a8e8f9aa9dd1890d8ef16c3f5cf4388b87e1c,509,master,failed,1029,2018-10-18 17:36:53 UTC,443303186,443303187,443303188,443303189,443303190,443303191,443303192,443303193,443303194,443303195,443303196,443303197,443303198,pull_request
442237275,7f67415310a764fbdc75c7e968754f2a235f3ee0,508,feature/updating-octopus-versions,failed,1039,2018-10-16 15:32:14 UTC,442237276,442237277,442237278,442237279,442237280,442237281,442237282,442237283,442237284,442237285,442237286,442237287,pull_request
441978513,f1e90ec4ce2b76a359575ca88b6b25f0582a6834,,master,passed,1024,2018-10-16 03:08:46 UTC,441978514,441978516,441978518,441978519,441978520,441978521,441978522,441978524,441978525,441978527,441978528,441978529,441978530,push
441978195,54bec5610b1d36d2c8b043a30b764afa1be9cda3,,master,canceled,0,,441978196,441978197,441978198,441978199,441978200,441978201,441978202,441978203,441978204,441978205,441978206,441978207,441978208,push
441977920,7b53a7d3699c1bec3ba9e57d3bd4801edb1f65d4,,master,canceled,0,,441977921,441977922,441977923,441977924,441977925,441977926,441977927,441977928,441977929,441977930,441977931,441977932,441977933,push
441977430,d655ebab0f105ae09589da884c5b7facd99db00d,494,master,passed,1048,2018-10-16 03:04:20 UTC,441977431,441977432,441977433,441977434,441977435,441977436,441977437,441977438,441977439,441977440,441977441,441977442,pull_request
441977417,28aac382002934bc6c58f04b01c394a348cfdecb,,feature/updating-octopus-versions,passed,1019,2018-10-16 03:00:03 UTC,441977418,441977419,441977420,441977421,441977422,441977423,441977424,441977425,441977426,441977427,441977428,441977429,push
441749023,8c5afb083b378c5bd349bcbaf6694eb78fb6c3fa,507,feature/updating-octopus-versions,passed,1010,2018-10-15 16:28:17 UTC,441749024,441749025,441749026,441749027,441749028,441749029,441749030,441749031,441749032,441749033,441749034,441749035,pull_request
441458790,5cb6cf3a5937e0a2d544c2434447f137c1c28730,507,feature/updating-octopus-versions,passed,1042,2018-10-15 02:22:18 UTC,441458791,441458792,441458793,441458794,441458795,441458796,441458797,441458798,441458799,441458800,441458801,441458802,pull_request
441458761,fe9f2b6050ad7e8bd2279117a4a4abdb0c76481c,507,feature/updating-octopus-versions,canceled,0,,441458762,441458763,441458764,441458765,441458766,441458767,441458768,441458769,441458770,441458771,441458772,441458773,pull_request
441457260,4af63567273730296e16aef7ce408a18b3b6d2e8,507,feature/updating-octopus-versions,errored,913,2018-10-15 02:13:20 UTC,441457261,441457262,441457263,441457264,441457265,441457266,441457267,441457268,441457269,441457270,441457271,441457272,pull_request
440840814,a48eae13da7afd349d2e36e81124ea592e5780eb,507,feature/updating-octopus-versions,errored,1053,2018-10-12 22:05:43 UTC,440840815,440840816,440840817,440840818,440840819,440840820,440840821,440840822,440840823,440840824,440840825,440840826,pull_request
427410744,1a245363036678724353ae8e3438a9e3c271fe48,502,master,errored,941,2018-09-11 21:35:36 UTC,427410745,427410746,427410747,427410748,427410749,427410750,427410751,427410752,427410753,427410754,427410755,427410756,427410757,pull_request
408639728,f76ce5120ecc461f88774d1a6d30316d3569f0dc,500,master,errored,1057,2018-07-26 18:40:21 UTC,408639729,408639730,408639731,408639732,408639733,408639734,408639735,408639736,408639737,408639738,408639739,408639740,408639741,pull_request
399107049,df7e8dd132561eae735de19e8d9e771c70b9ca38,498,master,errored,1350,2018-07-02 12:33:27 UTC,399107050,399107051,399107052,399107053,399107054,399107055,399107056,399107057,399107058,399107059,399107060,399107061,399107062,pull_request
399106551,688f8fc730f5574a7ffe25627b82ac90da1269ee,499,master,passed,1430,2018-07-02 12:27:53 UTC,399106553,399106554,399106555,399106556,399106558,399106559,399106561,399106562,399106564,399106565,399106567,399106568,399106570,pull_request
399054036,45b0b6e9f038bd0aad38fbdec54ffc76a47e9713,498,master,errored,905,2018-07-02 09:43:41 UTC,399054037,399054038,399054039,399054040,399054041,399054042,399054043,399054044,399054045,399054046,399054047,399054048,399054049,pull_request
398196830,02515b5facb80b51d0b49a8b4e5846c60ebd6472,496,master,errored,893,2018-06-29 11:09:45 UTC,398196831,398196832,398196833,398196834,398196836,398196838,398196839,398196842,398196843,398196844,398196845,398196846,398196847,pull_request
387608107,ee3cfb1d9028c27d271749600fcdf7e97e9eefb1,494,master,errored,697,2018-06-04 03:56:04 UTC,387608108,387608109,387608110,387608111,387608112,387608113,387608114,387608115,387608116,387608117,387608118,387608119,pull_request
387608092,e529652d6d5d29d466e786e181e4ed78ba1d39f3,,feature/updating-octopus-versions,errored,913,2018-06-04 03:51:15 UTC,387608093,387608094,387608095,387608096,387608097,387608098,387608099,387608100,387608101,387608102,387608103,387608104,push
387607563,b8971816a4962f55d03f9ce4a7f996998c7bbfaf,494,master,canceled,0,,387607564,387607565,387607566,387607567,387607568,387607569,387607570,387607571,387607572,387607573,387607574,387607575,387607576,pull_request
387607540,0c61b74468877b782f7024e8126281d5c2cabcd2,,feature/updating-octopus-versions,errored,832,2018-06-04 03:47:18 UTC,387607541,387607542,387607543,387607544,387607545,387607546,387607547,387607548,387607549,387607550,387607551,387607552,387607553,push
387606345,8b4cfbe63453de9db5822bdd25fa8f2694409ca3,494,master,errored,437,2018-06-04 03:43:29 UTC,387606346,387606347,387606348,387606349,387606350,387606351,387606352,387606353,387606354,387606355,387606356,387606357,387606358,pull_request
387606052,066f1fd0031ef31a2abdd9a5f2393057b3a9efe3,,feature/updating-octopus-versions,errored,446,2018-06-04 03:40:12 UTC,387606053,387606054,387606055,387606056,387606057,387606058,387606059,387606060,387606061,387606062,387606063,387606064,387606065,push
387605862,62e38cd6ec211e893d0474d4b4188d7380e8647c,488,feature/updating-octopus-versions,errored,259,2018-06-04 03:37:50 UTC,387605863,387605864,387605865,387605866,387605867,387605868,387605869,387605870,387605871,387605872,387605873,387605874,387605875,pull_request
387593468,0ee16ec195f2663ba2f7aa4d98b6c691d185f440,,feature/updating-octopus-versions,errored,448,2018-06-04 02:37:44 UTC,387593469,387593470,387593471,387593472,387593473,387593474,387593475,387593476,387593477,387593478,387593479,387593480,387593481,push
387590892,6701e7767f2e52f3fe2237cc7efc77a7d23a47b1,,feature/updating-octopus-versions,errored,874,2018-06-04 02:28:26 UTC,387590893,387590894,387590895,387590896,387590897,387590898,387590899,387590900,387590901,387590902,387590903,387590904,387590905,push
387589878,1c9a07fd9f663a33b7298297a10e10c8b37cd648,,master,errored,1107,2018-06-04 02:23:19 UTC,387589879,387589880,387589881,387589882,387589883,387589884,387589885,387589886,387589887,387589888,387589889,387589890,387589891,push
387589564,d87f5996cd359f5349b3d4a7e8e18af56dc6d5fb,,master,errored,773,2018-06-04 02:19:42 UTC,387589565,387589566,387589567,387589568,387589569,387589570,387589571,387589572,387589573,387589574,387589575,387589576,387589577,push
387586289,58ee1a3e27b920aef967e4a8ef3d533aadf3d4ba,,master,passed,870,2018-06-04 02:03:37 UTC,387586290,387586291,387586292,387586293,387586294,387586295,387586296,387586297,387586298,387586299,387586300,387586301,387586302,push
379018708,a66516a7cf80e92b91284b2bc82657185fd71069,491,master,passed,1080,2018-05-15 02:16:43 UTC,379018709,379018710,379018711,379018712,379018713,379018714,379018715,379018716,379018717,379018718,379018719,379018720,379018721,pull_request
368549100,f1c2d03f85ed5c9e7d0d068154681766b4773628,483,master,passed,1082,2018-04-19 09:12:20 UTC,368549101,368549102,368549103,368549104,368549105,368549106,368549107,368549108,368549109,368549110,368549111,368549112,368549113,pull_request
367607591,627fe070fb338746076bd537c66219f26d4e08e3,488,master,passed,1048,2018-04-17 11:25:47 UTC,367607592,367607593,367607595,367607596,367607597,367607599,367607600,367607601,367607602,367607603,367607604,367607605,367607606,pull_request
367574654,4159cc514e041a800f9b9eadb7338cf8b37f24bb,488,master,failed,1128,2018-04-17 09:59:58 UTC,367574655,367574656,367574657,367574658,367574659,367574660,367574661,367574662,367574663,367574664,367574665,367574666,367574667,pull_request
367236133,300490ac9cb50e6f62a90df57007698ed22e9a1e,488,master,passed,1088,2018-04-16 16:07:10 UTC,367236134,367236135,367236136,367236137,367236138,367236139,367236140,367236141,367236142,367236143,367236144,367236145,367236146,pull_request
364414846,eca37d7f3d0a1faf3ffd6431ebb1997b7998c341,483,master,passed,1129,2018-04-10 02:39:52 UTC,364414847,364414848,364414849,364414850,364414851,364414852,364414853,364414854,364414855,364414856,364414857,364414858,364414859,pull_request
364381478,b6e0a0cf56072863f711827193ba7cd78f66c6d4,483,master,passed,1403,2018-04-10 00:18:42 UTC,364381479,364381480,364381481,364381482,364381483,364381484,364381485,364381486,364381487,364381488,364381489,364381490,364381491,pull_request
364072466,af92153c58de685730478c7da3f98686d77ee6d4,483,master,failed,1171,2018-04-09 11:36:40 UTC,364072467,364072468,364072469,364072470,364072471,364072472,364072473,364072474,364072475,364072476,364072477,364072478,364072479,pull_request
364003168,a4dea361e0fcd76e5f8599889256a6d62bec1710,483,master,passed,1260,2018-04-09 08:06:55 UTC,364003169,364003170,364003171,364003173,364003175,364003176,364003177,364003178,364003179,364003180,364003181,364003182,364003184,pull_request
363946355,c5c17f047d271d7cc80038c4464da4d9faf64ea9,483,master,passed,1121,2018-04-09 03:26:08 UTC,363946356,363946357,363946358,363946359,363946360,363946361,363946362,363946363,363946364,363946365,363946366,363946367,363946368,pull_request
361956790,b35fc0a42250df03685a5966e59636ba3bf71aa5,483,master,passed,1112,2018-04-04 03:44:45 UTC,361956792,361956793,361956794,361956795,361956796,361956797,361956798,361956800,361956801,361956802,361956803,361956805,361956806,pull_request
361952602,fae6a14131f335b6ff6a5795b80b201b74113197,483,master,passed,1153,2018-04-04 03:23:49 UTC,361952603,361952604,361952605,361952606,361952607,361952609,361952612,361952613,361952615,361952616,361952617,361952619,361952621,pull_request
361939746,2a0acbee3b97a4cddb103edcf1a94c2d698cb441,483,master,failed,1368,2018-04-04 02:21:58 UTC,361939747,361939748,361939749,361939750,361939751,361939752,361939753,361939754,361939755,361939756,361939757,361939758,361939759,pull_request
361938762,fcccf0d24049b9c78d141b4143435c5da061aed7,483,master,failed,1320,2018-04-04 02:15:52 UTC,361938763,361938764,361938765,361938766,361938767,361938768,361938769,361938770,361938771,361938772,361938773,361938774,361938775,pull_request
361937070,8be9b7a379959df0ee31d5cb4b3834e15bde62cb,483,master,errored,954,2018-04-04 02:07:42 UTC,361937071,361937072,361937073,361937074,361937075,361937076,361937077,361937078,361937079,361937080,361937081,361937082,361937083,pull_request
350641046,f8f8d77cbf5a1e2bd79c12e54d70c8365f7aed56,480,master,failed,1099,2018-03-08 02:40:34 UTC,350641047,350641049,350641050,350641051,350641054,350641057,350641058,350641059,350641060,350641061,350641062,350641063,350641064,pull_request
343106649,ba65ba647b7420b482043ead4fe1e729059a14de,,master,passed,1104,2018-02-18 20:32:38 UTC,343106650,343106651,343106652,343106653,343106654,343106655,343106656,343106657,343106658,343106659,343106660,343106661,343106662,push
343102856,1b8ed94e16244ecd65f726f3cbd56bf654bb962c,,v0.9.2,passed,1142,2018-02-18 20:21:11 UTC,343102857,343102858,343102859,343102860,343102861,343102862,343102863,343102864,343102865,343102866,343102867,343102868,343102869,push
343102825,1b8ed94e16244ecd65f726f3cbd56bf654bb962c,,master,passed,1420,2018-02-18 20:15:53 UTC,343102826,343102827,343102828,343102829,343102830,343102831,343102832,343102833,343102834,343102835,343102836,343102837,343102838,push
343099663,717af041c8fdda4a9e1f472306e04a21e93999a7,,master,passed,1047,2018-02-18 20:05:42 UTC,343099664,343099665,343099666,343099667,343099668,343099669,343099670,343099671,343099672,343099673,343099674,343099675,343099676,push
343097299,0b0f6e00a6f725d23b81c045190c6c4e822b3fa0,,master,errored,981,2018-02-18 19:56:31 UTC,343097300,343097301,343097302,343097303,343097304,343097305,343097306,343097307,343097308,343097309,343097310,343097311,343097312,push
343095195,f6cdcd761cde98171b97ad3c903582ed9d743485,475,master,passed,1226,2018-02-18 19:47:57 UTC,343095196,343095197,343095198,343095199,343095200,343095201,343095202,343095203,343095204,343095205,343095206,343095207,343095208,pull_request
341874368,16a3e52feb65d70a46bdb1e182164703a771f0be,475,master,passed,1434,2018-02-15 13:01:07 UTC,341874369,341874370,341874371,341874372,341874373,341874374,341874375,341874376,341874377,341874378,341874379,341874380,341874381,pull_request
341485699,0daa8cf4f820113559c1aa4a19becb31f890f51b,475,master,passed,1393,2018-02-14 15:28:09 UTC,341485700,341485701,341485702,341485703,341485704,341485705,341485706,341485708,341485709,341485711,341485712,341485713,341485714,pull_request
