build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
761544683,89a23cc351941a833667c5bd4d14ddba8dc03620,,v1.21.1,passed,57,2021-03-05 06:32:39 UTC,761544684,push
761544681,89a23cc351941a833667c5bd4d14ddba8dc03620,,master,passed,56,2021-03-05 06:32:35 UTC,761544682,push
761544012,3f083e6e8ca2eff4347b12b62b337677feee97eb,,master,passed,55,2021-03-05 06:24:04 UTC,761544013,push
761484949,0d525d8ad5930f4ad5a89e1845d91610aadb13e6,149,master,passed,118,2021-03-04 19:30:30 UTC,761484950,pull_request
761483239,4d694308cef12f858ed66caa749cc7dcf0ebdc3d,149,master,passed,56,2021-03-04 19:12:12 UTC,761483240,pull_request
761482725,2017287667a3dd2651ef070e526edb77694c5312,149,master,canceled,0,,761482726,pull_request
761482539,0729afdb96499701e420b5d4d6a289e52e4bc56f,149,master,canceled,0,,761482540,pull_request
761479535,3b1c76ce9864eacd7caab081330a498f70a0368e,148,master,passed,58,2021-03-04 18:40:55 UTC,761479536,pull_request
760688001,738b19c433f1f156346a72fdf591db2f60f61158,,v1.21.0,passed,61,2021-02-27 09:09:30 UTC,760688002,push
760687994,738b19c433f1f156346a72fdf591db2f60f61158,,master,passed,56,2021-02-27 09:09:38 UTC,760687995,push
760687975,63e3a3e0db5ec74cabd575d3bc81f06f6476f933,,master,canceled,0,,760687976,push
758920114,80bf6d2f40943def5e48e8ea9990228105ede54a,,master,passed,57,2021-02-14 14:36:56 UTC,758920115,push
750658442,0dfca133a9ea8a5036e5fc6c3e1e0aef79f2367f,,master,passed,119,2020-12-20 10:18:05 UTC,750658443,push
750658349,bd3dc8b05bac005e13a6eb7f015e3e8b1fab2d6b,142,master,passed,59,2020-12-20 10:17:15 UTC,750658350,pull_request
750585835,922cb2facc03c1581167ac2f7a4408f57364eee1,142,master,passed,60,2020-12-19 18:48:59 UTC,750585836,pull_request
750023679,579de9a592d70093e0d64873cc614ce629b7f9a0,,master,passed,60,2020-12-16 14:38:31 UTC,750023680,push
749402567,373ba962276621a6a934b620310b048a145b8f3c,,master,passed,55,2020-12-13 10:02:56 UTC,749402568,push
741944939,ff587733e033ed036c081bc5bf23881f2aeca04f,,v1.20.2,passed,64,2020-11-06 19:00:41 UTC,741944940,push
741944905,ff587733e033ed036c081bc5bf23881f2aeca04f,,master,passed,60,2020-11-06 19:00:34 UTC,741944906,push
741944754,254f71174f5d13b60e1213a71d3d0c6ffc0ab30d,,master,canceled,0,,741944755,push
741731325,b3826da1d0a127d19bae755d27192c3aa46eb60d,138,master,passed,62,2020-11-05 21:25:39 UTC,741731326,pull_request
741597116,59322c929ff7d4e7d07c177c84e3e1baddf3a157,,master,passed,54,2020-11-05 10:26:37 UTC,741597117,push
712486077,bc0fbb370e150458657d6b733ed0091d487f47e9,,master,passed,60,2020-07-28 08:45:14 UTC,712486078,push
710993718,99b96a5227ff6c6769a3279d6b1edd6c0a9b6ddc,,master,passed,55,2020-07-23 06:13:05 UTC,710993719,push
710795344,83d7bb7449a7d8b098ce18115624c12f8d2a64ec,,master,passed,59,2020-07-22 15:38:40 UTC,710795345,push
710795217,4fad6f7d14961a9992bfc6e366b21ba178b1fe4a,,v1.20.1,passed,59,2020-07-22 15:38:34 UTC,710795219,push
710795161,4fad6f7d14961a9992bfc6e366b21ba178b1fe4a,,master,canceled,0,,710795163,push
704893292,999dc9365587f0ebadd931e26f8692e98c5edb87,,v1.20.0,passed,55,2020-07-04 11:21:55 UTC,704893293,push
704893260,999dc9365587f0ebadd931e26f8692e98c5edb87,,master,passed,55,2020-07-04 11:21:50 UTC,704893261,push
704893238,e1859f48526b923eaba66c66401467850c8bf1cc,,master,canceled,0,,704893239,push
701920393,dc84cb0a34d11b614fa446c9a0a8a6c940551d8b,,v1.19.1,passed,49,2020-06-25 06:35:00 UTC,701920394,push
701920380,dc84cb0a34d11b614fa446c9a0a8a6c940551d8b,,master,passed,53,2020-06-25 06:34:54 UTC,701920381,push
701920277,473c325d8d7493ee5c4184f145b44a28389812d3,,master,passed,53,2020-06-25 06:34:38 UTC,701920278,push
701919925,81953c1c0564760ea084c358c6702d12037cb3f1,,master,passed,53,2020-06-25 06:32:48 UTC,701919926,push
682232668,ad4ead5b61dc1037c3f42ae72888e0be9304b34e,,v1.19.0,passed,48,2020-05-02 09:09:41 UTC,682232669,push
682232625,ad4ead5b61dc1037c3f42ae72888e0be9304b34e,,master,passed,52,2020-05-02 09:09:32 UTC,682232626,push
682232616,5a672186e579e4d3edf90755eeac828281124cfa,,master,passed,50,2020-05-02 09:09:12 UTC,682232617,push
676909938,ed73744e94625fd6761fcfcad6114ee23f8198d0,,master,passed,50,2020-04-19 15:04:01 UTC,676909939,push
676909560,35ada111d64ce9eef2335eebd6291cca32f142cc,124,master,passed,64,2020-04-19 15:03:04 UTC,676909561,pull_request
676903407,8cf098c51d448abfa7b6066c8774c2ab242c7ef8,,master,passed,50,2020-04-19 14:44:32 UTC,676903408,push
676814815,a5e3525affd4466a2469dc16ec32318ee9c18478,,v1.18.2,passed,52,2020-04-19 08:46:15 UTC,676814816,push
676814813,a5e3525affd4466a2469dc16ec32318ee9c18478,,master,passed,49,2020-04-19 08:46:09 UTC,676814814,push
676814642,555a9b93b77fdd0ad032664eb30c95d15c747140,,master,passed,50,2020-04-19 08:45:15 UTC,676814643,push
676810751,fc8a3a2feeefc3c0d8a27bb27675e563a63e80ce,123,master,failed,51,2020-04-19 08:20:47 UTC,676810752,pull_request
676810747,110338dd11467503764d045d36d565bb77f22253,,sample-rate,failed,49,2020-04-19 08:20:44 UTC,676810748,push
676810739,d491a217c0558290d6afef860400c1065bf9fb9c,,master,passed,50,2020-04-19 08:20:33 UTC,676810740,push
676810682,441073ce4d0544b459739a2e235a439736235e28,,master,canceled,0,,676810683,push
676809962,337716c7c5aeba80d5d9db36afc2fa3efc4921ca,123,master,failed,52,2020-04-19 08:15:18 UTC,676809963,pull_request
676809898,336326267fff5d5657db789e94695848fa8796d8,,sample-rate,failed,48,2020-04-19 08:14:32 UTC,676809899,push
675611984,0c19d4e9cc44b06a04009717495704fb34485201,,v1.18.1,passed,51,2020-04-16 06:55:41 UTC,675611985,push
675611972,0c19d4e9cc44b06a04009717495704fb34485201,,master,passed,49,2020-04-16 06:55:43 UTC,675611973,push
674819037,dc5c93dfe94f2046e5c0fb5a5a450b21bc89b53f,,master,passed,50,2020-04-14 12:10:24 UTC,674819038,push
674463508,c0e413449cd4ba19120081ad0aa0c14e3a1e7717,,v1.18.0,passed,47,2020-04-13 15:33:49 UTC,674463509,push
674463498,c0e413449cd4ba19120081ad0aa0c14e3a1e7717,,master,passed,49,2020-04-13 15:33:44 UTC,674463499,push
674463400,53ce431d0400c0a429be79a0672d6df70fc36b76,,master,canceled,0,,674463401,push
673313830,7058be2794111ffef890a5d9d42145e4ec560ae1,,master,passed,48,2020-04-10 07:20:59 UTC,673313831,push
673313707,a86d4f115be2071b980730c3a82383dc53f26839,,master,passed,48,2020-04-10 07:20:18 UTC,673313708,push
673313334,62abacb81b75a4d39760cc61f85a46c2820d72f7,,v1.17.0,passed,47,2020-04-10 07:18:38 UTC,673313335,push
673313332,62abacb81b75a4d39760cc61f85a46c2820d72f7,,master,passed,47,2020-04-10 07:18:38 UTC,673313333,push
673313244,9ea4acea30287f841d145693ad6d3842c4995b32,,master,passed,52,2020-04-10 07:18:03 UTC,673313245,push
672274485,64fb014df7ec3a240e6a2d3cf90dc35df4d80bbd,117,master,failed,28,2020-04-07 22:09:01 UTC,672274486,pull_request
672224293,37abca71272808df73a479d8d3c18554adb831a3,,v1.16.0,passed,49,2020-04-07 19:52:05 UTC,672224294,push
672224269,37abca71272808df73a479d8d3c18554adb831a3,,master,passed,53,2020-04-07 19:52:01 UTC,672224270,push
672223291,b1a76d8399c93814fe77917b7765e684d28913f2,,master,passed,96,2020-04-07 19:48:57 UTC,672223292,672223293,push
662742014,76d326c1c50d1a35f4dce5c5a4517a996a80bb4e,,v1.15.8,passed,92,2020-03-15 15:54:24 UTC,662742015,662742016,push
662741994,76d326c1c50d1a35f4dce5c5a4517a996a80bb4e,,master,passed,94,2020-03-15 15:54:21 UTC,662741995,662741996,push
662385376,131ae647d6b83c604bdd50584a9d3872b7ceb5e9,,v1.15.7,passed,91,2020-03-14 12:57:54 UTC,662385377,662385378,push
662385355,131ae647d6b83c604bdd50584a9d3872b7ceb5e9,,master,passed,94,2020-03-14 12:57:51 UTC,662385356,662385357,push
620816898,9efdce2d002124b43199c556930b4985cbf7950b,,v1.15.6,passed,102,2019-12-04 20:49:23 UTC,620816899,620816900,push
620816838,9efdce2d002124b43199c556930b4985cbf7950b,,master,passed,102,2019-12-04 20:49:22 UTC,620816839,620816840,push
613988504,ead3744c8b185233c97aa154f103561a4a66e3c0,,v1.15.5,passed,108,2019-11-19 12:36:03 UTC,613988506,613988507,push
613988431,ead3744c8b185233c97aa154f103561a4a66e3c0,,master,passed,120,2019-11-19 12:35:58 UTC,613988432,613988433,push
613948776,580495488db1175fd83d9dd0d7b1e2261ae6d40f,,v1.15.4,passed,117,2019-11-19 11:02:08 UTC,613948777,613948778,push
613948740,580495488db1175fd83d9dd0d7b1e2261ae6d40f,,master,passed,108,2019-11-19 11:02:05 UTC,613948741,613948742,push
613917933,79eea294386a0a9f5ea123442f8127d6f13caec1,,master,passed,110,2019-11-19 09:40:25 UTC,613917934,613917935,push
598249614,4a96d775a21069741940e8112331581375b2899b,,master,passed,179,2019-10-15 17:01:26 UTC,598249615,598249616,push
598247398,dc012cdd7be585b3c389b36207eb501c83dad6ca,,v1.15.3,passed,140,2019-10-15 16:56:11 UTC,598247399,598247400,push
598247295,dc012cdd7be585b3c389b36207eb501c83dad6ca,,master,passed,111,2019-10-15 16:56:02 UTC,598247296,598247297,push
557987116,be661c720d21aa242cf2161a8efab3762ee1f6e6,,master,passed,107,2019-07-12 18:48:35 UTC,557987117,557987118,push
557986636,8dca50194aac8c8a4c5e8c19beac1f3165dd263e,,v1.15.2,passed,104,2019-07-12 18:47:09 UTC,557986646,557986656,push
557986608,8dca50194aac8c8a4c5e8c19beac1f3165dd263e,,master,passed,107,2019-07-12 18:47:00 UTC,557986609,557986610,push
547113149,a8348e1b354d648fff37ceb7e9d33d7f3026724e,,master,passed,115,2019-06-18 08:02:45 UTC,547113150,547113151,push
546912200,3ea3f838d5b40b22e684f90ee4dcc312cc99de64,,v1.15.1,passed,112,2019-06-17 19:17:17 UTC,546912201,546912202,push
546912146,3ea3f838d5b40b22e684f90ee4dcc312cc99de64,,master,passed,114,2019-06-17 19:17:13 UTC,546912147,546912148,push
546911655,93c5f2cfea5f0592b8f11f1beb891aad338bcb06,,check-unittests,passed,108,2019-06-17 19:15:29 UTC,546911656,546911657,push
546909806,59482e9e8fcaae670204479c564c86b5e4a6ae15,,check-unittests,failed,120,2019-06-17 19:10:20 UTC,546909807,546909808,push
546903512,326b0bad3564bcbab5d995f4e11aef8a2f53361b,,v1.15.0,failed,99,2019-06-17 18:57:01 UTC,546903513,546903514,push
546903502,326b0bad3564bcbab5d995f4e11aef8a2f53361b,,master,failed,99,2019-06-17 18:56:45 UTC,546903503,546903504,push
546902930,6b5b2b80c941b1d3fceefc96ab4b940770df40f4,,master,failed,108,2019-06-17 18:55:14 UTC,546902931,546902932,push
546892893,5fe6b3df5f4b36b398fa08c11a9001b1e67cec10,,master,passed,103,2019-06-17 18:29:17 UTC,546892894,546892895,push
545903377,fbd52132c86d81d82e548e6bdbb21deb3e12204d,,master,passed,101,2019-06-14 19:44:32 UTC,545903378,545903379,push
545890832,9ad984b79fe1ed786f4be8658daacad350fc48d5,,v1.14.1,passed,98,2019-06-14 19:10:55 UTC,545890833,545890834,push
545890817,9ad984b79fe1ed786f4be8658daacad350fc48d5,,master,passed,97,2019-06-14 19:11:03 UTC,545890818,545890819,push
543357492,958adff5d25d4e426a4498a052241471532e3933,100,master,passed,102,2019-06-09 10:47:05 UTC,543357493,543357494,pull_request
540698007,948b1043907e0f0a89a6c3849eef152a8b8259e9,,master,passed,119,2019-06-03 11:24:09 UTC,540698008,540698009,push
540696565,9ec6ab28477e8689b1b45bc638b753dab20a5af4,99,master,passed,203,2019-06-03 11:19:03 UTC,540696566,540696567,pull_request
524141796,18477a7f2d092777ee238340be40c04ecb45c132,,master,passed,115,2019-04-24 19:08:07 UTC,524141797,524141798,push
524133179,4a5123d7017ece04444e534c5dd252455e299b99,,v1.14.0,passed,134,2019-04-24 18:48:16 UTC,524133180,524133181,push
524133167,4a5123d7017ece04444e534c5dd252455e299b99,,master,passed,132,2019-04-24 18:48:18 UTC,524133168,524133169,push
522075837,2995f16aba7196b7fec99c002268b00d630d2707,,master,passed,142,2019-04-19 08:49:23 UTC,522075838,522075839,push
520649764,ee9f18007ea874cb128ddbc6b381d6d9a63225f4,,master,passed,145,2019-04-16 08:35:17 UTC,520649765,520649766,push
520648797,5ada785b6a37d7d6a930a8a50a51b779c28137e2,,master,passed,139,2019-04-16 08:32:26 UTC,520648798,520648799,push
520647617,64203225d35c54fad4bfe039968aafce70fff10b,,v1.13.11,passed,125,2019-04-16 08:28:32 UTC,520647618,520647619,push
520647593,64203225d35c54fad4bfe039968aafce70fff10b,,master,passed,148,2019-04-16 08:28:32 UTC,520647594,520647595,push
497109478,6705ed895182f2080d451bba10b5e60c457031bd,,master,passed,113,2019-02-22 16:02:41 UTC,497109479,497109480,push
497107932,4675a94fab13609fffa2b79ed15a7a1676c4291a,,v1.3.10,errored,70,2019-02-22 15:59:29 UTC,497107933,497107934,push
497107912,4675a94fab13609fffa2b79ed15a7a1676c4291a,,master,errored,238,2019-02-22 15:59:26 UTC,497107913,497107914,push
497107359,8af3befb59123f215723d5549e8ab95b3c1826bd,,master,errored,70,2019-02-22 15:58:19 UTC,497107360,497107361,push
477784718,bdb312731aa9cb4d968df9c128141073cfeca6a2,,v1.3.9,passed,102,2019-01-10 11:41:32 UTC,477784719,477784720,push
477784661,bdb312731aa9cb4d968df9c128141073cfeca6a2,,master,passed,133,2019-01-10 11:41:26 UTC,477784662,477784663,push
477508995,801362699d216457ae932f6f5f8c068a7a584976,,master,failed,282,2019-01-09 19:52:15 UTC,477508996,477508997,push
460671120,d17e2de557ff8654a5385e7945dff5762abce854,,v1.3.8,passed,102,2018-11-28 09:12:12 UTC,460671121,460671122,push
460671104,d397e8bc9a6074e232e2467f7ba4b3e4b49a2297,,master,passed,101,2018-11-28 09:12:12 UTC,460671105,460671106,push
460668799,dfc3265c599fa0c1e24c6e40afed35a5c8c044d9,,master,passed,99,2018-11-28 09:07:12 UTC,460668800,460668801,push
447437672,be392988326bfa0b862d78a19d325c291ad0bcbf,,v1.3.7,passed,108,2018-10-28 16:13:32 UTC,447437673,447437674,push
447437646,be392988326bfa0b862d78a19d325c291ad0bcbf,,master,passed,116,2018-10-28 16:13:30 UTC,447437647,447437648,push
416815070,c95e1a583fe4c4774a8cd85c081984591dd75995,,WIP-progress,failed,88,2018-08-16 13:31:45 UTC,416815071,416815072,push
416769676,c2cbd1b0a1f22b355355ccd1cc31efdbfa58e1f0,,master,passed,106,2018-08-16 11:25:47 UTC,416769677,416769678,push
401653632,ceec2976e7865cb1b9f0c2937acc9f50210fd092,,v1.3.6,passed,134,2018-07-09 08:03:29 UTC,401653633,401653634,push
401653579,ceec2976e7865cb1b9f0c2937acc9f50210fd092,,master,passed,108,2018-07-09 08:03:24 UTC,401653580,401653581,push
