build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
742449523,91e65fbc0a054185a42ee7b64fb71db47936c1fe,,master,failed,132,2020-11-09 14:34:39 UTC,742449524,742449525,push
741751089,3393c22b1062872f2f010acd78ad00dac045561c,469,master,failed,130,2020-11-05 23:04:30 UTC,741751090,741751091,pull_request
741747849,d55dd789a816ba9cd01a6eb02bd730f51eab943e,,gzip-snapshots-requests,failed,126,2020-11-05 22:52:18 UTC,741747850,741747851,push
741534429,650bde0bde0e17a2070c0c2c55fa133d45892c88,,master,failed,135,2020-11-05 02:38:17 UTC,741534430,741534431,push
741493736,62dfe5c9e82b0b72de537281a93ee5f1efc510b2,468,master,failed,136,2020-11-04 22:00:25 UTC,741493737,741493738,pull_request
736993988,d10530653bc7012979c66fb3c849f6687b758dbd,,v2.2.0,passed,120,2020-10-19 08:14:40 UTC,736993989,736993990,push
736993601,d10530653bc7012979c66fb3c849f6687b758dbd,,master,passed,142,2020-10-19 08:12:36 UTC,736993602,736993603,push
733570021,93e0b5e25f5cd58a3acb92cae016a5cca98ee265,,master,passed,142,2020-10-07 06:47:55 UTC,733570022,733570023,push
733448675,6cac5cf5612d35531f3cc6257382a059fd57d527,466,master,passed,160,2020-10-06 19:48:56 UTC,733448676,733448677,pull_request
733448663,0d2ff374627f98b0957d2435d050d51717ed7997,,remove-sql-before-snapshots-shipped,passed,149,2020-10-06 19:48:56 UTC,733448664,733448665,push
732321382,69ba87e22b443a2097a1d71733a1b2041c7acb26,466,master,passed,124,2020-10-02 16:52:56 UTC,732321383,732321384,pull_request
732321127,2140b751b89a6548dd54f3a9784dd10a2dad8f3c,,remove-sql-before-snapshots-shipped,passed,118,2020-10-02 16:51:56 UTC,732321128,732321129,push
732289152,1e963a8004ceb282ad111563d0a4ed0982586ba3,,master,passed,128,2020-10-02 15:30:55 UTC,732289153,732289154,push
732288707,c2d23ae67f3f5239cdefd9d81956d88b49c803a4,465,master,errored,49,2020-10-02 15:20:30 UTC,732288708,732288709,pull_request
732288243,5371c9bba8492f014660f76806c2152fdd2daf4a,,transporter-docs,errored,45,2020-10-02 15:18:54 UTC,732288244,732288245,push
732194726,9041e21fcb9905ed6525f44f8d0cb9482821e470,,master,passed,135,2020-10-02 09:02:09 UTC,732194727,732194728,push
731328349,dde002b7d53ed2a1042192a5d70b49a24f2a1072,463,master,passed,145,2020-09-29 15:54:13 UTC,731328350,731328351,pull_request
731327543,20508f5ab4d93f6fbdec972ee159ecd87e691bb9,463,master,canceled,0,,731327544,731327545,pull_request
730869379,14ec989e5bc986aa601c5de72240026221c90ae2,,master,passed,144,2020-09-28 07:18:39 UTC,730869380,730869381,push
730071946,28502da580225aa941485016a42f5334bfcc1323,464,master,passed,143,2020-09-24 20:43:01 UTC,730071947,730071948,pull_request
729787219,cb90e09e092f19d110e8dacb5c496f5b0a806a84,463,master,passed,141,2020-09-23 23:16:12 UTC,729787220,729787221,pull_request
729251924,03d3f9551913f1e33995eacd8c263badf2db5735,,master,passed,199,2020-09-22 09:17:05 UTC,729251925,729251926,push
727863403,5c779addd1399961ac54556ecf5de7a5e5b8c175,,v2.1.0,passed,388,2020-09-16 23:26:48 UTC,727863404,727863405,push
727863343,5c779addd1399961ac54556ecf5de7a5e5b8c175,,master,passed,177,2020-09-16 23:26:34 UTC,727863344,727863345,push
727862141,9b3e3f40b92c94899723dbbcf0feb6a39e71b843,,master,passed,146,2020-09-16 23:20:10 UTC,727862142,727862143,push
723678515,264b2e026864a71d3344eccb03312a955724effc,,master,passed,137,2020-09-03 05:56:18 UTC,723678516,723678517,push
723089823,8ea307269f5eb04a66f864ece3368cce0e89d689,461,master,passed,140,2020-09-01 13:57:48 UTC,723089825,723089827,pull_request
722777926,8fbc5bff235b3dc0a95f89e41fc09d46959054c8,,master,failed,492,2020-08-31 15:18:33 UTC,722777927,722777928,push
722777438,bf35f8270422844e2dacc9d83bea76bdf6b27105,459,master,failed,104,2020-08-31 15:16:38 UTC,722777439,722777440,pull_request
722770062,5cefdb78992e5e87dcbcdf0b5c7c2c8bb168a50b,459,master,failed,109,2020-08-31 15:01:02 UTC,722770063,722770064,pull_request
722704692,3e3a1ee9d0a982e498859e48d6a74e51e6509d78,459,master,failed,126,2020-08-31 11:17:09 UTC,722704693,722704694,pull_request
721415136,27cf4bd22a37d4fb1b1ab3eca22d0b089c701cea,459,master,failed,128,2020-08-26 16:56:44 UTC,721415137,721415138,pull_request
715092597,79ec6c407e11f287b8325fa743e85109955fcb61,,master,passed,120,2020-08-05 09:26:58 UTC,715092598,715092599,push
714894054,2b82119aed90246d830674de4180f17d906682ef,456,master,passed,152,2020-08-04 17:20:02 UTC,714894055,714894056,pull_request
714894027,0a6504cec91e1f114c6a1f3b9f12a59b2b32afd0,,sprocket-assets,passed,284,2020-08-04 17:20:00 UTC,714894028,714894029,push
714650447,0082fc0a5c66abe391e8d6e710848f8f396e862c,,v2.0.4,passed,115,2020-08-03 23:33:10 UTC,714650448,714650449,push
714650434,0082fc0a5c66abe391e8d6e710848f8f396e862c,,master,passed,126,2020-08-03 23:33:06 UTC,714650435,714650436,push
714415807,7453c58cc0fd1aa5eade8de9ad3c1b774f2a010b,,master,passed,133,2020-08-03 09:57:06 UTC,714415808,714415809,push
712750760,6b0313935bf81e3f23d1e0c099e772f2416c28d6,,v2.0.3,passed,147,2020-07-29 00:08:22 UTC,712750761,712750762,push
712750732,6b0313935bf81e3f23d1e0c099e772f2416c28d6,,master,passed,151,2020-07-29 00:08:10 UTC,712750733,712750734,push
708267702,0f53df5ca75b6b925590a1582ff6fb578840bc9e,,sprocket-assets,passed,130,2020-07-15 08:52:59 UTC,708267703,708267704,push
708266740,87ea7912a3c87a0c896e560712386532f67fc729,456,master,passed,138,2020-07-15 08:48:31 UTC,708266741,708266742,pull_request
707975035,b46c545507a7f8bee216aca8526e7aa8afa3e243,456,master,passed,114,2020-07-14 13:16:06 UTC,707975036,707975037,pull_request
707961020,cdc9b2c475f27aca1fc525f3b3a02f0f440d8652,,sprocket-assets,passed,112,2020-07-14 12:24:58 UTC,707961021,707961022,push
707906945,60fb0d5be650efe6f387bbce847dc3d8049e652f,,master,passed,117,2020-07-14 08:19:46 UTC,707906946,707906947,push
707906580,b82080d9de21293d5928460b6c3181ce6e95ca74,455,master,passed,179,2020-07-14 08:17:48 UTC,707906581,707906582,pull_request
707906574,b2e898fb17a2f6d931b11b7ca4c5fd292aa338ff,,fix-travis,passed,112,2020-07-14 08:17:44 UTC,707906575,707906576,push
707897823,2d2be3f9a8ca2aa5ec28628911ca99a5cd1c982a,455,master,failed,167,2020-07-14 07:39:45 UTC,707897824,707897825,707897826,pull_request
707897691,cbab62327a04b976e0d0dc2475caa50966d4edaa,,fix-travis,failed,156,2020-07-14 07:38:57 UTC,707897692,707897693,707897694,push
707852569,7ad4279dab36058386cbd96e8d251e7c15f255f9,,master,failed,161,2020-07-14 02:56:03 UTC,707852570,707852571,707852572,push
707852411,67cfee9e0d556764fc19b2fee8c1c7aabd259edc,450,master,failed,160,2020-07-14 02:54:17 UTC,707852412,707852413,707852414,pull_request
707852317,cea53b8959a423525c99240e2d697e29977f2d95,,master,failed,155,2020-07-14 02:53:25 UTC,707852318,707852319,707852320,push
707850215,737b14307be89c400ad68c457b5dc5337f0afe33,450,master,failed,291,2020-07-14 02:38:56 UTC,707850216,707850217,707850218,pull_request
707848495,0aa87f257bfc8594661c88a9c5efb903cb0529c3,454,master,failed,214,2020-07-14 02:28:21 UTC,707848496,707848497,707848498,pull_request
707826973,47a8a598dc8fb297ae3a1d2e7954fda973722fa1,,master,failed,165,2020-07-14 00:13:28 UTC,707826974,707826975,707826976,push
707770326,8093d04c41d9759c4deab42bcdd02c5978258853,453,master,failed,172,2020-07-13 20:29:51 UTC,707770327,707770328,707770329,pull_request
707764506,8b3f2d8e6258f4133cf10316f72b9750dbe1a108,,false-404-requests-route,failed,168,2020-07-13 20:08:36 UTC,707764507,707764508,707764509,push
706933439,029854f4c482cac97066ad78cf28eba9e52f007b,,master,failed,177,2020-07-10 15:48:22 UTC,706933440,706933441,706933442,push
706505271,c8b19a458fc6e892fc388caf2897067fa94fb2d1,,master,failed,292,2020-07-09 12:22:46 UTC,706505272,706505273,706505274,push
701827983,998db7de935d89049c508de01ca9873bfbabf637,451,master,failed,213,2020-06-24 22:22:02 UTC,701827984,701827985,701827986,pull_request
701125248,4d5839dec3ae0c06d21d28650b3f3577636400d9,,master,failed,196,2020-06-23 03:31:37 UTC,701125249,701125250,701125251,push
701106792,c42c190cc05e0d091f3c95a8fe517168a0511666,,master,failed,185,2020-06-23 01:58:17 UTC,701106793,701106794,701106795,push
699352792,61dfae546fd82c8eb83616f952cb85ead29ec88e,451,master,failed,220,2020-06-17 15:07:24 UTC,699352793,699352794,699352795,699352796,pull_request
699156771,0878b02bea5a93b79b4380d5959cb1372deceb72,,master,failed,222,2020-06-17 02:15:35 UTC,699156772,699156773,699156774,699156775,push
698762092,b61e8016dd961a9186d66a7c885741bb98a7b482,450,master,failed,210,2020-06-16 01:36:37 UTC,698762093,698762094,698762095,698762096,pull_request
698760811,49c6c98a134ef5c829e6bc677ba259fa01f78525,449,master,failed,164,2020-06-16 01:28:36 UTC,698760812,698760813,698760814,pull_request
698759831,ee092082c847025f039540994020e65f41765a75,448,master,failed,228,2020-06-16 01:22:32 UTC,698759832,698759833,698759834,698759835,pull_request
698384515,d6123339e2572500c425a2f50624a82b57648846,352,master,failed,175,2020-06-15 04:51:14 UTC,698384516,698384517,698384518,698384519,pull_request
698384393,6907b0c8282f03b90d20924a9919149d008e42fd,352,master,failed,207,2020-06-15 04:50:13 UTC,698384394,698384395,698384396,698384397,pull_request
697722334,ccd13269e90affc4ecb72ef1a838f3fe717b8dae,447,master,errored,229,2020-06-12 17:56:06 UTC,697722335,697722336,697722337,697722338,pull_request
697096069,d7e30177859a43fd0fba0cc54ad04bb4fe37e6a4,,master,failed,733,2020-06-11 04:17:48 UTC,697096070,697096071,697096072,697096074,push
697053463,63cbf265a5f8e822e08b5374f3454a64c14258b3,446,master,failed,770,2020-06-11 00:16:11 UTC,697053464,697053465,697053466,697053467,pull_request
696748793,b4885f9f812b6f5963a5f8944f895f9e7c1ead35,444,master,failed,228,2020-06-10 07:38:07 UTC,696748794,696748795,696748796,696748797,pull_request
696457271,00a618a81a90ecaa768ab3ee229b3dd00d606b23,444,master,failed,743,2020-06-09 13:34:26 UTC,696457272,696457273,696457274,696457275,pull_request
690783286,44b01ff1dcc4b07cc17f902d0efe57a62aa83bb8,,v2.0.2,failed,179,2020-05-25 02:43:23 UTC,690783287,690783288,690783289,690783290,push
690783258,44b01ff1dcc4b07cc17f902d0efe57a62aa83bb8,,master,failed,175,2020-05-25 02:43:19 UTC,690783259,690783260,690783261,690783262,push
690782693,4543ed2afcec1e16748d7c44f049e7515d179795,,master,failed,170,2020-05-25 02:40:56 UTC,690782694,690782695,690782696,690782697,push
690780140,25945242e91531f78913ac7ce4223ba6d7a83241,,master,failed,923,2020-05-25 02:21:57 UTC,690780141,690780142,690780143,690780144,push
690193617,9597d6b7e4708621230c49641f8961bb5494e2c1,443,master,failed,841,2020-05-22 21:35:27 UTC,690193618,690193619,690193620,690193621,pull_request
689545934,1169072afb38dabd2f4beca940b1638d2bad0f57,441,master,failed,872,2020-05-21 07:10:50 UTC,689545935,689545936,689545937,689545938,pull_request
663362441,7026ca7cb6170de118e5edb9661bb084ddcef4fd,,v2.0.1,passed,213,2020-03-17 05:35:24 UTC,663362442,663362443,663362444,663362445,push
663362416,7026ca7cb6170de118e5edb9661bb084ddcef4fd,,master,passed,219,2020-03-17 05:35:08 UTC,663362417,663362418,663362419,663362420,push
663273604,dd87a669eb89d50a04c4668e379164fc493ccb34,436,master,passed,291,2020-03-16 22:37:35 UTC,663273605,663273606,663273607,663273608,pull_request
662328423,2f321c1e3dbfdabb6bed2f9e3af14af2913efffb,,master,passed,211,2020-03-14 08:27:54 UTC,662328424,662328425,662328426,662328427,push
661668043,c6ee5a0d48b3c4e53448408ba931968ebe6464b6,436,master,passed,231,2020-03-12 19:19:12 UTC,661668044,661668045,661668046,661668047,pull_request
661641561,0827e1427e75edf993f4356f2d30e9ba955e89fc,436,master,passed,282,2020-03-12 18:10:41 UTC,661641564,661641568,661641570,661641571,pull_request
661307216,3cb877bad44f50530dcb94bed349004636169b4c,,master,passed,215,2020-03-11 23:11:26 UTC,661307217,661307218,661307219,661307220,push
661300979,807a241999b7c1949840b00c249100c15b160d50,435,master,passed,279,2020-03-11 22:50:42 UTC,661300980,661300981,661300982,661300983,pull_request
661293991,179a39195accdee9dd77b4587da1780d8403b934,435,master,passed,221,2020-03-11 22:28:28 UTC,661293992,661293993,661293994,661293995,pull_request
660945957,5985033899c381494a13d40898cf3635cbfd6ff2,,v2.0.0,passed,253,2020-03-11 06:26:25 UTC,660945958,660945959,660945960,660945961,push
660938904,5985033899c381494a13d40898cf3635cbfd6ff2,,master,passed,206,2020-03-11 05:49:36 UTC,660938905,660938906,660938907,660938908,push
660938319,b15fe68456ff301616b652fd9a6d097c21392d38,,master,passed,835,2020-03-11 05:45:32 UTC,660938322,660938323,660938324,660938325,push
657413376,4f438f9119348d70232144e144a305ece4652938,418,master,passed,223,2020-03-02 18:13:32 UTC,657413377,657413378,657413379,657413380,pull_request
657412106,4c1cf43bfd2024f42e8982f17f500cbd2a42e12b,418,master,failed,182,2020-03-02 18:09:22 UTC,657412107,657412108,657412109,657412110,pull_request
657400843,6408e2efe4099180c68bb4f1c5c4be8aa5a1622c,418,master,failed,361,2020-03-02 17:42:02 UTC,657400844,657400845,657400846,657400847,pull_request
652330508,be3e4174e8eda210abe09e7ad340a53b18e9f474,434,master,failed,347,2020-02-19 06:00:28 UTC,652330509,652330510,652330511,652330512,pull_request
650396933,ac1dab51c50ea6e3561e1d127c1436dd3cc7b40f,418,master,passed,226,2020-02-14 11:30:40 UTC,650396934,650396935,650396936,650396937,pull_request
650193041,09c0fbcbbe59dd3900fd9037afb3f2ef8ab4c217,418,master,passed,250,2020-02-13 22:51:16 UTC,650193042,650193043,650193044,650193045,pull_request
650187445,f53beee1237b4630d262ed2be80363ec0f8eed86,418,master,failed,189,2020-02-13 22:35:17 UTC,650187446,650187447,650187448,650187449,pull_request
650186034,4ba62386b2df4b7ed449d767a8f9645bafd3481c,418,master,passed,371,2020-02-13 22:31:14 UTC,650186035,650186036,650186037,650186038,pull_request
648172154,056b6005d0b4a589a56133d7a260035795bf3585,,master,passed,206,2020-02-09 23:36:25 UTC,648172155,648172156,648172157,648172158,push
648172033,331bc7fa7cc1d9d4fce5f763d57abba0c8b9ed06,,master,passed,247,2020-02-09 23:35:53 UTC,648172034,648172035,648172036,648172037,push
647354576,0c8b82c0b803e47d4c1c6aca1cdb27235b3ce2eb,431,master,passed,209,2020-02-07 14:26:29 UTC,647354577,647354578,647354579,647354580,pull_request
647354086,69e08da693f36ea3d37b5597b826f82fcbd2cdcd,430,master,passed,222,2020-02-07 14:25:39 UTC,647354087,647354088,647354089,647354090,pull_request
647156124,89cf0948fcd0dc6e6797a992e227d6250293d0a3,,master,passed,275,2020-02-07 02:46:21 UTC,647156125,647156126,647156127,647156128,push
646767005,b1c6df81c76c156e97246427ccacb6224eb7d8b6,429,master,passed,221,2020-02-06 08:49:41 UTC,646767006,646767007,646767008,646767009,pull_request
646470489,5ddfc8fb7db64f3e26dac4a77ee3bc42d05b8d93,429,master,passed,273,2020-02-05 15:46:05 UTC,646470490,646470491,646470492,646470493,pull_request
643727852,2a8211bf2efd7e3e692d1fffa969b7f495570bd3,,v1.1.6,passed,220,2020-01-30 06:47:50 UTC,643727853,643727854,643727855,643727856,push
643727818,2a8211bf2efd7e3e692d1fffa969b7f495570bd3,,master,passed,236,2020-01-30 06:47:47 UTC,643727819,643727820,643727821,643727822,push
642653261,90e1a040b5502b9872c8f3c733d72287e3fd655a,,v1.1.5,passed,228,2020-01-27 23:42:47 UTC,642653263,642653265,642653266,642653267,push
642653254,90e1a040b5502b9872c8f3c733d72287e3fd655a,,master,passed,272,2020-01-27 23:42:34 UTC,642653255,642653256,642653257,642653258,push
633105050,d62736ecb4f519b5048bf4a3435ba1f1228a3d01,,master,passed,247,2020-01-06 01:56:51 UTC,633105051,633105052,633105053,633105054,push
632751323,5855b06f17ccd9e52c963330f32357c2346f8a76,428,master,passed,311,2020-01-04 21:00:49 UTC,632751325,632751326,632751327,632751328,pull_request
623998690,930eccd99d5e4acf8ff43558b06a9a4ed134d5f8,,master,passed,235,2019-12-12 05:40:19 UTC,623998691,623998692,623998693,623998694,push
623954518,0a747e590ee8723bb3c20502554c9883989dd816,,v1.1.4,passed,242,2019-12-12 02:08:22 UTC,623954519,623954520,623954521,623954522,push
623954505,0a747e590ee8723bb3c20502554c9883989dd816,,master,passed,221,2019-12-12 02:07:57 UTC,623954506,623954507,623954508,623954509,push
623954285,b9eb875adafc664027c9a3b0336648b8d542cf6c,,master,passed,224,2019-12-12 02:06:58 UTC,623954286,623954287,623954288,623954289,push
623952843,e7ad7667f03e0219c8436a35a322685f5fdada13,,master,passed,432,2019-12-12 02:00:32 UTC,623952844,623952845,623952846,623952847,push
