build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
756144326,5ffc1fc901177ccda5707e5c42c8757e0233ad25,868,develop,errored,745,2021-01-25 21:05:34 UTC,756144327,756144328,756144329,756144330,756144331,756144332,756144333,756144334,pull_request
720765895,5dbf6b099868673e091697475a72737ff2f39692,863,develop,errored,715,2020-08-24 19:29:26 UTC,720765896,720765897,720765898,720765899,720765900,720765901,720765902,720765903,pull_request
678647097,674b18103fa8734aca71bbd084ea01e3709817ef,,develop,errored,676,2020-04-23 15:23:06 UTC,678647098,678647099,678647100,678647101,678647102,678647103,678647104,678647105,push
674225696,5acb3d62ec075480047af817a8b02279be72ca92,860,develop,errored,673,2020-04-13 01:22:21 UTC,674225697,674225698,674225699,674225700,674225701,674225702,674225703,674225704,pull_request
667961398,769f370c6d2b9754bd502681d2860e2771d52ea1,859,develop,errored,695,2020-03-28 02:56:57 UTC,667961399,667961400,667961401,667961402,667961403,667961404,667961405,667961406,pull_request
649617907,b00077ade3928b8a59b74d04b8063e4a7db63259,858,develop,errored,891,2020-02-12 19:42:37 UTC,649617908,649617909,649617910,649617911,649617912,649617913,649617914,649617915,pull_request
604395875,cd75ea1560839fa3a8bc3bf142868b9fe73c5771,853,develop,errored,1238,2019-10-29 11:27:10 UTC,604395876,604395877,604395878,604395879,604395880,604395881,604395882,604395883,pull_request
542046687,967fbce758903f86214b2e3767d62372f9c1bc2d,842,develop,passed,5294,2019-06-06 01:36:15 UTC,542046688,542046689,542046690,542046691,542046692,542046693,542046694,542046695,542046696,542046697,pull_request
539234135,3da3329973246fb7f708d1960e57793ec5967a61,842,develop,passed,5704,2019-05-30 14:02:13 UTC,539234136,539234137,539234138,539234139,539234140,539234141,539234142,539234143,539234144,539234145,pull_request
539231975,a690bc8ecb21e9558563756a6f068e3e39e700fd,842,develop,failed,1036,2019-05-30 13:56:47 UTC,539231976,539231977,539231978,539231979,539231980,539231981,539231982,539231983,539231984,539231985,pull_request
538816126,6e74c25722e47fd276a85bedfcf94ddb998b0b64,842,develop,passed,5542,2019-05-29 15:41:57 UTC,538816127,538816128,538816129,538816130,538816131,538816132,538816133,538816134,538816135,538816137,pull_request
538808206,9a4e4c4a238459e41fe3605472bfc8358eb70320,842,develop,passed,5151,2019-05-29 15:23:01 UTC,538808207,538808208,538808209,538808210,538808211,538808212,538808213,538808214,538808215,538808216,pull_request
538801022,fd9f7b89047a92795d3e66d6b8b53c777c6ef672,842,develop,canceled,0,,538801023,538801024,538801025,538801026,538801027,538801028,538801029,538801030,538801031,538801032,pull_request
538794558,33fb5a28631f2021c8d983fbeca1712d55d46949,842,develop,failed,5165,2019-05-29 15:06:49 UTC,538794559,538794560,538794561,538794562,538794563,538794564,538794565,538794566,538794567,538794568,pull_request
538784451,43b245d3989feff66c6f8bdadf0872bde20dc99c,842,develop,failed,5619,2019-05-29 14:46:48 UTC,538784452,538784453,538784454,538784455,538784456,538784457,538784458,538784459,538784460,538784461,pull_request
538779946,07a30214f3016f28561c6103b3a151538be68ac7,842,develop,failed,5534,2019-05-29 14:28:21 UTC,538779947,538779948,538779949,538779950,538779951,538779952,538779953,538779954,538779955,538779956,pull_request
538766420,f2e417a4a33ec7d368276d4d69dd3f6c5fc3478a,842,develop,failed,5147,2019-05-29 14:04:11 UTC,538766421,538766422,538766423,538766424,538766425,538766426,538766427,538766428,538766429,538766430,pull_request
538760898,d10db794ca954724172dc2a429a60f34aab8cbd7,842,develop,canceled,0,,538760899,538760900,538760901,538760902,538760903,538760904,538760905,538760906,538760907,538760908,pull_request
538757710,8bf9b19a0f337a890eade37960d140dad102d4b2,842,develop,failed,5437,2019-05-29 13:45:32 UTC,538757711,538757712,538757713,538757714,538757715,538757716,538757717,538757718,538757719,538757720,pull_request
538750485,bfc740397a778be9a1b3afc9b3ebd8dac3291824,842,develop,failed,5252,2019-05-29 13:30:40 UTC,538750486,538750487,538750488,538750489,538750490,538750491,538750492,538750493,538750494,538750495,pull_request
538747073,733f124dc742a456392f2dd7bbedd8506da0d2d8,842,develop,failed,1055,2019-05-29 13:24:38 UTC,538747074,538747075,538747076,538747077,538747078,538747079,538747080,538747081,538747082,538747083,pull_request
538745214,a0f01afe10a2f35d1bf196d8fe614cb5fbc5ab25,842,develop,failed,1117,2019-05-29 13:20:03 UTC,538745215,538745216,538745217,538745218,538745219,538745220,538745221,538745222,538745223,538745224,pull_request
538469459,998f12898bf9845f49029f84d57160ee19bfe8af,842,develop,failed,5720,2019-05-28 22:07:31 UTC,538469460,538469461,538469462,538469463,538469464,538469465,538469466,538469467,538469468,538469469,pull_request
538465149,cf66a1450e989aec03953192ba7e5c2442ed78fd,842,develop,canceled,0,,538465150,538465151,538465152,538465153,538465154,538465155,538465156,538465157,538465158,538465159,pull_request
538464628,b9b552f3a62867da77aacae639509a14f21e2cd5,842,develop,failed,5488,2019-05-28 21:48:53 UTC,538464629,538464630,538464631,538464632,538464633,538464634,538464635,538464636,538464637,538464638,pull_request
