build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
528991165,c1e4feda11cd73c32acfb67758631939c3c59100,312,master,passed,535,2019-05-06 20:14:18 UTC,528991166,528991167,pull_request
526878559,8fce284386a7ae604de4cea7e853009c499552a1,,master,passed,526,2019-05-01 13:55:29 UTC,526878560,526878561,push
526596047,641ab8e993fe97a2d78d82d24e0256f73b2d5659,311,master,passed,524,2019-04-30 19:52:44 UTC,526596048,526596049,pull_request
526193102,c3979b4241f80411dbba6aac3ff653acbb88d00b,,master,passed,549,2019-04-29 22:33:17 UTC,526193103,526193104,push
526184693,5dbba02f84e2e2f906d9c7d2646ca83b428fc6a1,310,master,passed,515,2019-04-29 22:06:36 UTC,526184694,526184695,pull_request
526069865,95cb54ce6ca116755f0d89d09039cc5a22a856ab,310,master,passed,518,2019-04-29 17:11:49 UTC,526069866,526069867,pull_request
525233739,f8d255cf910679d87743713234bf45ffaff7d15b,,master,errored,349,2019-04-27 04:42:37 UTC,525233740,525233741,push
524856151,35e8ea059f1b76d27dfd266741bc25e699921718,308,master,passed,510,2019-04-26 09:13:00 UTC,524856152,524856153,pull_request
524140414,3320227ad85fa90dd8beff4e4aef701da19f3e77,308,master,passed,559,2019-04-24 19:05:57 UTC,524140415,524140416,pull_request
524054548,e9e8b6057519d04bc4d3c5491f64c4449342804c,308,master,passed,620,2019-04-24 15:59:17 UTC,524054549,524054550,pull_request
523632211,29dd90ca53172edf38768fb6205c94cbec3bf992,,master,passed,557,2019-04-23 18:58:30 UTC,523632212,523632213,push
523464610,e87e8398338d4743530c1f13e13b8c67d05b2721,306,master,passed,526,2019-04-23 12:32:48 UTC,523464611,523464612,pull_request
523449357,099f593484c9e5b0007e7df7ef4a257af02c4735,305,master,passed,536,2019-04-23 11:56:06 UTC,523449358,523449359,pull_request
523226623,d4ae9170697412fe3e75f653991a2008a7ecf80c,,master,passed,534,2019-04-22 22:21:13 UTC,523226624,523226625,push
523222190,02da14be7a3a0cb6bb12df006eda0deead070e7a,304,master,passed,501,2019-04-22 22:07:42 UTC,523222191,523222192,pull_request
523149122,a549a59d51cf949ec1add1ba4b8f11b9659e3ae4,,master,passed,921,2019-04-22 18:53:02 UTC,523149123,523149124,push
522342916,b723a7fe2d8ec6f941e240b21913df1f5c6e2ce2,304,master,passed,501,2019-04-19 23:25:56 UTC,522342917,522342918,pull_request
517436004,56a027e97356847de065bb80b9ef5c5f9a9eb2d2,,v0.7.2,passed,546,2019-04-08 19:21:58 UTC,517436005,517436006,push
517435850,713bc5e2996e62f6295020cc53a90dc60a64359b,,master,passed,548,2019-04-08 19:21:42 UTC,517435851,517435852,push
517384624,d2d84b0114d394832e8ce904cf94aa0d9ad5639a,,master,passed,555,2019-04-08 17:47:27 UTC,517384625,517384626,push
517370665,625dfb3c637639336720e82f86fb6633eaeb05e8,303,master,passed,539,2019-04-08 17:16:39 UTC,517370666,517370667,pull_request
517370304,e80f667fd3091e99d4ef03a5c873f5c5eee15b04,,lazaro_unsigned_shift,passed,518,2019-04-08 17:15:44 UTC,517370305,517370306,push
517370030,f78a1ae2ddbea819cf8bfb614b0bb80be80404c8,303,master,passed,512,2019-04-08 17:15:05 UTC,517370031,517370032,pull_request
517370025,886df953ded36f925d1a66699affb0c7e981a812,,lazaro_unsigned_shift,canceled,0,,517370026,517370027,push
517350488,23bcf7cf6e93b6de7f33e1a97c7d35c8316e31ea,303,master,passed,497,2019-04-08 16:32:58 UTC,517350489,517350490,pull_request
517350461,890659546ba36f194e05a8776e467fcbc85acdbd,,lazaro_unsigned_shift,passed,532,2019-04-08 16:32:50 UTC,517350462,517350463,push
517347092,5e9f0b0618ba100417159cf9220ee5f750e8fb8a,303,master,passed,548,2019-04-08 16:24:54 UTC,517347093,517347094,pull_request
517345273,c6e57535a1521288926e04d811c6447be639371b,,lazaro_unsigned_shift,passed,538,2019-04-08 16:21:06 UTC,517345276,517345279,push
517323014,4d7b4d0cf441429226726c15ff017b87daa41018,,master,passed,698,2019-04-08 15:35:02 UTC,517323015,517323016,push
517302770,f80206211ed990ccc43e893f6ce99a3ff3712849,294,master,passed,568,2019-04-08 15:17:54 UTC,517302773,517302776,pull_request
