build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
489364145,ea852e7e90fa3025bd7cdd540b99d5d5b94849c1,,v1.8.x,errored,1996,2019-02-06 03:41:50 UTC,489364146,489364147,489364148,489364149,489364150,489364151,489364152,489364153,489364154,489364155,489364156,489364157,489364158,489364159,489364160,push
349058917,e622c00bbc65bbb1bd74c8300ead3f1059c569c4,1731,master,errored,1916,2018-03-04 22:26:29 UTC,349058918,349058919,349058920,349058921,349058922,349058923,349058924,349058925,349058926,349058927,349058928,349058929,349058930,349058931,349058932,pull_request
349058663,0b9c82894a2d4702da48048e9b9e1dd3f8acbe79,,flavorjones-fix-compilation-warnings,errored,1979,2018-03-04 22:38:51 UTC,349058664,349058665,349058666,349058667,349058668,349058669,349058670,349058671,349058672,349058673,349058674,349058675,349058676,349058677,349058678,push
348812778,e88a18274c8ebc096794021de5e8c9f9aa41d472,,master,errored,1931,2018-03-04 02:39:16 UTC,348812779,348812781,348812783,348812784,348812785,348812786,348812787,348812788,348812789,348812791,348812793,348812795,348812797,348812800,348812801,push
346326481,74f21f96fc8a2cf7eed05f13d6573a695a900d6f,1721,master,errored,2028,2018-02-26 15:12:13 UTC,346326484,346326485,346326486,346326489,346326490,346326493,346326495,346326496,346326497,346326499,346326501,346326503,346326504,346326505,346326507,pull_request
346052576,7b4d767bdef79ee5191bad73587ccaa32ff51e1c,,master,errored,1799,2018-02-25 21:47:00 UTC,346052577,346052578,346052579,346052580,346052581,346052582,346052583,346052584,346052585,346052586,346052587,346052588,346052589,346052590,346052591,push
346052508,f40cba7828e9c309d69ea9e39308731b701c2881,,master,canceled,0,,346052509,346052510,346052511,346052512,346052513,346052514,346052515,346052516,346052517,346052518,346052519,346052520,346052522,346052523,346052525,push
345757892,d17815759602dca8b0c2973b2db82e174a7e5010,,master,errored,1830,2018-02-24 21:53:18 UTC,345757893,345757894,345757895,345757896,345757897,345757898,345757899,345757900,345757901,345757902,345757903,345757904,345757905,345757907,345757909,push
345754004,005455b0a8607d2003e0f8728e4d32d081cd5d26,1728,master,errored,1795,2018-02-24 21:44:36 UTC,345754005,345754006,345754007,345754008,345754009,345754010,345754012,345754014,345754015,345754016,345754018,345754020,345754023,345754026,345754027,pull_request
345753968,d70985d97b82f28a421d1403ff5f552610643f28,,oops,errored,1810,2018-02-24 21:36:56 UTC,345753969,345753970,345753971,345753972,345753973,345753974,345753975,345753976,345753977,345753978,345753979,345753980,345753981,345753982,345753983,push
344218942,21c2d5632eeb6846f9df98c3e928468cb217d252,1723,master,errored,1905,2018-02-21 08:52:00 UTC,344218943,344218944,344218945,344218946,344218947,344218948,344218949,344218950,344218951,344218952,344218953,344218954,344218955,344218956,344218960,pull_request
344209116,df53b1927abdedc8b2346c141e4633e3d77e9d90,1722,master,errored,2115,2018-02-21 08:17:29 UTC,344209118,344209119,344209121,344209123,344209124,344209126,344209127,344209129,344209130,344209136,344209138,344209139,344209141,344209143,344209145,pull_request
343819677,6c695e07d2df2e0c5dcaa8169e05a1310a4fad63,1720,master,errored,1909,2018-02-20 13:12:54 UTC,343819678,343819679,343819680,343819681,343819682,343819683,343819686,343819687,343819688,343819689,343819691,343819692,343819693,343819694,343819695,343819697,pull_request
343621408,a24b92e41cde36297e71a1d9612b189cbecfba38,,master,errored,2084,2018-02-20 00:26:01 UTC,343621409,343621410,343621411,343621412,343621413,343621414,343621416,343621418,343621420,343621422,343621424,343621425,343621426,343621427,343621428,push
343616725,4f9bfd11ddb6f68cb508fefd97dbb3068f117986,,master,errored,1927,2018-02-20 00:10:07 UTC,343616726,343616727,343616728,343616729,343616730,343616731,343616732,343616733,343616736,343616739,343616741,343616743,343616744,343616745,343616746,push
343232480,423d0ce294e534307beebba8eedecf871d39490e,,v1.7.x,errored,1892,2018-02-19 06:35:59 UTC,343232481,343232482,343232483,343232484,343232485,343232486,343232487,343232488,343232489,343232490,343232491,343232492,343232493,push
343232369,a705d15e978f20e30514a749770fdda4439ac9e1,,master,errored,1731,2018-02-19 06:26:45 UTC,343232370,343232371,343232372,343232373,343232374,343232375,343232376,343232377,343232378,343232379,343232380,343232381,343232382,343232383,343232384,push
343232212,b2ca8cae37a764c034dcc46ce5e4234d5aca157f,,master,errored,1782,2018-02-19 06:19:44 UTC,343232213,343232214,343232215,343232216,343232217,343232218,343232219,343232220,343232221,343232222,343232223,343232224,343232225,343232226,343232227,push
343232169,8cc2094f11f5a723c51d678fc368ac5ed3103896,,master,canceled,0,,343232170,343232171,343232172,343232173,343232174,343232175,343232176,343232177,343232178,343232179,343232180,343232181,343232182,343232183,343232184,push
343098815,c71006a70c08f1ec40b9f5710bd859e9a1239319,,pr1719-minimal-gem,errored,1738,2018-02-18 20:02:40 UTC,343098816,343098817,343098818,343098819,343098820,343098821,343098822,343098823,343098824,343098825,343098826,343098827,343098830,343098833,343098835,push
337883676,17b600c060656bec50a04f8ed960acb5e9cc3fba,1719,master,errored,1746,2018-02-06 06:50:43 UTC,337883677,337883678,337883679,337883680,337883681,337883682,337883683,337883684,337883685,337883686,337883687,337883688,337883689,337883690,337883691,pull_request
337404220,8c0678de0c43eca3dd1297396281a4123f5fc1c6,,master,errored,1939,2018-02-05 04:58:14 UTC,337404221,337404222,337404223,337404224,337404225,337404226,337404227,337404228,337404229,337404230,337404231,337404232,337404233,337404234,337404235,push
337063222,3b273ad59e46e8f22eaf550ab2cb193cfb837be8,,master,errored,1733,2018-02-03 22:55:52 UTC,337063223,337063224,337063225,337063226,337063227,337063228,337063229,337063230,337063231,337063232,337063233,337063234,337063235,337063236,337063237,push
337056425,d5d66be4e2fb3b4eac42c434895c3db40d57f7ca,,master,errored,1848,2018-02-03 22:23:56 UTC,337056426,337056427,337056428,337056429,337056430,337056431,337056432,337056433,337056434,337056435,337056436,337056437,337056438,337056439,337056440,push
335278928,5194f9b489bbaaf7ca525751d6e6faea5d5e314c,1717,master,errored,1828,2018-01-30 18:30:42 UTC,335278929,335278930,335278931,335278932,335278933,335278936,335278938,335278940,335278943,335278945,335278947,335278949,335278951,335278952,335278954,pull_request
335278087,090563c4094761ebbb5fe396ffcb197211b41557,,fix-1710,errored,1893,2018-01-30 18:28:26 UTC,335278088,335278089,335278090,335278091,335278092,335278093,335278094,335278095,335278096,335278097,335278098,335278101,335278102,335278103,335278104,push
334755474,d03088848d9f8ec3c3efa5243d2cd972883585f4,1716,master,errored,1895,2018-01-29 16:22:18 UTC,334755475,334755476,334755477,334755478,334755479,334755480,334755481,334755482,334755483,334755484,334755485,334755486,334755487,334755488,334755489,pull_request
334753747,24e75bc5c52c6de5858bea5223abb1fa614f08ee,,fix-1708,errored,1864,2018-01-29 15:37:02 UTC,334753748,334753751,334753753,334753754,334753755,334753756,334753757,334753758,334753759,334753760,334753761,334753762,334753763,334753764,334753765,push
334693090,f80f4ad9f553811435aa2c40908a49fcd26c4533,,v1.8.2,errored,1951,2018-01-29 13:15:34 UTC,334693091,334693092,334693093,334693094,334693095,334693096,334693097,334693098,334693099,334693100,334693103,334693104,334693105,334693106,334693107,push
334693067,b56e2ee0f97f26623cce374047f35b6f3391d4d2,,master,errored,1836,2018-01-29 13:32:20 UTC,334693068,334693069,334693070,334693072,334693074,334693075,334693076,334693077,334693078,334693079,334693080,334693081,334693082,334693083,334693084,push
334668219,c303112ab758093fa947d945f2b1432868f89820,1715,master,errored,1992,2018-01-29 11:55:11 UTC,334668220,334668221,334668222,334668223,334668224,334668225,334668226,334668227,334668228,334668229,334668230,334668231,334668232,334668233,334668234,pull_request
334562722,c60f74126faf1e481985ffded5edd70567a1f710,,1063-flavorjones-dup-document-fragment,errored,1871,2018-01-29 05:01:32 UTC,334562723,334562724,334562725,334562726,334562727,334562728,334562729,334562730,334562731,334562732,334562733,334562734,334562735,334562736,334562737,push
334426232,6e14afef81a4ecac6aac9b238ec2cedb86bd9bd0,,master,errored,1960,2018-01-28 17:55:51 UTC,334426234,334426235,334426236,334426237,334426238,334426239,334426240,334426241,334426242,334426243,334426244,334426245,334426246,334426247,334426248,push
334420261,fc30f339d779ad794ba748f2fac6a63f70289e45,1713,master,errored,1981,2018-01-28 17:37:41 UTC,334420262,334420263,334420264,334420265,334420266,334420267,334420268,334420269,334420270,334420271,334420272,334420273,334420274,334420275,334420276,pull_request
