build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
567825963,25b1069ab9b8c848d40b7aa338df7a6d86a166a9,,master,errored,20937,2019-08-05 11:44:39 UTC,567825964,567825965,567825966,567825967,567825968,567825972,567825974,567825975,567825976,567825977,567825978,567825985,567825991,push
567801119,3b486c54f6f7ef851b20aac9305af5c0cf0301f8,,master,passed,23256,2019-08-05 10:25:55 UTC,567801120,567801121,567801122,567801123,567801124,567801125,567801126,567801127,567801128,567801129,567801130,567801131,push
567770714,13081db7f4f2bba38bc797f27e95d6ac6cf890c1,,master,passed,23232,2019-08-05 09:06:22 UTC,567770715,567770716,567770717,567770718,567770719,567770720,567770721,567770722,567770723,567770724,567770725,567770726,push
567770108,73e814678b022de748770d7b200f26a084bfcfdd,,master,canceled,0,,567770109,567770110,567770111,567770112,567770113,567770114,567770115,567770116,567770117,567770118,567770119,567770120,push
567766079,cfe88ef094e5162c740a72c7eb93e75fd6120f5b,,master,canceled,0,,567766080,567766081,567766082,567766083,567766084,567766085,567766086,567766087,567766088,567766089,567766090,567766091,push
567761129,4cfd845811250dfb2583b96d63e10a5894ab4511,,master,passed,22820,2019-08-05 07:54:02 UTC,567761130,567761131,567761132,567761133,567761134,567761135,567761136,567761137,567761138,567761139,567761140,567761141,push
567356539,d4873e333c2406166ca03a91db429afc2f70f6a2,,master,errored,20687,2019-08-03 18:25:21 UTC,567356540,567356541,567356542,567356543,567356544,567356545,567356546,567356547,567356548,567356549,567356550,567356551,push
567312136,829b657c6c3a009001e534541182ab9a869fea66,,master,passed,23294,2019-08-03 17:52:30 UTC,567312137,567312139,567312140,567312141,567312142,567312143,567312144,567312145,567312146,567312147,567312148,567312149,push
567277465,52dc84223b6316c84e92dcd222b3145a55f402b9,2909,master,errored,18071,2019-08-03 11:36:33 UTC,567277467,567277468,567277469,567277470,567277471,567277472,567277473,567277474,567277475,567277476,567277477,567277478,pull_request
567265231,9e4021b6d02dc1d9545540c4f37cb04d2a96198f,2909,master,failed,23120,2019-08-03 10:27:26 UTC,567265232,567265233,567265234,567265235,567265236,567265237,567265238,567265239,567265240,567265241,567265242,567265243,pull_request
567245079,6d9dbf57d1694f98866c061d3fc3523a34d91806,2909,master,failed,23430,2019-08-03 08:36:40 UTC,567245080,567245081,567245082,567245083,567245084,567245085,567245086,567245087,567245088,567245089,567245090,567245091,pull_request
567225897,155dbda2f291a0df68c7edcace3f06c39deaf679,,master,errored,23082,2019-08-03 07:05:05 UTC,567225899,567225900,567225901,567225902,567225903,567225904,567225905,567225906,567225907,567225908,567225909,567225910,push
567223017,62dd450711c04da37ba7d9f7dde4d3bbcf86c1f0,2909,master,errored,22844,2019-08-03 05:56:43 UTC,567223018,567223019,567223020,567223021,567223022,567223023,567223024,567223025,567223026,567223027,567223028,567223029,pull_request
567130700,b44671de2ca8cb1ebab4daefa60badd0c1e8a09f,2909,master,failed,23664,2019-08-02 23:22:42 UTC,567130701,567130702,567130703,567130704,567130705,567130706,567130707,567130708,567130710,567130711,567130713,567130714,pull_request
567129759,130d9c05f7cd57c540768ea691b337a47731f454,,master,passed,22904,2019-08-02 21:59:29 UTC,567129760,567129761,567129762,567129763,567129764,567129765,567129766,567129767,567129768,567129769,567129770,567129771,push
567086924,7bad9f58ed9f1508d18334eb8f4f0c557d4fb1c5,2909,master,errored,21563,2019-08-02 20:36:27 UTC,567086925,567086926,567086927,567086928,567086929,567086930,567086931,567086932,567086933,567086934,567086935,567086936,pull_request
567081556,a7e491681f97e02f2660ab77ccce16f85f21a774,,master,failed,23157,2019-08-02 19:26:14 UTC,567081557,567081558,567081559,567081560,567081561,567081562,567081563,567081564,567081565,567081566,567081567,567081568,push
567018744,a64c1cfadc59b6a02a9a1772c82cfaf0665e511a,2909,master,canceled,17021,2019-08-02 18:21:18 UTC,567018745,567018746,567018747,567018749,567018750,567018751,567018752,567018753,567018754,567018755,567018756,567018757,pull_request
567018650,66f2cc44f058e244d5fca28517b027ba1dd6ff22,,master,failed,23436,2019-08-02 17:01:43 UTC,567018651,567018652,567018653,567018654,567018655,567018656,567018657,567018658,567018659,567018660,567018661,567018662,push
567015643,37e7e84fa7727324d583322b09021f6a2b826228,2909,master,canceled,0,,567015644,567015645,567015646,567015647,567015648,567015649,567015650,567015651,567015652,567015653,567015654,567015655,pull_request
567014998,5099255b0009f733cb40e5e42c9d5d54914a207e,2909,master,canceled,0,,567014999,567015000,567015001,567015002,567015003,567015004,567015005,567015006,567015007,567015008,567015009,567015010,pull_request
567010554,7abafe4436d1f2ee03dfb199b189ae1505b6e44e,,master,failed,23180,2019-08-02 15:44:41 UTC,567010555,567010569,567010571,567010573,567010574,567010577,567010578,567010579,567010580,567010581,567010582,567010583,push
567009930,ccf06694962256095820ad314f4e0883d592ef23,,master,canceled,0,,567009931,567009932,567009941,567009942,567009943,567009946,567009947,567009950,567009951,567009952,567009959,567009967,push
566985750,319d580a6ee81972c15c8a135314294430c79a58,,master,canceled,0,,566985751,566985752,566985753,566985754,566985755,566985756,566985757,566985758,566985759,566985760,566985761,566985762,push
