build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
742805395,916d171f2bf01155f2c115159ec475e8d76a690b,,2.16.0,errored,266,2020-11-11 01:15:30 UTC,742805396,742805397,742805398,742805399,742805400,742805401,742805402,push
742797786,cdb4de478f7ba5ddeca32579e0406f8677e9a8b0,5651,master,passed,996,2020-11-11 00:00:03 UTC,742797787,742797788,742797789,742797790,742797791,742797792,742797793,pull_request
742797148,9549f31eceaf59225671f4a981d80b7df2b288d1,,v2.25.0,passed,992,2020-11-10 21:47:47 UTC,742797149,742797150,742797151,742797152,742797153,742797154,742797155,push
742780100,a3b1467623e7e0e53f8405be4eba70954a872c26,,1.26-test,errored,168,2020-11-10 20:23:32 UTC,742780101,742780102,742780103,742780104,742780105,742780106,742780107,push
741891795,bd5db6e34e1d28286be92bf1982a71b8363d2656,5649,master,passed,1016,2020-11-06 15:09:54 UTC,741891796,741891797,741891798,741891799,741891800,741891801,741891802,pull_request
741666265,df1f5c87e3ad707982e89a70280b69a371db1059,5649,master,passed,975,2020-11-05 16:28:36 UTC,741666266,741666267,741666268,741666269,741666270,741666271,741666272,pull_request
740640898,2f70990cd3fabf7b05cb9a69b3dab1a43bbf0096,,master,passed,991,2020-11-01 16:57:14 UTC,740640900,740640902,740640903,740640904,740640905,740640906,740640907,push
740537632,fcd158fd8470e4da89959d1d2fbba8de1e30c8e3,5643,master,passed,949,2020-11-01 04:03:03 UTC,740537633,740537634,740537635,740537636,740537637,740537638,740537639,pull_request
740537416,4e7ce3b921a016fb570323117de2034bfabc6c7e,5643,master,passed,944,2020-11-01 04:00:35 UTC,740537417,740537418,740537419,740537420,740537421,740537422,740537423,pull_request
740536177,517ba477da58718b8fd5f48d01060d54cdb3a268,5643,master,passed,967,2020-11-01 03:43:18 UTC,740536178,740536179,740536180,740536181,740536182,740536183,740536184,pull_request
740276763,665e2bf4d816d6dea80ca9c3bd3a611e839710a6,5643,master,passed,1004,2020-10-30 21:26:35 UTC,740276764,740276765,740276766,740276767,740276768,740276769,740276770,pull_request
740272212,5f94f46880266fa0182769a011a407063f771b7d,5643,master,canceled,0,,740272213,740272214,740272215,740272216,740272217,740272220,740272221,pull_request
740254353,1417d28fca9d0994d6f72d2a1d62a94ba2011687,5643,master,canceled,0,,740254354,740254355,740254356,740254357,740254358,740254359,740254360,pull_request
