build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
757378405,f9b94543ee741a0ccc681e84c83e157663fea476,52,master,passed,321,2021-02-03 11:56:26 UTC,757378406,757378407,757378408,757378409,757378410,757378411,pull_request
757378396,83d509982d50aba8ba85357f6660e185f0d8de09,,add-touch,passed,324,2021-02-03 11:35:59 UTC,757378397,757378398,757378399,757378400,757378401,757378402,push
757378293,507a457bcccce6d3dd6df44b76460eaa70c50e89,52,master,canceled,-1737,2021-02-03 11:30:33 UTC,757378294,757378295,757378296,757378297,757378298,757378299,pull_request
757378280,1e2dc7f46fa965faad0bfb529703a276764659e7,,add-touch,canceled,0,,757378281,757378282,757378283,757378284,757378285,757378286,push
757376065,d697e70fca07b9bdb7ef434efaebf57d20e7395d,52,master,canceled,0,,757376066,757376067,757376068,757376069,757376070,757376071,pull_request
757375900,23118bcd6b606a00e55b9c3ab2eb0db369b60b79,,add-touch,passed,308,2021-02-03 11:04:53 UTC,757375901,757375902,757375903,757375904,757375905,757375906,push
744045350,30f20e8b9ae897b1d5e415a237021228cb2ece6f,,master,passed,490,2020-11-16 23:53:28 UTC,744045354,744045355,744045356,744045357,744045358,744045359,push
741953308,7ffe394f204cebc201b4b4906617df588b1e00c2,51,master,passed,519,2020-11-06 19:40:33 UTC,741953309,741953310,741953311,741953312,741953313,741953314,pull_request
741771947,eafbcfa2470e3aad5e562667ad2cefd0d38ddd0e,50,master,errored,154,2020-11-06 01:12:19 UTC,741771948,741771949,741771950,741771951,741771952,741771953,pull_request
741769528,47c624d9eadfb269990342253ebb1fe5bce4817e,,fix-increment-touch,passed,494,2020-11-06 00:46:37 UTC,741769529,741769530,741769531,741769532,741769533,741769534,push
699052505,0af57cb67205a5489d7bc6369b5f06db1c1ff3d2,,v0.5.0,passed,488,2020-06-16 19:23:08 UTC,699052506,699052507,699052508,699052509,699052510,699052511,push
699052473,0af57cb67205a5489d7bc6369b5f06db1c1ff3d2,,master,passed,504,2020-06-16 19:21:25 UTC,699052475,699052476,699052477,699052479,699052480,699052483,push
699052257,759a3d03f01d30d14da697b9378787ceac94aa2d,,master,passed,484,2020-06-16 19:19:47 UTC,699052258,699052259,699052260,699052261,699052262,699052263,push
698992495,73ead2af8745b6ac2155c7c4a4b4a8a2282cf468,49,master,passed,540,2020-06-16 16:19:21 UTC,698992496,698992497,698992498,698992499,698992500,698992501,pull_request
698992488,3ee4ca97d29cb01bd8cc8e2eb9371d500c2f5c3c,,update-for-rails-6,passed,504,2020-06-16 16:17:45 UTC,698992489,698992490,698992491,698992492,698992493,698992494,push
698989792,c9204681586482da36fd81a7f4fd5772c61e5e14,49,master,failed,499,2020-06-16 16:11:32 UTC,698989793,698989794,698989795,698989796,698989797,698989798,pull_request
698989780,823183817ec5d8953ec2a4d515e09b5d108ade7f,,update-for-rails-6,failed,492,2020-06-16 16:09:52 UTC,698989781,698989782,698989783,698989784,698989785,698989786,push
698736615,496e891aad67670d6b5400eb64d8b145eb774c43,49,master,failed,475,2020-06-15 23:26:46 UTC,698736616,698736617,698736618,698736619,698736620,698736621,pull_request
698736603,eaef2170ae5dc40901dbd6e59dae3223f1c2afdf,,update-for-rails-6,failed,484,2020-06-15 23:25:11 UTC,698736604,698736605,698736606,698736607,698736608,698736609,push
698732952,b3bc386f8bc3bfbd6deddec8a188c913d9fa6c39,49,master,errored,389,2020-06-15 23:11:11 UTC,698732953,698732954,698732955,698732956,698732957,698732958,pull_request
698732943,3a2ed7966bf88d5a42cb8dd969cb2d83b5a9191a,,update-for-rails-6,errored,369,2020-06-15 23:10:10 UTC,698732944,698732945,698732946,698732947,698732948,698732949,push
698687353,df45fa20e94e761539a26960ecf4d374f7b4a4f1,49,master,errored,1089,2020-06-15 20:41:43 UTC,698687354,698687355,698687356,698687357,698687358,698687359,698687360,698687361,698687362,698687363,698687364,698687365,698687366,698687367,698687368,pull_request
698686449,8cfaed95b680b4f051712e43389b4d76664f54a4,,update-for-rails-6,errored,1067,2020-06-15 20:37:15 UTC,698686450,698686451,698686452,698686453,698686454,698686455,698686456,698686457,698686458,698686459,698686460,698686461,698686462,698686463,698686464,push
698686006,c4f97a7ae60c0c4929c82bf01690d7596483274b,,update-for-rails-6,errored,1108,2020-06-15 20:33:44 UTC,698686007,698686008,698686009,698686010,698686011,698686012,698686013,698686014,698686015,698686016,698686017,698686018,698686019,698686020,698686021,push
637686163,4f153d48c0950e1cfd124285e2b280a664084d0f,48,master,passed,1138,2020-01-15 23:03:12 UTC,637686164,637686165,637686166,637686167,637686168,637686169,637686170,637686171,637686172,637686173,637686174,637686175,637686176,637686177,637686178,pull_request
637685735,b416f8ac40c5031f29a70cecd05edb7575672297,,raise-on-meaningless-queries,passed,1100,2020-01-15 22:58:53 UTC,637685736,637685737,637685738,637685739,637685740,637685741,637685742,637685743,637685744,637685745,637685746,637685747,637685748,637685749,637685750,push
637679005,fb1f56ae78816adea0e50cf2d3ca21e45290f6fe,,raise-on-meaningless-queries,passed,1123,2020-01-15 22:43:34 UTC,637679006,637679007,637679008,637679009,637679010,637679011,637679012,637679013,637679014,637679015,637679016,637679017,637679018,637679019,637679020,push
637676886,7dd92670dd7d6c7a8fffa1f2ab10679c4ddd339d,,raise-on-meaningless-queries,passed,1104,2020-01-15 22:37:48 UTC,637676887,637676888,637676889,637676890,637676891,637676892,637676893,637676894,637676895,637676896,637676897,637676898,637676899,637676900,637676901,push
637675900,2c5dacec1f0e2b09a6643bf2818d4bc684db7eec,,raise-on-meaningless-queries,errored,831,2020-01-15 22:34:25 UTC,637675901,637675904,637675905,637675906,637675907,637675908,637675909,637675910,637675911,637675912,637675913,637675914,637675915,637675916,637675917,push
627912928,3237951516745f41a77d5d1e97524abde9125df6,,v0.4.0,passed,1128,2019-12-20 21:56:54 UTC,627912929,627912930,627912931,627912932,627912933,627912934,627912935,627912936,627912937,627912938,627912939,627912940,627912941,627912942,627912943,push
627912840,3237951516745f41a77d5d1e97524abde9125df6,,master,passed,1145,2019-12-20 21:52:18 UTC,627912841,627912842,627912843,627912844,627912845,627912846,627912847,627912848,627912849,627912850,627912851,627912852,627912853,627912854,627912855,push
627912241,2b4f70e8425484e76a3085e35a0328bb7c432fc3,,master,passed,1142,2019-12-20 21:47:51 UTC,627912242,627912243,627912244,627912245,627912246,627912247,627912248,627912249,627912250,627912251,627912252,627912253,627912254,627912255,627912256,push
627451801,86ecce1276d6c40c19dcda6ad5c8d19ef71e89ce,47,master,passed,1073,2019-12-19 22:17:45 UTC,627451802,627451803,627451804,627451805,627451806,627451807,627451808,627451809,627451810,627451811,627451812,627451813,627451814,627451815,627451816,pull_request
627451781,ba27214e4cc88865f194d5e01af65dbc4ec17a96,,configurable-kv-table,passed,1148,2019-12-19 22:13:22 UTC,627451782,627451783,627451784,627451785,627451786,627451787,627451788,627451789,627451790,627451791,627451792,627451793,627451794,627451795,627451796,push
624395550,7e3402ed1487e154d963d622ec41d671fe185a0c,47,master,passed,1310,2019-12-12 23:46:13 UTC,624395551,624395552,624395553,624395554,624395555,624395556,624395557,624395558,624395559,624395560,624395561,624395562,624395563,624395564,624395565,pull_request
624395523,d8a38a77defde1ea7c37f0ecc4dfe4eb7b18d183,,configurable-kv-table,passed,1269,2019-12-12 23:46:09 UTC,624395525,624395526,624395527,624395528,624395529,624395530,624395531,624395532,624395533,624395534,624395535,624395536,624395537,624395538,624395539,push
623393821,08c48fe461a13cbf119799b2c31efe2f259e4329,47,master,passed,1231,2019-12-10 21:50:38 UTC,623393822,623393823,623393824,623393825,623393826,623393827,623393828,623393829,623393830,623393831,623393832,623393833,623393834,623393835,623393836,pull_request
623393781,df408812c5f39996def59c516bf0e67a41c0408c,,configurable-kv-table,passed,1247,2019-12-10 21:43:17 UTC,623393782,623393783,623393784,623393785,623393786,623393787,623393788,623393789,623393790,623393791,623393792,623393793,623393794,623393795,623393796,push
622959058,190edabd0448f212686b9cbbb17e4daa23c21098,47,master,failed,1264,2019-12-10 00:42:21 UTC,622959059,622959060,622959061,622959062,622959063,622959064,622959065,622959066,622959067,622959068,622959069,622959070,622959071,622959072,622959073,pull_request
622959042,b24a638dd5c8e2e1afc3836de36b4c8db16e79ff,,configurable-kv-table,failed,1223,2019-12-10 00:37:00 UTC,622959043,622959044,622959045,622959046,622959047,622959048,622959049,622959050,622959051,622959052,622959053,622959054,622959055,622959056,622959057,push
622867104,5d12599b7573fdb95c0bf248a152b3d4dd1703fe,47,master,passed,1202,2019-12-09 20:45:57 UTC,622867105,622867106,622867107,622867108,622867109,622867110,622867111,622867112,622867113,622867114,622867115,622867116,622867117,622867118,622867119,pull_request
622864433,e8acbedb52a8e20c4ad127d3bb028af2b51ba289,,configurable-kv-table,passed,1278,2019-12-09 20:40:20 UTC,622864434,622864435,622864436,622864437,622864438,622864439,622864440,622864441,622864442,622864443,622864444,622864445,622864446,622864447,622864448,push
577034669,9a8fcf8f9961cf49dcb8baaf56a0f2d39075f84c,,v0.3.0,passed,1252,2019-08-26 21:26:56 UTC,577034670,577034671,577034672,577034678,577034679,577034680,577034681,577034682,577034685,577034688,577034689,577034697,577034698,577034701,577034702,push
577034236,62fb6399b247b06eb37b7a269008ef023a16a79e,45,master,errored,312,2019-08-26 21:20:30 UTC,577034237,577034239,577034240,577034244,577034246,577034248,577034254,577034256,577034257,577034258,577034259,577034260,577034262,577034265,577034271,pull_request
577034131,f146ac39b1e350c54ad60df397536c71a2b06c13,,fletchto99/kv-increment,errored,304,2019-08-26 21:25:13 UTC,577034132,577034133,577034134,577034137,577034140,577034151,577034155,577034163,577034166,577034175,577034176,577034177,577034180,577034184,577034185,push
577034082,9a8fcf8f9961cf49dcb8baaf56a0f2d39075f84c,,master,passed,1268,2019-08-26 21:12:02 UTC,577034083,577034084,577034085,577034086,577034087,577034088,577034089,577034090,577034091,577034092,577034093,577034094,577034095,577034096,577034097,push
577032981,ac161a74d117e385385bef8189b803b217c6ce2c,45,master,canceled,0,,577032982,577032983,577032984,577032985,577032986,577032987,577032988,577032989,577032991,577032993,577032994,577032996,577032998,577032999,577033000,pull_request
577032964,0bfde1c1930e0ac884be909b469e72a0967bd85f,,fletchto99/kv-increment,errored,930,2019-08-26 21:07:53 UTC,577032965,577032967,577032968,577032969,577032970,577032971,577032972,577032973,577032974,577032975,577032976,577032977,577032978,577032979,577032980,push
574200769,9a8e8e4d2ef8fdf9904425341ba76047668cc438,45,master,passed,1269,2019-08-20 07:21:34 UTC,574200770,574200771,574200772,574200773,574200774,574200775,574200776,574200777,574200778,574200779,574200780,574200781,574200782,574200783,574200784,pull_request
574200742,ee368182a28c59deea7a8814b1a0fc836e0c1992,,fletchto99/kv-increment,passed,1276,2019-08-20 07:16:23 UTC,574200743,574200744,574200745,574200746,574200747,574200748,574200749,574200750,574200751,574200752,574200753,574200754,574200755,574200756,574200757,push
574197040,9334373a47ed1094efd891de7b5e49cc4f785f2d,45,master,passed,1309,2019-08-20 07:10:21 UTC,574197041,574197042,574197043,574197044,574197045,574197046,574197047,574197048,574197049,574197050,574197051,574197052,574197053,574197054,574197055,pull_request
574197020,b4d806828d53d5088f189951cfe446049e01f9f0,,fletchto99/kv-increment,passed,1279,2019-08-20 07:05:07 UTC,574197021,574197022,574197023,574197024,574197025,574197026,574197027,574197028,574197029,574197030,574197031,574197032,574197033,574197034,574197035,push
574099777,6f5df4057328b48c8a176f27c582812d8fd50c01,45,master,passed,1309,2019-08-20 00:37:36 UTC,574099778,574099779,574099780,574099781,574099782,574099783,574099784,574099785,574099786,574099787,574099788,574099789,574099790,574099791,574099792,pull_request
574099759,068036346b2d7eb3d43f668ac6e8be537ed82b82,,fletchto99/kv-increment,passed,1291,2019-08-20 00:32:07 UTC,574099760,574099761,574099762,574099763,574099764,574099765,574099766,574099767,574099768,574099769,574099770,574099771,574099772,574099773,574099774,push
574099545,4fc3c77a42edb4775250843b985821dc10b83a15,45,master,passed,1284,2019-08-20 00:21:25 UTC,574099547,574099548,574099549,574099550,574099551,574099552,574099553,574099554,574099555,574099556,574099557,574099558,574099559,574099560,574099561,pull_request
574099519,602b6852581418995931643793336dbb44656593,,fletchto99/kv-increment,passed,1314,2019-08-20 00:21:20 UTC,574099520,574099521,574099522,574099523,574099524,574099525,574099526,574099527,574099528,574099529,574099530,574099531,574099532,574099533,574099534,push
573975101,4569b5f9e6d310cf15cdfd9761fbd053eac70f92,45,master,passed,1594,2019-08-19 19:01:39 UTC,573975102,573975103,573975104,573975105,573975106,573975107,573975108,573975109,573975110,573975111,573975112,573975113,573975114,573975115,573975116,pull_request
573975016,89cb44e9025257c7ec37643ad1743fbfbcb54765,,fletchto99/kv-increment,passed,1813,2019-08-19 18:54:32 UTC,573975017,573975018,573975020,573975023,573975024,573975025,573975027,573975029,573975030,573975031,573975032,573975033,573975034,573975035,573975036,push
572512261,3ebe2b54014e6a4179e59a87d9e578d1128528cf,45,master,passed,1386,2019-08-15 22:43:29 UTC,572512262,572512263,572512264,572512265,572512266,572512267,572512268,572512269,572512270,572512271,572512272,572512273,572512274,572512275,572512276,pull_request
572512243,3100480159e981bd0371a17d18f5098441b19c87,,fletchto99/kv-increment,passed,1318,2019-08-15 22:37:49 UTC,572512244,572512245,572512246,572512247,572512248,572512249,572512250,572512251,572512252,572512253,572512254,572512255,572512256,572512257,572512258,push
572511771,8033187e3e043260a9afc8c72f7a01758b241153,45,master,canceled,0,,572511772,572511773,572511774,572511775,572511776,572511777,572511778,572511779,572511780,572511781,572511782,572511783,572511784,572511785,572511786,pull_request
572511702,e81af4f92e1bf76a5944889b2088e888212ddc95,,fletchto99/kv-increment,passed,1300,2019-08-15 22:32:33 UTC,572511703,572511704,572511705,572511706,572511707,572511708,572511709,572511710,572511711,572511712,572511713,572511714,572511715,572511716,572511717,push
572194840,5ef90a171af1e93a1e47ccc1f147eba9d5954063,45,master,passed,1313,2019-08-15 08:13:35 UTC,572194841,572194842,572194843,572194844,572194845,572194846,572194847,572194848,572194849,572194850,572194851,572194852,572194853,572194854,572194855,pull_request
572194810,e4b5306b0c604b2c0e13f2097a2f6f75b9cc67ad,,fletchto99/kv-increment,passed,1318,2019-08-15 08:08:10 UTC,572194811,572194812,572194813,572194814,572194815,572194816,572194817,572194818,572194819,572194820,572194821,572194822,572194823,572194824,572194825,push
572194398,b264a2960c0b8f82b6d2055dc5bfa3cc90b38966,45,master,canceled,0,,572194399,572194400,572194401,572194402,572194403,572194404,572194405,572194406,572194407,572194408,572194409,572194410,572194411,572194412,572194413,pull_request
572194361,93c809af887657caceae8851cb3019ddfb477083,,fletchto99/kv-increment,passed,1324,2019-08-15 08:02:59 UTC,572194362,572194363,572194364,572194365,572194366,572194367,572194368,572194369,572194370,572194371,572194372,572194373,572194374,572194375,572194376,push
571941082,c87ea76412ea8effba9e39cd8ec636a479a820aa,45,master,passed,1310,2019-08-14 17:37:29 UTC,571941083,571941084,571941085,571941086,571941087,571941088,571941089,571941090,571941091,571941092,571941093,571941094,571941095,571941096,571941097,pull_request
571941047,54ae1b9b3e47a2fbf71c0a7ba19017fa3f0ad6fa,,fletchto99/kv-increment,passed,1296,2019-08-14 17:31:55 UTC,571941048,571941049,571941050,571941051,571941052,571941053,571941054,571941055,571941056,571941057,571941058,571941059,571941060,571941061,571941062,push
571931868,ac339a9530e90fc46eae39681bb74863774eba51,45,master,passed,1308,2019-08-14 17:18:05 UTC,571931869,571931870,571931872,571931873,571931874,571931875,571931877,571931878,571931879,571931880,571931881,571931882,571931883,571931884,571931885,pull_request
571931827,6ab089e35c7e5530f2b60793cfbd4be68666248d,,fletchto99/kv-increment,passed,1286,2019-08-14 17:11:13 UTC,571931828,571931829,571931830,571931831,571931832,571931833,571931834,571931835,571931836,571931837,571931838,571931839,571931840,571931841,571931842,push
