build_id,commit,pull_req,branch,status,duration,started_at,jobs,event_type
733069482,754714b3810f6deda9f5cef457bd81078184d05a,,v0.26.9,errored,2081,2020-10-05 19:53:52 UTC,733069483,push
733065966,754714b3810f6deda9f5cef457bd81078184d05a,,master,passed,79,2020-10-05 18:44:22 UTC,733065967,push
733065661,8dc213ff42a78c9b7dcda7bf2c2e1a6f51edbf6f,648,master,errored,33,2020-10-05 18:41:15 UTC,733065662,pull_request
733065528,9e564090630c28acf393e25cd62142bdf6406164,,dev,passed,78,2020-10-05 18:37:01 UTC,733065529,push
733045924,2c3126c48927476485fb7c8b194791042f3e5de3,,dev,passed,74,2020-10-05 17:30:49 UTC,733045925,push
733037987,720f842d4bfb6bd4b40f695d93dfc6a4e109c626,,dev,passed,75,2020-10-05 17:03:31 UTC,733037988,push
732968953,b4604bc4da3a29010501e1eb699885b17780c1ad,,dev,passed,75,2020-10-05 13:50:56 UTC,732968954,push
732931795,22e1eabb55de9092b40c25b091c22efd9c8a45ff,,dev,passed,74,2020-10-05 11:25:45 UTC,732931796,push
720134785,7cd037841dd97c18ebc5d348d7d06bcfc2fffc2a,613,master,passed,69,2020-08-22 05:22:50 UTC,720134786,pull_request
713277040,192f2324657280bef43e42da5d578750780fb15a,599,master,passed,75,2020-07-30 12:16:25 UTC,713277041,pull_request
703916695,acffdd76a142539aee22ee4bee31e0e334008847,,dev,passed,78,2020-07-01 13:42:03 UTC,703916696,push
699662014,c7720066ec5b38d9483a7c4786179a8751ef6e95,,dev,passed,82,2020-06-18 11:47:30 UTC,699662015,push
699379267,54743588bb90e4ae4d1ebddf685e73287d8d43e0,,v0.26.8,passed,2134,2020-06-17 16:19:08 UTC,699379268,push
699377060,54743588bb90e4ae4d1ebddf685e73287d8d43e0,,master,passed,73,2020-06-17 16:12:43 UTC,699377061,push
699375517,000648c9aa01eabdbd7870b04e529df4df682f15,571,master,passed,77,2020-06-17 16:07:39 UTC,699375518,pull_request
699375060,0d4c13e0a598f99655a67f1dcbdc57472bf6dd1b,,dev,passed,73,2020-06-17 16:05:55 UTC,699375061,push
699373716,f95c25cf73d4c8859d55f1071cd766c1e90da2fb,,dev,passed,75,2020-06-17 16:01:51 UTC,699373717,push
696905605,cfe1747160b5a7283b26b1e4c419cda679baf458,,dev,passed,77,2020-06-10 15:55:09 UTC,696905606,push
689250660,60041da54c312e90e4e7b58ef64be55f42c84a80,,dev,passed,70,2020-05-20 13:47:23 UTC,689250661,push
689250355,ebd1a11392d4e7e2a79064a8746788b9fb4c76ee,,dev,passed,72,2020-05-20 13:45:54 UTC,689250356,push
688648211,f31fc331b3d86f7de479073fae34efc293d81702,546,master,passed,74,2020-05-19 02:40:56 UTC,688648212,pull_request
688548169,3a5ef43420027c516ffe382e83350b9bbce2520b,545,master,passed,68,2020-05-18 20:14:41 UTC,688548170,pull_request
684959543,f391813a2883ca3adf4a7c3a7276a8dac8eea7f2,,master,passed,97,2020-05-09 06:01:01 UTC,684959544,push
684959534,192bb51887ccb162c833fafb444747721a5be9ed,533,master,errored,30,2020-05-09 06:00:13 UTC,684959535,pull_request
684959473,03e32ba9893f8f11103d8a31cdf1ddd115847a18,,dev,passed,73,2020-05-09 05:58:42 UTC,684959474,push
684959447,10f000fe704d1ff328d69ce4bab7a3ed845d971f,532,dev,errored,28,2020-05-09 05:57:57 UTC,684959448,pull_request
684954488,5a91bc2077235ac26b35f083fbe5541c193dbfef,,dev,passed,74,2020-05-09 05:10:19 UTC,684954489,push
684777756,e82798e13d568c6baeb056de3aa7b4a7981e4540,532,master,passed,75,2020-05-08 17:34:05 UTC,684777757,pull_request
684776247,781da5b0facef5ee7d1b9dcb35be9e9f22867497,531,master,passed,76,2020-05-08 17:29:48 UTC,684776248,pull_request
684775071,f9812ba15ceb5a62d64d174a496270c84ccd7899,530,master,errored,28,2020-05-08 17:26:02 UTC,684775072,pull_request
684333575,e6b825dfc9bdf382e26cb0eaf5aaf9bb4d60648b,,v0.26.7,passed,2084,2020-05-07 15:54:50 UTC,684333576,push
684332547,e6b825dfc9bdf382e26cb0eaf5aaf9bb4d60648b,,master,passed,76,2020-05-07 15:52:46 UTC,684332548,push
684331638,3a449e3b644a967330e64397aebba6b165b1a051,526,master,passed,76,2020-05-07 15:50:26 UTC,684331639,pull_request
684330688,55c263902e12b982b5890c357305b150b3602944,,dev,passed,76,2020-05-07 15:48:09 UTC,684330689,push
684324292,f459acdfb43a06a449dd30102a2b790bc476c9b8,,dev,passed,77,2020-05-07 15:31:01 UTC,684324293,push
684246845,6f1b32a152fa1eab424615cc15dd03eee0a2344b,,dev,passed,71,2020-05-07 12:50:01 UTC,684246846,push
681559813,878c717f89ca844e4aac79003a4220500a0c0a6f,,dev,passed,74,2020-04-30 15:47:47 UTC,681559814,push
681551683,cd700ac97e8361ec53b0b85629be71e260c47886,522,master,passed,93,2020-04-30 15:30:36 UTC,681551684,pull_request
681550420,7e60ed14b5bc3fe28a6ef4f77e24c550a358276e,,pull/508,passed,68,2020-04-30 15:28:02 UTC,681550421,push
675263119,805b129c3b35c9c644e5215d67edb0aad3aad93c,,dev,passed,73,2020-04-15 11:54:53 UTC,675263120,push
675129227,573bcc352234b06e7d4c2203d3c438fcba15d01c,508,master,passed,72,2020-04-15 03:25:49 UTC,675129228,pull_request
675125367,a6bc0218174b216cf40d1ebede0b8922155bd84e,508,master,passed,76,2020-04-15 03:08:44 UTC,675125368,pull_request
675124184,66550d662af4dcbfc384b6ddaa6bd1dae83a378c,508,master,passed,69,2020-04-15 03:03:44 UTC,675124185,pull_request
670156138,494d59cc9366e0e6f996cc20bd476b550154087e,,dev,passed,70,2020-04-02 13:53:09 UTC,670156139,push
669171497,b73491cde1004eb83da2a6e4b0278321b1d50505,,dev,passed,69,2020-03-31 10:48:09 UTC,669171500,push
669107513,323729d7801699d544292b9722cafcdb24f43fed,487,master,passed,69,2020-03-31 06:59:54 UTC,669107514,pull_request
666819333,c9b755360c3b3513e53bb265ae49703f06d6f34f,,master,passed,70,2020-03-25 15:11:20 UTC,666819334,push
666817589,1b3dc6d831636ae5e1d3c02eb8dccdd9e4a479a9,,dev,passed,76,2020-03-25 15:09:40 UTC,666817590,push
666815249,c9b755360c3b3513e53bb265ae49703f06d6f34f,,v0.26.6,passed,2155,2020-03-25 14:33:23 UTC,666815250,push
666806631,b3966c98fe82987d6932678469e6900f368ed8e1,,dev,passed,70,2020-03-25 14:09:11 UTC,666806632,push
666747870,72e10ced888c080fd04e1806a111aac12a0b92c0,,dev,passed,69,2020-03-25 12:04:38 UTC,666747872,push
666744184,bcf9334aa5c64c4e42cd8bd36ff036d5f4eeae47,,dev,passed,69,2020-03-25 11:51:28 UTC,666744185,push
666602251,ef0c3da1197421abd988d3fa27ab034b326dab6e,473,master,passed,70,2020-03-25 01:37:34 UTC,666602253,pull_request
666596632,27ad32cc6fc621f1481854f08a28117a4658830d,471,master,passed,72,2020-03-25 01:10:19 UTC,666596633,pull_request
664377552,de63b7df439a2d2e30b4bfada648622f6459a949,,dev,passed,69,2020-03-19 12:45:02 UTC,664377553,push
662894371,9ff29c810cab6ce25bd8372ad84745a348c92272,,dev,passed,73,2020-03-16 03:01:21 UTC,662894372,push
662046760,6f585298ffd1fd7ac131cc29ce18414cfe15bf98,,verify,errored,82,2020-03-13 16:53:51 UTC,662046761,662046762,push
661402302,77ed98d407002c2ff5dffb610f1192e3ffb4d3c4,,dev,passed,101,2020-03-12 06:47:33 UTC,661402303,push
660977729,f22914c3ad1b8b1d9917f36f8e101d093a0ad817,,v0.26.5,passed,2117,2020-03-11 10:06:15 UTC,660977730,push
660974266,f22914c3ad1b8b1d9917f36f8e101d093a0ad817,,master,passed,68,2020-03-11 08:27:08 UTC,660974267,push
660973923,dd798feb92ad3c514fad8afc0bec4e9dd335eec1,452,master,passed,69,2020-03-11 08:25:35 UTC,660973924,pull_request
660972887,d4f3e46277fdb86a25845cb3095ec76f48447b90,,dev,passed,73,2020-03-11 08:21:22 UTC,660972889,push
660650681,fe6f6043e279dbe542071e1abd09ef740696c37b,,v0.26.5,errored,2021,2020-03-11 06:29:07 UTC,660650682,push
660646254,fe6f6043e279dbe542071e1abd09ef740696c37b,,master,passed,70,2020-03-10 14:20:13 UTC,660646255,push
660640202,870e3d100d52fa052dc39265f51e42c456d3f90b,449,master,passed,69,2020-03-10 14:09:07 UTC,660640203,pull_request
660633133,33b7f9f57017fe7374d22630b67fc63126a33181,,dev,passed,95,2020-03-10 13:47:22 UTC,660633134,push
660632886,d83c2abff59bea7e4f662ead80d1700acb4606fd,448,dev,errored,31,2020-03-10 13:46:45 UTC,660632888,pull_request
660609254,ead0f19f60cadbcef478c0f3168854cd79d9c426,,dev,passed,297,2020-03-10 12:51:50 UTC,660609256,660609257,push
660592788,671a0eae8bb433fec417cac2c09790ef90a50b7c,,master,passed,69,2020-03-10 12:10:41 UTC,660592789,push
660530583,bfa3db1e32ad895c3e4a07668df6675b39ee7ec6,446,master,passed,74,2020-03-10 09:09:54 UTC,660530585,pull_request
660510107,41e38fa6f2c67fc92434f360eefca343144f669e,,v0.26.5,errored,4076,2020-03-10 08:42:19 UTC,660510108,660510109,push
660509944,41e38fa6f2c67fc92434f360eefca343144f669e,,master,passed,325,2020-03-10 07:58:13 UTC,660509945,660509946,push
660509227,6ec7dbce2ce8c6a8c02c88419e31261c03d342ac,445,master,passed,321,2020-03-10 07:55:36 UTC,660509228,660509229,pull_request
660508415,47ea9419ab9595ff6e1422b2105c09c1ca94ac95,,dev,passed,319,2020-03-10 07:52:15 UTC,660508416,660508417,push
660489480,7be6f51785f38839bfc8caa59c3f2c750c09cc7a,,v0.26.5,canceled,2277,2020-03-10 06:39:22 UTC,660489481,660489482,push
660486990,7be6f51785f38839bfc8caa59c3f2c750c09cc7a,,master,passed,296,2020-03-10 06:24:42 UTC,660486991,660486992,push
660485881,f33109da068ff25a097b07793976c2332780f63a,444,master,passed,302,2020-03-10 06:19:19 UTC,660485882,660485883,pull_request
660485878,40489de7f774e7ef7967ef55c85038e71fe5adb1,,dev,passed,295,2020-03-10 06:19:17 UTC,660485879,660485880,push
660478828,5a8814f1b33ba881d56c99df6bd89e676e5c6e81,444,master,failed,215,2020-03-10 05:45:06 UTC,660478829,660478830,pull_request
660478823,ccb6bafb93da9dc6d72cd2c6f1d1827d9d126778,,dev,failed,219,2020-03-10 05:45:03 UTC,660478824,660478825,push
660464400,846720baddcceafae19e06bc0f04f0559af337ee,444,master,failed,217,2020-03-10 04:31:04 UTC,660464401,660464402,pull_request
660455042,9289a4472aab0353281b807cc903ab9387bc8ecd,,dev,failed,218,2020-03-10 04:33:11 UTC,660455043,660455044,push
659553379,3cdd228d36307825a74b7fc6cf996c2e2dbf04c4,,dev,passed,249,2020-03-07 15:18:10 UTC,659553380,659553381,push
659534239,6bd853b6f645eb90bbf1340dc2d4fb0a72b93072,,dev,passed,253,2020-03-07 13:57:02 UTC,659534240,659534241,push
658752382,a296e0733f06ae73c866ecb71141bef7217d6e55,,dev,passed,252,2020-03-05 15:54:29 UTC,658752383,658752384,push
658701449,f1ae3ca7581378613532842efb121e3544620adf,,dev,passed,249,2020-03-05 14:08:13 UTC,658701450,658701451,push
657617949,8dabf5af1de93d4ea81c956bf495f1495b4b65d6,,dev,passed,278,2020-03-03 06:34:18 UTC,657617950,657617951,push
657565038,b79def8dbf070be7c4bb2d09feaec5dfd767923b,,dev,passed,255,2020-03-03 01:55:07 UTC,657565039,657565040,push
657281328,88c0d1c531fe53a42bef0de61a4754ed743478fa,430,dev,passed,255,2020-03-02 12:56:59 UTC,657281329,657281330,pull_request
657234808,7e884d95e8afe812fdfa0e64307047543cb88f87,430,dev,passed,271,2020-03-02 10:39:21 UTC,657234809,657234810,pull_request
657148105,9fbdbb1c021d891507dec1a50405921da8b3b11d,,v0.26.4,passed,4364,2020-03-02 13:28:45 UTC,657148106,657148107,push
657147054,9fbdbb1c021d891507dec1a50405921da8b3b11d,,master,passed,256,2020-03-02 05:52:20 UTC,657147055,657147056,push
657146249,f8ca668331f48fb20f9f4f0e86cb69ed37607165,429,master,passed,253,2020-03-02 05:47:47 UTC,657146250,657146251,pull_request
657135183,4f5d575aa4d94bccf4cee5cd3d5cb3eb0111496f,,ci_test,errored,4463,2020-03-02 04:56:37 UTC,657135184,657135185,push
657134742,4f5d575aa4d94bccf4cee5cd3d5cb3eb0111496f,,dev,passed,253,2020-03-02 04:54:35 UTC,657134743,657134744,push
657119927,ddd68f7f871d9fc5857d5f4813df6de3ff9a06a9,,ci_test,passed,4432,2020-03-02 04:05:42 UTC,657119928,657119929,push
657119653,8e655777f479a1455361ca8daf2f0c6511ebb666,,ci_test,canceled,80,2020-03-02 03:31:21 UTC,657119654,657119655,push
657117600,ddd68f7f871d9fc5857d5f4813df6de3ff9a06a9,,dev,passed,243,2020-03-02 03:20:14 UTC,657117601,657117602,push
656945407,8e655777f479a1455361ca8daf2f0c6511ebb666,,v0.26.4,errored,4563,2020-03-01 15:43:22 UTC,656945408,656945409,push
656942157,8e655777f479a1455361ca8daf2f0c6511ebb666,,master,passed,282,2020-03-01 14:27:32 UTC,656942158,656942159,push
656941842,ac7c27291cf778b6bbb008e19f65dde9c4d72c41,427,master,passed,259,2020-03-01 14:25:54 UTC,656941843,656941844,pull_request
656941834,7014f918645cdd9295b60314e0685ddb997570f4,,dev,passed,266,2020-03-01 14:25:47 UTC,656941835,656941836,push
656930095,0dcfbb973237caaf446d40ca68a5bb97d5df2f74,427,master,passed,256,2020-03-01 13:29:52 UTC,656930096,656930097,pull_request
656930014,c6a7aeaca479ab5f1c4314f60105fd5ffd7ad31a,,dev,passed,247,2020-03-01 13:29:43 UTC,656930015,656930016,push
656924284,afe5a86f0ac661861dab686b877cfa6561cbeafd,427,master,passed,257,2020-03-01 13:01:40 UTC,656924285,656924286,pull_request
656923718,6d2ab40638093161604f496470e52872abf0d9eb,,dev,passed,281,2020-03-01 12:59:40 UTC,656923719,656923720,push
656919930,2d81bdc2862b48c2d115e2b4fc52fd74797b9e3c,,dev,passed,248,2020-03-01 12:41:20 UTC,656919931,656919932,push
656918969,7f38e1fa0d00e229ae87fd942f2f4d413d3d023b,,dev,passed,281,2020-03-01 12:36:14 UTC,656918970,656918971,push
656898520,f522bdb6ee9776c55fe85c0590187753dba00645,,dev,passed,255,2020-03-01 10:37:22 UTC,656898521,656898522,push
